# event_ticker=KXATPCHALLENGERMATCH-26FEB25SHICIN
# final_score=6-1 6-4
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Yuta Shimizu
# kalshi_date=2026-02-25
timestamp,Federico Cina,Yuta Shimizu
2026-02-24T23:59:00Z,75.00,
2026-02-25T00:42:00Z,74.00,
2026-02-25T01:50:00Z,74.00,28.00
2026-02-25T02:23:00Z,74.00,28.00
2026-02-25T02:44:00Z,74.00,27.00
2026-02-25T02:59:00Z,74.00,25.00
2026-02-25T03:04:00Z,75.00,25.00
2026-02-25T03:05:00Z,75.00,25.00
2026-02-25T03:39:00Z,75.00,25.00
2026-02-25T03:41:00Z,75.00,27.00
2026-02-25T04:41:00Z,74.00,27.00
2026-02-25T04:49:00Z,74.00,27.00
2026-02-25T05:03:00Z,74.00,27.00
2026-02-25T05:18:00Z,74.00,27.00
2026-02-25T05:30:00Z,74.00,27.00
2026-02-25T05:40:00Z,74.00,27.00
2026-02-25T05:45:00Z,74.00,27.00
2026-02-25T05:59:00Z,74.00,25.00
2026-02-25T06:06:00Z,74.00,25.00
2026-02-25T06:07:00Z,74.00,25.00
2026-02-25T06:08:00Z,74.00,25.00
2026-02-25T06:09:00Z,74.00,27.00
2026-02-25T06:10:00Z,74.00,27.00
2026-02-25T06:11:00Z,74.00,26.89
2026-02-25T06:14:00Z,74.00,27.00
2026-02-25T06:16:00Z,74.00,27.00
2026-02-25T06:18:00Z,74.00,27.00
2026-02-25T06:19:00Z,74.00,27.00
2026-02-25T06:20:00Z,74.00,27.83
2026-02-25T06:21:00Z,74.00,28.00
2026-02-25T06:22:00Z,74.00,28.00
2026-02-25T06:23:00Z,74.00,28.00
2026-02-25T06:24:00Z,74.00,28.00
2026-02-25T06:26:00Z,74.00,28.00
2026-02-25T06:29:00Z,74.00,28.00
2026-02-25T06:30:00Z,74.00,28.00
2026-02-25T06:32:00Z,74.00,28.00
2026-02-25T06:37:00Z,74.00,28.00
2026-02-25T06:38:00Z,74.00,28.00
2026-02-25T06:40:00Z,74.00,28.00
2026-02-25T06:45:00Z,74.00,28.00
2026-02-25T06:48:00Z,74.00,28.00
2026-02-25T06:49:00Z,74.00,28.00
2026-02-25T06:55:00Z,74.00,28.00
2026-02-25T06:56:00Z,74.00,28.00
2026-02-25T06:59:00Z,74.00,28.00
2026-02-25T07:06:00Z,74.00,25.61
2026-02-25T07:07:00Z,74.00,28.00
2026-02-25T07:09:00Z,74.82,28.00
2026-02-25T07:15:00Z,74.82,28.00
2026-02-25T07:18:00Z,75.00,28.00
2026-02-25T07:19:00Z,75.00,28.00
2026-02-25T07:20:00Z,75.00,25.00
2026-02-25T07:22:00Z,75.00,28.00
2026-02-25T07:23:00Z,75.00,28.00
2026-02-25T07:26:00Z,75.00,28.00
2026-02-25T07:27:00Z,75.00,28.00
2026-02-25T07:28:00Z,75.00,28.00
2026-02-25T07:29:00Z,75.00,28.00
2026-02-25T07:30:00Z,75.00,28.00
2026-02-25T07:31:00Z,75.00,28.00
2026-02-25T07:33:00Z,72.00,28.00
2026-02-25T07:41:00Z,72.00,28.00
2026-02-25T07:44:00Z,72.00,28.00
2026-02-25T07:48:00Z,74.00,28.00
2026-02-25T07:52:00Z,74.00,28.00
2026-02-25T07:57:00Z,74.00,28.00
2026-02-25T08:00:00Z,74.00,28.00
2026-02-25T08:01:00Z,74.00,28.00
2026-02-25T08:02:00Z,74.00,28.00
2026-02-25T08:03:00Z,74.00,28.00
2026-02-25T08:06:00Z,74.00,28.00
2026-02-25T08:09:00Z,73.64,28.00
2026-02-25T08:10:00Z,73.64,28.00
2026-02-25T08:14:00Z,74.69,28.00
2026-02-25T08:19:00Z,75.00,28.00
2026-02-25T08:20:00Z,75.00,28.00
2026-02-25T08:21:00Z,75.00,28.00
2026-02-25T08:23:00Z,75.00,28.00
2026-02-25T08:24:00Z,75.00,28.00
2026-02-25T08:25:00Z,75.00,28.00
2026-02-25T08:26:00Z,74.00,28.00
2026-02-25T08:27:00Z,74.00,28.00
2026-02-25T08:28:00Z,74.00,28.00
2026-02-25T08:30:00Z,74.00,28.00
2026-02-25T08:31:00Z,74.00,28.00
2026-02-25T08:32:00Z,74.00,28.00
2026-02-25T08:33:00Z,74.00,28.00
2026-02-25T08:34:00Z,74.00,28.00
2026-02-25T08:35:00Z,74.00,28.00
2026-02-25T08:36:00Z,74.00,28.31
2026-02-25T08:37:00Z,73.99,28.37
2026-02-25T08:38:00Z,71.13,29.05
2026-02-25T08:39:00Z,70.95,33.90
2026-02-25T08:40:00Z,70.95,29.05
2026-02-25T08:41:00Z,73.73,26.97
2026-02-25T08:42:00Z,76.67,26.36
2026-02-25T08:43:00Z,72.37,27.63
2026-02-25T08:44:00Z,75.27,24.40
2026-02-25T08:45:00Z,77.64,26.59
2026-02-25T08:46:00Z,72.40,28.35
2026-02-25T08:47:00Z,76.00,24.63
2026-02-25T08:48:00Z,76.00,25.94
2026-02-25T08:49:00Z,76.00,24.00
2026-02-25T08:50:00Z,74.00,24.90
2026-02-25T08:51:00Z,74.75,26.31
2026-02-25T08:52:00Z,80.79,16.71
2026-02-25T08:53:00Z,87.00,16.16
2026-02-25T08:54:00Z,88.45,11.63
2026-02-25T08:55:00Z,87.34,11.88
2026-02-25T08:56:00Z,89.35,12.14
2026-02-25T08:57:00Z,91.96,9.05
