# event_ticker=KXATPCHALLENGERMATCH-26FEB25SHICIN
# final_score=6-1 6-4
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Yuta Shimizu
# kalshi_date=2026-02-25
timestamp,Federico Cina,Yuta Shimizu
2026-02-25T08:58:00Z,93.88,8.75
2026-02-25T08:59:00Z,93.63,6.72
2026-02-25T09:00:00Z,94.00,7.81
2026-02-25T09:01:00Z,93.04,6.97
2026-02-25T09:02:00Z,94.78,6.93
2026-02-25T09:03:00Z,93.82,7.52
2026-02-25T09:04:00Z,92.00,8.99
2026-02-25T09:05:00Z,93.00,8.49
2026-02-25T09:06:00Z,90.76,9.65
2026-02-25T09:07:00Z,90.09,9.51
2026-02-25T09:08:00Z,90.13,10.67
2026-02-25T09:09:00Z,92.03,8.97
2026-02-25T09:10:00Z,92.71,7.64
2026-02-25T09:11:00Z,92.88,10.37
2026-02-25T09:12:00Z,90.82,10.21
2026-02-25T09:13:00Z,93.15,7.38
2026-02-25T09:14:00Z,92.98,8.22
2026-02-25T09:15:00Z,91.00,7.29
2026-02-25T09:16:00Z,91.90,9.43
2026-02-25T09:17:00Z,90.00,10.38
2026-02-25T09:18:00Z,89.75,11.25
2026-02-25T09:19:00Z,88.21,12.61
2026-02-25T09:20:00Z,88.73,12.10
2026-02-25T09:21:00Z,89.00,11.10
2026-02-25T09:22:00Z,89.00,11.73
2026-02-25T09:23:00Z,91.28,8.57
2026-02-25T09:24:00Z,90.12,10.55
2026-02-25T09:25:00Z,88.16,12.89
2026-02-25T09:26:00Z,88.00,12.93
2026-02-25T09:27:00Z,89.18,10.52
2026-02-25T09:28:00Z,92.00,10.00
2026-02-25T09:29:00Z,93.78,6.18
2026-02-25T09:30:00Z,96.46,4.02
2026-02-25T09:31:00Z,97.97,2.85
2026-02-25T09:32:00Z,97.33,2.75
2026-02-25T09:33:00Z,97.83,2.99
2026-02-25T09:34:00Z,98.00,1.98
2026-02-25T09:35:00Z,99.00,1.11
2026-02-25T09:36:00Z,99.00,1.93
2026-02-25T09:37:00Z,99.00,2.00
2026-02-25T09:38:00Z,98.00,2.00
2026-02-25T09:39:00Z,99.00,1.95
2026-02-25T09:40:00Z,98.94,1.05
2026-02-25T09:41:00Z,98.94,1.00
2026-02-25T09:42:00Z,99.00,1.00
