# event_ticker=KXATPCHALLENGERMATCH-26MAR11TSEAND
# final_score=6-4 6-4
# match_winner=Andres Andrade
# fav_player=Andres Andrade
# dog_player=Chun Hsin Tseng
# kalshi_date=2026-03-11
timestamp,Andres Andrade,Chun Hsin Tseng
2026-03-11T11:00:00Z,,46.00
2026-03-11T13:24:00Z,,57.00
2026-03-11T13:45:00Z,,57.00
2026-03-11T15:04:00Z,,56.00
2026-03-11T16:14:00Z,46.88,56.00
2026-03-11T16:15:00Z,47.00,53.00
2026-03-11T16:38:00Z,47.00,55.00
2026-03-11T16:49:00Z,47.00,55.00
2026-03-11T16:56:00Z,47.00,55.00
2026-03-11T17:03:00Z,47.00,55.00
2026-03-11T18:16:00Z,47.00,55.00
2026-03-11T18:34:00Z,48.00,55.00
2026-03-11T18:37:00Z,48.00,52.00
2026-03-11T18:51:00Z,49.00,52.00
2026-03-11T18:56:00Z,49.00,52.00
2026-03-11T19:13:00Z,49.00,53.00
2026-03-11T19:25:00Z,49.00,53.00
2026-03-11T19:26:00Z,49.00,53.00
2026-03-11T19:52:00Z,49.00,53.00
2026-03-11T20:03:00Z,49.00,51.00
2026-03-11T20:13:00Z,49.00,52.00
2026-03-11T20:14:00Z,49.00,52.00
2026-03-11T20:18:00Z,49.00,52.00
2026-03-11T20:20:00Z,49.00,52.00
2026-03-11T20:21:00Z,49.00,53.00
2026-03-11T20:29:00Z,49.00,52.00
2026-03-11T20:34:00Z,50.00,52.00
2026-03-11T20:35:00Z,50.00,52.00
2026-03-11T20:36:00Z,50.00,52.00
2026-03-11T20:41:00Z,50.00,52.99
2026-03-11T20:42:00Z,50.00,53.00
2026-03-11T20:48:00Z,46.00,53.00
2026-03-11T20:49:00Z,46.03,53.00
2026-03-11T20:50:00Z,46.03,51.91
2026-03-11T20:51:00Z,46.03,50.00
2026-03-11T20:53:00Z,50.00,50.00
2026-03-11T20:54:00Z,45.00,50.00
2026-03-11T20:57:00Z,49.00,53.00
2026-03-11T20:58:00Z,49.00,51.00
2026-03-11T20:59:00Z,49.00,51.00
2026-03-11T21:01:00Z,49.00,45.00
2026-03-11T21:02:00Z,60.22,44.76
2026-03-11T21:03:00Z,62.00,44.76
2026-03-11T21:04:00Z,65.00,36.00
2026-03-11T21:05:00Z,66.86,35.98
2026-03-11T21:06:00Z,66.86,34.00
2026-03-11T21:07:00Z,70.00,32.00
2026-03-11T21:08:00Z,65.29,32.00
2026-03-11T21:09:00Z,71.95,32.00
2026-03-11T21:10:00Z,71.00,30.00
2026-03-11T21:11:00Z,71.00,34.00
2026-03-11T21:12:00Z,71.00,33.00
2026-03-11T21:13:00Z,74.71,33.00
2026-03-11T21:14:00Z,77.84,33.00
2026-03-11T21:17:00Z,77.84,24.00
2026-03-11T21:18:00Z,74.00,28.33
2026-03-11T21:19:00Z,74.00,32.00
2026-03-11T21:20:00Z,69.00,32.00
2026-03-11T21:21:00Z,69.00,33.00
2026-03-11T21:22:00Z,63.88,33.99
2026-03-11T21:24:00Z,72.00,31.89
2026-03-11T21:25:00Z,72.00,26.00
2026-03-11T21:26:00Z,75.92,26.00
2026-03-11T21:27:00Z,75.92,25.99
2026-03-11T21:28:00Z,74.00,25.95
2026-03-11T21:29:00Z,76.00,25.95
2026-03-11T21:30:00Z,79.26,18.60
2026-03-11T21:31:00Z,79.26,23.00
2026-03-11T21:34:00Z,66.00,37.68
2026-03-11T21:35:00Z,63.37,36.69
2026-03-11T21:36:00Z,71.00,35.00
2026-03-11T21:37:00Z,73.09,35.00
2026-03-11T21:38:00Z,74.26,27.85
2026-03-11T21:39:00Z,74.26,32.27
2026-03-11T21:40:00Z,69.00,33.00
2026-03-11T21:41:00Z,67.60,31.00
2026-03-11T21:42:00Z,70.00,31.13
2026-03-11T21:43:00Z,71.31,28.74
2026-03-11T21:44:00Z,69.00,31.10
2026-03-11T21:45:00Z,69.00,28.00
2026-03-11T21:46:00Z,69.00,31.00
2026-03-11T21:47:00Z,72.00,28.31
2026-03-11T21:48:00Z,70.00,32.91
2026-03-11T21:49:00Z,67.03,34.09
2026-03-11T21:50:00Z,67.00,32.00
2026-03-11T21:51:00Z,71.20,30.96
2026-03-11T21:52:00Z,71.20,36.00
2026-03-11T21:53:00Z,73.00,29.00
2026-03-11T21:54:00Z,71.91,24.41
2026-03-11T21:55:00Z,79.01,22.85
2026-03-11T21:56:00Z,79.38,25.53
2026-03-11T21:57:00Z,72.86,31.00
2026-03-11T21:58:00Z,86.83,18.59
2026-03-11T21:59:00Z,90.85,10.02
2026-03-11T22:00:00Z,91.94,8.83
2026-03-11T22:01:00Z,95.33,6.08
2026-03-11T22:02:00Z,92.03,8.94
2026-03-11T22:03:00Z,94.89,9.28
2026-03-11T22:04:00Z,95.99,5.10
2026-03-11T22:05:00Z,94.00,6.91
2026-03-11T22:06:00Z,94.00,7.97
2026-03-11T22:07:00Z,93.95,8.00
2026-03-11T22:08:00Z,96.57,4.98
2026-03-11T22:09:00Z,97.55,1.74
2026-03-11T22:10:00Z,96.52,2.67
2026-03-11T22:11:00Z,99.00,1.02
