# event_ticker=KXATPMATCH-26MAR17ZHAMAN
# final_score=6-3 6-2
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Zhizhen Zhang
# kalshi_date=2026-03-17
timestamp,Adrian Mannarino,Zhizhen Zhang
2026-03-19T04:46:00Z,50.10,
2026-03-19T04:47:00Z,50.10,49.92
2026-03-19T04:48:00Z,49.00,49.92
2026-03-19T04:51:00Z,49.00,51.00
2026-03-19T04:52:00Z,49.00,51.00
2026-03-19T04:54:00Z,49.00,51.00
2026-03-19T04:58:00Z,49.00,50.95
2026-03-19T04:59:00Z,49.24,48.00
2026-03-19T05:00:00Z,51.00,48.11
2026-03-19T05:01:00Z,51.00,48.11
2026-03-19T05:02:00Z,52.00,50.00
2026-03-19T05:03:00Z,52.00,50.00
2026-03-19T05:05:00Z,52.00,50.00
2026-03-19T05:07:00Z,49.00,50.00
2026-03-19T05:09:00Z,52.00,50.00
2026-03-19T05:12:00Z,52.00,50.00
2026-03-19T05:13:00Z,52.00,50.85
2026-03-19T05:14:00Z,52.00,50.85
2026-03-19T05:16:00Z,52.00,48.00
2026-03-19T05:17:00Z,49.00,48.00
2026-03-19T05:20:00Z,52.00,51.00
2026-03-19T05:21:00Z,52.00,51.00
2026-03-19T05:23:00Z,52.00,51.00
2026-03-19T05:25:00Z,52.00,51.00
2026-03-19T05:26:00Z,52.00,51.00
2026-03-19T05:27:00Z,52.00,51.00
2026-03-19T05:28:00Z,52.00,51.00
2026-03-19T05:29:00Z,52.00,51.00
2026-03-19T05:31:00Z,52.00,51.00
2026-03-19T05:32:00Z,52.00,51.00
2026-03-19T05:35:00Z,52.00,51.00
2026-03-19T05:36:00Z,49.00,51.00
2026-03-19T05:37:00Z,49.00,51.00
2026-03-19T05:39:00Z,49.00,51.00
2026-03-19T05:40:00Z,52.00,51.00
2026-03-19T05:47:00Z,52.00,51.00
2026-03-19T05:52:00Z,52.00,51.00
2026-03-19T05:53:00Z,52.00,51.00
2026-03-19T05:56:00Z,52.00,51.00
2026-03-19T05:57:00Z,52.00,51.00
2026-03-19T05:59:00Z,52.00,51.00
2026-03-19T06:03:00Z,52.00,51.00
2026-03-19T06:04:00Z,52.00,51.00
2026-03-19T06:05:00Z,52.00,51.00
2026-03-19T06:06:00Z,52.00,51.00
2026-03-19T06:07:00Z,52.00,51.00
2026-03-19T06:10:00Z,49.00,51.00
2026-03-19T06:14:00Z,49.00,51.00
2026-03-19T06:15:00Z,51.92,51.00
2026-03-19T06:16:00Z,52.10,51.00
2026-03-19T06:17:00Z,53.00,50.00
2026-03-19T06:20:00Z,53.00,50.33
2026-03-19T06:22:00Z,52.00,51.00
2026-03-19T06:33:00Z,52.00,51.00
2026-03-19T06:38:00Z,52.00,51.00
2026-03-19T06:51:00Z,52.00,51.00
2026-03-19T06:53:00Z,52.00,51.00
2026-03-19T09:03:00Z,52.00,51.00
2026-03-19T09:12:00Z,52.00,51.00
2026-03-19T09:14:00Z,52.00,51.00
2026-03-19T09:15:00Z,52.00,51.00
2026-03-19T09:19:00Z,52.00,51.00
2026-03-19T09:23:00Z,52.00,51.00
2026-03-19T09:25:00Z,52.00,50.00
2026-03-19T09:30:00Z,52.00,50.00
2026-03-19T09:31:00Z,52.00,50.00
2026-03-19T09:34:00Z,52.00,50.00
2026-03-19T09:37:00Z,52.00,50.00
2026-03-19T09:39:00Z,52.00,51.00
2026-03-19T09:45:00Z,52.00,51.00
2026-03-19T09:51:00Z,52.00,51.00
2026-03-19T10:03:00Z,52.00,50.00
2026-03-19T10:06:00Z,52.00,50.00
2026-03-19T10:08:00Z,52.00,50.00
2026-03-19T10:15:00Z,52.00,50.00
2026-03-19T10:17:00Z,52.00,48.00
2026-03-19T10:18:00Z,52.00,49.00
2026-03-19T10:37:00Z,52.00,49.25
2026-03-19T10:42:00Z,52.00,50.00
2026-03-19T10:49:00Z,52.00,50.00
2026-03-19T10:51:00Z,52.00,50.00
2026-03-19T10:54:00Z,52.00,50.00
2026-03-19T10:55:00Z,52.00,47.00
2026-03-19T10:57:00Z,52.00,47.00
2026-03-19T11:00:00Z,52.00,47.00
2026-03-19T11:05:00Z,52.00,50.00
2026-03-19T11:06:00Z,52.00,50.00
