# event_ticker=KXATPMATCH-25SEP18YUNZHA
# final_score=6-7(2) 6-4 7-6(3)
# score_resolution=7-6 4-6 6-7
# match_winner=Zhizhen Zhang
# fav_player=Yunchaokete Bu
# dog_player=Zhizhen Zhang
# kalshi_date=2025-09-18
timestamp,Yunchaokete Bu,Zhizhen Zhang
2025-09-18T01:58:00Z,,40.00
2025-09-18T02:21:00Z,,30.00
2025-09-18T02:59:00Z,71.50,30.00
2025-09-18T03:16:00Z,72.00,30.00
2025-09-18T03:34:00Z,72.00,30.00
2025-09-18T03:44:00Z,72.00,30.00
2025-09-18T03:46:00Z,72.00,29.00
2025-09-18T03:53:00Z,72.00,29.00
2025-09-18T04:08:00Z,72.00,29.77
2025-09-18T04:11:00Z,71.00,29.77
2025-09-18T04:12:00Z,71.00,30.00
2025-09-18T04:26:00Z,71.00,30.00
2025-09-18T04:30:00Z,71.00,30.00
2025-09-18T04:35:00Z,71.00,30.00
2025-09-18T04:46:00Z,71.00,30.00
2025-09-18T05:15:00Z,71.00,30.00
2025-09-18T05:29:00Z,71.00,30.00
2025-09-18T05:36:00Z,70.00,30.00
2025-09-18T05:50:00Z,70.00,30.00
2025-09-18T05:51:00Z,70.00,30.00
2025-09-18T06:09:00Z,70.00,31.00
2025-09-18T06:11:00Z,70.00,31.00
2025-09-18T06:19:00Z,70.00,31.00
2025-09-18T06:21:00Z,69.00,31.00
2025-09-18T06:39:00Z,69.00,31.00
2025-09-18T07:00:00Z,70.00,31.00
2025-09-18T09:16:00Z,70.00,32.00
2025-09-18T09:17:00Z,70.00,32.00
2025-09-18T09:21:00Z,70.00,32.00
2025-09-18T09:26:00Z,70.00,32.00
2025-09-18T09:33:00Z,70.00,32.00
2025-09-18T09:40:00Z,70.00,32.00
2025-09-18T09:54:00Z,70.00,32.00
2025-09-18T10:18:00Z,70.00,32.00
2025-09-18T10:20:00Z,70.00,32.00
2025-09-18T10:34:00Z,70.00,32.00
2025-09-18T10:38:00Z,70.00,32.00
2025-09-18T10:39:00Z,70.00,32.00
2025-09-18T10:40:00Z,70.00,32.00
2025-09-18T10:41:00Z,69.00,32.00
2025-09-18T10:42:00Z,69.00,32.00
2025-09-18T10:45:00Z,69.00,32.00
2025-09-18T10:56:00Z,69.00,32.00
2025-09-18T10:57:00Z,69.00,32.00
2025-09-18T11:04:00Z,70.00,32.00
2025-09-18T11:05:00Z,70.00,31.00
2025-09-18T11:10:00Z,70.00,31.00
2025-09-18T11:17:00Z,70.00,31.00
2025-09-18T11:23:00Z,70.00,31.00
2025-09-18T11:29:00Z,70.00,31.00
2025-09-18T11:33:00Z,70.00,31.00
2025-09-18T11:34:00Z,70.00,31.00
2025-09-18T11:36:00Z,70.00,31.00
2025-09-18T11:38:00Z,70.00,31.00
2025-09-18T11:41:00Z,70.00,31.00
2025-09-18T11:49:00Z,70.00,31.00
2025-09-18T11:50:00Z,70.00,31.00
2025-09-18T11:51:00Z,70.00,31.00
2025-09-18T11:54:00Z,70.00,31.00
2025-09-18T11:57:00Z,70.00,31.00
2025-09-18T11:58:00Z,70.71,31.00
2025-09-18T11:59:00Z,70.71,29.93
2025-09-18T12:00:00Z,71.00,29.93
2025-09-18T12:02:00Z,71.00,29.93
2025-09-18T12:03:00Z,71.00,31.00
2025-09-18T12:09:00Z,70.00,31.00
2025-09-18T12:12:00Z,70.00,31.00
2025-09-18T12:15:00Z,70.00,31.00
2025-09-18T12:26:00Z,70.00,31.00
2025-09-18T12:31:00Z,70.00,31.00
2025-09-18T12:32:00Z,70.00,31.00
2025-09-18T12:33:00Z,70.00,31.00
2025-09-18T12:34:00Z,70.00,31.00
2025-09-18T12:36:00Z,70.00,31.00
2025-09-18T12:40:00Z,70.00,31.00
2025-09-18T12:41:00Z,70.00,31.00
2025-09-18T12:42:00Z,70.00,31.00
2025-09-18T12:43:00Z,70.00,31.00
2025-09-18T12:44:00Z,70.00,31.00
2025-09-18T12:45:00Z,70.00,31.00
2025-09-18T12:46:00Z,70.61,31.00
2025-09-18T12:47:00Z,71.00,30.95
2025-09-18T12:48:00Z,71.00,30.95
2025-09-18T12:50:00Z,71.00,30.00
2025-09-18T12:51:00Z,71.00,30.00
2025-09-18T12:53:00Z,71.00,29.00
2025-09-18T12:54:00Z,71.01,31.00
2025-09-18T12:55:00Z,72.00,31.00
2025-09-18T12:56:00Z,70.07,30.00
2025-09-18T12:57:00Z,71.19,30.00
2025-09-18T12:58:00Z,72.00,30.00
2025-09-18T12:59:00Z,72.00,30.00
2025-09-18T13:00:00Z,72.00,30.00
2025-09-18T13:01:00Z,72.00,30.56
2025-09-18T13:02:00Z,75.50,31.00
2025-09-18T13:05:00Z,74.83,30.98
2025-09-18T13:07:00Z,75.31,30.98
2025-09-18T13:08:00Z,75.36,31.00
2025-09-18T13:09:00Z,75.36,31.00
2025-09-18T13:10:00Z,76.00,31.00
2025-09-18T13:11:00Z,76.00,31.00
2025-09-18T13:12:00Z,76.00,31.00
2025-09-18T13:18:00Z,76.00,31.00
2025-09-18T13:20:00Z,76.00,31.00
2025-09-18T13:21:00Z,76.00,31.00
2025-09-18T13:22:00Z,76.00,31.00
2025-09-18T13:23:00Z,76.13,31.00
2025-09-18T13:24:00Z,76.00,31.00
2025-09-18T13:25:00Z,75.00,30.00
2025-09-18T13:26:00Z,77.00,30.00
2025-09-18T13:27:00Z,68.24,28.07
2025-09-18T13:29:00Z,77.60,28.07
2025-09-18T13:33:00Z,77.60,31.45
2025-09-18T13:34:00Z,70.00,34.50
2025-09-18T13:35:00Z,72.52,31.00
2025-09-18T13:36:00Z,72.52,31.02
2025-09-18T13:38:00Z,72.00,31.02
2025-09-18T13:39:00Z,72.00,32.99
2025-09-18T13:41:00Z,71.51,32.99
2025-09-18T13:42:00Z,71.00,32.99
2025-09-18T13:43:00Z,71.00,31.00
2025-09-18T13:44:00Z,69.40,38.21
2025-09-18T13:45:00Z,67.04,44.45
2025-09-18T13:46:00Z,67.04,46.00
2025-09-18T13:47:00Z,69.90,31.00
2025-09-18T13:48:00Z,70.00,31.00
2025-09-18T13:49:00Z,70.00,34.00
2025-09-18T13:50:00Z,68.00,34.16
2025-09-18T13:51:00Z,63.30,38.75
2025-09-18T13:52:00Z,63.30,35.83
2025-09-18T13:53:00Z,67.69,35.00
2025-09-18T13:54:00Z,69.97,31.15
2025-09-18T13:55:00Z,70.48,33.00
2025-09-18T13:56:00Z,72.06,28.49
2025-09-18T13:57:00Z,72.06,31.00
2025-09-18T13:58:00Z,70.33,30.49
2025-09-18T13:59:00Z,70.87,28.66
2025-09-18T14:00:00Z,68.98,33.00
