# event_ticker=KXATPMATCH-25SEP18YUNZHA
# final_score=6-7(2) 6-4 7-6(3)
# score_resolution=7-6 4-6 6-7
# match_winner=Zhizhen Zhang
# fav_player=Yunchaokete Bu
# dog_player=Zhizhen Zhang
# kalshi_date=2025-09-18
timestamp,Yunchaokete Bu,Zhizhen Zhang
2025-09-18T14:01:00Z,68.98,33.00
2025-09-18T14:02:00Z,67.60,34.91
2025-09-18T14:03:00Z,67.00,33.33
2025-09-18T14:04:00Z,69.95,29.00
2025-09-18T14:05:00Z,67.00,34.08
2025-09-18T14:06:00Z,66.00,34.77
2025-09-18T14:07:00Z,66.00,35.09
2025-09-18T14:08:00Z,68.00,32.56
2025-09-18T14:09:00Z,69.00,32.00
2025-09-18T14:10:00Z,67.00,32.00
2025-09-18T14:11:00Z,68.00,33.00
2025-09-18T14:12:00Z,70.27,31.00
2025-09-18T14:13:00Z,67.00,35.41
2025-09-18T14:14:00Z,66.00,34.02
2025-09-18T14:15:00Z,65.00,36.00
2025-09-18T14:16:00Z,64.84,35.87
2025-09-18T14:17:00Z,66.75,35.87
2025-09-18T14:18:00Z,68.03,32.49
2025-09-18T14:19:00Z,68.03,34.77
2025-09-18T14:20:00Z,64.77,37.19
2025-09-18T14:21:00Z,64.00,38.22
2025-09-18T14:22:00Z,64.64,36.82
2025-09-18T14:23:00Z,63.61,36.50
2025-09-18T14:24:00Z,57.26,42.33
2025-09-18T14:25:00Z,45.88,53.93
2025-09-18T14:26:00Z,61.53,41.65
2025-09-18T14:27:00Z,64.92,37.12
2025-09-18T14:28:00Z,63.28,39.21
2025-09-18T14:29:00Z,63.94,41.50
2025-09-18T14:30:00Z,61.74,39.71
2025-09-18T14:31:00Z,63.01,39.58
2025-09-18T14:32:00Z,63.70,37.88
2025-09-18T14:33:00Z,61.47,41.73
2025-09-18T14:34:00Z,61.85,41.66
2025-09-18T14:35:00Z,63.26,39.96
2025-09-18T14:36:00Z,65.01,36.65
2025-09-18T14:37:00Z,60.97,40.75
2025-09-18T14:38:00Z,69.50,40.39
2025-09-18T14:39:00Z,73.28,25.97
2025-09-18T14:40:00Z,84.07,16.32
2025-09-18T14:41:00Z,85.07,15.55
2025-09-18T14:42:00Z,87.33,15.38
2025-09-18T14:43:00Z,88.00,13.81
2025-09-18T14:44:00Z,87.31,14.82
2025-09-18T14:45:00Z,86.19,14.96
2025-09-18T14:46:00Z,86.99,13.98
2025-09-18T14:47:00Z,87.00,14.34
2025-09-18T14:48:00Z,87.00,14.49
2025-09-18T14:49:00Z,87.48,14.37
2025-09-18T14:50:00Z,88.00,13.00
2025-09-18T14:51:00Z,88.00,10.67
2025-09-18T14:52:00Z,88.13,13.08
2025-09-18T14:53:00Z,87.66,13.93
2025-09-18T14:54:00Z,85.37,16.31
2025-09-18T14:55:00Z,87.53,16.05
2025-09-18T14:56:00Z,87.85,13.14
2025-09-18T14:57:00Z,87.98,12.97
2025-09-18T14:58:00Z,89.66,12.44
2025-09-18T14:59:00Z,87.26,13.74
2025-09-18T15:00:00Z,88.47,13.34
2025-09-18T15:01:00Z,91.35,10.80
2025-09-18T15:02:00Z,85.73,14.99
2025-09-18T15:03:00Z,84.92,16.79
2025-09-18T15:04:00Z,84.47,17.08
2025-09-18T15:05:00Z,84.47,14.80
2025-09-18T15:06:00Z,87.64,12.18
2025-09-18T15:07:00Z,87.94,12.62
2025-09-18T15:08:00Z,87.64,16.33
2025-09-18T15:09:00Z,87.88,15.81
2025-09-18T15:10:00Z,86.00,15.52
2025-09-18T15:11:00Z,87.48,13.89
2025-09-18T15:12:00Z,88.99,10.69
2025-09-18T15:13:00Z,89.64,13.00
2025-09-18T15:14:00Z,87.00,13.00
2025-09-18T15:15:00Z,88.90,12.95
2025-09-18T15:16:00Z,86.37,14.55
2025-09-18T15:17:00Z,84.00,18.84
2025-09-18T15:18:00Z,80.78,21.77
2025-09-18T15:19:00Z,79.25,26.47
2025-09-18T15:20:00Z,64.82,33.46
2025-09-18T15:21:00Z,62.03,37.95
2025-09-18T15:22:00Z,59.56,38.53
2025-09-18T15:23:00Z,56.64,43.21
2025-09-18T15:24:00Z,58.34,41.50
2025-09-18T15:25:00Z,59.06,43.28
2025-09-18T15:26:00Z,60.25,42.34
2025-09-18T15:27:00Z,60.12,41.86
2025-09-18T15:28:00Z,61.00,42.56
2025-09-18T15:29:00Z,59.94,45.10
2025-09-18T15:30:00Z,52.83,51.59
2025-09-18T15:31:00Z,61.50,42.05
2025-09-18T15:32:00Z,56.66,40.65
2025-09-18T15:33:00Z,57.29,40.69
2025-09-18T15:34:00Z,54.28,45.81
2025-09-18T15:35:00Z,57.73,44.47
2025-09-18T15:36:00Z,59.29,41.24
2025-09-18T15:37:00Z,59.16,42.34
2025-09-18T15:38:00Z,58.26,42.07
2025-09-18T15:39:00Z,66.94,33.56
2025-09-18T15:40:00Z,56.73,43.74
2025-09-18T15:41:00Z,56.80,44.86
2025-09-18T15:42:00Z,56.23,44.77
2025-09-18T15:43:00Z,55.09,48.16
2025-09-18T15:44:00Z,54.44,46.50
2025-09-18T15:45:00Z,60.42,41.21
2025-09-18T15:46:00Z,60.98,41.21
2025-09-18T15:47:00Z,60.45,39.28
2025-09-18T15:48:00Z,56.19,47.25
2025-09-18T15:49:00Z,58.03,45.83
2025-09-18T15:50:00Z,56.77,43.13
2025-09-18T15:51:00Z,59.05,42.00
2025-09-18T15:52:00Z,63.03,38.38
2025-09-18T15:53:00Z,63.00,38.00
2025-09-18T15:54:00Z,59.78,41.14
2025-09-18T15:55:00Z,55.11,42.90
2025-09-18T15:56:00Z,55.00,45.88
2025-09-18T15:57:00Z,54.40,46.79
2025-09-18T15:58:00Z,58.64,43.17
2025-09-18T15:59:00Z,59.29,40.32
2025-09-18T16:00:00Z,59.75,40.80
2025-09-18T16:01:00Z,61.00,40.00
2025-09-18T16:02:00Z,59.57,41.96
2025-09-18T16:03:00Z,54.00,47.02
2025-09-18T16:04:00Z,62.65,43.72
2025-09-18T16:05:00Z,64.34,42.22
2025-09-18T16:06:00Z,59.98,42.88
2025-09-18T16:07:00Z,61.61,37.73
2025-09-18T16:08:00Z,64.06,36.84
2025-09-18T16:09:00Z,64.06,37.19
2025-09-18T16:10:00Z,72.84,27.56
2025-09-18T16:11:00Z,77.44,21.35
2025-09-18T16:12:00Z,69.95,29.29
2025-09-18T16:13:00Z,80.36,25.89
2025-09-18T16:14:00Z,65.94,36.16
2025-09-18T16:15:00Z,64.09,38.71
2025-09-18T16:16:00Z,74.59,25.26
2025-09-18T16:17:00Z,70.97,33.86
2025-09-18T16:18:00Z,58.59,39.81
2025-09-18T16:19:00Z,63.27,35.55
2025-09-18T16:20:00Z,60.85,42.83
2025-09-18T16:21:00Z,44.22,59.39
2025-09-18T16:22:00Z,43.05,50.91
2025-09-18T16:23:00Z,63.44,39.73
2025-09-18T16:24:00Z,64.39,37.95
2025-09-18T16:25:00Z,65.49,41.53
2025-09-18T16:26:00Z,52.99,44.28
2025-09-18T16:27:00Z,41.77,48.13
2025-09-18T16:28:00Z,43.06,65.16
2025-09-18T16:29:00Z,29.69,66.73
2025-09-18T16:30:00Z,46.89,51.66
2025-09-18T16:31:00Z,39.33,61.72
2025-09-18T16:32:00Z,17.20,74.82
2025-09-18T16:33:00Z,10.26,86.76
2025-09-18T16:34:00Z,1.69,95.49
2025-09-18T16:35:00Z,2.08,71.12
2025-09-18T16:36:00Z,1.43,98.99
