# event_ticker=KXATPCHALLENGERMATCH-26MAY05TUNMCC
# final_score=7-5 7-6(4)
# score_resolution=7-5 7-6
# match_winner=James McCabe
# fav_player=James McCabe
# dog_player=Tung-Lin Wu
# kalshi_date=2026-05-05
timestamp,Tung-Lin Wu,James McCabe
2026-05-04T20:50:00Z,58.00,
2026-05-04T21:29:00Z,58.00,
2026-05-04T21:40:00Z,58.00,43.00
2026-05-05T00:33:00Z,58.00,43.00
2026-05-05T01:05:00Z,58.00,43.00
2026-05-05T02:58:00Z,58.00,43.00
2026-05-05T03:38:00Z,59.00,43.00
2026-05-05T03:47:00Z,59.00,43.00
2026-05-05T03:58:00Z,60.00,43.00
2026-05-05T04:09:00Z,60.00,43.00
2026-05-05T04:19:00Z,60.00,43.00
2026-05-05T04:20:00Z,60.00,43.00
2026-05-05T04:25:00Z,60.00,43.00
2026-05-05T04:30:00Z,60.00,42.00
2026-05-05T04:32:00Z,60.00,42.00
2026-05-05T04:34:00Z,58.76,42.00
2026-05-05T04:35:00Z,58.94,42.00
2026-05-05T04:39:00Z,58.00,42.00
2026-05-05T04:40:00Z,58.87,42.00
2026-05-05T04:42:00Z,58.87,42.00
2026-05-05T04:43:00Z,58.00,42.00
2026-05-05T04:44:00Z,58.00,42.00
2026-05-05T04:47:00Z,59.50,42.00
2026-05-05T04:48:00Z,59.50,42.00
2026-05-05T04:49:00Z,59.00,42.00
2026-05-05T04:50:00Z,59.00,42.00
2026-05-05T04:51:00Z,59.00,42.00
2026-05-05T04:53:00Z,59.00,42.00
2026-05-05T04:54:00Z,59.00,42.00
2026-05-05T04:58:00Z,59.00,41.00
2026-05-05T04:59:00Z,59.00,42.00
2026-05-05T05:02:00Z,60.24,42.00
2026-05-05T05:04:00Z,60.24,42.00
2026-05-05T05:06:00Z,61.00,42.00
2026-05-05T05:07:00Z,60.71,42.12
2026-05-05T05:10:00Z,60.71,42.00
2026-05-05T05:11:00Z,60.71,42.00
2026-05-05T05:12:00Z,60.00,42.00
2026-05-05T05:13:00Z,60.00,42.00
2026-05-05T05:15:00Z,60.00,42.00
2026-05-05T05:16:00Z,60.00,42.00
2026-05-05T05:18:00Z,60.00,42.00
2026-05-05T05:19:00Z,60.00,42.00
2026-05-05T05:20:00Z,60.00,42.00
2026-05-05T05:21:00Z,60.00,42.00
2026-05-05T05:22:00Z,60.00,42.69
2026-05-05T05:23:00Z,60.00,42.42
2026-05-05T05:24:00Z,60.00,43.00
2026-05-05T05:25:00Z,60.00,43.00
2026-05-05T05:26:00Z,60.00,43.00
2026-05-05T05:27:00Z,60.00,43.00
2026-05-05T05:28:00Z,60.64,42.00
2026-05-05T05:29:00Z,60.69,42.00
2026-05-05T05:30:00Z,60.02,42.00
2026-05-05T05:31:00Z,61.00,42.00
2026-05-05T05:32:00Z,61.00,42.00
2026-05-05T05:33:00Z,61.51,40.59
2026-05-05T05:34:00Z,64.69,38.37
2026-05-05T05:35:00Z,64.00,38.60
2026-05-05T05:36:00Z,63.94,38.68
2026-05-05T05:37:00Z,60.99,41.00
2026-05-05T05:38:00Z,61.87,41.00
2026-05-05T05:39:00Z,62.32,40.00
2026-05-05T05:40:00Z,58.42,43.86
2026-05-05T05:41:00Z,58.42,40.00
2026-05-05T05:42:00Z,62.00,40.00
2026-05-05T05:43:00Z,64.57,37.81
2026-05-05T05:44:00Z,75.04,28.08
2026-05-05T05:45:00Z,77.49,23.00
2026-05-05T05:46:00Z,80.05,21.00
2026-05-05T05:47:00Z,82.00,21.00
2026-05-05T05:48:00Z,82.85,19.14
2026-05-05T05:49:00Z,85.00,16.00
2026-05-05T05:50:00Z,85.68,16.71
2026-05-05T05:51:00Z,80.65,18.97
2026-05-05T05:52:00Z,79.19,21.21
2026-05-05T05:53:00Z,81.93,18.99
2026-05-05T05:54:00Z,79.53,24.60
2026-05-05T05:55:00Z,73.62,26.23
2026-05-05T05:56:00Z,68.02,34.50
2026-05-05T05:57:00Z,65.00,35.94
2026-05-05T05:58:00Z,66.70,32.15
2026-05-05T05:59:00Z,72.10,30.28
2026-05-05T06:00:00Z,68.14,34.97
2026-05-05T06:01:00Z,62.08,39.99
2026-05-05T06:02:00Z,63.74,36.93
2026-05-05T06:03:00Z,64.92,33.44
2026-05-05T06:04:00Z,64.13,37.24
2026-05-05T06:05:00Z,62.71,39.27
2026-05-05T06:06:00Z,64.00,38.00
2026-05-05T06:07:00Z,58.22,43.00
2026-05-05T06:08:00Z,60.13,42.63
2026-05-05T06:09:00Z,63.59,36.87
2026-05-05T06:10:00Z,62.26,36.33
2026-05-05T06:11:00Z,67.56,38.11
2026-05-05T06:12:00Z,61.55,39.61
2026-05-05T06:13:00Z,62.31,40.13
2026-05-05T06:14:00Z,57.83,46.08
2026-05-05T06:15:00Z,40.16,58.79
2026-05-05T06:16:00Z,36.70,63.22
2026-05-05T06:17:00Z,38.98,62.57
2026-05-05T06:18:00Z,41.31,58.19
2026-05-05T06:19:00Z,48.57,59.19
2026-05-05T06:20:00Z,33.40,66.65
2026-05-05T06:21:00Z,33.00,67.33
2026-05-05T06:22:00Z,38.31,65.93
2026-05-05T06:23:00Z,29.27,74.74
2026-05-05T06:24:00Z,19.25,81.82
2026-05-05T06:25:00Z,22.12,78.53
2026-05-05T06:26:00Z,25.43,73.17
2026-05-05T06:27:00Z,29.36,70.95
2026-05-05T06:28:00Z,30.02,70.35
2026-05-05T06:29:00Z,32.95,67.40
2026-05-05T06:30:00Z,34.99,66.03
2026-05-05T06:31:00Z,35.12,65.98
2026-05-05T06:32:00Z,35.00,67.91
2026-05-05T06:33:00Z,34.09,67.26
2026-05-05T06:34:00Z,37.85,62.37
2026-05-05T06:35:00Z,33.78,68.30
2026-05-05T06:36:00Z,30.66,70.01
2026-05-05T06:37:00Z,35.00,67.00
2026-05-05T06:38:00Z,30.49,69.26
2026-05-05T06:39:00Z,31.86,72.47
2026-05-05T06:40:00Z,30.95,75.83
2026-05-05T06:41:00Z,17.06,77.13
2026-05-05T06:42:00Z,14.95,85.41
2026-05-05T06:43:00Z,17.23,85.22
2026-05-05T06:44:00Z,19.71,83.33
2026-05-05T06:45:00Z,15.02,82.08
2026-05-05T06:46:00Z,11.10,90.00
2026-05-05T06:47:00Z,9.12,91.31
2026-05-05T06:48:00Z,11.02,89.25
2026-05-05T06:49:00Z,10.61,90.39
2026-05-05T06:50:00Z,12.32,87.79
2026-05-05T06:51:00Z,13.10,86.28
2026-05-05T06:52:00Z,16.33,84.48
2026-05-05T06:53:00Z,13.68,87.75
2026-05-05T06:54:00Z,15.83,86.20
2026-05-05T06:55:00Z,22.56,77.39
2026-05-05T06:56:00Z,31.62,69.30
2026-05-05T06:57:00Z,35.20,65.32
2026-05-05T06:58:00Z,37.97,63.06
2026-05-05T06:59:00Z,38.11,62.46
2026-05-05T07:00:00Z,37.79,64.73
2026-05-05T07:01:00Z,36.69,65.77
2026-05-05T07:02:00Z,34.81,65.04
2026-05-05T07:03:00Z,34.48,65.07
2026-05-05T07:04:00Z,28.86,72.14
2026-05-05T07:05:00Z,34.81,66.03
2026-05-05T07:06:00Z,37.06,63.90
2026-05-05T07:07:00Z,38.54,61.42
2026-05-05T07:08:00Z,36.71,64.91
2026-05-05T07:09:00Z,32.61,68.43
2026-05-05T07:10:00Z,29.42,69.92
2026-05-05T07:11:00Z,33.36,66.73
2026-05-05T07:12:00Z,36.45,63.78
2026-05-05T07:13:00Z,36.05,63.76
2026-05-05T07:14:00Z,36.97,64.00
2026-05-05T07:15:00Z,35.98,64.95
2026-05-05T07:16:00Z,28.75,68.46
2026-05-05T07:17:00Z,32.70,67.12
2026-05-05T07:18:00Z,28.53,70.71
2026-05-05T07:19:00Z,18.49,79.93
2026-05-05T07:20:00Z,19.17,84.87
2026-05-05T07:21:00Z,27.03,72.08
2026-05-05T07:22:00Z,35.45,68.24
2026-05-05T07:23:00Z,27.74,71.83
2026-05-05T07:24:00Z,23.53,77.24
2026-05-05T07:25:00Z,20.99,84.94
2026-05-05T07:26:00Z,7.68,93.10
2026-05-05T07:27:00Z,1.68,98.75
2026-05-05T07:28:00Z,1.68,99.00
2026-05-05T07:29:00Z,1.68,99.00
2026-05-05T07:30:00Z,1.00,99.00
2026-05-05T07:31:00Z,1.00,99.00
2026-05-05T07:32:00Z,1.00,99.00
2026-05-05T07:33:00Z,1.00,99.00
