# event_ticker=KXATPCHALLENGERMATCH-26MAR20FORJAC
# final_score=7-6(3) 6-2
# score_resolution=6-7 2-6
# match_winner=Kyrian Jacquet
# fav_player=Jonas Forejtek
# dog_player=Kyrian Jacquet
# kalshi_date=2026-03-20
timestamp,Jonas Forejtek,Kyrian Jacquet
2026-03-19T22:40:00Z,,67.00
2026-03-19T22:58:00Z,36.00,67.00
2026-03-20T00:52:00Z,36.00,66.57
2026-03-20T01:50:00Z,36.00,66.00
2026-03-20T02:01:00Z,36.00,66.00
2026-03-20T02:06:00Z,36.00,66.00
2026-03-20T02:08:00Z,36.00,66.00
2026-03-20T02:10:00Z,36.00,66.00
2026-03-20T02:38:00Z,35.00,66.00
2026-03-20T02:45:00Z,35.00,66.00
2026-03-20T02:52:00Z,35.00,66.00
2026-03-20T03:04:00Z,35.00,66.00
2026-03-20T03:25:00Z,35.00,66.00
2026-03-20T03:27:00Z,35.00,66.14
2026-03-20T03:28:00Z,35.00,66.00
2026-03-20T03:30:00Z,35.00,66.00
2026-03-20T03:48:00Z,35.00,66.00
2026-03-20T03:51:00Z,35.00,66.00
2026-03-20T04:02:00Z,35.00,66.00
2026-03-20T04:03:00Z,35.00,66.00
2026-03-20T04:13:00Z,35.00,67.00
2026-03-20T04:19:00Z,35.00,67.00
2026-03-20T04:21:00Z,35.00,67.00
2026-03-20T04:23:00Z,35.00,67.00
2026-03-20T04:30:00Z,35.00,67.00
2026-03-20T04:33:00Z,35.00,67.00
2026-03-20T04:41:00Z,35.00,67.41
2026-03-20T04:43:00Z,34.00,67.41
2026-03-20T04:46:00Z,34.00,67.00
2026-03-20T04:51:00Z,34.00,67.88
2026-03-20T04:52:00Z,34.00,68.00
2026-03-20T05:01:00Z,33.00,68.00
2026-03-20T05:07:00Z,33.00,68.00
2026-03-20T05:13:00Z,33.00,68.00
2026-03-20T05:14:00Z,33.00,68.00
2026-03-20T05:15:00Z,33.00,68.00
2026-03-20T05:24:00Z,33.00,68.00
2026-03-20T05:28:00Z,33.00,68.00
2026-03-20T05:30:00Z,33.00,68.00
2026-03-20T05:32:00Z,33.00,68.00
2026-03-20T05:35:00Z,33.00,68.00
2026-03-20T05:36:00Z,33.00,68.00
2026-03-20T05:37:00Z,33.00,68.00
2026-03-20T05:38:00Z,33.00,68.00
2026-03-20T05:39:00Z,33.00,68.00
2026-03-20T05:40:00Z,33.00,68.00
2026-03-20T05:42:00Z,33.00,68.00
2026-03-20T05:43:00Z,33.00,68.00
2026-03-20T05:44:00Z,33.00,68.00
2026-03-20T05:45:00Z,33.00,68.00
2026-03-20T05:47:00Z,33.00,68.00
2026-03-20T05:48:00Z,33.00,68.00
2026-03-20T05:49:00Z,33.00,68.00
2026-03-20T05:51:00Z,33.00,68.00
2026-03-20T05:53:00Z,33.00,68.00
2026-03-20T05:59:00Z,33.00,68.00
2026-03-20T06:00:00Z,33.00,68.00
2026-03-20T06:04:00Z,33.00,68.00
2026-03-20T06:07:00Z,33.00,68.39
2026-03-20T06:08:00Z,33.00,69.00
2026-03-20T06:09:00Z,33.00,69.00
2026-03-20T06:13:00Z,33.00,69.00
2026-03-20T06:18:00Z,31.30,69.00
2026-03-20T06:21:00Z,33.00,69.00
2026-03-20T06:27:00Z,33.00,69.00
2026-03-20T06:28:00Z,33.00,69.00
2026-03-20T06:30:00Z,33.00,69.00
2026-03-20T06:37:00Z,33.00,69.00
2026-03-20T06:40:00Z,33.00,69.00
2026-03-20T06:43:00Z,33.00,69.00
2026-03-20T06:48:00Z,33.00,69.00
2026-03-20T06:50:00Z,33.00,69.00
2026-03-20T06:51:00Z,33.00,69.00
2026-03-20T06:52:00Z,33.00,69.00
2026-03-20T07:04:00Z,33.00,69.00
2026-03-20T07:05:00Z,33.00,69.00
2026-03-20T07:06:00Z,33.00,69.00
2026-03-20T07:10:00Z,33.00,69.00
2026-03-20T07:12:00Z,33.00,69.00
2026-03-20T07:13:00Z,33.00,69.00
2026-03-20T07:14:00Z,33.00,69.00
2026-03-20T07:19:00Z,33.00,69.00
2026-03-20T07:21:00Z,33.00,69.00
2026-03-20T07:27:00Z,33.00,69.00
2026-03-20T07:34:00Z,33.00,69.00
2026-03-20T07:38:00Z,33.00,69.00
2026-03-20T07:41:00Z,33.00,69.00
2026-03-20T07:42:00Z,33.00,69.00
2026-03-20T07:44:00Z,33.00,69.00
2026-03-20T07:58:00Z,33.00,68.00
2026-03-20T08:04:00Z,33.00,68.00
2026-03-20T08:07:00Z,33.00,68.00
2026-03-20T08:18:00Z,33.00,69.00
2026-03-20T08:20:00Z,33.00,69.00
2026-03-20T08:22:00Z,33.00,68.00
2026-03-20T08:23:00Z,33.00,68.94
2026-03-20T08:24:00Z,33.00,69.00
2026-03-20T08:30:00Z,33.00,69.00
2026-03-20T08:32:00Z,33.00,69.00
2026-03-20T08:37:00Z,33.00,69.00
2026-03-20T08:41:00Z,33.00,69.00
2026-03-20T08:48:00Z,33.00,69.00
2026-03-20T08:49:00Z,33.00,69.00
2026-03-20T08:50:00Z,33.00,69.00
2026-03-20T08:53:00Z,33.00,69.00
2026-03-20T08:55:00Z,33.00,69.00
2026-03-20T08:56:00Z,33.00,69.00
2026-03-20T09:01:00Z,33.00,69.00
2026-03-20T09:03:00Z,33.00,69.00
2026-03-20T09:04:00Z,33.00,69.00
2026-03-20T09:05:00Z,33.00,69.00
2026-03-20T09:06:00Z,33.00,69.00
2026-03-20T09:08:00Z,33.00,69.00
2026-03-20T09:09:00Z,33.00,69.00
2026-03-20T09:11:00Z,33.00,69.00
2026-03-20T09:14:00Z,33.00,69.00
2026-03-20T09:17:00Z,32.00,69.00
2026-03-20T09:19:00Z,32.00,69.00
2026-03-20T09:21:00Z,32.00,69.00
2026-03-20T09:22:00Z,32.00,69.00
2026-03-20T09:23:00Z,32.00,69.00
2026-03-20T09:26:00Z,32.00,69.97
2026-03-20T09:27:00Z,30.00,72.14
2026-03-20T09:28:00Z,31.00,72.14
2026-03-20T09:29:00Z,31.00,70.00
2026-03-20T09:31:00Z,31.00,70.00
2026-03-20T09:32:00Z,31.00,70.00
2026-03-20T09:33:00Z,31.00,70.00
2026-03-20T09:35:00Z,31.00,70.63
2026-03-20T09:36:00Z,31.00,70.63
2026-03-20T09:37:00Z,31.00,70.00
2026-03-20T09:39:00Z,31.00,70.97
2026-03-20T09:40:00Z,30.76,71.00
2026-03-20T09:41:00Z,31.90,69.10
2026-03-20T09:42:00Z,31.00,70.69
2026-03-20T09:43:00Z,28.00,72.00
2026-03-20T09:44:00Z,26.20,73.85
2026-03-20T09:45:00Z,23.14,80.87
2026-03-20T09:46:00Z,19.90,80.25
2026-03-20T09:47:00Z,19.25,82.00
2026-03-20T09:48:00Z,20.00,81.19
2026-03-20T09:49:00Z,23.16,77.56
2026-03-20T09:50:00Z,26.79,73.56
2026-03-20T09:51:00Z,28.00,73.00
2026-03-20T09:52:00Z,28.27,73.00
2026-03-20T09:53:00Z,25.34,74.00
2026-03-20T09:54:00Z,24.98,76.80
2026-03-20T09:55:00Z,27.30,71.17
2026-03-20T09:56:00Z,27.46,74.00
2026-03-20T09:57:00Z,31.55,69.67
2026-03-20T09:58:00Z,33.29,66.00
2026-03-20T09:59:00Z,38.84,60.11
2026-03-20T10:00:00Z,46.38,53.99
2026-03-20T10:01:00Z,47.92,53.49
2026-03-20T10:02:00Z,47.28,52.30
2026-03-20T10:03:00Z,49.67,51.93
2026-03-20T10:04:00Z,50.52,52.37
2026-03-20T10:05:00Z,43.96,54.75
2026-03-20T10:06:00Z,36.99,65.03
2026-03-20T10:07:00Z,32.00,70.17
2026-03-20T10:08:00Z,30.21,70.94
2026-03-20T10:09:00Z,28.75,71.58
2026-03-20T10:10:00Z,30.00,70.49
2026-03-20T10:11:00Z,34.11,67.88
2026-03-20T10:12:00Z,37.67,61.74
2026-03-20T10:13:00Z,43.78,58.92
2026-03-20T10:14:00Z,42.73,58.92
2026-03-20T10:15:00Z,32.03,67.81
2026-03-20T10:16:00Z,31.99,68.00
2026-03-20T10:17:00Z,22.22,74.88
2026-03-20T10:18:00Z,19.47,82.41
2026-03-20T10:19:00Z,22.72,79.69
2026-03-20T10:20:00Z,33.28,70.48
2026-03-20T10:21:00Z,31.01,69.81
2026-03-20T10:22:00Z,31.07,68.91
2026-03-20T10:23:00Z,35.91,64.96
2026-03-20T10:24:00Z,40.33,60.92
2026-03-20T10:25:00Z,32.52,67.00
2026-03-20T10:26:00Z,31.71,69.98
2026-03-20T10:27:00Z,32.00,69.49
2026-03-20T10:28:00Z,27.07,72.27
2026-03-20T10:29:00Z,26.43,74.52
2026-03-20T10:30:00Z,21.87,77.54
2026-03-20T10:31:00Z,29.27,72.52
2026-03-20T10:32:00Z,27.72,70.48
2026-03-20T10:33:00Z,35.15,65.93
