# event_ticker=KXATPCHALLENGERMATCH-26APR06KRUBAR
# final_score=6-4 6-4
# match_winner=Hynek Barton
# fav_player=Hynek Barton
# dog_player=Mitchell Krueger
# kalshi_date=2026-04-06
timestamp,Hynek Barton,Mitchell Krueger
2026-04-06T09:01:00Z,,44.00
2026-04-06T11:11:00Z,,44.00
2026-04-06T14:07:00Z,56.39,44.00
2026-04-06T14:43:00Z,56.39,45.00
2026-04-06T14:50:00Z,56.39,45.00
2026-04-06T14:55:00Z,56.39,45.00
2026-04-06T15:01:00Z,56.00,45.00
2026-04-06T15:18:00Z,56.00,45.00
2026-04-06T15:19:00Z,56.83,45.00
2026-04-06T15:28:00Z,55.00,45.00
2026-04-06T15:35:00Z,57.00,45.00
2026-04-06T16:14:00Z,57.00,44.00
2026-04-06T16:35:00Z,57.00,44.00
2026-04-06T16:52:00Z,57.00,44.00
2026-04-06T17:01:00Z,57.00,44.00
2026-04-06T17:10:00Z,57.00,44.00
2026-04-06T17:20:00Z,57.00,44.00
2026-04-06T17:22:00Z,57.00,44.00
2026-04-06T17:34:00Z,57.00,44.00
2026-04-06T17:37:00Z,57.00,45.54
2026-04-06T17:46:00Z,57.00,45.54
2026-04-06T17:47:00Z,57.00,45.54
2026-04-06T17:51:00Z,57.00,46.00
2026-04-06T18:02:00Z,57.00,46.00
2026-04-06T18:20:00Z,57.00,46.00
2026-04-06T18:22:00Z,57.00,46.00
2026-04-06T18:24:00Z,57.00,46.00
2026-04-06T18:31:00Z,57.33,46.00
2026-04-06T18:35:00Z,58.00,46.00
2026-04-06T18:39:00Z,58.00,44.00
2026-04-06T18:48:00Z,58.00,45.00
2026-04-06T19:03:00Z,58.00,45.00
2026-04-06T19:04:00Z,57.00,45.00
2026-04-06T19:07:00Z,57.00,46.00
2026-04-06T19:08:00Z,57.00,46.00
2026-04-06T19:09:00Z,57.00,46.00
2026-04-06T19:12:00Z,57.00,46.00
2026-04-06T19:14:00Z,57.00,46.00
2026-04-06T19:16:00Z,57.00,45.00
2026-04-06T19:18:00Z,57.00,44.00
2026-04-06T19:19:00Z,57.00,44.00
2026-04-06T19:22:00Z,57.00,44.00
2026-04-06T19:24:00Z,57.00,45.00
2026-04-06T19:27:00Z,57.00,45.00
2026-04-06T19:33:00Z,57.00,45.00
2026-04-06T19:37:00Z,57.00,45.00
2026-04-06T19:38:00Z,57.00,45.00
2026-04-06T19:39:00Z,57.00,45.00
2026-04-06T19:41:00Z,56.00,45.00
2026-04-06T19:45:00Z,56.00,45.00
2026-04-06T19:49:00Z,57.00,45.00
2026-04-06T19:50:00Z,57.77,44.00
2026-04-06T19:55:00Z,57.95,44.00
2026-04-06T19:56:00Z,57.95,45.00
2026-04-06T20:01:00Z,57.00,45.00
2026-04-06T20:02:00Z,57.00,45.00
2026-04-06T20:03:00Z,57.00,45.00
2026-04-06T20:04:00Z,57.48,44.57
2026-04-06T20:08:00Z,57.48,45.00
2026-04-06T20:09:00Z,57.00,45.00
2026-04-06T20:11:00Z,57.00,45.00
2026-04-06T20:12:00Z,58.18,44.30
2026-04-06T20:13:00Z,58.18,44.49
2026-04-06T20:14:00Z,58.00,44.00
2026-04-06T20:17:00Z,60.09,44.00
2026-04-06T20:18:00Z,60.00,44.00
2026-04-06T20:19:00Z,60.00,42.00
2026-04-06T20:21:00Z,60.07,42.00
2026-04-06T20:22:00Z,60.00,42.00
2026-04-06T20:23:00Z,60.00,42.00
2026-04-06T20:26:00Z,60.44,42.00
2026-04-06T20:27:00Z,60.95,42.00
2026-04-06T20:28:00Z,58.00,42.00
2026-04-06T20:29:00Z,58.00,42.00
2026-04-06T20:30:00Z,58.00,42.00
2026-04-06T20:33:00Z,58.00,42.00
2026-04-06T20:34:00Z,60.69,42.00
2026-04-06T20:35:00Z,60.00,42.00
2026-04-06T20:36:00Z,60.00,42.56
2026-04-06T20:37:00Z,60.00,40.00
2026-04-06T20:38:00Z,60.00,42.00
2026-04-06T20:39:00Z,60.00,42.00
2026-04-06T20:42:00Z,60.63,42.00
2026-04-06T20:44:00Z,60.63,42.00
2026-04-06T20:46:00Z,61.00,42.00
2026-04-06T20:49:00Z,61.00,42.00
2026-04-06T20:50:00Z,58.00,42.00
2026-04-06T20:51:00Z,60.67,42.00
2026-04-06T20:53:00Z,60.00,42.00
2026-04-06T20:54:00Z,61.00,40.92
2026-04-06T20:55:00Z,62.34,40.68
2026-04-06T20:56:00Z,65.22,36.94
2026-04-06T20:57:00Z,71.84,29.22
2026-04-06T20:58:00Z,70.69,33.71
2026-04-06T20:59:00Z,61.24,40.01
2026-04-06T21:00:00Z,69.42,33.64
2026-04-06T21:01:00Z,66.56,35.84
2026-04-06T21:02:00Z,69.15,32.68
2026-04-06T21:03:00Z,68.70,33.20
2026-04-06T21:04:00Z,65.52,35.95
2026-04-06T21:05:00Z,65.31,37.16
2026-04-06T21:06:00Z,69.27,31.98
2026-04-06T21:07:00Z,71.46,30.86
2026-04-06T21:08:00Z,70.59,29.02
2026-04-06T21:09:00Z,72.21,29.34
2026-04-06T21:10:00Z,70.09,31.14
2026-04-06T21:11:00Z,72.04,27.11
2026-04-06T21:12:00Z,71.76,28.92
2026-04-06T21:13:00Z,72.99,28.89
2026-04-06T21:14:00Z,71.71,29.10
2026-04-06T21:15:00Z,74.60,29.09
2026-04-06T21:16:00Z,77.55,25.60
2026-04-06T21:17:00Z,77.79,22.67
2026-04-06T21:18:00Z,78.92,24.66
2026-04-06T21:19:00Z,73.91,27.35
2026-04-06T21:20:00Z,72.00,29.00
2026-04-06T21:21:00Z,72.47,27.47
2026-04-06T21:22:00Z,73.04,26.45
2026-04-06T21:23:00Z,70.53,30.70
2026-04-06T21:24:00Z,76.72,26.37
2026-04-06T21:25:00Z,75.37,27.94
2026-04-06T21:26:00Z,71.82,29.42
2026-04-06T21:27:00Z,72.00,29.00
2026-04-06T21:28:00Z,74.77,27.73
2026-04-06T21:29:00Z,73.22,28.30
2026-04-06T21:30:00Z,76.19,24.87
2026-04-06T21:31:00Z,77.00,23.95
2026-04-06T21:32:00Z,74.85,25.92
2026-04-06T21:33:00Z,72.15,28.92
2026-04-06T21:34:00Z,73.00,28.00
2026-04-06T21:35:00Z,73.37,26.95
2026-04-06T21:36:00Z,74.84,24.64
2026-04-06T21:37:00Z,77.81,22.75
2026-04-06T21:38:00Z,78.99,21.91
2026-04-06T21:39:00Z,78.24,21.98
2026-04-06T21:40:00Z,78.98,21.85
2026-04-06T21:41:00Z,78.52,22.00
2026-04-06T21:42:00Z,79.00,22.92
2026-04-06T21:43:00Z,79.00,22.23
2026-04-06T21:44:00Z,81.65,20.50
2026-04-06T21:45:00Z,79.44,21.50
2026-04-06T21:46:00Z,80.32,22.72
2026-04-06T21:47:00Z,80.16,22.06
2026-04-06T21:48:00Z,75.44,24.02
2026-04-06T21:49:00Z,74.28,25.94
2026-04-06T21:50:00Z,77.50,24.25
2026-04-06T21:51:00Z,78.21,23.49
2026-04-06T21:52:00Z,79.39,22.23
2026-04-06T21:53:00Z,78.82,21.45
2026-04-06T21:54:00Z,80.95,21.01
2026-04-06T21:55:00Z,78.15,23.57
2026-04-06T21:56:00Z,76.00,24.82
2026-04-06T21:57:00Z,76.84,24.63
2026-04-06T21:58:00Z,74.99,25.20
2026-04-06T21:59:00Z,68.73,35.95
2026-04-06T22:00:00Z,70.80,29.12
2026-04-06T22:01:00Z,77.54,25.28
2026-04-06T22:02:00Z,78.43,22.43
2026-04-06T22:03:00Z,76.53,24.37
2026-04-06T22:04:00Z,79.49,23.78
2026-04-06T22:05:00Z,80.16,20.33
2026-04-06T22:06:00Z,80.73,23.85
2026-04-06T22:07:00Z,82.66,15.90
2026-04-06T22:08:00Z,87.57,9.06
2026-04-06T22:09:00Z,92.94,7.50
2026-04-06T22:10:00Z,94.11,5.18
2026-04-06T22:11:00Z,97.01,3.94
2026-04-06T22:12:00Z,95.50,4.47
2026-04-06T22:13:00Z,95.53,4.71
2026-04-06T22:14:00Z,94.86,4.86
2026-04-06T22:15:00Z,96.77,3.57
2026-04-06T22:16:00Z,96.00,4.86
2026-04-06T22:17:00Z,95.33,4.66
2026-04-06T22:18:00Z,97.66,4.01
2026-04-06T22:19:00Z,95.85,3.60
2026-04-06T22:20:00Z,96.08,5.42
2026-04-06T22:21:00Z,97.65,3.01
2026-04-06T22:22:00Z,98.32,1.86
2026-04-06T22:23:00Z,98.58,1.40
2026-04-06T22:24:00Z,97.94,2.23
2026-04-06T22:25:00Z,97.62,3.88
2026-04-06T22:26:00Z,97.00,3.98
2026-04-06T22:27:00Z,95.24,4.87
2026-04-06T22:28:00Z,97.14,4.43
2026-04-06T22:29:00Z,98.79,1.79
2026-04-06T22:30:00Z,99.00,1.00
2026-04-06T22:31:00Z,99.00,1.00
