# event_ticker=KXATPMATCH-26APR13OPEQUI
# final_score=7-5 7-6(7)
# score_resolution=7-5 7-6
# match_winner=Ethan Quinn
# fav_player=Ethan Quinn
# dog_player=Reilly Opelka
# kalshi_date=2026-04-13
timestamp,Ethan Quinn,Reilly Opelka
2026-04-13T00:29:00Z,,37.00
2026-04-13T00:30:00Z,,38.00
2026-04-13T00:32:00Z,64.00,38.00
2026-04-13T00:51:00Z,64.00,38.00
2026-04-13T01:02:00Z,63.59,37.00
2026-04-13T01:03:00Z,65.00,37.00
2026-04-13T01:04:00Z,65.00,37.00
2026-04-13T01:07:00Z,65.00,37.00
2026-04-13T01:08:00Z,65.00,37.00
2026-04-13T01:10:00Z,65.00,37.00
2026-04-13T01:12:00Z,65.00,35.00
2026-04-13T01:15:00Z,65.00,35.00
2026-04-13T01:16:00Z,65.00,37.00
2026-04-13T01:19:00Z,65.00,37.00
2026-04-13T01:20:00Z,65.00,37.00
2026-04-13T01:28:00Z,65.00,37.00
2026-04-13T01:40:00Z,65.00,37.00
2026-04-13T01:45:00Z,65.00,37.00
2026-04-13T01:49:00Z,65.00,37.00
2026-04-13T02:00:00Z,65.00,37.00
2026-04-13T02:03:00Z,65.00,37.00
2026-04-13T02:15:00Z,65.00,37.00
2026-04-13T02:20:00Z,65.00,37.00
2026-04-13T02:23:00Z,65.00,37.00
2026-04-13T02:24:00Z,65.00,36.00
2026-04-13T02:25:00Z,65.43,37.00
2026-04-13T02:29:00Z,65.43,35.00
2026-04-13T02:34:00Z,65.43,37.00
2026-04-13T02:36:00Z,65.00,37.00
2026-04-13T02:37:00Z,65.00,37.00
2026-04-13T02:53:00Z,65.00,37.00
2026-04-13T02:56:00Z,65.00,37.00
2026-04-13T02:58:00Z,65.82,37.00
2026-04-13T02:59:00Z,65.82,36.00
2026-04-13T03:05:00Z,66.00,36.00
2026-04-13T03:08:00Z,66.00,36.00
2026-04-13T03:10:00Z,66.00,36.00
2026-04-13T03:17:00Z,64.00,36.00
2026-04-13T03:18:00Z,64.00,37.00
2026-04-13T03:19:00Z,64.00,36.00
2026-04-13T03:23:00Z,64.00,37.00
2026-04-13T03:24:00Z,65.00,37.00
2026-04-13T03:25:00Z,65.00,37.00
2026-04-13T03:26:00Z,65.00,37.00
2026-04-13T03:28:00Z,65.00,37.00
2026-04-13T03:29:00Z,65.00,37.00
2026-04-13T03:30:00Z,65.00,37.00
