# event_ticker=KXATPCHALLENGERMATCH-26MAR23OFNSKA
# final_score=6-3 6-4
# match_winner=Sebastian Ofner
# fav_player=Sebastian Ofner
# dog_player=Timofey Skatov
# kalshi_date=2026-03-23
timestamp,Sebastian Ofner,Timofey Skatov
2026-03-23T07:42:00Z,,28.00
2026-03-23T08:44:00Z,74.00,28.00
2026-03-23T09:45:00Z,73.00,28.00
2026-03-23T09:51:00Z,72.00,28.00
2026-03-23T12:49:00Z,73.00,28.00
2026-03-23T12:50:00Z,73.00,27.00
2026-03-23T12:58:00Z,74.93,27.00
2026-03-23T13:07:00Z,75.00,27.00
2026-03-23T13:40:00Z,74.00,27.00
2026-03-23T13:50:00Z,74.00,27.00
2026-03-23T13:55:00Z,74.00,27.00
2026-03-23T13:56:00Z,74.69,27.00
2026-03-23T14:02:00Z,75.00,27.00
2026-03-23T14:08:00Z,75.00,27.00
2026-03-23T14:21:00Z,75.00,27.00
2026-03-23T14:45:00Z,75.00,25.00
2026-03-23T14:48:00Z,75.00,25.00
2026-03-23T14:56:00Z,75.00,26.00
2026-03-23T15:09:00Z,75.00,25.00
2026-03-23T15:14:00Z,75.00,25.00
2026-03-23T15:27:00Z,75.00,25.00
2026-03-23T15:29:00Z,75.00,25.00
2026-03-23T15:41:00Z,75.00,25.00
2026-03-23T15:44:00Z,75.00,25.00
2026-03-23T15:53:00Z,75.00,25.00
2026-03-23T15:57:00Z,75.00,25.00
2026-03-23T15:58:00Z,75.00,25.00
2026-03-23T16:04:00Z,75.00,25.00
2026-03-23T16:05:00Z,75.00,24.00
2026-03-23T16:12:00Z,76.00,24.00
2026-03-23T16:13:00Z,76.00,24.00
2026-03-23T16:18:00Z,76.00,24.00
2026-03-23T16:19:00Z,76.00,24.00
2026-03-23T16:22:00Z,76.00,24.00
2026-03-23T16:23:00Z,76.00,25.00
2026-03-23T16:24:00Z,76.00,25.00
2026-03-23T16:25:00Z,75.00,25.00
2026-03-23T16:26:00Z,76.00,25.00
2026-03-23T16:27:00Z,76.00,25.00
2026-03-23T16:30:00Z,76.00,24.00
2026-03-23T16:31:00Z,76.00,24.00
2026-03-23T16:32:00Z,77.00,24.00
2026-03-23T16:33:00Z,77.00,25.55
2026-03-23T16:35:00Z,76.00,25.55
2026-03-23T16:36:00Z,76.00,25.55
2026-03-23T16:37:00Z,76.74,25.55
2026-03-23T16:38:00Z,76.00,26.00
2026-03-23T16:39:00Z,76.00,26.00
2026-03-23T16:40:00Z,76.00,26.00
2026-03-23T16:41:00Z,76.00,26.00
2026-03-23T16:42:00Z,76.00,26.00
2026-03-23T16:43:00Z,76.00,26.00
2026-03-23T16:44:00Z,76.00,26.00
2026-03-23T16:48:00Z,76.00,26.00
2026-03-23T16:50:00Z,76.60,26.00
2026-03-23T16:52:00Z,75.00,26.00
2026-03-23T16:53:00Z,76.54,26.00
2026-03-23T16:55:00Z,75.98,26.00
2026-03-23T16:57:00Z,75.98,25.00
2026-03-23T16:58:00Z,76.95,25.00
2026-03-23T16:59:00Z,79.05,18.46
2026-03-23T17:00:00Z,79.25,19.36
2026-03-23T17:01:00Z,76.28,24.47
2026-03-23T17:02:00Z,84.74,15.00
2026-03-23T17:03:00Z,84.22,15.76
2026-03-23T17:04:00Z,83.79,17.84
2026-03-23T17:05:00Z,86.00,15.00
2026-03-23T17:06:00Z,87.00,13.78
2026-03-23T17:07:00Z,84.24,15.00
2026-03-23T17:08:00Z,86.00,14.26
2026-03-23T17:09:00Z,84.00,15.20
2026-03-23T17:10:00Z,84.69,15.00
2026-03-23T17:11:00Z,86.12,14.32
2026-03-23T17:12:00Z,87.00,14.00
2026-03-23T17:13:00Z,88.10,14.00
2026-03-23T17:14:00Z,91.00,14.00
2026-03-23T17:15:00Z,93.00,7.00
2026-03-23T17:16:00Z,93.00,8.19
2026-03-23T17:17:00Z,92.88,8.00
2026-03-23T17:18:00Z,93.00,9.00
2026-03-23T17:19:00Z,89.91,10.78
2026-03-23T17:20:00Z,89.00,11.00
2026-03-23T17:21:00Z,91.00,9.00
2026-03-23T17:22:00Z,91.29,10.00
2026-03-23T17:23:00Z,92.00,9.00
2026-03-23T17:24:00Z,92.15,8.00
2026-03-23T17:25:00Z,93.00,7.48
2026-03-23T17:26:00Z,91.25,10.00
2026-03-23T17:27:00Z,90.00,10.91
2026-03-23T17:28:00Z,89.00,12.00
2026-03-23T17:29:00Z,91.00,10.82
2026-03-23T17:30:00Z,91.00,9.00
2026-03-23T17:31:00Z,91.00,9.58
2026-03-23T17:32:00Z,90.90,10.04
2026-03-23T17:33:00Z,90.00,10.00
2026-03-23T17:34:00Z,92.37,8.28
2026-03-23T17:35:00Z,93.00,8.00
2026-03-23T17:36:00Z,93.00,7.22
2026-03-23T17:37:00Z,91.85,8.91
2026-03-23T17:38:00Z,91.85,10.41
2026-03-23T17:39:00Z,92.97,7.00
2026-03-23T17:40:00Z,94.99,5.20
2026-03-23T17:41:00Z,95.95,6.31
2026-03-23T17:42:00Z,95.97,6.00
2026-03-23T17:43:00Z,96.68,5.00
2026-03-23T17:44:00Z,95.02,4.68
2026-03-23T17:45:00Z,95.02,8.38
2026-03-23T17:46:00Z,96.63,4.98
2026-03-23T17:47:00Z,96.19,7.00
2026-03-23T17:48:00Z,95.38,6.61
2026-03-23T17:49:00Z,97.55,3.75
2026-03-23T17:50:00Z,98.00,2.53
2026-03-23T17:51:00Z,97.96,3.00
2026-03-23T17:52:00Z,98.74,1.14
2026-03-23T17:53:00Z,98.00,2.05
2026-03-23T17:54:00Z,96.74,3.58
2026-03-23T17:55:00Z,97.00,5.23
2026-03-23T17:56:00Z,96.16,5.33
2026-03-23T17:57:00Z,97.98,2.17
2026-03-23T17:58:00Z,98.00,2.29
2026-03-23T17:59:00Z,97.75,3.37
2026-03-23T18:00:00Z,97.75,1.36
2026-03-23T18:01:00Z,97.97,3.00
2026-03-23T18:02:00Z,97.00,3.28
2026-03-23T18:03:00Z,95.24,5.34
2026-03-23T18:04:00Z,96.10,3.00
2026-03-23T18:05:00Z,96.49,3.89
2026-03-23T18:06:00Z,93.98,6.42
2026-03-23T18:07:00Z,95.69,6.97
2026-03-23T18:08:00Z,90.39,9.54
2026-03-23T18:09:00Z,90.00,10.56
2026-03-23T18:10:00Z,89.99,10.40
2026-03-23T18:11:00Z,93.22,5.91
2026-03-23T18:12:00Z,95.29,3.15
2026-03-23T18:13:00Z,96.34,3.05
2026-03-23T18:14:00Z,96.88,4.93
2026-03-23T18:15:00Z,95.91,5.08
2026-03-23T18:16:00Z,91.73,8.04
2026-03-23T18:17:00Z,89.00,10.96
2026-03-23T18:18:00Z,86.61,14.80
2026-03-23T18:19:00Z,86.61,15.29
2026-03-23T18:20:00Z,86.69,15.13
2026-03-23T18:21:00Z,87.82,15.27
2026-03-23T18:22:00Z,84.91,17.21
2026-03-23T18:23:00Z,83.19,17.88
2026-03-23T18:24:00Z,81.31,20.08
2026-03-23T18:25:00Z,90.51,12.10
2026-03-23T18:26:00Z,90.56,9.48
2026-03-23T18:27:00Z,89.16,9.56
2026-03-23T18:28:00Z,95.31,4.92
2026-03-23T18:29:00Z,95.72,6.41
2026-03-23T18:30:00Z,98.12,2.16
2026-03-23T18:31:00Z,99.00,1.00
2026-03-23T18:32:00Z,99.00,1.00
2026-03-23T18:33:00Z,99.00,1.00
