# event_ticker=KXATPCHALLENGERMATCH-26JUN02MOLPIR
# final_score=6-2 6-3
# match_winner=Alex Molcan
# fav_player=Alex Molcan
# dog_player=Zsombor Piros
# kalshi_date=2026-06-02
timestamp,Alex Molcan,Zsombor Piros
2026-06-02T05:33:00Z,61.00,
2026-06-02T05:53:00Z,61.00,
2026-06-02T06:20:00Z,61.00,41.00
2026-06-02T06:41:00Z,61.00,41.00
2026-06-02T06:43:00Z,61.00,41.00
2026-06-02T06:44:00Z,62.00,41.00
2026-06-02T06:45:00Z,61.40,41.00
2026-06-02T06:53:00Z,61.94,41.00
2026-06-02T08:15:00Z,61.00,41.00
2026-06-02T08:31:00Z,61.00,41.00
2026-06-02T09:27:00Z,61.00,41.00
2026-06-02T12:42:00Z,60.00,41.00
2026-06-02T13:06:00Z,61.00,41.00
2026-06-02T13:09:00Z,61.00,40.00
2026-06-02T13:43:00Z,60.00,40.00
2026-06-02T13:54:00Z,60.00,40.00
2026-06-02T14:03:00Z,60.00,40.00
2026-06-02T14:06:00Z,60.00,40.00
2026-06-02T14:10:00Z,61.00,40.00
2026-06-02T14:14:00Z,61.00,40.00
2026-06-02T14:46:00Z,60.00,40.00
2026-06-02T14:47:00Z,60.00,40.00
2026-06-02T14:59:00Z,60.00,40.00
2026-06-02T15:00:00Z,60.00,40.00
2026-06-02T15:28:00Z,61.00,40.00
2026-06-02T15:31:00Z,61.00,40.00
2026-06-02T15:35:00Z,61.00,40.00
2026-06-02T15:55:00Z,61.00,40.00
2026-06-02T16:01:00Z,61.00,42.00
2026-06-02T16:11:00Z,61.00,42.00
2026-06-02T16:14:00Z,61.00,41.00
2026-06-02T16:17:00Z,61.00,40.00
2026-06-02T16:23:00Z,61.00,41.00
2026-06-02T16:26:00Z,61.00,41.00
2026-06-02T16:32:00Z,61.00,41.98
2026-06-02T16:38:00Z,61.00,41.98
2026-06-02T16:58:00Z,61.00,41.98
2026-06-02T17:06:00Z,61.00,41.98
2026-06-02T17:08:00Z,61.00,41.00
2026-06-02T17:12:00Z,61.00,41.00
2026-06-02T17:13:00Z,61.00,41.00
2026-06-02T17:14:00Z,61.00,41.00
2026-06-02T17:15:00Z,61.00,41.78
2026-06-02T17:16:00Z,61.00,38.53
2026-06-02T17:17:00Z,63.64,39.00
2026-06-02T17:18:00Z,60.83,40.01
2026-06-02T17:19:00Z,63.09,37.34
2026-06-02T17:20:00Z,57.51,41.14
2026-06-02T17:21:00Z,57.00,44.00
2026-06-02T17:22:00Z,58.99,41.57
2026-06-02T17:23:00Z,58.80,41.43
2026-06-02T17:24:00Z,64.05,37.96
2026-06-02T17:25:00Z,72.89,26.63
2026-06-02T17:26:00Z,75.00,26.00
2026-06-02T17:27:00Z,73.98,28.63
2026-06-02T17:28:00Z,68.95,30.88
2026-06-02T17:29:00Z,72.98,32.00
2026-06-02T17:30:00Z,75.24,25.00
2026-06-02T17:31:00Z,77.69,22.00
2026-06-02T17:32:00Z,80.82,20.22
2026-06-02T17:33:00Z,82.00,17.94
2026-06-02T17:34:00Z,84.00,16.00
2026-06-02T17:35:00Z,83.02,17.00
2026-06-02T17:36:00Z,82.49,18.00
2026-06-02T17:37:00Z,80.00,21.98
2026-06-02T17:38:00Z,80.56,20.07
2026-06-02T17:39:00Z,79.51,21.00
2026-06-02T17:40:00Z,81.00,21.00
2026-06-02T17:41:00Z,77.64,22.93
2026-06-02T17:42:00Z,79.15,21.60
2026-06-02T17:43:00Z,83.92,17.66
2026-06-02T17:44:00Z,84.62,15.87
2026-06-02T17:45:00Z,85.00,16.00
2026-06-02T17:46:00Z,85.04,16.91
2026-06-02T17:47:00Z,86.00,15.00
2026-06-02T17:48:00Z,86.00,15.00
2026-06-02T17:49:00Z,85.05,15.00
2026-06-02T17:50:00Z,87.77,14.32
2026-06-02T17:51:00Z,85.81,17.58
2026-06-02T17:52:00Z,83.55,17.03
2026-06-02T17:53:00Z,86.84,13.08
2026-06-02T17:54:00Z,87.57,12.48
2026-06-02T17:55:00Z,83.09,17.35
2026-06-02T17:56:00Z,83.98,17.00
2026-06-02T17:57:00Z,84.93,16.00
2026-06-02T17:58:00Z,85.00,15.52
2026-06-02T17:59:00Z,85.26,15.00
2026-06-02T18:00:00Z,83.00,16.07
2026-06-02T18:01:00Z,83.00,18.00
2026-06-02T18:02:00Z,82.84,17.99
2026-06-02T18:03:00Z,83.91,17.46
2026-06-02T18:04:00Z,85.64,15.09
2026-06-02T18:05:00Z,89.82,9.38
2026-06-02T18:06:00Z,87.88,11.97
2026-06-02T18:07:00Z,87.90,9.81
2026-06-02T18:08:00Z,94.00,6.00
2026-06-02T18:09:00Z,95.36,6.00
2026-06-02T18:10:00Z,96.51,4.73
2026-06-02T18:11:00Z,96.88,3.59
2026-06-02T18:12:00Z,96.48,5.00
2026-06-02T18:13:00Z,97.03,3.08
2026-06-02T18:14:00Z,96.56,4.09
2026-06-02T18:15:00Z,95.63,4.59
2026-06-02T18:16:00Z,95.00,5.27
2026-06-02T18:17:00Z,95.45,5.11
2026-06-02T18:18:00Z,97.51,3.81
2026-06-02T18:19:00Z,97.06,3.80
2026-06-02T18:20:00Z,97.99,2.68
2026-06-02T18:21:00Z,98.54,2.53
2026-06-02T18:22:00Z,99.00,1.84
2026-06-02T18:23:00Z,99.00,1.00
2026-06-02T18:24:00Z,99.00,1.00
2026-06-02T18:25:00Z,99.00,1.00
2026-06-02T18:26:00Z,99.00,1.00
2026-06-02T18:27:00Z,99.00,1.00
2026-06-02T18:29:00Z,99.00,1.00
