# event_ticker=KXATPMATCH-26MAY12KHAPRI
# final_score=6-1 7-6(2)
# score_resolution=1-6 6-7
# match_winner=Karen Khachanov
# fav_player=Dino Prizmic
# dog_player=Karen Khachanov
# kalshi_date=2026-05-12
timestamp,Karen Khachanov,Dino Prizmic
2026-05-11T21:30:00Z,,64.00
2026-05-11T21:32:00Z,37.00,64.00
2026-05-11T21:33:00Z,37.00,64.00
2026-05-11T21:36:00Z,37.00,64.00
2026-05-11T21:40:00Z,37.00,64.00
2026-05-11T21:50:00Z,37.00,64.46
2026-05-11T21:51:00Z,37.00,63.42
2026-05-11T21:53:00Z,37.00,64.00
2026-05-11T22:02:00Z,37.00,64.00
2026-05-11T22:11:00Z,37.00,64.00
2026-05-11T22:13:00Z,37.00,64.00
2026-05-11T22:20:00Z,37.00,63.42
2026-05-11T22:23:00Z,37.00,63.42
2026-05-11T22:28:00Z,37.00,64.00
2026-05-11T22:35:00Z,37.00,64.00
2026-05-11T22:44:00Z,37.00,64.00
2026-05-11T22:45:00Z,37.00,64.00
2026-05-11T22:53:00Z,37.00,64.00
2026-05-11T22:57:00Z,37.00,64.00
2026-05-11T22:59:00Z,37.00,64.00
2026-05-11T23:01:00Z,37.00,64.00
2026-05-11T23:05:00Z,37.00,64.00
2026-05-11T23:07:00Z,37.00,64.00
2026-05-11T23:13:00Z,37.00,64.00
2026-05-11T23:25:00Z,37.00,63.00
2026-05-11T23:26:00Z,37.00,63.00
2026-05-11T23:30:00Z,37.00,63.00
2026-05-11T23:31:00Z,37.00,64.00
2026-05-11T23:33:00Z,37.00,64.00
2026-05-11T23:38:00Z,37.00,64.00
2026-05-11T23:39:00Z,37.00,64.00
2026-05-11T23:46:00Z,37.00,64.00
2026-05-11T23:51:00Z,37.00,64.00
2026-05-11T23:52:00Z,37.00,64.00
2026-05-11T23:59:00Z,37.00,64.00
2026-05-12T00:00:00Z,37.00,64.00
2026-05-12T00:02:00Z,37.00,64.00
2026-05-12T00:06:00Z,37.00,64.00
2026-05-12T00:08:00Z,37.00,64.00
2026-05-12T00:17:00Z,37.00,63.77
2026-05-12T00:24:00Z,37.00,63.77
2026-05-12T00:26:00Z,37.00,63.77
2026-05-12T00:27:00Z,37.00,64.00
2026-05-12T00:32:00Z,37.00,64.00
2026-05-12T00:35:00Z,37.00,64.00
2026-05-12T00:38:00Z,37.00,64.00
2026-05-12T00:44:00Z,37.00,64.00
2026-05-12T00:52:00Z,37.00,64.00
2026-05-12T01:01:00Z,37.00,64.00
2026-05-12T01:07:00Z,37.00,64.00
2026-05-12T01:11:00Z,37.00,64.00
2026-05-12T01:12:00Z,37.00,64.00
2026-05-12T01:13:00Z,37.00,64.00
2026-05-12T01:14:00Z,37.00,64.00
2026-05-12T01:15:00Z,37.00,64.00
2026-05-12T01:16:00Z,37.00,64.00
2026-05-12T01:25:00Z,37.00,64.00
2026-05-12T01:26:00Z,37.00,64.00
2026-05-12T01:28:00Z,37.00,64.00
2026-05-12T01:29:00Z,37.00,64.00
2026-05-12T01:32:00Z,37.00,64.00
2026-05-12T01:33:00Z,37.00,64.00
2026-05-12T01:37:00Z,37.00,64.00
2026-05-12T01:43:00Z,37.00,64.00
2026-05-12T01:44:00Z,37.00,64.00
2026-05-12T01:47:00Z,37.00,64.00
2026-05-12T01:48:00Z,37.00,64.00
2026-05-12T01:49:00Z,37.00,64.00
2026-05-12T01:50:00Z,37.00,64.00
2026-05-12T01:54:00Z,37.00,64.00
2026-05-12T01:57:00Z,37.00,64.00
2026-05-12T01:58:00Z,37.00,64.00
2026-05-12T01:59:00Z,37.00,64.00
2026-05-12T02:00:00Z,37.00,64.00
2026-05-12T02:02:00Z,37.00,64.00
2026-05-12T02:07:00Z,37.00,64.00
2026-05-12T02:08:00Z,37.00,64.00
2026-05-12T02:10:00Z,37.00,63.00
2026-05-12T02:11:00Z,37.00,63.00
2026-05-12T02:12:00Z,37.00,64.00
2026-05-12T02:15:00Z,37.00,64.00
2026-05-12T02:16:00Z,37.00,64.00
2026-05-12T02:17:00Z,37.00,64.00
2026-05-12T02:19:00Z,37.00,64.00
2026-05-12T02:20:00Z,37.00,64.00
2026-05-12T02:21:00Z,37.00,64.00
2026-05-12T02:23:00Z,37.00,64.00
2026-05-12T02:24:00Z,37.00,64.00
2026-05-12T02:25:00Z,37.00,64.00
2026-05-12T02:27:00Z,37.00,64.00
2026-05-12T02:28:00Z,37.00,63.41
2026-05-12T02:34:00Z,37.00,64.00
2026-05-12T02:38:00Z,37.00,64.00
2026-05-12T02:39:00Z,37.00,64.00
2026-05-12T02:40:00Z,37.00,64.00
2026-05-12T02:42:00Z,37.00,64.00
2026-05-12T02:43:00Z,37.00,64.00
2026-05-12T02:45:00Z,37.00,64.00
2026-05-12T02:46:00Z,37.00,64.00
2026-05-12T02:47:00Z,37.00,64.00
2026-05-12T02:54:00Z,37.00,64.00
2026-05-12T02:55:00Z,37.00,64.00
2026-05-12T02:57:00Z,37.00,64.00
2026-05-12T02:59:00Z,37.00,64.00
2026-05-12T03:00:00Z,37.00,64.00
2026-05-12T03:01:00Z,37.00,64.00
2026-05-12T03:02:00Z,37.00,64.00
2026-05-12T03:03:00Z,37.00,64.00
2026-05-12T03:04:00Z,37.00,64.00
2026-05-12T03:05:00Z,37.00,64.00
2026-05-12T03:06:00Z,37.00,64.00
2026-05-12T03:07:00Z,37.00,64.00
2026-05-12T03:08:00Z,37.00,64.00
2026-05-12T03:09:00Z,37.00,64.00
2026-05-12T03:13:00Z,37.00,64.00
2026-05-12T03:15:00Z,37.00,64.00
2026-05-12T03:16:00Z,37.00,64.00
2026-05-12T03:21:00Z,37.00,64.00
2026-05-12T03:22:00Z,37.00,64.00
2026-05-12T03:23:00Z,37.00,64.00
2026-05-12T03:24:00Z,37.00,64.00
2026-05-12T03:26:00Z,37.00,64.00
2026-05-12T03:27:00Z,37.00,64.00
2026-05-12T03:29:00Z,37.00,64.00
2026-05-12T03:30:00Z,37.00,64.00
2026-05-12T03:31:00Z,37.00,64.00
2026-05-12T03:34:00Z,37.00,64.00
2026-05-12T03:37:00Z,37.00,64.00
2026-05-12T03:38:00Z,37.00,64.00
2026-05-12T03:39:00Z,37.00,64.00
2026-05-12T03:40:00Z,37.00,64.00
2026-05-12T03:41:00Z,37.00,64.00
2026-05-12T03:42:00Z,37.00,64.00
2026-05-12T03:43:00Z,37.00,64.00
2026-05-12T03:44:00Z,37.00,64.00
2026-05-12T03:45:00Z,37.00,64.00
2026-05-12T03:47:00Z,37.00,64.00
2026-05-12T03:49:00Z,37.00,64.00
2026-05-12T03:50:00Z,37.00,64.00
2026-05-12T03:51:00Z,37.00,64.00
2026-05-12T03:52:00Z,37.00,64.00
2026-05-12T03:59:00Z,37.00,64.00
2026-05-12T04:02:00Z,37.00,64.00
2026-05-12T04:03:00Z,37.00,64.00
2026-05-12T04:06:00Z,37.00,64.00
2026-05-12T04:08:00Z,37.00,64.00
2026-05-12T04:09:00Z,37.00,64.00
2026-05-12T04:10:00Z,37.00,64.00
2026-05-12T04:12:00Z,37.00,64.00
2026-05-12T04:13:00Z,37.00,64.00
