# event_ticker=KXATPCHALLENGERMATCH-26MAR05GEESAK
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Stefanos Sakellaridis
# fav_player=Michael Geerts
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-03-05
timestamp,Michael Geerts,Stefanos Sakellaridis
2026-03-04T23:59:00Z,,60.00
2026-03-05T00:33:00Z,,60.00
2026-03-05T00:47:00Z,41.00,60.00
2026-03-05T02:14:00Z,41.00,59.00
2026-03-05T02:30:00Z,43.00,59.00
2026-03-05T02:47:00Z,43.00,60.00
2026-03-05T04:25:00Z,43.00,60.00
2026-03-05T04:46:00Z,43.00,59.00
2026-03-05T04:54:00Z,43.00,59.00
2026-03-05T04:57:00Z,43.00,59.00
2026-03-05T05:00:00Z,43.00,59.00
2026-03-05T05:09:00Z,43.00,60.00
2026-03-05T05:14:00Z,43.00,60.00
2026-03-05T05:20:00Z,43.00,60.00
2026-03-05T05:26:00Z,43.00,60.00
2026-03-05T05:27:00Z,43.00,56.00
2026-03-05T05:28:00Z,43.00,59.00
2026-03-05T05:30:00Z,43.00,59.92
2026-03-05T05:33:00Z,43.00,60.00
2026-03-05T05:38:00Z,43.00,60.00
2026-03-05T05:41:00Z,43.00,60.00
2026-03-05T05:45:00Z,42.00,60.00
2026-03-05T05:49:00Z,42.00,60.00
2026-03-05T05:56:00Z,42.00,60.00
2026-03-05T05:57:00Z,42.00,60.00
2026-03-05T05:58:00Z,42.00,60.00
2026-03-05T06:03:00Z,42.00,60.00
2026-03-05T06:04:00Z,42.00,60.00
2026-03-05T06:08:00Z,42.00,60.00
2026-03-05T06:09:00Z,42.00,60.00
2026-03-05T06:10:00Z,42.00,60.00
2026-03-05T06:12:00Z,40.00,60.00
2026-03-05T06:14:00Z,40.00,60.00
2026-03-05T06:15:00Z,40.00,60.00
2026-03-05T06:23:00Z,40.00,58.00
2026-03-05T06:27:00Z,40.00,60.00
2026-03-05T06:28:00Z,43.00,60.00
2026-03-05T06:30:00Z,43.00,60.00
2026-03-05T06:39:00Z,43.00,60.00
2026-03-05T06:50:00Z,43.00,60.00
2026-03-05T06:55:00Z,42.00,60.00
2026-03-05T06:56:00Z,42.00,60.00
2026-03-05T06:57:00Z,41.85,60.00
2026-03-05T06:58:00Z,42.61,60.00
2026-03-05T06:59:00Z,42.00,60.00
2026-03-05T07:01:00Z,40.00,60.00
2026-03-05T07:02:00Z,40.00,60.00
2026-03-05T07:04:00Z,40.00,60.00
2026-03-05T07:06:00Z,40.00,60.00
2026-03-05T07:08:00Z,41.58,60.00
2026-03-05T07:09:00Z,41.58,60.00
2026-03-05T07:10:00Z,41.58,60.00
2026-03-05T07:11:00Z,41.58,60.00
2026-03-05T07:12:00Z,41.58,60.00
2026-03-05T07:14:00Z,42.00,60.00
2026-03-05T07:15:00Z,42.00,60.00
2026-03-05T07:18:00Z,42.00,60.00
2026-03-05T07:21:00Z,42.00,60.00
2026-03-05T07:22:00Z,42.00,60.00
2026-03-05T07:23:00Z,42.00,60.00
2026-03-05T07:24:00Z,40.86,60.00
2026-03-05T07:25:00Z,40.86,60.00
2026-03-05T07:27:00Z,42.00,60.00
2026-03-05T07:28:00Z,42.00,60.00
2026-03-05T07:30:00Z,42.00,60.00
2026-03-05T07:34:00Z,40.00,60.00
2026-03-05T07:35:00Z,41.00,60.00
2026-03-05T07:38:00Z,41.03,60.00
2026-03-05T07:39:00Z,41.03,60.00
2026-03-05T07:44:00Z,42.00,60.00
2026-03-05T07:45:00Z,42.00,60.00
2026-03-05T07:47:00Z,42.00,60.00
2026-03-05T07:48:00Z,41.00,60.00
2026-03-05T07:49:00Z,41.00,60.00
2026-03-05T07:51:00Z,41.00,60.00
2026-03-05T07:57:00Z,41.00,60.00
2026-03-05T07:59:00Z,42.38,60.00
2026-03-05T08:00:00Z,42.38,60.00
2026-03-05T10:01:00Z,38.00,89.98
2026-03-05T10:02:00Z,7.00,94.00
2026-03-05T10:03:00Z,8.00,94.00
2026-03-05T10:04:00Z,6.21,94.02
2026-03-05T10:05:00Z,5.01,95.00
2026-03-05T10:06:00Z,4.00,95.10
2026-03-05T10:07:00Z,3.65,97.00
2026-03-05T10:08:00Z,3.65,97.00
2026-03-05T10:09:00Z,3.03,97.00
2026-03-05T10:10:00Z,4.00,97.00
2026-03-05T10:11:00Z,4.00,95.00
2026-03-05T10:12:00Z,6.00,95.12
2026-03-05T10:14:00Z,8.00,95.00
2026-03-05T10:15:00Z,6.00,95.00
2026-03-05T10:18:00Z,4.00,95.00
2026-03-05T10:19:00Z,2.00,95.00
2026-03-05T10:20:00Z,2.00,95.00
2026-03-05T10:21:00Z,3.00,95.00
2026-03-05T10:22:00Z,1.00,98.40
2026-03-05T10:30:00Z,1.00,99.00
2026-03-05T10:31:00Z,1.00,99.00
