# event_ticker=KXATPMATCH-25OCT08BORDE
# final_score=7-5 6-2
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Nuno Borges
# kalshi_date=2025-10-08
timestamp,Alex de Minaur,Nuno Borges
2025-10-07T19:52:00Z,,36.00
2025-10-07T19:57:00Z,,36.00
2025-10-07T20:00:00Z,84.00,22.22
2025-10-07T20:06:00Z,84.00,16.00
2025-10-07T20:18:00Z,85.00,16.00
2025-10-07T20:32:00Z,85.00,16.00
2025-10-07T20:36:00Z,85.00,16.00
2025-10-07T20:42:00Z,87.00,16.00
2025-10-07T20:45:00Z,87.00,15.54
2025-10-07T20:54:00Z,87.00,16.00
2025-10-07T20:55:00Z,87.00,16.00
2025-10-07T21:03:00Z,87.00,16.00
2025-10-07T21:04:00Z,87.00,16.00
2025-10-07T21:06:00Z,87.00,16.00
2025-10-07T21:18:00Z,86.00,16.00
2025-10-07T21:21:00Z,86.00,15.00
2025-10-07T21:27:00Z,86.00,15.00
2025-10-07T21:29:00Z,86.00,15.00
2025-10-07T21:33:00Z,86.00,15.00
2025-10-07T21:51:00Z,86.00,15.00
2025-10-07T22:04:00Z,86.00,15.00
2025-10-07T22:11:00Z,86.00,15.00
2025-10-07T22:15:00Z,86.00,15.00
2025-10-07T22:20:00Z,86.00,15.00
2025-10-07T22:21:00Z,86.00,15.00
2025-10-07T22:24:00Z,86.00,15.00
2025-10-07T22:27:00Z,86.00,15.00
2025-10-07T22:52:00Z,86.00,15.00
2025-10-07T22:55:00Z,86.00,15.00
2025-10-07T22:57:00Z,86.00,15.00
2025-10-07T23:04:00Z,86.00,15.00
2025-10-07T23:36:00Z,86.00,15.00
2025-10-07T23:57:00Z,85.00,15.00
2025-10-08T00:08:00Z,85.00,15.00
2025-10-08T00:25:00Z,86.00,15.00
2025-10-08T00:28:00Z,86.00,15.00
2025-10-08T00:31:00Z,86.00,15.00
2025-10-08T00:46:00Z,86.00,15.00
2025-10-08T00:47:00Z,86.00,15.00
2025-10-08T00:48:00Z,86.00,15.00
2025-10-08T00:52:00Z,86.00,15.00
2025-10-08T01:10:00Z,86.00,15.00
2025-10-08T01:11:00Z,86.00,15.00
2025-10-08T01:17:00Z,86.00,15.00
2025-10-08T01:31:00Z,86.00,15.00
