# event_ticker=KXATPMATCH-26FEB08GRIMPE
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tallon Griekspoor
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Tallon Griekspoor
# kalshi_date=2026-02-08
timestamp,Giovanni Mpetshi Perricard,Tallon Griekspoor
2026-02-10T00:35:00Z,,62.00
2026-02-10T00:52:00Z,41.00,62.00
2026-02-10T01:16:00Z,41.00,62.00
2026-02-10T01:25:00Z,41.00,62.00
2026-02-10T01:44:00Z,41.00,62.00
2026-02-10T01:50:00Z,38.00,62.00
2026-02-10T02:23:00Z,38.00,62.00
2026-02-10T02:31:00Z,38.00,61.00
2026-02-10T02:36:00Z,38.00,62.00
2026-02-10T02:46:00Z,38.00,62.00
2026-02-10T02:49:00Z,38.00,62.00
2026-02-10T02:51:00Z,40.00,62.00
2026-02-10T02:54:00Z,40.00,61.00
2026-02-10T03:16:00Z,41.00,61.00
2026-02-10T03:18:00Z,41.00,62.00
2026-02-10T03:27:00Z,39.00,62.00
2026-02-10T03:29:00Z,39.00,62.00
2026-02-10T03:39:00Z,39.00,63.00
2026-02-10T03:53:00Z,39.00,63.00
2026-02-10T03:57:00Z,39.00,63.00
2026-02-10T04:03:00Z,39.00,63.00
2026-02-10T04:05:00Z,39.00,63.00
2026-02-10T04:07:00Z,39.00,63.00
2026-02-10T04:08:00Z,39.00,63.00
2026-02-10T04:10:00Z,39.00,63.71
2026-02-10T04:13:00Z,39.00,64.00
2026-02-10T04:14:00Z,39.00,64.00
2026-02-10T04:19:00Z,39.00,64.00
2026-02-10T04:22:00Z,39.00,64.00
2026-02-10T04:23:00Z,39.00,64.00
2026-02-10T04:26:00Z,38.00,64.00
2026-02-10T04:28:00Z,38.00,64.00
2026-02-10T04:29:00Z,38.00,64.00
2026-02-10T04:34:00Z,38.00,64.00
2026-02-10T04:36:00Z,38.00,64.00
2026-02-10T04:39:00Z,38.00,64.00
2026-02-10T04:42:00Z,38.00,65.00
2026-02-10T04:43:00Z,38.00,65.00
2026-02-10T04:46:00Z,38.00,65.00
2026-02-10T04:48:00Z,38.00,65.00
2026-02-10T04:49:00Z,38.00,64.00
2026-02-10T04:51:00Z,38.00,64.86
2026-02-10T04:53:00Z,38.00,65.00
2026-02-10T04:54:00Z,38.00,65.00
2026-02-10T04:56:00Z,38.00,65.00
2026-02-10T04:57:00Z,38.00,65.00
2026-02-10T05:01:00Z,37.00,65.00
2026-02-10T05:02:00Z,37.00,64.00
2026-02-10T05:07:00Z,37.00,64.00
2026-02-10T05:08:00Z,37.00,63.00
2026-02-10T05:11:00Z,37.00,63.00
2026-02-10T05:13:00Z,37.00,63.00
2026-02-10T05:20:00Z,37.00,63.00
2026-02-10T05:21:00Z,37.00,63.00
2026-02-10T05:25:00Z,37.00,63.80
2026-02-10T05:30:00Z,37.00,64.00
2026-02-10T05:31:00Z,37.00,64.00
2026-02-10T05:33:00Z,37.00,64.00
2026-02-10T05:35:00Z,37.00,64.00
2026-02-10T05:36:00Z,37.00,64.00
2026-02-10T05:39:00Z,37.00,64.00
2026-02-10T05:41:00Z,37.22,64.00
2026-02-10T05:43:00Z,37.22,63.00
2026-02-10T05:44:00Z,37.22,63.00
2026-02-10T05:45:00Z,37.22,63.00
2026-02-10T05:46:00Z,38.00,64.00
2026-02-10T05:47:00Z,38.00,64.00
2026-02-10T05:48:00Z,37.02,64.00
2026-02-10T05:49:00Z,37.00,64.00
2026-02-10T05:51:00Z,37.00,64.00
2026-02-10T05:55:00Z,37.00,64.00
2026-02-10T05:56:00Z,37.00,64.00
2026-02-10T05:57:00Z,37.00,64.15
2026-02-10T05:58:00Z,37.00,65.00
2026-02-10T06:01:00Z,37.00,65.00
2026-02-10T06:03:00Z,37.00,64.00
2026-02-10T06:04:00Z,37.00,64.82
2026-02-10T06:05:00Z,37.00,65.00
2026-02-10T06:06:00Z,37.00,65.00
2026-02-10T06:07:00Z,35.73,66.05
2026-02-10T06:08:00Z,35.73,65.00
2026-02-10T06:09:00Z,35.73,65.00
2026-02-10T06:11:00Z,35.73,65.00
2026-02-10T06:12:00Z,35.73,65.00
2026-02-10T06:13:00Z,35.73,65.00
2026-02-10T06:14:00Z,35.73,65.00
2026-02-10T06:15:00Z,35.73,65.20
2026-02-10T06:16:00Z,35.73,65.34
2026-02-10T06:17:00Z,35.73,65.00
2026-02-10T06:18:00Z,35.73,65.00
2026-02-10T06:19:00Z,36.00,65.03
2026-02-10T06:20:00Z,36.00,65.22
2026-02-10T06:21:00Z,36.00,65.00
2026-02-10T06:22:00Z,36.00,66.00
2026-02-10T06:23:00Z,36.00,65.97
2026-02-10T06:26:00Z,36.00,65.00
2026-02-10T06:27:00Z,36.00,66.00
2026-02-10T06:28:00Z,36.00,65.00
2026-02-10T06:30:00Z,36.00,66.00
2026-02-10T06:31:00Z,35.31,66.00
2026-02-10T06:35:00Z,35.31,66.00
2026-02-10T06:36:00Z,35.31,66.00
2026-02-10T06:37:00Z,35.31,66.00
2026-02-10T06:39:00Z,36.00,66.00
2026-02-10T06:42:00Z,36.00,66.00
2026-02-10T06:47:00Z,36.00,66.00
2026-02-10T06:48:00Z,36.00,66.00
2026-02-10T06:52:00Z,36.00,66.00
2026-02-10T06:53:00Z,36.00,66.00
2026-02-10T06:55:00Z,36.00,65.00
2026-02-10T06:57:00Z,36.00,65.00
2026-02-10T06:58:00Z,36.00,65.00
2026-02-10T06:59:00Z,36.00,65.00
2026-02-10T07:01:00Z,36.00,65.00
2026-02-10T07:03:00Z,36.00,65.00
2026-02-10T07:04:00Z,36.00,65.00
2026-02-10T07:08:00Z,36.00,64.00
2026-02-10T07:09:00Z,36.00,64.99
2026-02-10T07:10:00Z,36.00,64.00
2026-02-10T07:11:00Z,36.00,64.00
2026-02-10T07:12:00Z,36.00,64.88
2026-02-10T07:13:00Z,36.00,64.98
2026-02-10T07:16:00Z,36.00,64.98
2026-02-10T07:17:00Z,36.00,65.00
2026-02-10T07:18:00Z,36.00,65.00
2026-02-10T07:20:00Z,36.00,65.00
2026-02-10T07:22:00Z,35.00,65.00
2026-02-10T07:25:00Z,35.00,65.00
2026-02-10T07:26:00Z,35.00,65.00
2026-02-10T07:27:00Z,35.00,65.00
2026-02-10T07:28:00Z,35.00,65.00
2026-02-10T07:29:00Z,35.00,65.00
2026-02-10T07:32:00Z,36.00,65.00
2026-02-10T07:36:00Z,36.00,65.00
2026-02-10T07:38:00Z,36.00,65.00
2026-02-10T07:39:00Z,36.00,65.00
2026-02-10T07:40:00Z,36.00,65.00
2026-02-10T07:43:00Z,36.00,65.00
2026-02-10T07:45:00Z,36.00,65.00
2026-02-10T07:47:00Z,36.00,65.00
2026-02-10T07:48:00Z,36.00,64.50
2026-02-10T07:50:00Z,36.00,65.00
2026-02-10T07:51:00Z,36.00,65.00
2026-02-10T07:54:00Z,36.00,65.00
2026-02-10T07:57:00Z,36.00,65.00
2026-02-10T07:58:00Z,36.00,65.00
2026-02-10T08:03:00Z,36.00,65.00
2026-02-10T08:07:00Z,36.00,65.00
2026-02-10T08:08:00Z,36.00,65.00
2026-02-10T08:10:00Z,36.00,65.00
2026-02-10T08:11:00Z,36.00,65.00
2026-02-10T08:16:00Z,36.00,65.00
2026-02-10T08:19:00Z,36.00,65.00
2026-02-10T08:20:00Z,36.00,65.00
2026-02-10T08:24:00Z,36.00,65.00
2026-02-10T08:25:00Z,36.00,65.00
2026-02-10T08:26:00Z,35.94,65.00
2026-02-10T08:27:00Z,35.00,65.00
2026-02-10T08:29:00Z,35.00,65.00
2026-02-10T08:30:00Z,35.00,65.00
2026-02-10T08:31:00Z,35.00,65.00
2026-02-10T08:34:00Z,36.00,65.00
2026-02-10T08:39:00Z,36.00,65.00
2026-02-10T08:42:00Z,36.00,65.00
2026-02-10T08:43:00Z,36.00,65.00
2026-02-10T08:46:00Z,36.00,65.00
2026-02-10T08:47:00Z,36.00,65.00
2026-02-10T08:50:00Z,36.00,65.00
2026-02-10T08:51:00Z,36.00,65.00
2026-02-10T08:54:00Z,36.00,65.00
2026-02-10T08:55:00Z,36.00,65.00
2026-02-10T08:58:00Z,36.00,65.00
2026-02-10T09:03:00Z,36.00,65.00
2026-02-10T09:05:00Z,36.00,65.00
2026-02-10T09:07:00Z,36.00,65.00
2026-02-10T09:10:00Z,36.00,65.00
2026-02-10T09:11:00Z,36.00,64.00
2026-02-10T09:12:00Z,36.00,64.00
2026-02-10T09:15:00Z,36.00,65.00
2026-02-10T09:18:00Z,36.00,65.00
2026-02-10T09:19:00Z,36.00,65.00
2026-02-10T09:20:00Z,36.00,65.71
2026-02-10T09:25:00Z,36.00,65.00
2026-02-10T09:26:00Z,36.00,65.00
2026-02-10T09:27:00Z,36.00,65.00
2026-02-10T09:28:00Z,36.00,65.00
2026-02-10T09:29:00Z,36.00,65.00
2026-02-10T09:35:00Z,36.00,65.00
2026-02-10T09:36:00Z,36.00,65.00
2026-02-10T09:37:00Z,36.00,65.00
2026-02-10T09:40:00Z,36.00,65.00
2026-02-10T09:46:00Z,36.00,65.00
2026-02-10T09:48:00Z,36.00,65.00
2026-02-10T09:49:00Z,36.00,64.00
2026-02-10T09:50:00Z,36.00,65.12
2026-02-10T09:51:00Z,36.00,65.34
2026-02-10T09:52:00Z,36.00,65.56
2026-02-10T09:53:00Z,36.00,65.00
2026-02-10T09:54:00Z,36.00,65.00
2026-02-10T09:56:00Z,36.00,65.00
2026-02-10T09:58:00Z,36.00,65.00
2026-02-10T10:00:00Z,36.00,65.00
2026-02-10T10:01:00Z,36.00,65.00
2026-02-10T10:03:00Z,36.00,65.00
2026-02-10T10:05:00Z,36.00,64.87
2026-02-10T10:07:00Z,36.00,65.03
2026-02-10T10:08:00Z,36.00,65.07
2026-02-10T10:11:00Z,36.00,65.00
2026-02-10T10:12:00Z,36.00,65.00
2026-02-10T10:13:00Z,36.00,65.00
2026-02-10T10:16:00Z,36.00,65.00
2026-02-10T10:17:00Z,36.00,65.00
2026-02-10T10:18:00Z,36.00,65.00
2026-02-10T10:19:00Z,36.00,65.00
2026-02-10T10:21:00Z,36.00,65.00
2026-02-10T10:22:00Z,36.00,65.00
2026-02-10T10:23:00Z,36.00,65.00
2026-02-10T10:26:00Z,36.00,65.00
2026-02-10T10:27:00Z,36.00,65.00
2026-02-10T10:28:00Z,36.00,65.00
2026-02-10T10:32:00Z,36.00,65.00
2026-02-10T10:34:00Z,36.00,65.00
2026-02-10T10:36:00Z,36.00,65.00
2026-02-10T10:41:00Z,36.00,65.00
2026-02-10T10:42:00Z,36.00,65.00
2026-02-10T10:43:00Z,36.00,65.00
2026-02-10T10:45:00Z,36.00,65.00
2026-02-10T10:46:00Z,36.00,65.00
2026-02-10T10:47:00Z,36.00,65.00
2026-02-10T10:48:00Z,36.00,65.00
2026-02-10T10:50:00Z,36.00,65.00
2026-02-10T10:52:00Z,36.00,65.00
2026-02-10T11:02:00Z,36.00,65.00
2026-02-10T11:04:00Z,36.00,65.00
2026-02-10T11:05:00Z,36.00,65.00
2026-02-10T11:07:00Z,36.00,65.00
2026-02-10T11:08:00Z,36.00,65.00
2026-02-10T11:09:00Z,36.00,65.00
2026-02-10T11:10:00Z,36.00,65.00
2026-02-10T11:12:00Z,36.00,65.00
2026-02-10T11:14:00Z,36.00,65.00
2026-02-10T11:15:00Z,36.00,65.00
2026-02-10T11:17:00Z,35.00,65.00
2026-02-10T11:19:00Z,35.00,65.00
2026-02-10T11:20:00Z,35.00,65.00
2026-02-10T11:21:00Z,35.00,65.00
2026-02-10T11:22:00Z,36.00,65.00
2026-02-10T11:23:00Z,36.00,65.00
2026-02-10T11:24:00Z,36.00,65.00
2026-02-10T11:25:00Z,36.00,65.00
2026-02-10T11:26:00Z,36.96,65.00
2026-02-10T11:27:00Z,36.96,65.00
2026-02-10T11:28:00Z,36.96,65.00
2026-02-10T11:31:00Z,36.96,65.00
2026-02-10T11:32:00Z,37.00,64.98
2026-02-10T11:33:00Z,37.00,65.00
2026-02-10T11:39:00Z,37.00,64.00
2026-02-10T11:41:00Z,37.00,64.00
2026-02-10T11:42:00Z,37.00,64.00
2026-02-10T11:43:00Z,37.00,64.00
2026-02-10T11:44:00Z,37.00,64.00
2026-02-10T11:45:00Z,37.00,64.85
2026-02-10T11:46:00Z,37.00,64.85
2026-02-10T11:47:00Z,37.00,64.00
2026-02-10T11:49:00Z,37.00,64.00
2026-02-10T11:50:00Z,37.43,64.00
2026-02-10T11:51:00Z,37.00,64.99
2026-02-10T11:52:00Z,37.00,64.58
2026-02-10T11:53:00Z,37.00,64.00
2026-02-10T11:54:00Z,37.00,64.00
2026-02-10T11:55:00Z,37.00,64.00
2026-02-10T11:56:00Z,37.00,65.00
2026-02-10T11:57:00Z,37.00,65.00
2026-02-10T11:58:00Z,37.00,65.00
2026-02-10T11:59:00Z,37.00,65.00
2026-02-10T12:00:00Z,37.00,65.00
2026-02-10T12:01:00Z,37.00,65.00
2026-02-10T12:02:00Z,37.00,65.00
2026-02-10T12:03:00Z,37.00,65.61
2026-02-10T12:04:00Z,37.00,65.03
2026-02-10T12:06:00Z,36.59,65.66
2026-02-10T12:07:00Z,37.00,66.18
2026-02-10T12:08:00Z,37.00,67.00
2026-02-10T12:09:00Z,37.00,67.00
2026-02-10T12:10:00Z,37.00,67.00
2026-02-10T12:11:00Z,37.00,67.00
2026-02-10T12:12:00Z,36.91,66.36
2026-02-10T12:13:00Z,36.91,67.00
2026-02-10T12:14:00Z,35.00,67.00
2026-02-10T12:15:00Z,35.00,67.00
2026-02-10T12:16:00Z,35.00,67.00
2026-02-10T12:17:00Z,35.00,67.00
2026-02-10T12:18:00Z,35.00,67.00
2026-02-10T12:19:00Z,35.00,67.00
2026-02-10T12:21:00Z,35.00,67.00
2026-02-10T12:22:00Z,36.48,67.00
2026-02-10T12:23:00Z,35.89,67.46
2026-02-10T12:24:00Z,38.56,66.60
2026-02-10T12:25:00Z,36.00,66.83
2026-02-10T12:26:00Z,35.99,66.04
2026-02-10T12:27:00Z,37.35,64.07
2026-02-10T12:28:00Z,37.18,64.00
2026-02-10T12:29:00Z,36.60,65.36
2026-02-10T12:30:00Z,38.00,64.09
2026-02-10T12:31:00Z,38.95,64.05
2026-02-10T12:32:00Z,40.79,62.32
2026-02-10T12:33:00Z,38.63,65.27
2026-02-10T12:34:00Z,37.59,62.18
2026-02-10T12:35:00Z,39.20,64.83
2026-02-10T12:36:00Z,33.61,65.01
2026-02-10T12:37:00Z,33.86,67.20
2026-02-10T12:38:00Z,37.15,66.67
2026-02-10T12:39:00Z,39.05,61.80
2026-02-10T12:40:00Z,37.57,63.64
2026-02-10T12:41:00Z,34.72,66.51
2026-02-10T12:42:00Z,34.90,67.40
2026-02-10T12:43:00Z,33.07,67.61
2026-02-10T12:44:00Z,29.36,73.02
2026-02-10T12:45:00Z,22.67,78.94
2026-02-10T12:46:00Z,20.95,79.95
2026-02-10T12:47:00Z,14.94,85.11
2026-02-10T12:48:00Z,13.95,86.91
2026-02-10T12:49:00Z,12.97,87.17
2026-02-10T12:50:00Z,12.01,88.47
2026-02-10T12:51:00Z,13.68,87.35
2026-02-10T12:52:00Z,12.89,87.88
2026-02-10T12:53:00Z,13.80,87.93
2026-02-10T12:54:00Z,18.32,85.42
2026-02-10T12:55:00Z,21.10,78.07
2026-02-10T12:56:00Z,16.36,82.83
2026-02-10T12:57:00Z,16.89,85.87
2026-02-10T12:58:00Z,22.09,77.58
2026-02-10T12:59:00Z,15.93,85.06
2026-02-10T13:00:00Z,15.32,85.17
2026-02-10T13:01:00Z,16.00,84.05
2026-02-10T13:02:00Z,17.91,84.22
2026-02-10T13:03:00Z,15.92,86.90
2026-02-10T13:04:00Z,16.13,85.05
2026-02-10T13:05:00Z,15.64,84.49
2026-02-10T13:06:00Z,15.75,84.07
2026-02-10T13:07:00Z,16.52,83.75
2026-02-10T13:08:00Z,17.43,83.33
2026-02-10T13:09:00Z,16.52,83.00
2026-02-10T13:10:00Z,17.69,82.50
2026-02-10T13:11:00Z,17.90,84.62
2026-02-10T13:12:00Z,15.01,83.63
2026-02-10T13:13:00Z,16.02,84.74
2026-02-10T13:14:00Z,16.77,83.07
2026-02-10T13:15:00Z,18.64,82.84
2026-02-10T13:16:00Z,18.00,82.98
2026-02-10T13:17:00Z,17.82,83.80
2026-02-10T13:18:00Z,18.22,83.15
2026-02-10T13:19:00Z,20.84,78.82
2026-02-10T13:20:00Z,21.16,79.10
2026-02-10T13:21:00Z,22.57,80.34
2026-02-10T13:22:00Z,25.89,80.09
2026-02-10T13:23:00Z,24.76,74.34
2026-02-10T13:24:00Z,26.54,72.95
2026-02-10T13:25:00Z,22.45,79.52
2026-02-10T13:26:00Z,21.68,80.45
2026-02-10T13:27:00Z,22.99,79.27
2026-02-10T13:28:00Z,22.49,79.09
2026-02-10T13:29:00Z,21.59,79.52
2026-02-10T13:30:00Z,21.76,80.01
2026-02-10T13:31:00Z,21.98,79.47
2026-02-10T13:32:00Z,21.79,80.41
2026-02-10T13:33:00Z,18.02,82.57
2026-02-10T13:34:00Z,15.09,84.13
2026-02-10T13:35:00Z,3.00,94.51
2026-02-10T13:36:00Z,2.00,97.00
2026-02-10T13:37:00Z,1.16,98.52
2026-02-10T13:38:00Z,1.00,99.00
2026-02-10T13:39:00Z,1.00,99.00
2026-02-10T13:40:00Z,1.00,99.00
2026-02-10T13:41:00Z,1.00,99.00
2026-02-10T13:42:00Z,1.00,99.00
