# event_ticker=KXATPMATCH-25AUG07RINBOR
# final_score=6-3 6-3
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Nuno Borges
# kalshi_date=2025-08-07
timestamp,Arthur Rinderknech,Nuno Borges
2025-08-07T14:59:00Z,38.00,64.54
2025-08-07T15:00:00Z,38.00,65.00
2025-08-07T15:04:00Z,38.00,68.00
2025-08-07T15:06:00Z,42.00,67.59
2025-08-07T15:07:00Z,42.00,66.78
2025-08-07T15:08:00Z,42.00,65.00
2025-08-07T15:09:00Z,41.00,60.61
2025-08-07T15:10:00Z,37.87,65.19
2025-08-07T15:11:00Z,37.87,68.74
2025-08-07T15:12:00Z,32.08,68.74
2025-08-07T15:15:00Z,37.00,68.74
2025-08-07T15:17:00Z,38.00,68.74
2025-08-07T15:18:00Z,37.00,62.00
2025-08-07T15:20:00Z,44.99,62.00
2025-08-07T15:22:00Z,49.94,55.36
2025-08-07T15:23:00Z,59.89,46.00
2025-08-07T15:24:00Z,57.00,45.00
2025-08-07T15:27:00Z,61.00,45.00
2025-08-07T15:28:00Z,60.54,42.00
2025-08-07T15:29:00Z,57.12,42.00
2025-08-07T15:30:00Z,56.00,44.56
2025-08-07T15:32:00Z,56.00,42.00
2025-08-07T15:33:00Z,56.00,42.00
2025-08-07T15:34:00Z,55.00,46.00
2025-08-07T15:35:00Z,56.98,45.13
2025-08-07T15:36:00Z,58.48,43.80
2025-08-07T15:37:00Z,62.73,41.00
2025-08-07T15:38:00Z,62.73,44.00
2025-08-07T15:39:00Z,62.73,42.96
2025-08-07T15:40:00Z,58.00,43.00
2025-08-07T15:41:00Z,58.00,43.00
2025-08-07T15:42:00Z,59.83,43.00
2025-08-07T15:43:00Z,59.94,45.00
2025-08-07T15:45:00Z,53.59,46.94
2025-08-07T15:46:00Z,58.44,57.00
2025-08-07T15:47:00Z,51.26,51.71
2025-08-07T15:48:00Z,51.26,55.65
2025-08-07T15:49:00Z,53.00,55.65
2025-08-07T15:50:00Z,61.17,42.00
2025-08-07T15:51:00Z,64.31,39.00
2025-08-07T15:52:00Z,62.00,39.00
2025-08-07T15:53:00Z,73.28,33.00
2025-08-07T15:54:00Z,74.16,35.00
2025-08-07T15:55:00Z,69.00,35.00
2025-08-07T15:56:00Z,69.21,35.00
2025-08-07T15:57:00Z,69.21,30.92
2025-08-07T15:59:00Z,74.27,36.76
2025-08-07T16:00:00Z,69.67,26.00
2025-08-07T16:01:00Z,73.41,26.40
2025-08-07T16:02:00Z,75.23,28.20
2025-08-07T16:03:00Z,75.23,31.84
2025-08-07T16:04:00Z,70.00,36.52
2025-08-07T16:05:00Z,71.62,35.00
2025-08-07T16:06:00Z,69.00,33.87
2025-08-07T16:07:00Z,70.41,34.00
2025-08-07T16:08:00Z,68.61,28.07
2025-08-07T16:09:00Z,68.35,27.85
2025-08-07T16:10:00Z,76.06,23.03
2025-08-07T16:11:00Z,78.89,27.23
2025-08-07T16:12:00Z,71.00,28.52
2025-08-07T16:13:00Z,69.38,28.52
2025-08-07T16:14:00Z,70.00,33.00
2025-08-07T16:15:00Z,69.00,35.00
2025-08-07T16:16:00Z,71.48,33.00
2025-08-07T16:17:00Z,74.00,25.07
2025-08-07T16:18:00Z,73.00,30.00
2025-08-07T16:19:00Z,73.00,31.00
2025-08-07T16:20:00Z,68.57,32.92
2025-08-07T16:21:00Z,64.00,41.00
2025-08-07T16:22:00Z,57.00,41.00
2025-08-07T16:23:00Z,66.41,41.00
2025-08-07T16:24:00Z,75.35,41.00
2025-08-07T16:25:00Z,75.11,29.94
2025-08-07T16:26:00Z,72.91,29.73
2025-08-07T16:27:00Z,75.85,30.00
2025-08-07T16:28:00Z,80.44,23.78
2025-08-07T16:29:00Z,86.31,21.00
2025-08-07T16:30:00Z,95.57,3.00
2025-08-07T16:31:00Z,98.81,1.00
2025-08-07T16:32:00Z,99.00,1.14
2025-08-07T16:33:00Z,99.00,1.14
2025-08-07T16:34:00Z,99.00,1.14
