# event_ticker=KXATPMATCH-25AUG07RINBOR
# final_score=6-3 6-3
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Nuno Borges
# kalshi_date=2025-08-07
timestamp,Arthur Rinderknech,Nuno Borges
2025-08-07T05:12:00Z,39.00,
2025-08-07T05:26:00Z,39.00,68.00
2025-08-07T05:29:00Z,38.00,68.00
2025-08-07T05:38:00Z,38.00,68.00
2025-08-07T05:39:00Z,38.00,65.00
2025-08-07T05:56:00Z,38.00,65.00
2025-08-07T05:57:00Z,38.00,65.00
2025-08-07T06:05:00Z,38.00,65.00
2025-08-07T06:12:00Z,38.00,66.00
2025-08-07T06:14:00Z,37.76,66.00
2025-08-07T06:41:00Z,37.00,66.00
2025-08-07T06:45:00Z,37.00,68.41
2025-08-07T06:59:00Z,37.00,68.29
2025-08-07T09:14:00Z,37.00,68.29
2025-08-07T10:34:00Z,37.00,68.29
2025-08-07T10:59:00Z,37.00,69.52
2025-08-07T11:21:00Z,37.00,70.00
2025-08-07T11:24:00Z,36.00,70.00
2025-08-07T11:30:00Z,36.00,70.00
2025-08-07T11:31:00Z,36.00,70.00
2025-08-07T11:47:00Z,36.00,70.00
2025-08-07T12:03:00Z,36.00,70.00
2025-08-07T12:06:00Z,36.00,70.00
2025-08-07T12:08:00Z,36.00,69.95
2025-08-07T12:13:00Z,36.00,71.00
2025-08-07T12:15:00Z,36.00,71.00
2025-08-07T12:16:00Z,36.00,71.00
2025-08-07T12:30:00Z,36.00,71.00
2025-08-07T12:31:00Z,36.00,71.00
2025-08-07T12:32:00Z,36.00,71.00
2025-08-07T12:33:00Z,36.00,71.00
2025-08-07T12:34:00Z,36.00,64.45
2025-08-07T12:37:00Z,36.00,64.45
2025-08-07T12:47:00Z,37.00,64.45
2025-08-07T12:53:00Z,37.00,64.00
2025-08-07T12:56:00Z,37.00,64.00
2025-08-07T12:57:00Z,37.00,64.00
2025-08-07T13:06:00Z,37.98,64.00
2025-08-07T13:08:00Z,37.98,64.00
2025-08-07T13:10:00Z,37.98,64.00
2025-08-07T13:14:00Z,38.00,64.00
2025-08-07T13:17:00Z,38.00,64.00
2025-08-07T13:34:00Z,38.00,63.00
2025-08-07T13:53:00Z,38.00,63.00
2025-08-07T13:55:00Z,39.00,63.00
2025-08-07T13:58:00Z,39.00,63.00
2025-08-07T14:05:00Z,39.00,63.00
2025-08-07T14:10:00Z,39.00,63.00
2025-08-07T14:11:00Z,39.00,63.00
2025-08-07T14:14:00Z,39.00,63.00
2025-08-07T14:18:00Z,39.00,63.00
2025-08-07T14:19:00Z,39.00,63.00
2025-08-07T14:29:00Z,39.00,63.00
2025-08-07T14:30:00Z,39.00,63.00
2025-08-07T14:31:00Z,39.00,63.00
2025-08-07T14:32:00Z,39.00,64.00
2025-08-07T14:36:00Z,39.00,64.00
2025-08-07T14:37:00Z,38.00,64.00
2025-08-07T14:38:00Z,38.00,64.00
2025-08-07T14:44:00Z,38.00,64.00
2025-08-07T14:47:00Z,38.00,64.00
2025-08-07T14:50:00Z,38.00,64.00
2025-08-07T14:52:00Z,38.00,64.00
2025-08-07T14:54:00Z,38.00,64.00
2025-08-07T14:57:00Z,38.00,64.00
