# event_ticker=KXATPMATCH-25JUL29ARSPOP
# final_score=7-6(7) 6-3
# score_resolution=7-6 6-3
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Nicolas Arseneault
# kalshi_date=2025-07-29
timestamp,Alexei Popyrin,Nicolas Arseneault
2025-07-29T12:04:00Z,,9.63
2025-07-29T12:11:00Z,,10.20
2025-07-29T12:15:00Z,91.00,10.20
2025-07-29T12:20:00Z,91.00,10.00
2025-07-29T12:32:00Z,91.00,10.00
2025-07-29T12:34:00Z,91.00,10.00
2025-07-29T12:36:00Z,91.00,10.00
2025-07-29T12:48:00Z,90.00,10.00
2025-07-29T12:55:00Z,90.00,10.00
2025-07-29T14:18:00Z,90.00,10.00
2025-07-29T14:21:00Z,90.00,10.59
2025-07-29T14:26:00Z,90.00,9.00
2025-07-29T14:33:00Z,90.00,9.00
2025-07-29T14:38:00Z,90.00,9.00
2025-07-29T14:40:00Z,91.00,11.11
2025-07-29T14:51:00Z,91.00,11.11
2025-07-29T14:53:00Z,91.00,14.00
2025-07-29T14:54:00Z,91.00,9.00
2025-07-29T14:56:00Z,91.00,9.00
2025-07-29T15:01:00Z,91.00,9.00
2025-07-29T15:07:00Z,91.00,9.00
2025-07-29T15:20:00Z,91.00,9.00
2025-07-29T15:22:00Z,91.00,10.00
2025-07-29T15:23:00Z,91.00,9.79
2025-07-29T15:24:00Z,91.00,10.00
2025-07-29T15:28:00Z,91.00,9.43
2025-07-29T15:32:00Z,91.00,9.00
2025-07-29T15:41:00Z,91.00,9.00
2025-07-29T15:47:00Z,91.00,9.00
2025-07-29T16:14:00Z,91.00,9.00
2025-07-29T16:22:00Z,91.00,9.85
2025-07-29T16:45:00Z,91.00,9.85
2025-07-29T16:48:00Z,91.00,9.00
2025-07-29T16:50:00Z,91.00,9.00
2025-07-29T17:04:00Z,91.00,9.02
2025-07-29T17:24:00Z,91.00,10.00
2025-07-29T17:25:00Z,91.00,10.00
2025-07-29T17:26:00Z,91.00,10.00
2025-07-29T17:32:00Z,91.00,10.00
2025-07-29T17:40:00Z,91.00,9.00
2025-07-29T17:47:00Z,91.00,9.04
2025-07-29T17:58:00Z,91.00,9.00
2025-07-29T17:59:00Z,91.00,9.00
2025-07-29T18:00:00Z,91.00,9.00
2025-07-29T18:01:00Z,91.00,12.00
2025-07-29T18:04:00Z,91.00,11.00
2025-07-29T18:05:00Z,91.00,11.00
2025-07-29T18:08:00Z,91.00,11.00
2025-07-29T18:09:00Z,90.00,11.00
2025-07-29T18:11:00Z,90.00,13.00
2025-07-29T18:12:00Z,90.00,11.00
2025-07-29T18:13:00Z,90.00,11.00
2025-07-29T18:14:00Z,90.00,9.03
2025-07-29T18:15:00Z,90.00,11.00
2025-07-29T18:16:00Z,90.00,11.00
2025-07-29T18:17:00Z,90.00,11.00
2025-07-29T18:19:00Z,90.00,9.00
2025-07-29T18:20:00Z,90.00,9.00
2025-07-29T18:21:00Z,90.00,9.00
2025-07-29T18:22:00Z,90.00,11.00
2025-07-29T18:24:00Z,90.00,12.00
2025-07-29T18:25:00Z,90.00,12.00
2025-07-29T18:26:00Z,90.00,11.00
2025-07-29T18:27:00Z,90.00,11.00
2025-07-29T18:41:00Z,90.00,11.00
2025-07-29T18:44:00Z,90.00,10.98
2025-07-29T18:45:00Z,90.00,11.00
2025-07-29T18:48:00Z,90.00,11.00
2025-07-29T18:49:00Z,90.00,11.00
2025-07-29T18:51:00Z,90.00,11.00
2025-07-29T18:52:00Z,90.00,10.51
2025-07-29T18:54:00Z,90.00,12.12
2025-07-29T18:56:00Z,89.02,11.92
2025-07-29T18:57:00Z,90.00,17.43
2025-07-29T18:58:00Z,90.00,15.32
2025-07-29T18:59:00Z,90.00,12.95
2025-07-29T19:00:00Z,90.00,13.90
2025-07-29T19:01:00Z,90.00,20.19
2025-07-29T19:03:00Z,90.00,16.00
2025-07-29T19:04:00Z,90.00,14.23
2025-07-29T19:05:00Z,90.00,14.00
2025-07-29T19:06:00Z,87.70,11.37
2025-07-29T19:07:00Z,87.00,15.22
2025-07-29T19:09:00Z,87.00,15.22
2025-07-29T19:10:00Z,84.00,16.37
2025-07-29T19:11:00Z,84.00,18.26
2025-07-29T19:12:00Z,84.00,16.63
2025-07-29T19:13:00Z,84.00,16.68
2025-07-29T19:14:00Z,84.14,15.47
2025-07-29T19:15:00Z,84.14,15.45
2025-07-29T19:16:00Z,87.00,17.00
2025-07-29T19:17:00Z,87.00,16.94
2025-07-29T19:18:00Z,87.00,18.00
2025-07-29T19:19:00Z,87.00,18.00
2025-07-29T19:20:00Z,87.00,18.23
2025-07-29T19:21:00Z,83.00,16.66
2025-07-29T19:22:00Z,83.00,17.00
2025-07-29T19:23:00Z,83.00,15.25
2025-07-29T19:24:00Z,83.00,20.50
2025-07-29T19:25:00Z,81.00,20.43
2025-07-29T19:26:00Z,81.00,20.00
2025-07-29T19:27:00Z,81.00,20.00
2025-07-29T19:28:00Z,83.92,18.96
2025-07-29T19:29:00Z,83.92,18.64
2025-07-29T19:30:00Z,83.92,18.06
2025-07-29T19:31:00Z,83.92,20.28
2025-07-29T19:32:00Z,80.12,20.54
2025-07-29T19:33:00Z,82.31,20.00
2025-07-29T19:34:00Z,80.42,19.45
2025-07-29T19:35:00Z,76.00,25.68
2025-07-29T19:36:00Z,76.55,26.02
2025-07-29T19:37:00Z,75.00,21.78
2025-07-29T19:38:00Z,75.00,22.32
2025-07-29T19:39:00Z,81.05,21.17
2025-07-29T19:40:00Z,81.05,20.70
