# event_ticker=KXATPCHALLENGERMATCH-26JUN03BADCOU
# final_score=6-7(2) 6-3 6-2
# score_resolution=6-7 6-3 6-2
# match_winner=Eliakim Coulibaly
# fav_player=Eliakim Coulibaly
# dog_player=Devin Badenhorst
# kalshi_date=2026-06-03
timestamp,Devin Badenhorst,Eliakim Coulibaly
2026-06-02T23:03:00Z,40.00,
2026-06-02T23:55:00Z,40.00,63.00
2026-06-03T00:06:00Z,40.00,67.00
2026-06-03T01:55:00Z,40.00,67.00
2026-06-03T02:49:00Z,40.00,67.00
2026-06-03T03:13:00Z,40.00,67.00
2026-06-03T03:24:00Z,40.00,67.00
2026-06-03T03:56:00Z,40.00,67.00
2026-06-03T04:05:00Z,40.00,67.00
2026-06-03T04:27:00Z,38.00,67.00
2026-06-03T04:30:00Z,38.00,67.00
2026-06-03T04:32:00Z,37.00,67.00
2026-06-03T04:33:00Z,37.00,67.00
2026-06-03T04:40:00Z,37.00,67.00
2026-06-03T04:52:00Z,37.00,67.00
2026-06-03T04:53:00Z,37.00,67.00
2026-06-03T04:55:00Z,33.08,67.00
2026-06-03T05:00:00Z,33.08,67.00
2026-06-03T05:01:00Z,33.08,63.00
2026-06-03T05:06:00Z,33.08,67.00
2026-06-03T05:37:00Z,33.08,66.00
2026-06-03T05:38:00Z,33.08,67.36
2026-06-03T06:03:00Z,33.08,66.00
2026-06-03T06:27:00Z,33.08,66.00
2026-06-03T06:41:00Z,33.08,64.00
2026-06-03T06:44:00Z,33.08,66.00
2026-06-03T07:17:00Z,33.08,67.37
2026-06-03T07:18:00Z,33.08,68.00
2026-06-03T08:14:00Z,33.08,67.00
2026-06-03T08:24:00Z,33.08,67.00
2026-06-03T08:30:00Z,35.00,67.00
2026-06-03T08:54:00Z,35.00,64.69
2026-06-03T09:02:00Z,35.00,67.00
2026-06-03T09:04:00Z,35.00,67.00
2026-06-03T09:10:00Z,35.00,67.00
2026-06-03T09:11:00Z,35.00,68.77
2026-06-03T09:12:00Z,35.00,69.00
2026-06-03T09:15:00Z,35.00,68.00
2026-06-03T09:31:00Z,34.14,68.00
2026-06-03T09:41:00Z,34.00,68.00
2026-06-03T09:54:00Z,34.00,68.00
2026-06-03T10:00:00Z,34.00,63.00
2026-06-03T10:05:00Z,34.00,69.00
2026-06-03T10:13:00Z,34.00,68.00
2026-06-03T10:20:00Z,34.00,61.50
2026-06-03T10:22:00Z,34.00,68.00
2026-06-03T10:23:00Z,34.00,60.00
2026-06-03T10:24:00Z,34.00,71.75
2026-06-03T10:26:00Z,34.00,66.22
2026-06-03T10:28:00Z,35.00,65.00
2026-06-03T10:29:00Z,35.00,65.00
2026-06-03T10:30:00Z,40.00,64.00
2026-06-03T10:31:00Z,40.00,63.00
2026-06-03T10:32:00Z,40.00,63.00
2026-06-03T10:33:00Z,40.00,62.91
2026-06-03T10:35:00Z,40.00,63.66
2026-06-03T10:36:00Z,38.90,63.00
2026-06-03T10:37:00Z,39.74,60.64
2026-06-03T10:40:00Z,41.52,60.64
2026-06-03T10:41:00Z,42.00,59.00
2026-06-03T10:42:00Z,42.00,59.04
2026-06-03T10:43:00Z,43.17,59.66
2026-06-03T10:44:00Z,39.00,61.55
2026-06-03T10:45:00Z,38.42,64.13
2026-06-03T10:46:00Z,40.65,61.53
2026-06-03T10:47:00Z,41.97,65.86
2026-06-03T10:48:00Z,33.51,68.61
2026-06-03T10:49:00Z,35.98,67.61
2026-06-03T10:50:00Z,37.57,60.64
2026-06-03T10:51:00Z,40.00,61.51
2026-06-03T10:52:00Z,42.60,59.40
2026-06-03T10:53:00Z,43.90,58.00
2026-06-03T10:54:00Z,40.68,59.59
2026-06-03T10:55:00Z,38.00,63.00
2026-06-03T10:56:00Z,42.21,59.75
2026-06-03T10:57:00Z,43.60,58.02
2026-06-03T10:58:00Z,43.60,58.28
2026-06-03T10:59:00Z,48.92,54.67
2026-06-03T11:00:00Z,45.66,56.44
2026-06-03T11:01:00Z,41.92,61.10
2026-06-03T11:02:00Z,38.00,62.51
2026-06-03T11:03:00Z,30.60,71.26
2026-06-03T11:04:00Z,28.42,69.15
2026-06-03T11:05:00Z,23.82,73.33
2026-06-03T11:06:00Z,34.22,69.18
2026-06-03T11:07:00Z,38.00,61.13
2026-06-03T11:08:00Z,41.71,61.00
2026-06-03T11:09:00Z,43.25,59.11
2026-06-03T11:10:00Z,37.69,62.32
2026-06-03T11:11:00Z,37.69,61.27
2026-06-03T11:12:00Z,43.19,58.81
2026-06-03T11:13:00Z,42.82,59.00
2026-06-03T11:14:00Z,36.39,64.91
2026-06-03T11:15:00Z,36.00,65.92
2026-06-03T11:16:00Z,37.29,59.39
2026-06-03T11:17:00Z,44.51,58.36
2026-06-03T11:18:00Z,45.00,57.00
2026-06-03T11:19:00Z,45.00,57.84
2026-06-03T11:20:00Z,41.42,60.31
2026-06-03T11:21:00Z,39.00,61.08
2026-06-03T11:22:00Z,46.19,57.02
2026-06-03T11:23:00Z,48.81,52.30
2026-06-03T11:24:00Z,54.35,44.32
2026-06-03T11:25:00Z,53.53,47.06
2026-06-03T11:26:00Z,58.44,39.92
2026-06-03T11:27:00Z,63.99,37.26
2026-06-03T11:28:00Z,65.44,36.63
2026-06-03T11:29:00Z,62.24,37.29
2026-06-03T11:30:00Z,61.07,39.24
2026-06-03T11:31:00Z,62.81,39.32
2026-06-03T11:32:00Z,64.65,37.09
2026-06-03T11:33:00Z,64.00,37.80
2026-06-03T11:34:00Z,62.83,38.63
2026-06-03T11:35:00Z,60.61,42.50
2026-06-03T11:36:00Z,60.91,38.54
2026-06-03T11:37:00Z,63.80,38.38
2026-06-03T11:38:00Z,67.58,34.90
2026-06-03T11:39:00Z,64.62,35.43
2026-06-03T11:40:00Z,63.47,38.00
2026-06-03T11:41:00Z,62.93,40.00
2026-06-03T11:42:00Z,61.49,38.66
2026-06-03T11:43:00Z,63.96,42.27
2026-06-03T11:44:00Z,65.70,36.33
2026-06-03T11:45:00Z,69.90,34.10
2026-06-03T11:46:00Z,68.92,33.83
2026-06-03T11:47:00Z,64.51,37.81
2026-06-03T11:48:00Z,61.78,38.63
2026-06-03T11:49:00Z,55.69,45.31
2026-06-03T11:50:00Z,54.25,45.99
2026-06-03T11:51:00Z,63.37,40.67
2026-06-03T11:52:00Z,65.91,34.27
2026-06-03T11:53:00Z,65.02,38.05
2026-06-03T11:54:00Z,62.04,38.43
2026-06-03T11:55:00Z,63.00,38.98
2026-06-03T11:56:00Z,63.91,38.32
2026-06-03T11:57:00Z,66.58,31.83
2026-06-03T11:58:00Z,68.86,31.62
2026-06-03T11:59:00Z,62.29,41.05
2026-06-03T12:00:00Z,56.32,49.98
2026-06-03T12:01:00Z,46.24,59.16
2026-06-03T12:02:00Z,41.41,59.70
2026-06-03T12:03:00Z,42.07,59.20
2026-06-03T12:04:00Z,44.90,59.10
2026-06-03T12:05:00Z,41.18,63.46
2026-06-03T12:06:00Z,39.81,62.49
2026-06-03T12:07:00Z,38.96,61.09
2026-06-03T12:08:00Z,45.88,54.72
2026-06-03T12:09:00Z,48.19,54.35
2026-06-03T12:10:00Z,48.91,53.04
2026-06-03T12:11:00Z,46.95,55.30
2026-06-03T12:12:00Z,45.00,54.80
2026-06-03T12:13:00Z,43.55,61.61
2026-06-03T12:14:00Z,33.91,66.24
2026-06-03T12:15:00Z,17.54,84.95
2026-06-03T12:16:00Z,16.84,83.26
2026-06-03T12:17:00Z,16.68,85.51
2026-06-03T12:18:00Z,15.96,85.07
2026-06-03T12:19:00Z,11.08,85.74
2026-06-03T12:20:00Z,10.10,88.98
2026-06-03T12:21:00Z,10.16,92.36
2026-06-03T12:22:00Z,14.62,85.98
2026-06-03T12:23:00Z,14.14,85.89
2026-06-03T12:24:00Z,15.61,86.41
2026-06-03T12:25:00Z,11.74,89.04
2026-06-03T12:26:00Z,11.45,90.48
2026-06-03T12:27:00Z,10.45,90.23
2026-06-03T12:28:00Z,7.60,92.31
2026-06-03T12:29:00Z,5.27,95.35
2026-06-03T12:30:00Z,3.95,95.30
2026-06-03T12:31:00Z,5.91,94.75
2026-06-03T12:32:00Z,2.71,97.31
2026-06-03T12:33:00Z,3.36,97.79
2026-06-03T12:34:00Z,1.71,95.71
2026-06-03T12:35:00Z,1.32,96.39
2026-06-03T12:36:00Z,1.00,99.00
2026-06-03T12:37:00Z,1.00,99.00
2026-06-03T12:38:00Z,1.00,99.00
2026-06-03T12:39:00Z,1.00,99.00
2026-06-03T12:40:00Z,1.00,96.78
2026-06-03T12:41:00Z,1.00,99.00
2026-06-03T12:42:00Z,1.00,98.36
