# event_ticker=KXATPMATCH-25JUL23KOVTIA
# final_score=7-5 3-6 6-3
# score_resolution=5-7 6-3 3-6
# match_winner=Frances Tiafoe
# fav_player=Aleksandar Kovacevic
# dog_player=Frances Tiafoe
# kalshi_date=2025-07-23
timestamp,Aleksandar Kovacevic,Frances Tiafoe
2025-07-23T20:05:00Z,46.50,68.07
2025-07-23T20:06:00Z,46.50,90.00
2025-07-23T20:07:00Z,46.50,90.00
2025-07-23T20:12:00Z,12.82,90.00
2025-07-23T20:21:00Z,38.00,90.00
2025-07-23T20:22:00Z,38.00,71.00
2025-07-23T20:25:00Z,38.00,64.00
2025-07-23T20:34:00Z,38.00,70.00
2025-07-23T20:41:00Z,38.00,70.00
2025-07-23T20:45:00Z,38.00,70.00
2025-07-23T20:47:00Z,34.00,70.00
2025-07-23T20:58:00Z,34.00,70.00
2025-07-23T21:21:00Z,34.00,71.75
2025-07-23T21:42:00Z,34.00,71.00
2025-07-23T21:43:00Z,34.00,71.00
2025-07-23T22:00:00Z,32.00,71.00
2025-07-23T22:08:00Z,32.00,72.00
2025-07-23T22:10:00Z,32.00,72.59
2025-07-23T22:20:00Z,31.00,72.59
2025-07-23T22:22:00Z,31.24,73.00
2025-07-23T22:28:00Z,31.24,73.00
2025-07-23T22:29:00Z,32.00,73.00
2025-07-23T22:32:00Z,32.00,73.00
2025-07-23T22:34:00Z,32.00,71.00
2025-07-23T22:37:00Z,32.00,71.00
2025-07-23T22:40:00Z,30.00,71.00
2025-07-23T22:41:00Z,31.00,71.00
2025-07-23T22:42:00Z,31.00,70.00
2025-07-23T22:48:00Z,31.00,71.00
2025-07-23T23:00:00Z,31.00,71.00
2025-07-23T23:02:00Z,31.00,70.00
2025-07-23T23:03:00Z,31.00,70.00
2025-07-23T23:04:00Z,31.00,70.00
2025-07-23T23:06:00Z,31.00,70.00
2025-07-23T23:07:00Z,31.00,70.00
2025-07-23T23:08:00Z,31.00,70.00
2025-07-23T23:10:00Z,31.00,68.15
2025-07-23T23:11:00Z,31.00,70.00
2025-07-23T23:13:00Z,31.00,68.32
2025-07-23T23:16:00Z,31.00,70.00
2025-07-23T23:17:00Z,31.00,70.00
2025-07-23T23:18:00Z,31.00,70.28
2025-07-23T23:19:00Z,31.00,71.00
2025-07-23T23:22:00Z,31.00,71.00
2025-07-23T23:26:00Z,31.00,71.00
2025-07-23T23:27:00Z,31.00,71.00
2025-07-23T23:29:00Z,31.00,71.00
2025-07-23T23:40:00Z,31.19,71.00
2025-07-23T23:41:00Z,32.00,71.00
2025-07-23T23:43:00Z,32.00,69.00
2025-07-23T23:47:00Z,32.00,69.00
2025-07-23T23:50:00Z,32.00,69.00
2025-07-23T23:53:00Z,32.00,69.00
2025-07-23T23:56:00Z,32.00,70.00
2025-07-23T23:58:00Z,32.00,70.00
2025-07-23T23:59:00Z,31.00,70.00
2025-07-24T00:10:00Z,31.00,70.00
2025-07-24T00:11:00Z,31.00,70.69
2025-07-24T00:12:00Z,31.00,70.02
2025-07-24T00:14:00Z,31.00,70.00
2025-07-24T00:15:00Z,31.00,71.00
2025-07-24T00:17:00Z,32.00,71.00
2025-07-24T00:18:00Z,32.00,71.00
2025-07-24T00:19:00Z,32.00,71.00
2025-07-24T00:23:00Z,32.00,71.00
2025-07-24T00:24:00Z,31.00,71.00
2025-07-24T00:25:00Z,31.00,71.00
2025-07-24T00:26:00Z,31.00,71.00
2025-07-24T00:27:00Z,31.00,71.00
2025-07-24T00:29:00Z,30.69,70.00
2025-07-24T00:30:00Z,31.00,71.86
2025-07-24T00:31:00Z,23.37,74.00
2025-07-24T00:32:00Z,24.56,76.35
2025-07-24T00:33:00Z,24.05,77.49
2025-07-24T00:34:00Z,27.37,76.96
2025-07-24T00:35:00Z,23.20,76.00
2025-07-24T00:36:00Z,30.35,70.42
2025-07-24T00:37:00Z,30.90,71.99
2025-07-24T00:38:00Z,30.90,73.13
2025-07-24T00:39:00Z,28.00,74.00
2025-07-24T00:40:00Z,30.00,74.00
2025-07-24T00:41:00Z,31.00,71.00
2025-07-24T00:42:00Z,31.83,71.00
2025-07-24T00:43:00Z,30.69,71.00
2025-07-24T00:44:00Z,31.53,71.00
2025-07-24T00:45:00Z,32.00,68.43
2025-07-24T00:46:00Z,32.50,71.13
2025-07-24T00:47:00Z,29.07,71.13
2025-07-24T00:48:00Z,30.00,72.58
2025-07-24T00:49:00Z,30.50,72.58
2025-07-24T00:50:00Z,32.94,69.00
2025-07-24T00:51:00Z,32.94,69.00
2025-07-24T00:52:00Z,32.87,70.22
2025-07-24T00:53:00Z,33.00,70.81
2025-07-24T00:54:00Z,32.00,70.81
2025-07-24T00:55:00Z,32.42,72.03
