# event_ticker=KXATPCHALLENGERMATCH-26FEB11LAJGLI
# final_score=6-3 4-3 RET
# match_winner=Daniil Glinka
# fav_player=Mark Lajal
# dog_player=Daniil Glinka
# kalshi_date=2026-02-11
timestamp,Mark Lajal,Daniil Glinka
2026-02-11T02:15:00Z,58.00,
2026-02-11T02:46:00Z,53.00,
2026-02-11T03:34:00Z,57.00,
2026-02-11T03:51:00Z,57.00,47.00
2026-02-11T03:52:00Z,57.00,43.00
2026-02-11T03:53:00Z,57.00,43.00
2026-02-11T04:01:00Z,57.00,43.00
2026-02-11T04:06:00Z,56.00,43.00
2026-02-11T04:07:00Z,56.00,46.00
2026-02-11T04:08:00Z,57.00,46.00
2026-02-11T04:17:00Z,57.00,46.00
2026-02-11T04:38:00Z,57.00,46.00
2026-02-11T04:51:00Z,57.00,46.00
2026-02-11T05:10:00Z,57.00,46.00
2026-02-11T05:14:00Z,57.00,45.00
2026-02-11T05:20:00Z,57.00,45.00
2026-02-11T05:25:00Z,57.00,45.00
2026-02-11T05:27:00Z,57.00,45.00
2026-02-11T05:57:00Z,57.00,45.00
2026-02-11T06:06:00Z,57.00,45.00
2026-02-11T06:20:00Z,57.00,45.00
2026-02-11T06:48:00Z,56.00,45.00
2026-02-11T06:49:00Z,57.00,45.00
2026-02-11T06:52:00Z,57.00,45.00
2026-02-11T06:53:00Z,57.00,45.00
2026-02-11T06:54:00Z,57.00,45.00
2026-02-11T07:22:00Z,57.00,45.00
2026-02-11T07:47:00Z,57.00,46.00
2026-02-11T07:50:00Z,56.00,46.00
2026-02-11T07:57:00Z,56.00,45.00
2026-02-11T08:25:00Z,57.00,45.00
2026-02-11T08:46:00Z,57.00,45.00
2026-02-11T09:04:00Z,57.00,45.00
2026-02-11T09:15:00Z,57.00,45.00
2026-02-11T10:50:00Z,57.00,45.00
2026-02-11T11:11:00Z,56.76,45.00
2026-02-11T11:14:00Z,57.00,45.00
2026-02-11T11:15:00Z,57.00,45.00
2026-02-11T11:25:00Z,57.00,45.00
2026-02-11T11:31:00Z,57.00,45.00
2026-02-11T11:36:00Z,57.00,45.00
2026-02-11T11:37:00Z,57.00,45.00
2026-02-11T11:55:00Z,57.00,43.06
2026-02-11T12:01:00Z,56.00,43.06
2026-02-11T12:08:00Z,56.00,43.06
2026-02-11T12:18:00Z,56.00,43.06
2026-02-11T12:25:00Z,56.00,43.06
2026-02-11T12:28:00Z,56.00,45.00
2026-02-11T12:29:00Z,56.94,45.00
2026-02-11T12:32:00Z,56.94,45.00
2026-02-11T12:39:00Z,57.00,45.00
2026-02-11T12:52:00Z,57.00,45.00
2026-02-11T12:53:00Z,56.62,45.00
2026-02-11T12:56:00Z,56.62,45.00
2026-02-11T13:00:00Z,57.00,45.00
2026-02-11T13:02:00Z,57.00,45.00
2026-02-11T13:07:00Z,57.00,45.00
2026-02-11T13:08:00Z,57.00,43.00
2026-02-11T13:09:00Z,57.00,43.00
2026-02-11T13:11:00Z,57.00,43.00
2026-02-11T13:12:00Z,58.94,43.00
2026-02-11T13:14:00Z,58.94,41.90
2026-02-11T13:15:00Z,58.00,43.00
2026-02-11T13:16:00Z,58.00,44.96
2026-02-11T13:18:00Z,58.00,43.00
2026-02-11T13:19:00Z,60.00,43.00
2026-02-11T13:20:00Z,60.00,42.00
2026-02-11T13:21:00Z,57.29,45.68
2026-02-11T13:22:00Z,54.36,47.00
2026-02-11T13:23:00Z,54.00,48.94
2026-02-11T13:24:00Z,57.00,44.00
2026-02-11T13:25:00Z,58.00,44.00
2026-02-11T13:26:00Z,56.64,47.99
2026-02-11T13:27:00Z,53.00,46.00
2026-02-11T13:28:00Z,57.06,46.00
2026-02-11T13:29:00Z,53.85,47.30
2026-02-11T13:30:00Z,51.11,47.30
2026-02-11T13:31:00Z,50.47,49.18
2026-02-11T13:32:00Z,40.93,60.39
2026-02-11T13:33:00Z,35.96,64.51
2026-02-11T13:34:00Z,35.83,68.97
2026-02-11T13:35:00Z,34.06,67.37
2026-02-11T13:36:00Z,29.08,70.14
2026-02-11T13:37:00Z,27.11,75.90
2026-02-11T13:38:00Z,27.00,74.00
2026-02-11T13:39:00Z,25.51,76.00
2026-02-11T13:40:00Z,26.00,76.00
2026-02-11T13:41:00Z,26.10,76.00
2026-02-11T13:42:00Z,26.90,74.38
2026-02-11T13:43:00Z,25.20,79.65
2026-02-11T13:44:00Z,25.42,75.47
2026-02-11T13:45:00Z,23.07,78.77
2026-02-11T13:46:00Z,26.78,76.04
2026-02-11T13:47:00Z,27.00,76.02
2026-02-11T13:48:00Z,26.94,76.00
2026-02-11T13:49:00Z,27.00,76.00
2026-02-11T13:50:00Z,26.00,76.00
2026-02-11T13:51:00Z,25.74,72.90
2026-02-11T13:52:00Z,27.63,70.88
2026-02-11T13:53:00Z,31.63,69.25
2026-02-11T13:54:00Z,27.23,71.95
2026-02-11T13:55:00Z,21.80,80.00
2026-02-11T13:56:00Z,23.87,76.82
2026-02-11T13:57:00Z,30.96,73.25
2026-02-11T13:58:00Z,27.29,70.28
2026-02-11T13:59:00Z,24.97,75.89
2026-02-11T14:00:00Z,20.87,78.98
2026-02-11T14:01:00Z,21.01,80.84
2026-02-11T14:02:00Z,19.90,81.50
2026-02-11T14:03:00Z,17.70,87.22
2026-02-11T14:04:00Z,15.71,84.85
2026-02-11T14:05:00Z,17.92,85.00
2026-02-11T14:06:00Z,17.35,84.83
2026-02-11T14:07:00Z,16.99,86.12
2026-02-11T14:08:00Z,16.00,86.46
2026-02-11T14:09:00Z,16.28,84.59
2026-02-11T14:10:00Z,20.90,79.66
2026-02-11T14:11:00Z,21.85,78.91
2026-02-11T14:12:00Z,22.36,77.43
2026-02-11T14:13:00Z,20.63,77.83
2026-02-11T14:14:00Z,17.98,83.19
2026-02-11T14:15:00Z,19.01,77.83
2026-02-11T14:16:00Z,25.78,75.95
2026-02-11T14:17:00Z,22.36,76.63
2026-02-11T14:18:00Z,23.00,77.53
2026-02-11T14:19:00Z,18.69,81.52
2026-02-11T14:20:00Z,10.75,93.49
2026-02-11T14:21:00Z,1.22,97.40
2026-02-11T14:22:00Z,1.22,99.00
