# event_ticker=KXATPMATCH-26FEB08DIATAB
# final_score=7-6(5) 6-3
# score_resolution=6-7 3-6
# match_winner=Alejandro Tabilo
# fav_player=Facundo Diaz Acosta
# dog_player=Alejandro Tabilo
# kalshi_date=2026-02-08
timestamp,Facundo Diaz Acosta,Alejandro Tabilo
2026-02-10T06:10:00Z,,56.00
2026-02-10T06:35:00Z,44.00,56.00
2026-02-10T06:46:00Z,45.00,56.00
2026-02-10T06:51:00Z,45.00,56.00
2026-02-10T07:01:00Z,45.00,56.00
2026-02-10T07:06:00Z,45.00,56.00
2026-02-10T07:07:00Z,45.00,56.00
2026-02-10T07:14:00Z,45.00,56.00
2026-02-10T07:24:00Z,45.00,56.00
2026-02-10T07:25:00Z,45.00,56.00
2026-02-10T07:32:00Z,45.00,56.00
2026-02-10T07:41:00Z,45.00,56.00
2026-02-10T07:49:00Z,45.00,56.00
2026-02-10T08:31:00Z,45.00,56.00
2026-02-10T08:50:00Z,45.00,56.00
2026-02-10T09:57:00Z,45.00,56.00
2026-02-10T10:21:00Z,45.00,56.00
2026-02-10T11:09:00Z,46.00,56.00
2026-02-10T11:26:00Z,47.00,56.00
2026-02-10T11:32:00Z,47.00,56.00
2026-02-10T11:43:00Z,47.00,56.00
2026-02-10T11:53:00Z,47.00,56.00
2026-02-10T12:09:00Z,47.00,56.00
2026-02-10T12:12:00Z,47.00,56.00
2026-02-10T12:23:00Z,47.00,56.00
2026-02-10T12:24:00Z,47.00,56.00
2026-02-10T12:37:00Z,47.00,56.00
2026-02-10T12:48:00Z,47.28,56.00
2026-02-10T12:57:00Z,47.28,56.00
2026-02-10T13:03:00Z,47.28,56.00
2026-02-10T13:13:00Z,47.28,56.00
2026-02-10T13:17:00Z,47.28,56.00
2026-02-10T13:32:00Z,47.00,56.00
2026-02-10T13:35:00Z,47.00,56.00
2026-02-10T13:43:00Z,46.00,56.00
2026-02-10T13:47:00Z,44.00,56.00
2026-02-10T13:52:00Z,44.00,56.00
2026-02-10T14:08:00Z,44.00,55.00
2026-02-10T14:09:00Z,46.00,55.00
2026-02-10T14:13:00Z,46.00,55.81
2026-02-10T14:31:00Z,47.92,55.81
2026-02-10T14:32:00Z,47.92,55.00
2026-02-10T14:36:00Z,48.00,55.00
2026-02-10T14:56:00Z,48.00,54.00
2026-02-10T14:59:00Z,48.00,53.00
2026-02-10T15:01:00Z,48.00,53.00
2026-02-10T15:03:00Z,48.00,54.00
2026-02-10T15:13:00Z,48.00,54.00
2026-02-10T15:20:00Z,48.00,54.00
2026-02-10T15:24:00Z,48.00,53.00
2026-02-10T15:47:00Z,48.00,53.00
2026-02-10T15:48:00Z,48.00,53.00
2026-02-10T15:49:00Z,48.00,52.00
2026-02-10T15:51:00Z,48.00,53.00
2026-02-10T15:52:00Z,48.00,53.00
2026-02-10T15:53:00Z,48.00,53.00
2026-02-10T15:54:00Z,48.00,53.00
2026-02-10T16:17:00Z,48.00,53.00
2026-02-10T16:27:00Z,48.00,53.00
2026-02-10T16:29:00Z,48.00,53.00
2026-02-10T16:30:00Z,48.00,53.00
2026-02-10T16:35:00Z,48.00,53.00
2026-02-10T16:37:00Z,48.00,55.26
2026-02-10T16:39:00Z,45.43,55.26
2026-02-10T16:40:00Z,44.00,56.00
2026-02-10T16:41:00Z,44.00,56.00
2026-02-10T16:42:00Z,44.00,56.00
2026-02-10T16:43:00Z,44.00,56.00
2026-02-10T16:51:00Z,44.00,55.99
2026-02-10T16:53:00Z,44.00,55.00
2026-02-10T16:55:00Z,46.00,55.00
2026-02-10T16:58:00Z,46.00,54.50
2026-02-10T16:59:00Z,46.00,55.00
2026-02-10T17:01:00Z,45.00,55.00
2026-02-10T17:04:00Z,46.64,55.00
2026-02-10T17:05:00Z,46.64,54.00
2026-02-10T17:06:00Z,47.00,54.00
2026-02-10T17:07:00Z,47.00,54.97
2026-02-10T17:10:00Z,47.00,54.00
2026-02-10T17:11:00Z,47.00,54.00
2026-02-10T17:13:00Z,47.00,54.00
2026-02-10T17:19:00Z,47.00,54.00
2026-02-10T17:20:00Z,47.00,54.00
2026-02-10T17:21:00Z,47.00,54.00
2026-02-10T17:23:00Z,47.00,54.25
2026-02-10T17:24:00Z,47.00,55.00
2026-02-10T17:25:00Z,47.00,55.00
2026-02-10T17:27:00Z,47.00,54.16
2026-02-10T17:28:00Z,47.00,54.00
2026-02-10T17:29:00Z,47.00,54.00
2026-02-10T17:30:00Z,47.00,54.00
2026-02-10T17:31:00Z,47.00,55.00
2026-02-10T17:32:00Z,47.00,55.00
2026-02-10T17:33:00Z,47.00,55.00
2026-02-10T17:34:00Z,47.00,55.00
2026-02-10T17:35:00Z,47.00,55.00
2026-02-10T17:36:00Z,47.00,55.00
2026-02-10T17:37:00Z,47.00,55.00
2026-02-10T17:38:00Z,47.00,55.00
2026-02-10T17:39:00Z,46.00,55.00
2026-02-10T17:40:00Z,46.00,55.00
2026-02-10T17:41:00Z,46.00,55.00
2026-02-10T17:43:00Z,46.00,53.36
2026-02-10T17:44:00Z,46.00,52.97
2026-02-10T17:45:00Z,47.00,54.00
2026-02-10T17:46:00Z,49.47,52.27
2026-02-10T17:47:00Z,49.47,52.00
2026-02-10T17:48:00Z,49.47,52.97
2026-02-10T17:49:00Z,50.00,53.00
2026-02-10T17:50:00Z,50.00,53.00
2026-02-10T17:51:00Z,50.00,53.15
2026-02-10T17:52:00Z,49.81,53.00
2026-02-10T17:53:00Z,49.00,52.88
2026-02-10T17:54:00Z,49.00,52.30
2026-02-10T17:55:00Z,49.00,53.14
2026-02-10T17:56:00Z,49.00,53.01
