# event_ticker=KXATPMATCH-25OCT21FEAZVE
# final_score=6-4 1-6 7-6(5)
# score_resolution=6-4 1-6 7-6
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Jacob Fearnley
# kalshi_date=2025-10-21
timestamp,Alexander Zverev,Jacob Fearnley
2025-10-21T09:32:00Z,75.00,
2025-10-21T09:38:00Z,75.00,26.00
2025-10-21T09:42:00Z,75.60,26.00
2025-10-21T09:44:00Z,74.00,26.00
2025-10-21T09:56:00Z,76.00,26.00
2025-10-21T10:00:00Z,76.00,26.00
2025-10-21T10:11:00Z,76.00,26.00
2025-10-21T10:31:00Z,76.00,25.00
2025-10-21T11:06:00Z,76.00,25.00
2025-10-21T11:10:00Z,76.00,25.00
2025-10-21T11:14:00Z,76.00,25.00
2025-10-21T11:27:00Z,76.00,25.00
2025-10-21T11:39:00Z,76.00,25.00
2025-10-21T11:41:00Z,76.00,25.00
2025-10-21T11:42:00Z,76.00,25.00
2025-10-21T11:46:00Z,76.00,25.00
2025-10-21T11:49:00Z,76.00,25.00
2025-10-21T12:03:00Z,75.00,25.00
2025-10-21T12:13:00Z,75.00,25.00
2025-10-21T12:15:00Z,75.00,25.00
2025-10-21T12:17:00Z,75.00,26.00
2025-10-21T12:22:00Z,75.00,26.00
2025-10-21T12:26:00Z,75.00,26.00
2025-10-21T12:28:00Z,75.00,26.00
2025-10-21T12:30:00Z,75.00,26.00
2025-10-21T12:31:00Z,75.00,26.00
2025-10-21T12:33:00Z,75.00,26.00
2025-10-21T12:35:00Z,75.00,26.00
2025-10-21T12:39:00Z,75.00,26.00
2025-10-21T12:43:00Z,75.00,26.00
2025-10-21T12:46:00Z,75.00,26.00
2025-10-21T13:00:00Z,75.00,26.00
2025-10-21T13:08:00Z,75.00,26.00
2025-10-21T13:09:00Z,75.00,26.00
2025-10-21T13:25:00Z,75.00,26.00
2025-10-21T13:42:00Z,76.00,26.00
2025-10-21T13:54:00Z,76.00,26.00
2025-10-21T14:02:00Z,76.00,26.00
2025-10-21T14:03:00Z,76.00,26.00
2025-10-21T14:07:00Z,76.00,26.00
2025-10-21T14:12:00Z,76.00,26.00
2025-10-21T14:13:00Z,76.00,26.00
2025-10-21T14:16:00Z,76.00,25.00
2025-10-21T14:19:00Z,76.00,25.00
2025-10-21T14:27:00Z,76.00,25.00
2025-10-21T15:01:00Z,76.00,25.00
2025-10-21T15:04:00Z,76.00,25.00
2025-10-21T15:07:00Z,76.00,25.00
2025-10-21T15:12:00Z,75.00,25.00
2025-10-21T15:14:00Z,75.00,26.00
2025-10-21T15:17:00Z,76.00,26.00
2025-10-21T15:21:00Z,76.00,26.00
2025-10-21T15:23:00Z,76.00,26.00
2025-10-21T15:24:00Z,76.00,26.00
2025-10-21T15:26:00Z,76.00,26.00
2025-10-21T15:36:00Z,76.00,26.00
2025-10-21T15:37:00Z,75.00,26.00
2025-10-21T15:38:00Z,76.00,26.00
2025-10-21T15:43:00Z,76.00,26.00
2025-10-21T15:49:00Z,76.00,26.00
2025-10-21T15:51:00Z,76.00,26.00
2025-10-21T15:53:00Z,76.00,26.00
2025-10-21T15:55:00Z,76.00,26.00
2025-10-21T15:56:00Z,76.00,26.00
2025-10-21T15:58:00Z,76.00,25.00
2025-10-21T15:59:00Z,76.00,25.00
2025-10-21T16:01:00Z,76.00,25.00
2025-10-21T16:02:00Z,76.00,25.00
2025-10-21T16:05:00Z,76.00,25.00
2025-10-21T16:10:00Z,76.00,25.00
2025-10-21T16:11:00Z,76.00,25.00
2025-10-21T16:12:00Z,76.00,25.00
2025-10-21T16:13:00Z,76.00,25.00
2025-10-21T16:17:00Z,76.00,25.00
2025-10-21T16:18:00Z,76.00,25.00
2025-10-21T16:20:00Z,76.00,25.00
2025-10-21T16:21:00Z,76.00,25.00
2025-10-21T16:25:00Z,75.00,25.00
2025-10-21T16:26:00Z,75.00,25.00
2025-10-21T16:27:00Z,76.00,25.00
2025-10-21T16:28:00Z,76.00,25.00
2025-10-21T16:34:00Z,76.00,25.00
2025-10-21T16:37:00Z,76.00,25.00
2025-10-21T16:38:00Z,76.00,25.00
2025-10-21T16:39:00Z,76.00,25.00
2025-10-21T16:41:00Z,76.00,25.00
2025-10-21T16:44:00Z,76.00,25.00
2025-10-21T16:49:00Z,76.00,25.00
2025-10-21T16:51:00Z,76.00,25.00
2025-10-21T17:00:00Z,76.00,25.00
2025-10-21T17:01:00Z,75.48,25.00
2025-10-21T17:02:00Z,75.00,25.00
2025-10-21T17:04:00Z,76.00,25.00
2025-10-21T17:05:00Z,76.00,25.00
2025-10-21T17:06:00Z,76.00,25.00
2025-10-21T17:08:00Z,76.00,25.00
2025-10-21T17:12:00Z,75.00,25.00
2025-10-21T17:15:00Z,75.60,25.00
2025-10-21T17:19:00Z,75.60,26.00
2025-10-21T17:21:00Z,76.00,26.00
2025-10-21T17:23:00Z,76.00,26.00
2025-10-21T17:24:00Z,76.00,26.00
2025-10-21T17:28:00Z,76.00,26.00
2025-10-21T17:29:00Z,76.00,26.00
2025-10-21T17:31:00Z,76.00,26.00
2025-10-21T17:36:00Z,76.00,26.00
2025-10-21T17:38:00Z,76.00,26.00
2025-10-21T17:40:00Z,76.00,26.00
2025-10-21T17:41:00Z,76.00,26.00
2025-10-21T17:43:00Z,76.00,26.00
2025-10-21T17:44:00Z,76.00,26.00
2025-10-21T17:45:00Z,76.00,26.00
2025-10-21T17:49:00Z,76.00,26.00
2025-10-21T17:51:00Z,76.00,26.00
2025-10-21T17:52:00Z,76.00,26.00
2025-10-21T17:53:00Z,76.00,26.00
2025-10-21T17:54:00Z,76.00,26.00
2025-10-21T17:55:00Z,76.00,26.00
2025-10-21T17:58:00Z,76.00,26.00
2025-10-21T17:59:00Z,76.00,26.00
2025-10-21T18:00:00Z,76.00,26.00
2025-10-21T18:01:00Z,76.00,26.00
2025-10-21T18:02:00Z,76.00,26.00
2025-10-21T18:03:00Z,76.00,26.00
2025-10-21T18:04:00Z,76.00,26.00
2025-10-21T18:06:00Z,76.00,26.00
2025-10-21T18:07:00Z,76.00,26.00
2025-10-21T18:08:00Z,76.00,26.00
2025-10-21T18:09:00Z,76.00,26.00
2025-10-21T18:10:00Z,76.00,26.00
2025-10-21T18:11:00Z,76.00,26.00
2025-10-21T18:12:00Z,75.00,26.00
2025-10-21T18:13:00Z,76.00,26.00
2025-10-21T18:14:00Z,76.00,25.00
2025-10-21T18:15:00Z,76.00,25.00
2025-10-21T18:16:00Z,76.00,25.00
2025-10-21T18:17:00Z,77.00,25.00
2025-10-21T18:18:00Z,77.55,24.00
2025-10-21T18:19:00Z,77.00,24.00
2025-10-21T18:20:00Z,77.00,24.00
2025-10-21T18:21:00Z,77.00,24.00
2025-10-21T18:22:00Z,77.00,24.00
2025-10-21T18:23:00Z,77.00,24.00
2025-10-21T18:24:00Z,77.00,24.00
