# event_ticker=KXATPCHALLENGERMATCH-26FEB14ZHABOL
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Zhizhen Zhang
# fav_player=Alex Bolt
# dog_player=Zhizhen Zhang
# kalshi_date=2026-02-14
timestamp,Alex Bolt,Zhizhen Zhang
2026-02-14T16:08:00Z,30.00,
2026-02-14T16:10:00Z,30.00,
2026-02-14T16:11:00Z,30.00,
2026-02-14T16:38:00Z,30.00,
2026-02-14T17:01:00Z,30.00,73.00
2026-02-14T17:04:00Z,30.00,73.00
2026-02-14T17:06:00Z,30.00,73.00
2026-02-14T17:09:00Z,30.00,73.00
2026-02-14T17:27:00Z,30.00,73.00
2026-02-14T17:29:00Z,30.00,73.00
2026-02-14T17:32:00Z,30.00,73.00
2026-02-14T17:38:00Z,30.00,73.00
2026-02-14T17:44:00Z,30.00,73.00
2026-02-14T17:52:00Z,30.00,73.00
2026-02-14T17:54:00Z,30.00,73.00
2026-02-14T17:58:00Z,32.00,73.00
2026-02-14T18:07:00Z,32.00,67.00
2026-02-14T18:17:00Z,32.00,67.00
2026-02-14T18:22:00Z,32.00,67.00
2026-02-14T18:24:00Z,32.00,67.00
2026-02-14T18:25:00Z,32.00,67.00
2026-02-14T18:28:00Z,32.00,67.00
2026-02-14T18:29:00Z,32.00,67.00
2026-02-14T18:32:00Z,35.00,67.00
2026-02-14T18:36:00Z,35.00,67.00
2026-02-14T18:38:00Z,35.00,67.00
2026-02-14T18:47:00Z,35.00,67.79
2026-02-14T18:51:00Z,35.00,67.00
2026-02-14T18:58:00Z,33.00,67.00
2026-02-14T19:00:00Z,33.00,68.00
2026-02-14T19:15:00Z,33.00,68.00
2026-02-14T19:16:00Z,33.00,68.00
2026-02-14T19:29:00Z,35.00,68.00
2026-02-14T19:30:00Z,35.00,68.00
2026-02-14T19:38:00Z,34.00,68.00
2026-02-14T19:40:00Z,34.00,68.00
2026-02-14T19:45:00Z,34.00,68.00
2026-02-14T19:52:00Z,34.58,68.00
2026-02-14T19:53:00Z,36.00,68.00
2026-02-14T20:13:00Z,36.00,67.00
2026-02-14T20:14:00Z,36.00,67.00
2026-02-14T20:24:00Z,36.00,67.00
2026-02-14T20:36:00Z,36.00,67.00
2026-02-14T20:59:00Z,36.00,67.00
2026-02-14T21:10:00Z,36.00,67.00
2026-02-14T21:18:00Z,36.00,67.00
2026-02-14T21:19:00Z,36.00,67.00
2026-02-14T21:22:00Z,36.00,68.00
2026-02-14T21:27:00Z,36.00,68.00
2026-02-14T21:32:00Z,36.00,68.00
2026-02-14T21:35:00Z,36.00,68.00
2026-02-14T21:41:00Z,35.00,68.00
2026-02-14T21:47:00Z,35.00,68.00
2026-02-14T21:52:00Z,35.00,68.00
2026-02-14T22:01:00Z,36.00,68.00
2026-02-14T22:06:00Z,33.00,68.00
2026-02-14T22:07:00Z,35.32,68.00
2026-02-14T22:15:00Z,35.32,66.00
2026-02-14T22:18:00Z,36.00,66.00
2026-02-14T22:20:00Z,36.00,66.00
2026-02-14T22:22:00Z,36.00,67.00
2026-02-14T22:23:00Z,36.00,65.00
2026-02-14T22:26:00Z,35.00,65.00
2026-02-14T22:34:00Z,35.00,67.00
2026-02-14T22:38:00Z,35.00,67.00
2026-02-14T22:39:00Z,35.00,68.00
2026-02-14T22:44:00Z,35.00,68.00
2026-02-14T22:46:00Z,35.00,68.00
2026-02-14T22:50:00Z,35.00,68.00
2026-02-14T22:52:00Z,35.00,68.00
2026-02-14T22:53:00Z,35.00,68.00
2026-02-14T22:56:00Z,35.00,68.00
2026-02-14T22:57:00Z,35.00,68.00
