# event_ticker=KXATPCHALLENGERMATCH-26MAY01BERHIJ
# final_score=5-7 6-2 6-2
# match_winner=Zizou Bergs
# fav_player=Zizou Bergs
# dog_player=Rinky Hijikata
# kalshi_date=2026-05-01
timestamp,Zizou Bergs,Rinky Hijikata
2026-05-01T04:50:00Z,73.00,29.00
2026-05-01T04:57:00Z,74.00,29.00
2026-05-01T05:01:00Z,74.00,28.00
2026-05-01T05:06:00Z,74.00,28.00
2026-05-01T05:08:00Z,74.00,28.00
2026-05-01T05:11:00Z,74.00,28.00
2026-05-01T05:15:00Z,74.00,28.00
2026-05-01T05:23:00Z,74.00,28.00
2026-05-01T05:24:00Z,74.00,28.00
2026-05-01T05:25:00Z,74.00,28.00
2026-05-01T05:26:00Z,74.00,28.00
2026-05-01T05:27:00Z,72.00,29.00
2026-05-01T05:29:00Z,72.00,29.99
2026-05-01T05:30:00Z,72.00,30.82
2026-05-01T05:32:00Z,72.00,30.00
2026-05-01T05:33:00Z,72.00,30.00
2026-05-01T05:35:00Z,71.00,30.00
2026-05-01T05:49:00Z,71.00,30.00
2026-05-01T05:54:00Z,71.00,30.00
2026-05-01T06:07:00Z,72.00,30.00
2026-05-01T06:40:00Z,72.00,30.00
2026-05-01T06:42:00Z,72.33,30.00
2026-05-01T06:48:00Z,73.00,30.00
2026-05-01T06:51:00Z,73.00,30.00
2026-05-01T06:55:00Z,73.00,30.00
2026-05-01T07:02:00Z,73.00,30.00
2026-05-01T07:12:00Z,73.00,30.00
2026-05-01T07:13:00Z,74.17,30.00
2026-05-01T07:40:00Z,73.00,30.00
2026-05-01T07:45:00Z,74.00,30.00
2026-05-01T07:46:00Z,74.00,30.00
2026-05-01T07:52:00Z,74.00,30.00
2026-05-01T07:56:00Z,74.00,28.00
2026-05-01T08:05:00Z,74.00,28.00
2026-05-01T08:07:00Z,74.00,28.00
2026-05-01T08:08:00Z,73.00,28.00
2026-05-01T08:10:00Z,74.00,28.00
2026-05-01T08:11:00Z,74.00,28.00
2026-05-01T08:12:00Z,74.00,28.00
2026-05-01T08:19:00Z,74.00,28.00
2026-05-01T08:23:00Z,74.00,28.00
2026-05-01T08:32:00Z,74.00,28.00
2026-05-01T08:34:00Z,74.58,28.00
2026-05-01T08:37:00Z,74.16,28.00
2026-05-01T08:38:00Z,74.16,28.00
2026-05-01T08:48:00Z,75.00,28.00
2026-05-01T08:53:00Z,75.00,27.00
2026-05-01T08:54:00Z,75.00,27.00
2026-05-01T08:56:00Z,75.00,27.00
2026-05-01T08:57:00Z,75.00,27.00
2026-05-01T08:58:00Z,75.00,27.00
2026-05-01T08:59:00Z,75.00,27.00
2026-05-01T09:04:00Z,74.00,27.00
2026-05-01T09:05:00Z,74.00,27.00
2026-05-01T09:06:00Z,74.00,27.00
2026-05-01T09:07:00Z,72.13,28.52
2026-05-01T09:08:00Z,73.00,29.00
2026-05-01T09:09:00Z,72.00,27.33
2026-05-01T09:10:00Z,73.00,28.96
2026-05-01T09:11:00Z,73.00,27.00
2026-05-01T09:12:00Z,72.00,30.00
2026-05-01T09:13:00Z,71.87,30.28
2026-05-01T09:14:00Z,72.00,27.08
2026-05-01T09:15:00Z,74.00,27.08
2026-05-01T09:16:00Z,71.21,29.51
2026-05-01T09:17:00Z,71.40,28.10
2026-05-01T09:19:00Z,71.40,30.26
2026-05-01T09:20:00Z,68.38,30.76
2026-05-01T09:21:00Z,69.00,32.00
2026-05-01T09:22:00Z,71.78,30.84
2026-05-01T09:23:00Z,72.69,30.00
2026-05-01T09:24:00Z,73.00,28.00
2026-05-01T09:25:00Z,73.00,31.63
2026-05-01T09:26:00Z,69.00,32.00
2026-05-01T09:27:00Z,68.00,32.64
2026-05-01T09:29:00Z,69.00,31.00
2026-05-01T09:30:00Z,69.00,30.07
2026-05-01T09:31:00Z,71.01,29.00
2026-05-01T09:32:00Z,70.97,28.13
2026-05-01T09:33:00Z,67.00,32.05
2026-05-01T09:34:00Z,67.00,33.83
2026-05-01T09:35:00Z,67.00,34.00
2026-05-01T09:36:00Z,66.09,35.38
2026-05-01T09:37:00Z,68.90,33.00
2026-05-01T09:38:00Z,68.11,32.04
2026-05-01T09:39:00Z,71.56,32.04
2026-05-01T09:40:00Z,72.20,27.12
2026-05-01T09:41:00Z,72.56,29.88
2026-05-01T09:42:00Z,68.94,31.62
2026-05-01T09:43:00Z,66.96,33.96
2026-05-01T09:44:00Z,67.00,33.89
2026-05-01T09:45:00Z,70.97,29.40
2026-05-01T09:46:00Z,70.44,29.28
2026-05-01T09:47:00Z,65.87,34.18
2026-05-01T09:48:00Z,64.36,37.86
2026-05-01T09:49:00Z,63.70,36.57
2026-05-01T09:50:00Z,59.81,37.79
2026-05-01T09:51:00Z,56.09,46.14
2026-05-01T09:52:00Z,59.40,40.98
2026-05-01T09:53:00Z,50.70,56.33
2026-05-01T09:54:00Z,41.17,58.33
2026-05-01T09:55:00Z,42.00,58.57
2026-05-01T09:56:00Z,42.18,58.71
2026-05-01T09:57:00Z,42.83,59.00
2026-05-01T09:58:00Z,42.90,58.79
2026-05-01T09:59:00Z,42.33,59.50
2026-05-01T10:00:00Z,47.08,50.97
2026-05-01T10:01:00Z,49.70,50.99
2026-05-01T10:02:00Z,55.20,45.96
2026-05-01T10:03:00Z,56.71,43.31
2026-05-01T10:04:00Z,57.38,43.19
2026-05-01T10:05:00Z,60.97,38.66
2026-05-01T10:06:00Z,60.21,37.18
2026-05-01T10:07:00Z,61.34,39.24
2026-05-01T10:08:00Z,59.91,40.52
2026-05-01T10:09:00Z,58.84,41.04
2026-05-01T10:10:00Z,59.00,41.82
2026-05-01T10:11:00Z,54.64,44.43
2026-05-01T10:12:00Z,51.44,50.56
2026-05-01T10:13:00Z,55.20,46.88
2026-05-01T10:14:00Z,57.37,44.00
2026-05-01T10:15:00Z,58.79,44.34
2026-05-01T10:16:00Z,60.73,39.79
2026-05-01T10:17:00Z,63.78,38.26
2026-05-01T10:18:00Z,66.16,34.61
2026-05-01T10:19:00Z,63.37,39.99
2026-05-01T10:20:00Z,60.19,41.80
2026-05-01T10:21:00Z,57.98,43.19
2026-05-01T10:22:00Z,60.68,41.31
2026-05-01T10:23:00Z,61.10,39.97
2026-05-01T10:24:00Z,61.25,39.32
2026-05-01T10:25:00Z,61.92,39.98
2026-05-01T10:26:00Z,61.65,38.88
2026-05-01T10:27:00Z,62.31,39.00
2026-05-01T10:28:00Z,65.81,34.72
2026-05-01T10:29:00Z,66.23,33.41
2026-05-01T10:30:00Z,69.89,29.86
2026-05-01T10:31:00Z,71.19,29.00
2026-05-01T10:32:00Z,71.88,28.87
2026-05-01T10:33:00Z,72.24,28.98
2026-05-01T10:34:00Z,72.12,28.95
2026-05-01T10:35:00Z,72.67,27.79
2026-05-01T10:36:00Z,72.25,28.71
2026-05-01T10:37:00Z,71.88,29.00
2026-05-01T10:38:00Z,71.46,28.96
2026-05-01T10:39:00Z,68.82,30.49
2026-05-01T10:40:00Z,71.82,28.92
2026-05-01T10:41:00Z,74.75,24.88
2026-05-01T10:42:00Z,79.84,22.59
2026-05-01T10:43:00Z,76.51,26.32
2026-05-01T10:44:00Z,77.01,22.44
2026-05-01T10:45:00Z,77.18,23.91
2026-05-01T10:46:00Z,79.77,25.34
2026-05-01T10:47:00Z,71.71,26.88
2026-05-01T10:48:00Z,65.36,34.26
2026-05-01T10:49:00Z,65.34,35.65
2026-05-01T10:50:00Z,67.30,33.85
2026-05-01T10:51:00Z,67.71,35.83
2026-05-01T10:52:00Z,65.98,34.91
2026-05-01T10:53:00Z,67.54,32.98
2026-05-01T10:54:00Z,72.11,28.39
2026-05-01T10:55:00Z,74.39,28.56
2026-05-01T10:56:00Z,70.03,30.48
2026-05-01T10:57:00Z,67.56,34.95
2026-05-01T10:58:00Z,64.98,35.93
2026-05-01T10:59:00Z,60.52,40.80
2026-05-01T11:00:00Z,59.50,40.61
2026-05-01T11:01:00Z,64.30,35.59
2026-05-01T11:02:00Z,53.96,46.68
2026-05-01T11:03:00Z,58.17,43.07
2026-05-01T11:04:00Z,64.55,38.16
2026-05-01T11:05:00Z,59.22,40.26
2026-05-01T11:06:00Z,64.44,35.09
2026-05-01T11:07:00Z,67.71,32.07
2026-05-01T11:08:00Z,77.17,22.30
2026-05-01T11:09:00Z,87.40,14.53
2026-05-01T11:10:00Z,89.13,10.17
2026-05-01T11:11:00Z,88.26,10.98
2026-05-01T11:12:00Z,92.95,9.58
2026-05-01T11:13:00Z,91.43,9.02
2026-05-01T11:14:00Z,93.46,7.48
2026-05-01T11:15:00Z,95.77,4.55
2026-05-01T11:16:00Z,95.37,4.02
2026-05-01T11:17:00Z,96.88,3.09
2026-05-01T11:18:00Z,98.99,1.00
2026-05-01T11:19:00Z,99.00,1.00
2026-05-01T11:20:00Z,98.14,1.35
2026-05-01T11:21:00Z,98.86,2.50
2026-05-01T11:22:00Z,98.98,1.05
2026-05-01T11:23:00Z,98.18,1.91
2026-05-01T11:24:00Z,98.92,2.00
2026-05-01T11:25:00Z,99.00,2.00
2026-05-01T11:26:00Z,99.00,2.00
2026-05-01T11:27:00Z,99.00,2.00
