# event_ticker=KXATPCHALLENGERMATCH-26FEB11TULELL
# final_score=6-4 6-4
# match_winner=Li Tu
# fav_player=Li Tu
# dog_player=Blake Ellis
# kalshi_date=2026-02-11
timestamp,Li Tu,Blake Ellis
2026-02-12T00:11:00Z,55.00,44.00
2026-02-12T00:16:00Z,55.00,44.84
2026-02-12T00:18:00Z,55.00,44.84
2026-02-12T00:31:00Z,55.00,44.84
2026-02-12T00:38:00Z,55.00,44.84
2026-02-12T00:41:00Z,55.00,44.84
2026-02-12T00:45:00Z,55.00,45.00
2026-02-12T01:02:00Z,55.00,45.79
2026-02-12T01:04:00Z,55.00,45.79
2026-02-12T01:05:00Z,55.00,46.00
2026-02-12T01:08:00Z,55.00,46.00
2026-02-12T01:12:00Z,55.00,46.00
2026-02-12T01:18:00Z,55.00,46.00
2026-02-12T01:19:00Z,55.00,46.00
2026-02-12T01:22:00Z,55.00,46.00
2026-02-12T01:23:00Z,56.62,46.00
2026-02-12T01:25:00Z,56.62,45.00
2026-02-12T01:29:00Z,56.62,45.00
2026-02-12T01:31:00Z,57.00,45.00
2026-02-12T01:37:00Z,57.00,45.26
2026-02-12T01:38:00Z,56.00,45.26
2026-02-12T01:42:00Z,56.00,46.00
2026-02-12T01:43:00Z,56.00,46.00
2026-02-12T01:46:00Z,56.00,46.00
2026-02-12T01:47:00Z,57.00,46.00
2026-02-12T01:48:00Z,56.00,44.43
2026-02-12T01:55:00Z,56.00,44.43
2026-02-12T01:58:00Z,56.00,46.00
2026-02-12T02:00:00Z,56.00,46.00
2026-02-12T02:03:00Z,56.00,46.40
2026-02-12T02:05:00Z,56.00,47.00
2026-02-12T02:06:00Z,56.00,47.00
2026-02-12T02:07:00Z,56.00,47.00
2026-02-12T02:10:00Z,56.00,46.00
2026-02-12T02:13:00Z,56.00,46.00
2026-02-12T02:15:00Z,53.75,46.00
2026-02-12T02:16:00Z,56.48,44.00
2026-02-12T02:18:00Z,57.00,43.26
2026-02-12T02:19:00Z,56.30,43.26
2026-02-12T02:24:00Z,56.30,46.00
2026-02-12T02:25:00Z,56.30,47.00
2026-02-12T02:30:00Z,56.00,44.00
2026-02-12T02:31:00Z,56.00,44.00
2026-02-12T02:33:00Z,56.00,44.00
2026-02-12T02:35:00Z,56.00,46.00
2026-02-12T02:36:00Z,56.00,46.00
2026-02-12T02:38:00Z,56.94,46.00
2026-02-12T02:39:00Z,57.00,46.00
2026-02-12T02:40:00Z,57.00,46.00
2026-02-12T02:42:00Z,56.45,46.00
2026-02-12T02:44:00Z,57.00,46.00
2026-02-12T02:45:00Z,57.00,46.00
2026-02-12T02:46:00Z,57.00,46.00
2026-02-12T02:47:00Z,57.00,46.00
2026-02-12T02:53:00Z,57.00,46.00
2026-02-12T02:54:00Z,57.00,46.00
2026-02-12T02:55:00Z,57.00,45.00
2026-02-12T02:56:00Z,57.00,45.00
2026-02-12T02:57:00Z,57.00,45.00
2026-02-12T02:58:00Z,57.00,45.00
2026-02-12T02:59:00Z,57.00,45.00
2026-02-12T03:00:00Z,57.00,45.00
2026-02-12T03:01:00Z,57.00,45.94
2026-02-12T03:02:00Z,56.00,45.94
2026-02-12T03:06:00Z,57.00,45.00
2026-02-12T03:08:00Z,57.00,45.00
2026-02-12T03:11:00Z,57.00,45.00
2026-02-12T03:12:00Z,57.00,45.54
2026-02-12T03:19:00Z,57.00,46.00
2026-02-12T03:21:00Z,57.00,45.96
2026-02-12T03:22:00Z,52.36,47.00
2026-02-12T03:23:00Z,52.00,48.00
2026-02-12T03:24:00Z,54.00,48.00
2026-02-12T03:25:00Z,54.00,48.00
2026-02-12T03:26:00Z,54.00,48.00
2026-02-12T03:29:00Z,54.00,48.00
2026-02-12T03:30:00Z,53.96,48.00
2026-02-12T03:31:00Z,53.96,48.00
2026-02-12T03:32:00Z,53.96,48.00
2026-02-12T03:33:00Z,53.96,48.00
2026-02-12T03:34:00Z,54.00,48.00
2026-02-12T03:35:00Z,54.00,48.00
2026-02-12T03:36:00Z,54.00,48.00
2026-02-12T03:37:00Z,54.00,48.00
2026-02-12T03:38:00Z,54.00,47.00
2026-02-12T03:39:00Z,54.45,47.00
2026-02-12T03:40:00Z,54.45,47.90
2026-02-12T03:41:00Z,54.00,48.00
2026-02-12T03:42:00Z,54.00,48.00
2026-02-12T03:43:00Z,54.00,48.00
2026-02-12T03:44:00Z,54.00,48.00
2026-02-12T03:45:00Z,54.87,48.00
2026-02-12T03:46:00Z,54.00,48.00
2026-02-12T03:47:00Z,54.00,48.00
2026-02-12T03:48:00Z,54.99,48.00
2026-02-12T03:49:00Z,55.00,48.00
2026-02-12T03:50:00Z,55.00,48.00
2026-02-12T03:51:00Z,55.00,48.00
2026-02-12T03:52:00Z,55.00,48.00
2026-02-12T03:53:00Z,55.00,48.00
2026-02-12T03:54:00Z,55.00,48.00
2026-02-12T03:55:00Z,55.00,48.00
2026-02-12T03:56:00Z,54.92,48.00
2026-02-12T03:57:00Z,55.00,48.00
2026-02-12T03:58:00Z,55.00,48.00
2026-02-12T03:59:00Z,55.00,48.00
2026-02-12T04:00:00Z,55.00,48.00
2026-02-12T04:01:00Z,55.00,48.00
2026-02-12T04:02:00Z,55.00,48.80
2026-02-12T04:03:00Z,54.81,48.00
2026-02-12T04:04:00Z,54.00,48.68
2026-02-12T04:05:00Z,54.00,49.00
2026-02-12T04:06:00Z,54.00,49.00
2026-02-12T04:07:00Z,54.00,49.00
2026-02-12T04:08:00Z,54.00,49.00
2026-02-12T04:09:00Z,55.71,49.00
2026-02-12T04:10:00Z,56.97,47.16
2026-02-12T04:11:00Z,55.90,45.77
2026-02-12T04:12:00Z,57.77,44.30
2026-02-12T04:13:00Z,58.00,44.30
2026-02-12T04:14:00Z,58.00,43.96
2026-02-12T04:15:00Z,58.00,44.45
2026-02-12T04:16:00Z,58.00,45.00
2026-02-12T04:17:00Z,58.00,42.63
2026-02-12T04:18:00Z,55.93,45.24
2026-02-12T04:19:00Z,55.92,46.00
2026-02-12T04:20:00Z,55.69,46.81
2026-02-12T04:21:00Z,57.49,46.40
2026-02-12T04:22:00Z,57.95,45.00
2026-02-12T04:23:00Z,57.59,46.00
2026-02-12T04:24:00Z,55.99,46.00
2026-02-12T04:25:00Z,56.00,47.00
2026-02-12T04:26:00Z,56.00,46.84
2026-02-12T04:27:00Z,56.00,46.17
2026-02-12T04:28:00Z,56.96,45.90
2026-02-12T04:29:00Z,56.78,46.00
2026-02-12T04:30:00Z,54.27,46.69
2026-02-12T04:31:00Z,55.86,47.04
2026-02-12T04:32:00Z,59.06,42.39
2026-02-12T04:33:00Z,60.11,42.33
2026-02-12T04:34:00Z,54.88,45.49
2026-02-12T04:35:00Z,54.01,47.22
2026-02-12T04:36:00Z,54.87,47.17
2026-02-12T04:37:00Z,52.94,48.43
2026-02-12T04:38:00Z,54.06,47.97
2026-02-12T04:39:00Z,54.77,47.13
2026-02-12T04:40:00Z,53.99,48.97
2026-02-12T04:41:00Z,54.87,45.89
2026-02-12T04:42:00Z,57.94,45.70
2026-02-12T04:43:00Z,59.42,38.95
2026-02-12T04:44:00Z,61.42,40.73
2026-02-12T04:45:00Z,56.32,44.66
2026-02-12T04:46:00Z,56.00,45.73
2026-02-12T04:47:00Z,56.48,45.54
2026-02-12T04:48:00Z,58.49,43.97
2026-02-12T04:49:00Z,60.06,42.92
2026-02-12T04:50:00Z,63.15,37.39
2026-02-12T04:51:00Z,69.48,29.92
2026-02-12T04:52:00Z,76.18,23.89
2026-02-12T04:53:00Z,77.29,22.60
2026-02-12T04:54:00Z,77.90,21.79
2026-02-12T04:55:00Z,79.13,22.62
2026-02-12T04:56:00Z,81.40,20.63
2026-02-12T04:57:00Z,84.74,17.21
2026-02-12T04:58:00Z,83.23,18.44
2026-02-12T04:59:00Z,80.37,20.30
2026-02-12T05:00:00Z,79.71,20.98
2026-02-12T05:01:00Z,80.14,21.85
2026-02-12T05:02:00Z,82.96,19.33
2026-02-12T05:03:00Z,82.33,19.78
2026-02-12T05:04:00Z,82.12,19.46
2026-02-12T05:05:00Z,80.59,20.24
2026-02-12T05:06:00Z,81.00,20.42
2026-02-12T05:07:00Z,81.30,19.88
2026-02-12T05:08:00Z,77.47,21.90
2026-02-12T05:09:00Z,81.28,18.25
2026-02-12T05:10:00Z,83.92,16.84
2026-02-12T05:11:00Z,82.18,17.40
2026-02-12T05:12:00Z,82.57,19.31
2026-02-12T05:13:00Z,80.29,20.00
2026-02-12T05:14:00Z,80.46,21.84
2026-02-12T05:15:00Z,79.02,20.85
2026-02-12T05:16:00Z,80.09,20.76
2026-02-12T05:17:00Z,76.36,25.56
2026-02-12T05:18:00Z,81.82,19.45
2026-02-12T05:19:00Z,80.99,19.48
2026-02-12T05:20:00Z,80.27,20.99
2026-02-12T05:21:00Z,80.20,21.66
2026-02-12T05:22:00Z,79.93,21.82
2026-02-12T05:23:00Z,78.64,21.49
2026-02-12T05:24:00Z,77.67,21.66
2026-02-12T05:25:00Z,78.29,22.43
2026-02-12T05:26:00Z,80.42,20.40
2026-02-12T05:27:00Z,77.60,21.68
2026-02-12T05:28:00Z,77.33,24.41
2026-02-12T05:29:00Z,76.79,24.56
2026-02-12T05:30:00Z,76.06,24.00
2026-02-12T05:31:00Z,75.46,24.49
2026-02-12T05:32:00Z,78.70,22.10
2026-02-12T05:33:00Z,80.77,19.53
2026-02-12T05:34:00Z,77.67,22.90
2026-02-12T05:35:00Z,76.19,21.81
2026-02-12T05:36:00Z,75.65,24.35
2026-02-12T05:37:00Z,76.99,24.82
2026-02-12T05:38:00Z,76.02,24.99
2026-02-12T05:39:00Z,76.61,22.25
2026-02-12T05:40:00Z,72.61,30.52
2026-02-12T05:41:00Z,75.19,23.77
2026-02-12T05:42:00Z,77.32,24.19
2026-02-12T05:43:00Z,77.17,23.60
2026-02-12T05:44:00Z,79.57,21.65
2026-02-12T05:45:00Z,88.61,12.39
2026-02-12T05:46:00Z,95.14,5.01
2026-02-12T05:47:00Z,96.99,3.54
2026-02-12T05:48:00Z,97.87,3.03
2026-02-12T05:49:00Z,98.49,2.74
2026-02-12T05:50:00Z,98.96,1.01
2026-02-12T05:51:00Z,99.00,1.00
2026-02-12T05:52:00Z,99.00,1.00
2026-02-12T05:53:00Z,99.00,1.00
