# event_ticker=KXATPMATCH-25OCT04SVRMED
# final_score=6-1 6-1
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Dalibor Svrcina
# kalshi_date=2025-10-04
timestamp,Daniil Medvedev,Dalibor Svrcina
2025-10-04T06:05:00Z,79.00,23.00
2025-10-04T06:10:00Z,79.00,23.00
2025-10-04T06:15:00Z,79.00,22.00
2025-10-04T06:18:00Z,79.00,22.00
2025-10-04T06:32:00Z,79.00,22.00
2025-10-04T06:33:00Z,78.00,22.00
2025-10-04T06:36:00Z,78.00,22.00
2025-10-04T06:37:00Z,78.00,22.00
2025-10-04T06:47:00Z,78.00,22.00
2025-10-04T06:48:00Z,78.00,22.00
2025-10-04T07:12:00Z,78.00,22.00
2025-10-04T07:36:00Z,78.00,22.00
2025-10-04T07:52:00Z,78.00,22.00
2025-10-04T08:03:00Z,78.82,22.00
2025-10-04T08:04:00Z,79.00,22.00
2025-10-04T08:10:00Z,78.00,22.00
2025-10-04T08:15:00Z,78.00,21.00
2025-10-04T08:27:00Z,80.00,21.00
2025-10-04T08:28:00Z,80.00,21.00
2025-10-04T08:32:00Z,80.00,21.00
2025-10-04T08:36:00Z,80.00,21.00
2025-10-04T08:37:00Z,80.00,21.00
2025-10-04T08:40:00Z,80.00,21.00
2025-10-04T08:43:00Z,80.00,21.00
2025-10-04T08:48:00Z,77.04,21.00
2025-10-04T08:50:00Z,77.00,21.00
2025-10-04T08:52:00Z,77.00,24.00
2025-10-04T08:53:00Z,77.00,24.00
2025-10-04T08:55:00Z,77.00,24.00
2025-10-04T08:57:00Z,77.00,24.00
2025-10-04T09:00:00Z,77.00,24.00
2025-10-04T09:06:00Z,77.00,24.00
2025-10-04T09:14:00Z,77.00,24.00
2025-10-04T09:16:00Z,77.00,22.00
2025-10-04T09:27:00Z,77.00,24.00
2025-10-04T09:29:00Z,77.00,24.00
2025-10-04T09:31:00Z,77.00,24.00
2025-10-04T09:32:00Z,77.00,24.00
2025-10-04T09:34:00Z,76.00,24.00
2025-10-04T09:44:00Z,78.00,24.00
2025-10-04T09:48:00Z,78.00,24.00
2025-10-04T09:52:00Z,78.00,24.00
2025-10-04T09:53:00Z,78.00,24.00
2025-10-04T09:54:00Z,78.00,24.00
2025-10-04T09:55:00Z,78.00,23.00
2025-10-04T09:58:00Z,78.00,24.00
2025-10-04T10:01:00Z,78.00,24.00
2025-10-04T10:06:00Z,78.00,24.00
2025-10-04T10:11:00Z,78.00,24.00
2025-10-04T10:18:00Z,78.00,24.00
2025-10-04T10:25:00Z,76.00,24.00
2025-10-04T10:28:00Z,79.00,24.00
2025-10-04T10:29:00Z,79.00,24.00
2025-10-04T10:30:00Z,79.00,24.00
2025-10-04T10:35:00Z,79.00,24.00
2025-10-04T10:37:00Z,80.00,23.00
2025-10-04T10:40:00Z,81.00,23.00
2025-10-04T10:41:00Z,87.00,15.00
2025-10-04T10:42:00Z,88.00,15.00
2025-10-04T10:43:00Z,88.81,12.00
2025-10-04T10:44:00Z,88.81,9.00
2025-10-04T10:47:00Z,88.81,9.00
2025-10-04T10:48:00Z,92.97,9.41
2025-10-04T10:49:00Z,92.97,12.38
2025-10-04T10:50:00Z,91.00,12.38
2025-10-04T10:53:00Z,94.00,8.00
2025-10-04T10:54:00Z,94.00,9.00
2025-10-04T10:56:00Z,93.00,9.00
2025-10-04T10:58:00Z,93.00,9.00
2025-10-04T11:01:00Z,94.00,7.23
2025-10-04T11:02:00Z,94.00,7.00
2025-10-04T11:03:00Z,92.00,10.00
2025-10-04T11:04:00Z,92.00,9.00
2025-10-04T11:05:00Z,93.00,8.00
2025-10-04T11:06:00Z,93.00,7.00
2025-10-04T11:07:00Z,95.40,7.00
2025-10-04T11:08:00Z,95.40,5.00
2025-10-04T11:09:00Z,95.40,5.00
2025-10-04T11:10:00Z,94.00,5.00
2025-10-04T11:11:00Z,94.00,5.00
2025-10-04T11:13:00Z,96.00,4.00
2025-10-04T11:14:00Z,97.00,3.00
2025-10-04T11:15:00Z,98.00,3.00
2025-10-04T11:16:00Z,98.03,2.00
2025-10-04T11:17:00Z,98.03,2.69
2025-10-04T11:19:00Z,98.03,3.00
2025-10-04T11:20:00Z,99.00,1.08
2025-10-04T11:21:00Z,99.00,2.00
2025-10-04T11:22:00Z,98.00,2.00
2025-10-04T11:23:00Z,98.00,2.00
2025-10-04T11:24:00Z,98.00,2.00
2025-10-04T11:25:00Z,98.00,1.90
2025-10-04T11:26:00Z,99.00,2.00
2025-10-04T11:27:00Z,99.00,2.00
2025-10-04T11:28:00Z,99.00,1.00
2025-10-04T11:32:00Z,99.00,1.00
