# event_ticker=KXATPMATCH-25OCT17LEHBON
# final_score=6-7(8) 6-1 4-1 RET
# match_winner=Jiri Lehecka
# fav_player=Benjamin Bonzi
# dog_player=Jiri Lehecka
# kalshi_date=2025-10-17
timestamp,Benjamin Bonzi,Jiri Lehecka
2025-10-17T04:18:00Z,26.00,
2025-10-17T04:22:00Z,26.00,
2025-10-17T04:27:00Z,26.00,75.00
2025-10-17T04:28:00Z,26.00,75.00
2025-10-17T04:31:00Z,26.00,75.00
2025-10-17T04:44:00Z,26.00,75.00
2025-10-17T04:45:00Z,26.00,75.00
2025-10-17T04:49:00Z,26.00,75.00
2025-10-17T04:50:00Z,26.00,75.00
2025-10-17T04:51:00Z,26.00,75.00
2025-10-17T04:53:00Z,26.00,75.00
2025-10-17T04:58:00Z,26.00,75.00
2025-10-17T05:02:00Z,27.00,75.00
2025-10-17T05:04:00Z,27.00,75.00
2025-10-17T05:05:00Z,27.00,75.00
2025-10-17T05:10:00Z,27.00,75.00
2025-10-17T05:16:00Z,27.00,75.00
2025-10-17T05:17:00Z,27.00,75.00
2025-10-17T05:23:00Z,27.00,75.00
2025-10-17T05:25:00Z,25.00,75.00
2025-10-17T05:28:00Z,27.00,75.00
2025-10-17T05:38:00Z,27.00,75.00
2025-10-17T05:46:00Z,27.00,75.00
2025-10-17T05:47:00Z,27.00,75.00
2025-10-17T05:48:00Z,27.00,75.00
2025-10-17T05:58:00Z,27.00,75.00
2025-10-17T06:02:00Z,27.00,75.00
2025-10-17T06:06:00Z,27.00,75.00
2025-10-17T06:13:00Z,27.00,75.00
2025-10-17T06:16:00Z,27.00,75.00
2025-10-17T06:27:00Z,27.00,75.00
2025-10-17T06:29:00Z,27.00,75.00
2025-10-17T06:53:00Z,27.00,75.00
2025-10-17T06:54:00Z,27.00,75.00
2025-10-17T06:58:00Z,27.00,75.00
2025-10-17T07:04:00Z,27.00,75.00
2025-10-17T07:06:00Z,27.00,75.00
2025-10-17T07:07:00Z,27.00,75.00
2025-10-17T07:09:00Z,27.00,75.00
2025-10-17T07:43:00Z,27.00,75.00
2025-10-17T07:44:00Z,27.00,75.00
2025-10-17T07:58:00Z,27.00,75.00
2025-10-17T08:10:00Z,27.00,75.00
2025-10-17T08:29:00Z,27.00,75.00
2025-10-17T08:54:00Z,27.00,75.00
2025-10-17T09:04:00Z,27.00,75.00
2025-10-17T09:09:00Z,27.00,74.00
2025-10-17T09:11:00Z,27.00,74.00
2025-10-17T09:12:00Z,27.00,74.00
2025-10-17T09:13:00Z,27.00,74.00
2025-10-17T09:14:00Z,27.00,74.00
2025-10-17T09:16:00Z,27.00,74.00
2025-10-17T09:17:00Z,27.00,74.00
2025-10-17T09:18:00Z,25.79,73.00
2025-10-17T09:24:00Z,27.00,73.00
2025-10-17T09:27:00Z,27.00,74.00
2025-10-17T09:49:00Z,27.00,74.00
2025-10-17T09:56:00Z,27.00,74.00
2025-10-17T10:01:00Z,27.00,74.00
2025-10-17T10:12:00Z,27.00,74.00
2025-10-17T10:19:00Z,27.00,74.00
2025-10-17T10:23:00Z,27.00,74.00
2025-10-17T10:24:00Z,26.00,74.00
2025-10-17T10:34:00Z,26.00,74.00
2025-10-17T10:37:00Z,25.15,74.99
2025-10-17T10:46:00Z,25.00,75.00
2025-10-17T11:01:00Z,25.00,75.00
2025-10-17T11:09:00Z,26.00,75.00
2025-10-17T11:12:00Z,25.00,75.00
2025-10-17T11:13:00Z,25.00,75.00
2025-10-17T11:14:00Z,26.00,75.00
2025-10-17T11:15:00Z,26.00,75.00
2025-10-17T11:17:00Z,26.00,75.00
2025-10-17T11:18:00Z,26.00,75.00
2025-10-17T11:19:00Z,26.00,75.00
2025-10-17T11:25:00Z,26.00,75.00
2025-10-17T11:32:00Z,26.00,75.00
2025-10-17T11:35:00Z,26.00,75.00
2025-10-17T11:36:00Z,26.00,75.00
2025-10-17T11:37:00Z,25.61,75.00
2025-10-17T11:38:00Z,26.00,75.00
2025-10-17T11:40:00Z,26.00,75.00
2025-10-17T11:42:00Z,25.00,76.39
2025-10-17T11:43:00Z,23.09,77.09
2025-10-17T11:44:00Z,23.08,77.31
2025-10-17T11:45:00Z,23.00,77.77
2025-10-17T11:48:00Z,24.00,77.77
2025-10-17T11:50:00Z,24.00,77.00
2025-10-17T11:55:00Z,23.76,77.00
2025-10-17T11:56:00Z,24.00,77.00
2025-10-17T11:57:00Z,22.13,80.54
2025-10-17T11:58:00Z,22.13,78.00
2025-10-17T11:59:00Z,23.00,77.02
2025-10-17T12:00:00Z,23.00,77.02
2025-10-17T12:02:00Z,23.24,77.02
2025-10-17T12:03:00Z,23.24,78.00
2025-10-17T12:05:00Z,22.00,80.00
2025-10-17T12:06:00Z,23.00,79.00
2025-10-17T12:07:00Z,23.00,78.00
2025-10-17T12:08:00Z,23.04,78.00
2025-10-17T12:09:00Z,24.00,78.00
2025-10-17T12:10:00Z,24.00,78.00
2025-10-17T12:11:00Z,24.00,76.00
2025-10-17T12:12:00Z,22.11,76.00
2025-10-17T12:13:00Z,25.14,75.03
2025-10-17T12:14:00Z,28.62,71.28
2025-10-17T12:15:00Z,27.69,74.01
2025-10-17T12:16:00Z,25.14,74.01
2025-10-17T12:18:00Z,26.00,78.82
2025-10-17T12:19:00Z,27.56,80.00
2025-10-17T12:20:00Z,28.21,80.00
2025-10-17T12:21:00Z,28.36,74.00
2025-10-17T12:22:00Z,29.18,72.97
2025-10-17T12:23:00Z,29.13,69.37
2025-10-17T12:24:00Z,28.05,74.70
2025-10-17T12:25:00Z,27.62,77.88
2025-10-17T12:26:00Z,29.00,77.88
2025-10-17T12:27:00Z,31.42,72.31
2025-10-17T12:28:00Z,31.47,69.59
2025-10-17T12:29:00Z,28.08,71.00
2025-10-17T12:30:00Z,26.00,74.00
2025-10-17T12:31:00Z,26.00,75.00
2025-10-17T12:32:00Z,28.37,75.00
2025-10-17T12:33:00Z,26.00,75.13
2025-10-17T12:34:00Z,26.36,75.16
2025-10-17T12:35:00Z,26.00,77.00
2025-10-17T12:36:00Z,26.40,77.00
2025-10-17T12:37:00Z,28.00,75.00
2025-10-17T12:38:00Z,30.00,74.92
2025-10-17T12:39:00Z,25.76,79.00
2025-10-17T12:40:00Z,26.34,76.17
2025-10-17T12:41:00Z,22.25,80.42
2025-10-17T12:42:00Z,27.34,81.94
2025-10-17T12:43:00Z,27.50,81.94
2025-10-17T12:44:00Z,30.00,72.00
2025-10-17T12:45:00Z,29.28,74.00
2025-10-17T12:46:00Z,23.15,76.00
2025-10-17T12:47:00Z,24.56,76.00
2025-10-17T12:48:00Z,33.16,76.00
2025-10-17T12:49:00Z,29.58,71.00
2025-10-17T12:50:00Z,30.91,69.46
2025-10-17T12:51:00Z,31.00,70.00
2025-10-17T12:52:00Z,33.04,70.58
2025-10-17T12:53:00Z,33.11,69.19
2025-10-17T12:54:00Z,28.69,73.28
2025-10-17T12:55:00Z,31.10,71.07
2025-10-17T12:56:00Z,30.15,71.14
2025-10-17T12:57:00Z,29.94,73.70
2025-10-17T12:58:00Z,32.06,69.00
2025-10-17T12:59:00Z,34.86,68.76
2025-10-17T13:00:00Z,41.94,61.26
2025-10-17T13:01:00Z,43.99,62.85
2025-10-17T13:02:00Z,36.39,66.42
2025-10-17T13:03:00Z,37.02,65.99
2025-10-17T13:04:00Z,43.22,59.07
2025-10-17T13:05:00Z,44.86,58.54
2025-10-17T13:06:00Z,34.19,67.86
2025-10-17T13:07:00Z,33.60,68.30
2025-10-17T13:08:00Z,41.39,62.50
2025-10-17T13:09:00Z,32.49,69.70
2025-10-17T13:10:00Z,19.53,80.13
2025-10-17T13:11:00Z,16.15,84.06
2025-10-17T13:12:00Z,33.58,71.72
2025-10-17T13:13:00Z,37.88,65.63
2025-10-17T13:14:00Z,30.88,64.22
2025-10-17T13:15:00Z,35.82,68.22
2025-10-17T13:16:00Z,46.33,52.66
2025-10-17T13:17:00Z,57.14,54.60
2025-10-17T13:18:00Z,54.25,50.63
2025-10-17T13:19:00Z,52.92,46.79
2025-10-17T13:20:00Z,55.14,48.51
2025-10-17T13:21:00Z,51.10,51.49
2025-10-17T13:22:00Z,49.97,49.82
2025-10-17T13:23:00Z,47.04,53.58
2025-10-17T13:24:00Z,38.47,61.51
2025-10-17T13:25:00Z,33.00,66.86
2025-10-17T13:26:00Z,32.96,67.00
2025-10-17T13:27:00Z,31.97,69.14
2025-10-17T13:28:00Z,31.89,69.00
2025-10-17T13:29:00Z,29.53,70.91
2025-10-17T13:30:00Z,27.66,72.74
2025-10-17T13:31:00Z,28.57,73.00
2025-10-17T13:32:00Z,24.50,75.22
2025-10-17T13:33:00Z,23.97,75.26
2025-10-17T13:34:00Z,24.42,77.06
2025-10-17T13:35:00Z,21.83,83.00
2025-10-17T13:36:00Z,15.72,87.37
2025-10-17T13:37:00Z,13.36,84.78
2025-10-17T13:38:00Z,12.06,95.58
2025-10-17T13:39:00Z,12.30,89.72
2025-10-17T13:40:00Z,12.67,86.72
2025-10-17T13:41:00Z,12.91,89.21
2025-10-17T13:42:00Z,12.65,89.01
2025-10-17T13:43:00Z,15.46,86.49
2025-10-17T13:44:00Z,21.49,83.18
2025-10-17T13:45:00Z,17.00,83.96
2025-10-17T13:46:00Z,15.52,84.87
2025-10-17T13:47:00Z,14.57,85.79
2025-10-17T13:48:00Z,14.36,85.90
2025-10-17T13:49:00Z,18.77,81.18
2025-10-17T13:50:00Z,18.87,80.27
2025-10-17T13:51:00Z,8.99,89.69
2025-10-17T13:52:00Z,4.86,95.37
2025-10-17T13:53:00Z,4.23,97.41
2025-10-17T13:54:00Z,2.29,97.13
2025-10-17T13:55:00Z,4.52,95.58
2025-10-17T13:56:00Z,2.35,98.35
2025-10-17T13:57:00Z,4.35,96.64
2025-10-17T13:58:00Z,4.28,96.28
2025-10-17T13:59:00Z,4.51,95.81
2025-10-17T14:00:00Z,4.36,96.02
2025-10-17T14:01:00Z,3.84,96.88
2025-10-17T14:02:00Z,2.43,97.32
2025-10-17T14:03:00Z,2.00,98.00
2025-10-17T14:04:00Z,2.69,98.65
2025-10-17T14:05:00Z,1.35,99.00
2025-10-17T14:06:00Z,1.00,99.00
2025-10-17T14:07:00Z,1.00,99.00
2025-10-17T14:08:00Z,1.00,99.00
2025-10-17T14:09:00Z,1.00,99.00
2025-10-17T14:10:00Z,1.00,99.00
2025-10-17T14:12:00Z,1.00,99.00
2025-10-17T14:13:00Z,1.00,99.00
2025-10-17T14:14:00Z,1.00,99.00
2025-10-17T14:15:00Z,1.00,99.00
2025-10-17T14:16:00Z,1.00,99.00
2025-10-17T14:17:00Z,1.00,99.00
2025-10-17T14:18:00Z,1.00,99.00
2025-10-17T14:19:00Z,1.00,99.00
2025-10-17T14:20:00Z,1.00,99.00
2025-10-17T14:21:00Z,1.00,99.00
2025-10-17T14:22:00Z,1.00,99.00
2025-10-17T14:23:00Z,1.00,99.00
2025-10-17T14:24:00Z,1.00,99.00
2025-10-17T14:26:00Z,1.00,99.00
2025-10-17T14:27:00Z,1.00,99.00
2025-10-17T14:28:00Z,1.00,99.00
2025-10-17T14:33:00Z,1.00,99.00
2025-10-17T14:34:00Z,1.00,99.00
2025-10-17T14:35:00Z,1.00,99.00
