# event_ticker=KXATPMATCH-25NOV05WAWMUS
# final_score=4-6 7-6(5) 6-4
# score_resolution=4-6 7-6 6-4
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Stan Wawrinka
# kalshi_date=2025-11-05
timestamp,Lorenzo Musetti,Stan Wawrinka
2025-11-05T05:58:00Z,81.00,
2025-11-05T06:01:00Z,81.00,22.00
2025-11-05T06:24:00Z,81.00,22.00
2025-11-05T06:25:00Z,81.10,22.00
2025-11-05T06:33:00Z,81.10,22.00
2025-11-05T06:37:00Z,81.00,22.00
2025-11-05T06:41:00Z,81.00,22.00
2025-11-05T06:42:00Z,81.00,22.00
2025-11-05T06:50:00Z,81.00,22.00
2025-11-05T07:01:00Z,81.00,22.00
2025-11-05T07:10:00Z,81.00,22.00
2025-11-05T07:11:00Z,81.41,22.00
2025-11-05T07:19:00Z,81.41,22.00
2025-11-05T07:21:00Z,82.00,21.00
2025-11-05T07:22:00Z,82.00,21.00
2025-11-05T07:25:00Z,82.00,21.00
2025-11-05T07:31:00Z,82.00,21.00
2025-11-05T07:32:00Z,82.00,21.00
2025-11-05T07:35:00Z,82.00,21.00
2025-11-05T07:49:00Z,82.00,21.00
2025-11-05T08:13:00Z,82.00,21.00
2025-11-05T08:18:00Z,82.00,21.00
2025-11-05T08:39:00Z,82.00,21.00
2025-11-05T08:50:00Z,82.00,21.00
2025-11-05T09:01:00Z,82.00,21.00
2025-11-05T09:04:00Z,82.00,21.00
2025-11-05T09:05:00Z,82.00,21.00
2025-11-05T09:46:00Z,82.00,21.00
2025-11-05T09:47:00Z,82.00,21.00
2025-11-05T10:08:00Z,82.00,21.00
2025-11-05T10:11:00Z,82.00,21.00
2025-11-05T10:14:00Z,82.00,21.00
2025-11-05T10:19:00Z,82.00,21.00
2025-11-05T10:30:00Z,82.00,20.00
2025-11-05T10:32:00Z,82.00,20.00
2025-11-05T10:39:00Z,82.00,20.00
2025-11-05T10:41:00Z,82.00,20.00
2025-11-05T10:47:00Z,82.00,20.00
2025-11-05T10:48:00Z,82.00,20.00
2025-11-05T10:55:00Z,82.00,20.00
2025-11-05T10:59:00Z,82.00,20.00
2025-11-05T11:00:00Z,82.00,20.00
2025-11-05T11:17:00Z,82.00,20.00
2025-11-05T11:45:00Z,82.00,20.00
2025-11-05T12:03:00Z,82.00,19.00
2025-11-05T12:04:00Z,82.00,18.00
2025-11-05T12:06:00Z,82.00,18.00
2025-11-05T12:10:00Z,82.00,19.00
2025-11-05T12:27:00Z,82.00,19.00
2025-11-05T12:35:00Z,82.00,19.00
2025-11-05T12:37:00Z,82.00,19.00
2025-11-05T12:38:00Z,82.00,18.00
2025-11-05T12:51:00Z,82.00,19.00
2025-11-05T12:52:00Z,82.00,19.00
2025-11-05T12:55:00Z,82.00,19.00
2025-11-05T12:56:00Z,82.00,19.00
2025-11-05T13:13:00Z,82.00,19.00
2025-11-05T13:18:00Z,82.00,19.00
2025-11-05T13:21:00Z,82.00,19.00
2025-11-05T13:26:00Z,82.00,19.00
2025-11-05T13:30:00Z,82.00,19.00
2025-11-05T13:39:00Z,82.00,19.00
2025-11-05T13:46:00Z,82.85,19.00
2025-11-05T13:50:00Z,82.85,19.00
2025-11-05T13:53:00Z,83.00,19.00
2025-11-05T13:56:00Z,83.00,19.00
2025-11-05T13:59:00Z,83.00,19.00
2025-11-05T14:08:00Z,83.00,19.00
2025-11-05T14:13:00Z,83.00,19.00
