# event_ticker=KXATPMATCH-26MAR31JODLAJ
# final_score=6-3 6-4
# match_winner=Rafael Jodar
# fav_player=Rafael Jodar
# dog_player=Dusan Lajovic
# kalshi_date=2026-03-31
timestamp,Rafael Jodar,Dusan Lajovic
2026-03-31T06:09:00Z,62.00,
2026-03-31T06:35:00Z,61.49,
2026-03-31T06:37:00Z,61.00,
2026-03-31T06:52:00Z,62.00,
2026-03-31T06:57:00Z,62.00,39.00
2026-03-31T07:06:00Z,61.00,39.00
2026-03-31T07:07:00Z,62.00,39.00
2026-03-31T07:11:00Z,61.00,39.00
2026-03-31T07:22:00Z,61.00,39.00
2026-03-31T07:27:00Z,61.00,39.00
2026-03-31T07:28:00Z,61.00,39.00
2026-03-31T07:31:00Z,61.00,39.00
2026-03-31T07:36:00Z,61.00,39.00
2026-03-31T08:01:00Z,61.00,39.00
2026-03-31T08:02:00Z,61.00,39.00
2026-03-31T08:07:00Z,61.00,39.00
2026-03-31T08:09:00Z,61.00,39.00
2026-03-31T08:36:00Z,60.00,39.00
2026-03-31T09:00:00Z,60.00,39.00
2026-03-31T09:41:00Z,60.00,39.00
2026-03-31T09:43:00Z,60.00,39.00
2026-03-31T09:58:00Z,60.00,41.00
2026-03-31T10:01:00Z,58.31,41.23
2026-03-31T10:16:00Z,60.00,41.23
2026-03-31T10:38:00Z,60.00,41.00
2026-03-31T10:51:00Z,60.00,41.00
2026-03-31T10:55:00Z,60.00,41.00
2026-03-31T10:59:00Z,60.00,41.00
2026-03-31T11:09:00Z,60.00,41.00
2026-03-31T11:10:00Z,60.00,41.00
2026-03-31T11:11:00Z,60.00,41.00
2026-03-31T11:25:00Z,60.00,39.50
2026-03-31T11:30:00Z,60.00,41.00
2026-03-31T11:31:00Z,60.00,41.00
2026-03-31T11:45:00Z,60.00,41.00
2026-03-31T11:46:00Z,60.99,41.00
2026-03-31T11:48:00Z,61.00,41.00
2026-03-31T11:49:00Z,61.00,41.00
2026-03-31T11:50:00Z,61.00,39.45
2026-03-31T11:51:00Z,61.00,39.45
2026-03-31T11:57:00Z,61.00,39.45
2026-03-31T12:06:00Z,61.00,39.45
2026-03-31T12:11:00Z,61.00,39.45
2026-03-31T12:14:00Z,61.00,39.45
2026-03-31T12:16:00Z,61.00,39.45
2026-03-31T12:17:00Z,61.00,39.45
2026-03-31T12:20:00Z,61.00,40.00
2026-03-31T12:24:00Z,61.00,40.00
2026-03-31T12:25:00Z,61.00,40.00
2026-03-31T12:26:00Z,61.00,40.00
2026-03-31T12:27:00Z,61.00,40.00
2026-03-31T12:28:00Z,61.00,40.00
2026-03-31T12:35:00Z,61.00,40.00
2026-03-31T12:46:00Z,61.00,40.00
2026-03-31T12:56:00Z,61.00,40.00
2026-03-31T13:12:00Z,61.00,40.00
2026-03-31T13:14:00Z,61.00,40.00
2026-03-31T13:18:00Z,61.00,40.00
2026-03-31T13:22:00Z,62.00,40.00
2026-03-31T13:28:00Z,62.00,40.00
2026-03-31T13:31:00Z,62.00,40.00
2026-03-31T13:32:00Z,62.00,40.00
2026-03-31T13:37:00Z,62.00,40.00
2026-03-31T13:41:00Z,62.00,40.00
2026-03-31T13:45:00Z,61.00,40.00
2026-03-31T13:56:00Z,61.00,40.00
2026-03-31T13:57:00Z,61.00,40.00
2026-03-31T13:59:00Z,61.00,40.00
2026-03-31T14:07:00Z,61.00,40.00
2026-03-31T14:13:00Z,61.00,40.00
2026-03-31T14:14:00Z,61.00,40.00
2026-03-31T14:15:00Z,61.00,40.00
2026-03-31T14:16:00Z,61.00,40.00
2026-03-31T14:18:00Z,61.00,40.00
2026-03-31T14:20:00Z,61.00,39.00
2026-03-31T14:22:00Z,62.00,39.00
2026-03-31T14:23:00Z,62.00,39.00
2026-03-31T14:27:00Z,62.00,39.00
2026-03-31T14:33:00Z,62.00,39.00
2026-03-31T14:35:00Z,62.00,39.00
2026-03-31T14:37:00Z,62.00,39.00
2026-03-31T14:38:00Z,62.00,39.81
2026-03-31T14:40:00Z,62.00,39.81
2026-03-31T14:45:00Z,62.00,39.81
2026-03-31T14:46:00Z,62.00,40.00
2026-03-31T14:47:00Z,62.00,40.00
2026-03-31T14:48:00Z,62.00,40.00
2026-03-31T14:49:00Z,62.00,40.00
2026-03-31T14:53:00Z,62.00,40.00
2026-03-31T14:56:00Z,62.00,38.00
2026-03-31T14:58:00Z,62.00,40.00
2026-03-31T14:59:00Z,62.00,40.00
2026-03-31T15:04:00Z,62.00,40.00
2026-03-31T15:06:00Z,62.00,40.00
2026-03-31T15:17:00Z,60.00,40.00
2026-03-31T15:20:00Z,62.00,40.00
2026-03-31T15:22:00Z,62.00,40.00
2026-03-31T15:23:00Z,60.00,40.00
2026-03-31T15:24:00Z,62.00,40.00
2026-03-31T15:29:00Z,62.00,40.00
2026-03-31T15:31:00Z,62.00,39.00
2026-03-31T15:33:00Z,62.00,40.00
2026-03-31T15:36:00Z,62.00,40.00
2026-03-31T15:40:00Z,62.00,40.00
2026-03-31T15:42:00Z,61.00,40.00
2026-03-31T15:46:00Z,61.98,40.00
2026-03-31T15:47:00Z,61.98,40.00
2026-03-31T15:49:00Z,62.00,40.00
2026-03-31T15:51:00Z,62.00,40.00
2026-03-31T15:55:00Z,62.00,40.00
2026-03-31T15:56:00Z,62.00,40.00
2026-03-31T15:57:00Z,62.00,40.00
2026-03-31T16:00:00Z,62.00,40.00
2026-03-31T16:01:00Z,61.00,39.00
2026-03-31T16:02:00Z,61.00,39.00
2026-03-31T16:04:00Z,61.00,39.00
