# event_ticker=KXATPMATCH-26APR05FUCTAB
# final_score=6-4 6-3
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Marton Fucsovics
# kalshi_date=2026-04-05
timestamp,Alejandro Tabilo,Marton Fucsovics
2026-04-05T03:33:00Z,62.00,
2026-04-05T03:37:00Z,62.00,
2026-04-05T03:46:00Z,62.00,
2026-04-05T03:53:00Z,62.00,
2026-04-05T04:00:00Z,63.00,
2026-04-05T04:23:00Z,63.00,
2026-04-05T04:33:00Z,63.00,
2026-04-05T04:37:00Z,63.00,
2026-04-05T04:49:00Z,63.00,
2026-04-05T05:12:00Z,63.00,
2026-04-05T05:29:00Z,63.00,
2026-04-05T05:34:00Z,63.00,
2026-04-05T05:47:00Z,63.00,
2026-04-05T06:01:00Z,63.00,39.00
2026-04-05T06:12:00Z,63.00,39.00
2026-04-05T06:13:00Z,63.00,39.00
2026-04-05T06:15:00Z,63.00,39.00
2026-04-05T06:19:00Z,63.00,39.00
2026-04-05T06:24:00Z,63.00,39.00
2026-04-05T06:38:00Z,63.00,39.00
2026-04-05T06:45:00Z,63.00,39.00
2026-04-05T06:58:00Z,63.00,38.00
2026-04-05T07:02:00Z,63.00,38.00
2026-04-05T07:04:00Z,63.00,38.00
2026-04-05T07:13:00Z,63.00,38.00
2026-04-05T07:22:00Z,62.00,38.00
2026-04-05T07:25:00Z,63.00,38.00
2026-04-05T07:33:00Z,63.00,38.00
2026-04-05T07:42:00Z,63.00,38.00
2026-04-05T07:45:00Z,63.00,37.00
2026-04-05T07:48:00Z,63.00,37.00
2026-04-05T07:54:00Z,63.00,37.00
2026-04-05T07:56:00Z,63.00,38.00
2026-04-05T08:13:00Z,63.00,38.00
2026-04-05T08:15:00Z,63.00,38.00
2026-04-05T08:43:00Z,63.00,38.00
2026-04-05T08:47:00Z,63.00,38.00
2026-04-05T09:02:00Z,63.00,38.00
2026-04-05T09:16:00Z,63.00,38.00
2026-04-05T09:17:00Z,63.00,38.00
2026-04-05T09:25:00Z,63.00,38.00
2026-04-05T09:34:00Z,63.00,38.00
2026-04-05T09:56:00Z,63.00,38.00
2026-04-05T09:58:00Z,63.00,38.00
2026-04-05T10:06:00Z,63.00,38.00
2026-04-05T10:10:00Z,63.00,38.00
2026-04-05T10:12:00Z,63.00,38.00
2026-04-05T10:14:00Z,63.00,37.00
2026-04-05T10:15:00Z,63.00,38.00
2026-04-05T10:17:00Z,63.00,38.00
2026-04-05T10:19:00Z,63.00,38.00
2026-04-05T10:21:00Z,63.00,38.00
2026-04-05T10:39:00Z,63.00,38.00
2026-04-05T10:45:00Z,63.00,38.00
2026-04-05T11:07:00Z,63.00,38.00
2026-04-05T11:25:00Z,63.00,38.00
2026-04-05T11:33:00Z,63.00,36.00
2026-04-05T11:40:00Z,63.94,36.00
2026-04-05T11:42:00Z,64.00,36.00
2026-04-05T11:43:00Z,64.00,36.00
2026-04-05T11:50:00Z,64.00,36.00
2026-04-05T11:51:00Z,64.00,36.00
2026-04-05T11:54:00Z,64.00,36.00
2026-04-05T11:55:00Z,64.00,36.00
2026-04-05T12:00:00Z,63.18,36.00
2026-04-05T12:11:00Z,64.00,36.00
2026-04-05T12:18:00Z,64.00,36.00
2026-04-05T12:19:00Z,64.00,36.00
2026-04-05T12:21:00Z,64.00,36.00
2026-04-05T12:29:00Z,65.00,36.00
2026-04-05T12:31:00Z,65.00,36.00
2026-04-05T12:32:00Z,65.00,37.00
2026-04-05T12:33:00Z,65.00,37.00
2026-04-05T12:35:00Z,65.00,37.00
2026-04-05T12:36:00Z,65.00,37.00
2026-04-05T12:38:00Z,65.00,36.00
2026-04-05T12:40:00Z,65.00,36.00
2026-04-05T12:43:00Z,65.00,36.00
2026-04-05T12:44:00Z,65.00,36.00
2026-04-05T12:45:00Z,65.00,36.00
2026-04-05T12:47:00Z,65.00,36.00
2026-04-05T12:48:00Z,65.00,36.00
2026-04-05T12:51:00Z,65.00,36.00
2026-04-05T12:53:00Z,64.00,35.00
2026-04-05T12:54:00Z,65.00,35.00
2026-04-05T12:58:00Z,65.00,35.00
2026-04-05T13:00:00Z,65.00,35.00
2026-04-05T13:04:00Z,65.00,35.00
2026-04-05T13:06:00Z,65.00,35.00
2026-04-05T13:07:00Z,65.00,36.00
2026-04-05T13:08:00Z,65.00,36.00
2026-04-05T13:10:00Z,65.00,36.00
2026-04-05T13:11:00Z,65.00,36.00
2026-04-05T13:15:00Z,65.00,36.00
2026-04-05T13:29:00Z,65.00,36.00
2026-04-05T13:31:00Z,65.00,36.00
2026-04-05T13:35:00Z,65.00,36.00
2026-04-05T13:36:00Z,65.00,36.00
2026-04-05T13:39:00Z,65.00,35.00
2026-04-05T13:42:00Z,66.00,35.00
2026-04-05T13:45:00Z,66.00,35.00
2026-04-05T13:46:00Z,66.00,35.00
2026-04-05T13:48:00Z,66.00,35.00
2026-04-05T13:49:00Z,66.00,35.00
2026-04-05T13:51:00Z,66.00,35.00
2026-04-05T13:52:00Z,66.00,35.00
2026-04-05T13:53:00Z,66.00,35.00
2026-04-05T13:54:00Z,66.00,35.00
2026-04-05T13:56:00Z,66.00,35.00
2026-04-05T13:57:00Z,66.00,35.00
2026-04-05T13:58:00Z,66.00,35.00
2026-04-05T13:59:00Z,66.00,35.00
2026-04-05T14:00:00Z,66.00,35.00
2026-04-05T14:01:00Z,66.00,35.00
2026-04-05T14:02:00Z,66.00,35.00
2026-04-05T14:03:00Z,66.00,35.00
2026-04-05T14:04:00Z,65.59,34.41
2026-04-05T14:05:00Z,65.27,34.41
2026-04-05T14:06:00Z,65.27,35.00
2026-04-05T14:07:00Z,66.00,35.00
2026-04-05T14:08:00Z,66.00,35.00
2026-04-05T14:09:00Z,66.00,35.00
2026-04-05T14:11:00Z,66.00,35.00
2026-04-05T14:12:00Z,66.00,35.00
2026-04-05T14:13:00Z,66.00,35.00
2026-04-05T14:16:00Z,66.00,35.00
2026-04-05T14:20:00Z,66.00,35.00
2026-04-05T14:25:00Z,66.00,35.00
2026-04-05T14:26:00Z,66.00,35.00
2026-04-05T14:32:00Z,66.00,35.00
2026-04-05T14:34:00Z,66.00,35.00
2026-04-05T14:37:00Z,66.00,35.00
2026-04-05T14:38:00Z,66.00,35.00
2026-04-05T14:39:00Z,66.00,35.00
2026-04-05T14:40:00Z,66.00,35.00
2026-04-05T14:41:00Z,66.00,35.00
2026-04-05T14:42:00Z,66.00,35.00
2026-04-05T14:43:00Z,66.00,35.00
2026-04-05T14:44:00Z,66.00,35.00
2026-04-05T14:45:00Z,66.00,35.00
2026-04-05T14:47:00Z,65.95,35.00
2026-04-05T14:48:00Z,66.00,35.00
2026-04-05T14:50:00Z,66.00,35.00
2026-04-05T14:51:00Z,66.00,35.00
2026-04-05T14:52:00Z,66.00,35.00
