# event_ticker=KXATPMATCH-26APR05FUCTAB
# final_score=6-4 6-3
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Marton Fucsovics
# kalshi_date=2026-04-05
timestamp,Alejandro Tabilo,Marton Fucsovics
2026-04-05T14:54:00Z,66.00,35.00
2026-04-05T14:55:00Z,66.00,35.00
2026-04-05T14:56:00Z,66.00,36.00
2026-04-05T14:57:00Z,66.00,35.83
2026-04-05T14:58:00Z,66.00,35.91
2026-04-05T14:59:00Z,66.00,36.00
2026-04-05T15:00:00Z,66.00,36.00
2026-04-05T15:01:00Z,65.98,36.00
2026-04-05T15:02:00Z,65.31,36.00
2026-04-05T15:03:00Z,65.00,36.00
2026-04-05T15:04:00Z,64.92,36.00
2026-04-05T15:05:00Z,65.00,35.32
2026-04-05T15:06:00Z,66.00,35.00
2026-04-05T15:07:00Z,69.96,32.49
2026-04-05T15:08:00Z,69.07,30.93
2026-04-05T15:09:00Z,67.00,33.00
2026-04-05T15:10:00Z,68.06,31.95
2026-04-05T15:11:00Z,68.97,34.67
2026-04-05T15:12:00Z,65.29,35.95
2026-04-05T15:13:00Z,68.02,31.01
2026-04-05T15:14:00Z,70.00,30.74
2026-04-05T15:15:00Z,69.54,30.79
2026-04-05T15:16:00Z,69.00,31.25
2026-04-05T15:17:00Z,67.52,33.45
2026-04-05T15:18:00Z,65.00,33.96
2026-04-05T15:19:00Z,69.50,31.51
2026-04-05T15:20:00Z,69.68,31.92
2026-04-05T15:21:00Z,71.00,31.44
2026-04-05T15:22:00Z,70.74,31.44
2026-04-05T15:23:00Z,71.02,29.87
2026-04-05T15:24:00Z,72.09,29.65
2026-04-05T15:25:00Z,69.04,32.42
2026-04-05T15:26:00Z,63.28,34.71
2026-04-05T15:27:00Z,64.05,36.35
2026-04-05T15:28:00Z,66.49,34.21
2026-04-05T15:29:00Z,67.50,32.99
2026-04-05T15:30:00Z,68.00,32.00
2026-04-05T15:31:00Z,67.21,32.91
2026-04-05T15:32:00Z,67.21,35.00
2026-04-05T15:33:00Z,65.00,36.65
2026-04-05T15:34:00Z,63.10,37.00
2026-04-05T15:35:00Z,65.14,39.00
2026-04-05T15:36:00Z,60.76,42.87
2026-04-05T15:37:00Z,63.10,36.23
2026-04-05T15:38:00Z,67.33,32.25
2026-04-05T15:39:00Z,68.00,34.00
2026-04-05T15:40:00Z,65.51,36.00
2026-04-05T15:41:00Z,70.25,32.08
2026-04-05T15:42:00Z,78.35,22.59
2026-04-05T15:43:00Z,84.89,14.43
2026-04-05T15:44:00Z,84.12,15.95
2026-04-05T15:45:00Z,85.48,16.06
2026-04-05T15:46:00Z,83.96,17.48
2026-04-05T15:47:00Z,86.06,15.20
2026-04-05T15:48:00Z,86.99,14.00
2026-04-05T15:49:00Z,86.48,14.93
2026-04-05T15:50:00Z,84.07,16.05
2026-04-05T15:51:00Z,84.00,17.00
2026-04-05T15:52:00Z,85.31,15.15
2026-04-05T15:53:00Z,81.43,18.88
2026-04-05T15:54:00Z,80.72,19.65
2026-04-05T15:55:00Z,84.46,16.70
2026-04-05T15:56:00Z,85.00,15.89
2026-04-05T15:57:00Z,84.97,15.90
2026-04-05T15:58:00Z,87.65,14.72
2026-04-05T15:59:00Z,84.99,15.79
2026-04-05T16:00:00Z,88.95,11.62
2026-04-05T16:01:00Z,89.25,11.94
2026-04-05T16:02:00Z,92.90,6.14
2026-04-05T16:03:00Z,94.38,6.01
2026-04-05T16:04:00Z,94.16,6.34
2026-04-05T16:05:00Z,97.14,5.10
2026-04-05T16:06:00Z,95.72,4.40
2026-04-05T16:07:00Z,94.15,6.42
2026-04-05T16:08:00Z,96.84,3.98
2026-04-05T16:09:00Z,96.96,3.93
2026-04-05T16:10:00Z,97.16,3.03
2026-04-05T16:11:00Z,97.02,3.15
2026-04-05T16:12:00Z,96.98,3.07
2026-04-05T16:13:00Z,95.94,4.15
2026-04-05T16:14:00Z,96.89,4.00
2026-04-05T16:15:00Z,93.90,6.71
2026-04-05T16:16:00Z,95.09,4.00
2026-04-05T16:17:00Z,97.77,4.01
2026-04-05T16:18:00Z,97.45,3.00
2026-04-05T16:19:00Z,98.04,3.00
2026-04-05T16:20:00Z,98.87,1.34
2026-04-05T16:21:00Z,99.00,1.46
2026-04-05T16:22:00Z,98.47,1.37
2026-04-05T16:23:00Z,98.07,3.10
2026-04-05T16:24:00Z,90.63,7.11
2026-04-05T16:25:00Z,94.06,7.75
2026-04-05T16:26:00Z,94.11,7.36
2026-04-05T16:27:00Z,96.49,3.36
2026-04-05T16:28:00Z,98.96,1.87
2026-04-05T16:29:00Z,99.00,1.87
2026-04-05T16:30:00Z,99.00,1.87
2026-04-05T16:32:00Z,99.00,1.87
