# event_ticker=KXATPCHALLENGERMATCH-26MAR21DANMAR
# final_score=6-7(2) 6-3 6-4
# score_resolution=7-6 3-6 4-6
# match_winner=Taro Daniel
# fav_player=Andres Martin
# dog_player=Taro Daniel
# kalshi_date=2026-03-21
timestamp,Andres Martin,Taro Daniel
2026-03-21T11:17:00Z,,61.00
2026-03-21T14:29:00Z,,61.00
2026-03-21T14:38:00Z,41.00,61.00
2026-03-21T14:45:00Z,41.00,61.00
2026-03-21T15:06:00Z,41.00,61.00
2026-03-21T15:08:00Z,42.00,61.00
2026-03-21T16:10:00Z,42.00,61.00
2026-03-21T16:37:00Z,41.00,61.00
2026-03-21T16:43:00Z,41.00,59.00
2026-03-21T16:45:00Z,41.00,59.00
2026-03-21T16:51:00Z,41.00,59.00
2026-03-21T16:59:00Z,41.00,61.00
2026-03-21T17:14:00Z,41.00,61.00
2026-03-21T17:30:00Z,41.00,61.00
2026-03-21T18:00:00Z,41.00,60.00
2026-03-21T18:42:00Z,41.00,61.00
2026-03-21T18:53:00Z,41.00,61.00
2026-03-21T19:51:00Z,41.00,63.00
2026-03-21T19:54:00Z,41.00,63.00
2026-03-21T20:16:00Z,41.00,63.00
2026-03-21T20:40:00Z,38.00,63.00
2026-03-21T20:42:00Z,38.00,63.00
2026-03-21T20:51:00Z,38.00,63.00
2026-03-21T21:06:00Z,38.00,63.00
2026-03-21T21:39:00Z,38.00,63.00
2026-03-21T21:50:00Z,38.00,64.00
2026-03-21T21:58:00Z,38.00,64.00
2026-03-21T22:02:00Z,38.00,64.00
2026-03-21T22:05:00Z,38.00,64.00
2026-03-21T22:06:00Z,38.00,64.00
2026-03-21T22:08:00Z,38.00,64.00
2026-03-21T22:10:00Z,34.83,65.00
2026-03-21T22:11:00Z,33.00,66.62
2026-03-21T22:12:00Z,37.52,62.00
2026-03-21T22:13:00Z,39.00,61.00
2026-03-21T22:14:00Z,42.96,57.15
2026-03-21T22:16:00Z,38.25,57.15
2026-03-21T22:17:00Z,43.81,60.00
2026-03-21T22:18:00Z,43.81,57.00
2026-03-21T22:19:00Z,43.23,56.37
2026-03-21T22:20:00Z,44.00,55.03
2026-03-21T22:21:00Z,44.00,59.02
2026-03-21T22:22:00Z,41.00,56.00
2026-03-21T22:23:00Z,44.99,56.95
2026-03-21T22:24:00Z,42.57,56.95
2026-03-21T22:25:00Z,35.00,64.95
2026-03-21T22:26:00Z,24.73,72.01
2026-03-21T22:27:00Z,25.00,75.00
2026-03-21T22:28:00Z,23.00,77.00
2026-03-21T22:29:00Z,23.00,77.00
2026-03-21T22:30:00Z,23.00,78.02
2026-03-21T22:31:00Z,22.00,77.09
2026-03-21T22:32:00Z,20.68,80.00
2026-03-21T22:34:00Z,24.00,80.00
2026-03-21T22:35:00Z,24.00,76.01
2026-03-21T22:37:00Z,22.29,79.00
2026-03-21T22:38:00Z,26.48,79.00
2026-03-21T22:39:00Z,28.98,73.00
2026-03-21T22:40:00Z,28.49,73.02
2026-03-21T22:41:00Z,28.42,71.63
2026-03-21T22:42:00Z,34.94,71.63
2026-03-21T22:43:00Z,35.08,66.00
2026-03-21T22:44:00Z,29.66,66.00
2026-03-21T22:45:00Z,39.00,64.89
2026-03-21T22:46:00Z,30.38,64.89
2026-03-21T22:47:00Z,27.02,69.10
2026-03-21T22:48:00Z,27.02,73.00
2026-03-21T22:49:00Z,27.55,76.70
2026-03-21T22:50:00Z,24.00,77.96
2026-03-21T22:51:00Z,24.26,75.19
2026-03-21T22:52:00Z,24.26,75.83
2026-03-21T22:53:00Z,25.00,75.83
2026-03-21T22:54:00Z,29.38,74.36
2026-03-21T22:55:00Z,38.87,62.29
2026-03-21T22:56:00Z,42.99,57.52
2026-03-21T22:57:00Z,47.28,53.00
2026-03-21T22:58:00Z,54.08,45.17
2026-03-21T22:59:00Z,55.34,45.47
2026-03-21T23:00:00Z,56.88,44.48
2026-03-21T23:02:00Z,56.79,42.11
2026-03-21T23:03:00Z,64.43,39.00
2026-03-21T23:04:00Z,49.85,50.00
2026-03-21T23:05:00Z,54.06,44.81
2026-03-21T23:06:00Z,51.49,52.90
2026-03-21T23:07:00Z,49.75,50.90
2026-03-21T23:08:00Z,58.63,49.46
2026-03-21T23:09:00Z,66.62,34.32
2026-03-21T23:10:00Z,71.02,27.96
2026-03-21T23:11:00Z,75.63,23.95
2026-03-21T23:12:00Z,76.00,24.00
2026-03-21T23:13:00Z,76.39,20.89
2026-03-21T23:14:00Z,77.23,24.80
2026-03-21T23:15:00Z,72.44,26.42
2026-03-21T23:16:00Z,82.94,19.01
2026-03-21T23:17:00Z,88.45,12.15
2026-03-21T23:18:00Z,86.89,12.73
2026-03-21T23:19:00Z,84.00,16.88
2026-03-21T23:20:00Z,84.00,21.96
2026-03-21T23:21:00Z,65.30,27.33
2026-03-21T23:22:00Z,74.90,25.51
2026-03-21T23:23:00Z,71.02,30.00
2026-03-21T23:24:00Z,70.00,30.02
2026-03-21T23:25:00Z,70.00,28.67
2026-03-21T23:26:00Z,66.21,33.23
2026-03-21T23:27:00Z,59.47,43.59
2026-03-21T23:28:00Z,50.09,48.45
2026-03-21T23:29:00Z,49.07,50.70
2026-03-21T23:30:00Z,49.00,51.97
2026-03-21T23:31:00Z,50.15,49.42
2026-03-21T23:32:00Z,49.42,50.83
2026-03-21T23:33:00Z,48.00,50.37
2026-03-21T23:34:00Z,47.97,51.59
2026-03-21T23:35:00Z,47.50,51.83
2026-03-21T23:36:00Z,49.00,50.00
2026-03-21T23:37:00Z,53.25,47.52
2026-03-21T23:38:00Z,57.24,39.71
2026-03-21T23:39:00Z,61.89,32.03
2026-03-21T23:40:00Z,67.15,32.92
2026-03-21T23:41:00Z,72.29,32.77
2026-03-21T23:42:00Z,73.15,28.00
2026-03-21T23:43:00Z,68.00,33.45
2026-03-21T23:44:00Z,60.05,41.09
2026-03-21T23:45:00Z,49.74,48.80
2026-03-21T23:46:00Z,52.40,48.00
2026-03-21T23:47:00Z,46.00,53.31
2026-03-21T23:48:00Z,45.40,54.63
2026-03-21T23:49:00Z,46.00,53.40
2026-03-21T23:50:00Z,46.79,52.90
2026-03-21T23:51:00Z,43.08,60.22
2026-03-21T23:52:00Z,42.35,57.22
2026-03-21T23:53:00Z,37.56,64.43
2026-03-21T23:54:00Z,24.97,74.86
2026-03-21T23:55:00Z,24.44,73.81
2026-03-21T23:56:00Z,21.48,78.38
2026-03-21T23:57:00Z,20.48,78.85
2026-03-21T23:58:00Z,16.93,82.87
2026-03-21T23:59:00Z,24.00,82.66
2026-03-22T00:00:00Z,12.87,88.10
2026-03-22T00:01:00Z,10.82,90.20
2026-03-22T00:02:00Z,15.02,85.65
2026-03-22T00:03:00Z,17.78,83.80
2026-03-22T00:04:00Z,20.95,82.10
2026-03-22T00:05:00Z,21.45,78.96
2026-03-22T00:06:00Z,24.81,78.02
2026-03-22T00:07:00Z,36.35,61.41
2026-03-22T00:08:00Z,44.79,56.50
2026-03-22T00:09:00Z,45.26,53.01
2026-03-22T00:10:00Z,42.71,55.53
2026-03-22T00:11:00Z,52.89,52.70
2026-03-22T00:12:00Z,54.25,44.70
2026-03-22T00:13:00Z,58.83,42.68
2026-03-22T00:14:00Z,56.39,45.95
2026-03-22T00:15:00Z,55.05,46.86
2026-03-22T00:16:00Z,60.09,42.16
2026-03-22T00:17:00Z,66.98,31.80
2026-03-22T00:18:00Z,64.52,37.74
2026-03-22T00:19:00Z,66.82,34.33
2026-03-22T00:20:00Z,51.02,48.54
2026-03-22T00:21:00Z,51.41,47.00
2026-03-22T00:22:00Z,42.00,56.43
2026-03-22T00:23:00Z,56.89,42.38
2026-03-22T00:24:00Z,62.31,38.24
2026-03-22T00:25:00Z,62.51,38.08
2026-03-22T00:26:00Z,51.35,46.96
2026-03-22T00:27:00Z,49.28,48.55
2026-03-22T00:28:00Z,49.62,52.04
2026-03-22T00:29:00Z,24.19,67.74
2026-03-22T00:30:00Z,26.13,79.10
2026-03-22T00:31:00Z,11.24,89.00
2026-03-22T00:32:00Z,9.85,89.47
2026-03-22T00:33:00Z,3.56,97.02
2026-03-22T00:34:00Z,1.60,98.80
2026-03-22T00:35:00Z,1.60,99.00
2026-03-22T00:36:00Z,1.60,99.00
2026-03-22T00:37:00Z,1.60,99.00
2026-03-22T00:38:00Z,1.60,99.00
2026-03-22T00:39:00Z,1.60,99.00
2026-03-22T00:41:00Z,1.60,99.00
2026-03-22T00:42:00Z,1.60,99.00
2026-03-22T00:43:00Z,1.60,99.00
