# event_ticker=KXATPCHALLENGERMATCH-26MAR04BUDNIS
# final_score=3-6 6-4 6-2
# score_resolution=6-3 4-6 2-6
# match_winner=Nicolai Budkov Kjaer
# fav_player=Kei Nishikori
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-03-04
timestamp,Kei Nishikori,Nicolai Budkov Kjaer
2026-03-04T16:52:00Z,37.06,64.00
2026-03-04T16:53:00Z,33.88,64.49
2026-03-04T16:54:00Z,36.05,64.97
2026-03-04T16:55:00Z,33.05,67.04
2026-03-04T16:56:00Z,32.40,68.36
2026-03-04T16:57:00Z,34.12,66.82
2026-03-04T16:58:00Z,38.35,62.54
2026-03-04T16:59:00Z,36.97,64.67
2026-03-04T17:00:00Z,31.99,67.96
2026-03-04T17:01:00Z,32.00,69.00
2026-03-04T17:02:00Z,33.83,66.05
2026-03-04T17:03:00Z,37.73,62.88
2026-03-04T17:04:00Z,38.70,62.48
2026-03-04T17:05:00Z,35.66,65.45
2026-03-04T17:06:00Z,35.36,65.75
2026-03-04T17:07:00Z,35.00,66.00
2026-03-04T17:08:00Z,35.91,64.28
2026-03-04T17:09:00Z,31.97,67.77
2026-03-04T17:10:00Z,29.97,72.12
2026-03-04T17:11:00Z,28.32,71.90
2026-03-04T17:12:00Z,30.95,69.32
2026-03-04T17:13:00Z,32.42,68.56
2026-03-04T17:14:00Z,36.72,62.40
2026-03-04T17:15:00Z,41.00,59.14
2026-03-04T17:16:00Z,54.94,48.78
2026-03-04T17:17:00Z,59.45,41.55
2026-03-04T17:18:00Z,59.93,40.28
2026-03-04T17:19:00Z,59.11,39.30
2026-03-04T17:20:00Z,57.45,40.93
2026-03-04T17:21:00Z,63.64,33.32
2026-03-04T17:22:00Z,68.39,28.97
2026-03-04T17:23:00Z,68.92,29.18
2026-03-04T17:24:00Z,70.20,30.18
2026-03-04T17:25:00Z,70.86,29.66
2026-03-04T17:26:00Z,69.00,31.10
2026-03-04T17:27:00Z,60.16,41.05
2026-03-04T17:28:00Z,53.81,46.24
2026-03-04T17:29:00Z,54.75,45.56
2026-03-04T17:30:00Z,51.98,48.53
2026-03-04T17:31:00Z,58.93,41.22
2026-03-04T17:32:00Z,54.56,45.62
2026-03-04T17:33:00Z,48.88,50.21
2026-03-04T17:34:00Z,55.13,47.53
2026-03-04T17:35:00Z,55.17,45.01
2026-03-04T17:36:00Z,56.55,42.54
2026-03-04T17:37:00Z,59.12,43.99
2026-03-04T17:38:00Z,56.47,43.93
2026-03-04T17:39:00Z,56.17,44.15
2026-03-04T17:40:00Z,56.03,43.51
2026-03-04T17:41:00Z,53.00,46.99
2026-03-04T17:42:00Z,52.86,47.27
2026-03-04T17:43:00Z,56.13,45.98
2026-03-04T17:44:00Z,57.26,43.83
2026-03-04T17:45:00Z,57.36,44.24
2026-03-04T17:46:00Z,51.76,49.39
2026-03-04T17:47:00Z,46.96,51.38
2026-03-04T17:48:00Z,50.47,50.65
2026-03-04T17:49:00Z,50.90,51.50
2026-03-04T17:50:00Z,52.07,48.24
2026-03-04T17:51:00Z,53.01,48.17
2026-03-04T17:52:00Z,48.03,51.67
2026-03-04T17:53:00Z,47.38,53.59
2026-03-04T17:54:00Z,44.45,54.88
2026-03-04T17:55:00Z,45.56,53.55
2026-03-04T17:56:00Z,48.82,52.30
2026-03-04T17:57:00Z,48.94,52.23
2026-03-04T17:58:00Z,44.83,55.09
2026-03-04T17:59:00Z,36.73,59.34
2026-03-04T18:00:00Z,41.34,59.31
2026-03-04T18:01:00Z,42.30,58.20
2026-03-04T18:02:00Z,41.64,59.46
2026-03-04T18:03:00Z,48.26,52.41
2026-03-04T18:04:00Z,49.94,52.25
2026-03-04T18:05:00Z,49.69,51.16
2026-03-04T18:06:00Z,44.17,57.59
2026-03-04T18:07:00Z,42.35,57.98
2026-03-04T18:08:00Z,32.11,65.68
2026-03-04T18:09:00Z,23.05,76.33
2026-03-04T18:10:00Z,24.97,74.12
2026-03-04T18:11:00Z,18.37,82.70
2026-03-04T18:12:00Z,16.73,83.12
2026-03-04T18:13:00Z,11.84,87.49
2026-03-04T18:14:00Z,14.50,83.93
2026-03-04T18:15:00Z,12.70,86.83
2026-03-04T18:16:00Z,14.25,86.54
2026-03-04T18:17:00Z,12.94,86.22
2026-03-04T18:18:00Z,12.50,88.60
2026-03-04T18:19:00Z,11.44,88.62
2026-03-04T18:20:00Z,12.53,89.18
2026-03-04T18:21:00Z,12.87,88.54
2026-03-04T18:22:00Z,13.91,86.59
2026-03-04T18:23:00Z,14.98,85.99
2026-03-04T18:24:00Z,10.87,89.60
2026-03-04T18:25:00Z,7.83,91.56
2026-03-04T18:26:00Z,8.65,92.08
2026-03-04T18:27:00Z,8.26,92.02
2026-03-04T18:28:00Z,8.92,91.23
2026-03-04T18:29:00Z,6.43,93.04
2026-03-04T18:30:00Z,2.53,97.84
2026-03-04T18:31:00Z,1.90,98.57
2026-03-04T18:32:00Z,1.31,98.80
2026-03-04T18:33:00Z,1.00,99.00
2026-03-04T18:34:00Z,1.00,99.00
2026-03-04T18:35:00Z,1.00,99.00
2026-03-04T18:36:00Z,1.00,99.00
2026-03-04T18:37:00Z,1.00,99.00
2026-03-04T18:38:00Z,1.00,99.00
2026-03-04T18:39:00Z,1.00,99.00
2026-03-04T18:40:00Z,1.00,99.00
2026-03-04T18:41:00Z,1.00,99.00
2026-03-04T18:42:00Z,1.00,99.00
