# event_ticker=KXATPCHALLENGERMATCH-26MAR04BUDNIS
# final_score=3-6 6-4 6-2
# score_resolution=6-3 4-6 2-6
# match_winner=Nicolai Budkov Kjaer
# fav_player=Kei Nishikori
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-03-04
timestamp,Kei Nishikori,Nicolai Budkov Kjaer
2026-03-04T13:50:00Z,44.00,
2026-03-04T14:19:00Z,35.00,
2026-03-04T14:25:00Z,35.00,66.00
2026-03-04T14:26:00Z,35.00,66.00
2026-03-04T14:28:00Z,34.00,66.00
2026-03-04T14:32:00Z,34.00,67.00
2026-03-04T14:33:00Z,34.00,67.00
2026-03-04T14:34:00Z,34.00,67.00
2026-03-04T14:35:00Z,35.00,67.00
2026-03-04T14:38:00Z,35.00,67.00
2026-03-04T14:39:00Z,35.00,67.00
2026-03-04T14:42:00Z,35.00,67.00
2026-03-04T14:44:00Z,35.00,67.00
2026-03-04T14:45:00Z,35.00,67.00
2026-03-04T14:47:00Z,35.00,67.00
2026-03-04T14:48:00Z,35.00,67.00
2026-03-04T14:50:00Z,35.00,67.00
2026-03-04T14:51:00Z,35.00,67.00
2026-03-04T14:55:00Z,33.00,67.00
2026-03-04T14:58:00Z,35.00,67.00
2026-03-04T15:05:00Z,35.00,67.00
2026-03-04T15:08:00Z,35.00,66.00
2026-03-04T15:09:00Z,35.00,66.00
2026-03-04T15:11:00Z,35.80,66.00
2026-03-04T15:12:00Z,35.80,67.00
2026-03-04T15:16:00Z,36.00,67.00
2026-03-04T15:18:00Z,36.07,67.00
2026-03-04T15:20:00Z,36.00,67.00
2026-03-04T15:22:00Z,36.00,67.00
2026-03-04T15:24:00Z,36.00,67.00
2026-03-04T15:25:00Z,35.78,66.00
2026-03-04T15:26:00Z,35.78,66.87
2026-03-04T15:27:00Z,35.00,66.87
2026-03-04T15:29:00Z,36.00,66.87
2026-03-04T15:33:00Z,36.00,66.87
2026-03-04T15:34:00Z,36.98,66.00
2026-03-04T15:36:00Z,37.00,66.00
2026-03-04T15:37:00Z,37.00,66.00
2026-03-04T15:39:00Z,36.00,66.00
2026-03-04T15:40:00Z,35.69,66.63
2026-03-04T15:41:00Z,36.00,66.63
2026-03-04T15:42:00Z,36.00,66.00
2026-03-04T15:43:00Z,36.27,66.00
2026-03-04T15:44:00Z,37.00,66.00
2026-03-04T15:45:00Z,37.00,64.00
2026-03-04T15:46:00Z,37.00,63.00
2026-03-04T15:48:00Z,37.00,64.00
2026-03-04T15:49:00Z,37.00,65.00
2026-03-04T15:50:00Z,37.00,66.00
2026-03-04T15:51:00Z,37.00,66.00
2026-03-04T15:52:00Z,35.80,66.73
2026-03-04T15:53:00Z,35.80,66.00
2026-03-04T15:54:00Z,35.80,66.00
2026-03-04T15:55:00Z,36.00,66.00
2026-03-04T15:56:00Z,36.64,66.00
2026-03-04T15:57:00Z,37.00,66.00
2026-03-04T15:58:00Z,37.84,66.00
2026-03-04T16:01:00Z,37.84,66.00
2026-03-04T16:02:00Z,36.00,66.00
2026-03-04T16:03:00Z,36.00,66.00
2026-03-04T16:04:00Z,36.00,66.00
2026-03-04T16:06:00Z,36.00,66.00
2026-03-04T16:08:00Z,36.00,66.00
2026-03-04T16:09:00Z,36.00,63.23
2026-03-04T16:10:00Z,36.91,63.23
2026-03-04T16:11:00Z,36.91,66.00
2026-03-04T16:12:00Z,36.00,66.00
2026-03-04T16:14:00Z,36.00,66.00
2026-03-04T16:16:00Z,36.00,66.00
2026-03-04T16:18:00Z,36.00,66.00
2026-03-04T16:19:00Z,35.28,66.00
2026-03-04T16:20:00Z,35.28,66.00
2026-03-04T16:21:00Z,35.00,65.00
2026-03-04T16:22:00Z,35.00,66.00
2026-03-04T16:24:00Z,35.96,66.00
2026-03-04T16:27:00Z,35.00,65.00
2026-03-04T16:28:00Z,36.00,65.63
2026-03-04T16:29:00Z,35.00,65.63
2026-03-04T16:30:00Z,35.82,65.00
2026-03-04T16:31:00Z,35.78,65.00
2026-03-04T16:32:00Z,36.00,65.00
2026-03-04T16:33:00Z,36.00,66.00
2026-03-04T16:35:00Z,35.05,65.00
2026-03-04T16:36:00Z,36.77,65.75
2026-03-04T16:37:00Z,36.00,66.00
2026-03-04T16:38:00Z,37.07,66.05
2026-03-04T16:39:00Z,37.36,65.00
2026-03-04T16:40:00Z,36.24,65.00
2026-03-04T16:41:00Z,36.00,65.00
2026-03-04T16:42:00Z,36.31,65.68
2026-03-04T16:43:00Z,37.36,65.68
2026-03-04T16:44:00Z,36.20,66.00
2026-03-04T16:45:00Z,36.01,66.00
2026-03-04T16:46:00Z,35.82,66.00
2026-03-04T16:47:00Z,37.00,65.00
2026-03-04T16:48:00Z,37.00,64.99
2026-03-04T16:49:00Z,37.73,65.00
2026-03-04T16:50:00Z,37.99,64.24
2026-03-04T16:51:00Z,37.00,64.40
