# event_ticker=KXATPCHALLENGERMATCH-26MAR02REISOT
# final_score=6-1 4-6 6-4
# match_winner=Joao Lucas Reis Da Silva
# fav_player=Joao Lucas Reis Da Silva
# dog_player=Matias Soto
# kalshi_date=2026-03-02
timestamp,Joao Lucas Reis Da Silva,Matias Soto
2026-03-02T11:40:00Z,68.00,36.00
2026-03-02T14:40:00Z,68.00,36.00
2026-03-02T14:42:00Z,68.00,36.00
2026-03-02T15:09:00Z,68.00,35.00
2026-03-02T15:29:00Z,68.00,35.00
2026-03-02T15:51:00Z,68.00,35.00
2026-03-02T16:22:00Z,69.00,35.00
2026-03-02T16:55:00Z,69.00,35.00
2026-03-02T17:20:00Z,69.00,35.00
2026-03-02T17:27:00Z,69.00,35.00
2026-03-02T17:31:00Z,69.00,33.00
2026-03-02T17:39:00Z,69.00,33.00
2026-03-02T17:40:00Z,69.00,32.00
2026-03-02T17:49:00Z,69.00,33.00
2026-03-02T17:53:00Z,69.00,33.00
2026-03-02T17:54:00Z,69.00,33.00
2026-03-02T18:07:00Z,69.00,33.00
2026-03-02T18:10:00Z,69.00,33.00
2026-03-02T18:19:00Z,69.00,33.00
2026-03-02T18:23:00Z,69.00,33.00
2026-03-02T18:24:00Z,69.00,33.00
2026-03-02T18:29:00Z,69.00,33.00
2026-03-02T18:36:00Z,68.00,33.00
2026-03-02T18:45:00Z,69.00,33.00
2026-03-02T18:46:00Z,69.00,33.00
2026-03-02T18:55:00Z,69.00,33.00
2026-03-02T18:57:00Z,69.00,33.00
2026-03-02T19:03:00Z,69.00,33.00
2026-03-02T19:06:00Z,69.00,33.00
2026-03-02T19:14:00Z,69.00,33.00
2026-03-02T19:16:00Z,69.00,33.00
2026-03-02T19:17:00Z,69.00,33.00
2026-03-02T19:18:00Z,69.00,33.00
2026-03-02T19:20:00Z,69.00,33.00
2026-03-02T19:21:00Z,69.00,33.00
2026-03-02T19:22:00Z,69.00,33.00
2026-03-02T19:23:00Z,69.00,33.00
2026-03-02T19:25:00Z,69.00,33.00
2026-03-02T19:26:00Z,69.00,33.00
2026-03-02T19:27:00Z,67.82,33.00
2026-03-02T19:29:00Z,67.82,33.00
2026-03-02T19:30:00Z,69.00,33.00
2026-03-02T19:32:00Z,69.00,33.00
2026-03-02T19:33:00Z,69.00,33.00
2026-03-02T19:34:00Z,69.00,33.94
2026-03-02T19:35:00Z,68.11,34.00
2026-03-02T19:36:00Z,68.80,34.00
2026-03-02T19:37:00Z,69.00,34.00
2026-03-02T19:38:00Z,69.31,33.00
2026-03-02T19:39:00Z,69.02,33.62
2026-03-02T19:40:00Z,69.58,33.31
2026-03-02T19:41:00Z,70.29,30.25
2026-03-02T19:42:00Z,63.10,35.10
2026-03-02T19:43:00Z,65.66,36.68
2026-03-02T19:44:00Z,62.94,35.80
2026-03-02T19:45:00Z,69.53,31.24
2026-03-02T19:46:00Z,69.44,31.69
2026-03-02T19:47:00Z,70.77,31.93
2026-03-02T19:48:00Z,72.30,28.10
2026-03-02T19:49:00Z,78.88,19.10
2026-03-02T19:50:00Z,81.04,20.72
2026-03-02T19:51:00Z,84.32,16.73
2026-03-02T19:52:00Z,85.89,15.01
2026-03-02T19:53:00Z,85.56,15.01
2026-03-02T19:54:00Z,84.00,15.76
2026-03-02T19:55:00Z,81.05,18.98
2026-03-02T19:56:00Z,80.00,19.50
2026-03-02T19:57:00Z,83.95,17.22
2026-03-02T19:58:00Z,84.55,15.88
2026-03-02T19:59:00Z,84.96,16.00
2026-03-02T20:00:00Z,84.98,15.56
2026-03-02T20:01:00Z,85.79,15.87
2026-03-02T20:02:00Z,85.00,15.19
2026-03-02T20:03:00Z,85.00,14.11
2026-03-02T20:04:00Z,87.04,12.31
2026-03-02T20:05:00Z,88.30,11.75
2026-03-02T20:06:00Z,88.91,13.75
2026-03-02T20:07:00Z,90.70,11.32
2026-03-02T20:08:00Z,89.85,10.21
2026-03-02T20:09:00Z,90.87,10.79
2026-03-02T20:10:00Z,88.94,12.50
2026-03-02T20:11:00Z,88.88,11.71
2026-03-02T20:12:00Z,88.57,10.70
2026-03-02T20:13:00Z,89.80,11.16
2026-03-02T20:14:00Z,88.32,12.00
2026-03-02T20:15:00Z,88.08,12.97
2026-03-02T20:16:00Z,88.93,12.53
2026-03-02T20:17:00Z,88.51,11.96
2026-03-02T20:18:00Z,88.40,12.00
2026-03-02T20:19:00Z,88.00,12.00
2026-03-02T20:20:00Z,89.00,12.00
2026-03-02T20:21:00Z,88.02,12.46
2026-03-02T20:22:00Z,89.65,9.63
2026-03-02T20:23:00Z,88.52,14.77
2026-03-02T20:24:00Z,86.69,14.07
2026-03-02T20:25:00Z,88.92,13.00
2026-03-02T20:26:00Z,88.00,12.46
2026-03-02T20:27:00Z,86.00,14.96
2026-03-02T20:28:00Z,84.93,15.60
2026-03-02T20:29:00Z,85.00,14.58
2026-03-02T20:30:00Z,86.20,13.39
2026-03-02T20:31:00Z,88.95,12.15
2026-03-02T20:32:00Z,89.00,12.00
2026-03-02T20:33:00Z,91.94,9.85
2026-03-02T20:34:00Z,94.13,4.87
2026-03-02T20:35:00Z,96.12,4.27
2026-03-02T20:36:00Z,96.98,4.00
2026-03-02T20:37:00Z,95.85,4.26
2026-03-02T20:38:00Z,93.68,7.04
2026-03-02T20:39:00Z,90.31,9.39
2026-03-02T20:40:00Z,90.43,8.83
2026-03-02T20:41:00Z,96.76,4.34
2026-03-02T20:42:00Z,97.89,3.53
2026-03-02T20:43:00Z,97.01,2.66
2026-03-02T20:44:00Z,96.82,4.00
2026-03-02T20:45:00Z,96.00,4.00
2026-03-02T20:46:00Z,95.61,4.22
2026-03-02T20:47:00Z,95.16,4.47
2026-03-02T20:48:00Z,94.69,5.64
2026-03-02T20:49:00Z,94.23,6.48
2026-03-02T20:50:00Z,90.60,11.29
2026-03-02T20:51:00Z,87.29,14.75
2026-03-02T20:52:00Z,86.29,14.82
2026-03-02T20:53:00Z,82.26,19.21
2026-03-02T20:54:00Z,78.24,21.46
2026-03-02T20:55:00Z,78.59,22.29
2026-03-02T20:56:00Z,70.29,29.25
2026-03-02T20:57:00Z,66.94,35.48
2026-03-02T20:58:00Z,59.50,39.18
2026-03-02T20:59:00Z,58.94,40.28
2026-03-02T21:00:00Z,58.95,39.15
2026-03-02T21:01:00Z,57.98,43.10
2026-03-02T21:02:00Z,58.03,42.03
2026-03-02T21:03:00Z,59.00,42.20
2026-03-02T21:04:00Z,58.96,42.06
2026-03-02T21:05:00Z,58.80,42.48
2026-03-02T21:06:00Z,55.64,46.22
2026-03-02T21:07:00Z,52.54,48.14
2026-03-02T21:08:00Z,56.80,46.82
2026-03-02T21:09:00Z,50.82,54.06
2026-03-02T21:10:00Z,44.85,57.82
2026-03-02T21:11:00Z,41.38,61.48
2026-03-02T21:12:00Z,50.80,50.37
2026-03-02T21:13:00Z,52.63,46.88
2026-03-02T21:14:00Z,49.24,52.05
2026-03-02T21:15:00Z,51.99,49.39
2026-03-02T21:16:00Z,56.78,42.23
2026-03-02T21:17:00Z,50.93,50.08
2026-03-02T21:18:00Z,46.76,52.85
2026-03-02T21:19:00Z,36.82,64.11
2026-03-02T21:20:00Z,35.38,67.46
2026-03-02T21:21:00Z,35.61,66.74
2026-03-02T21:22:00Z,46.32,51.10
2026-03-02T21:23:00Z,54.28,47.71
2026-03-02T21:24:00Z,59.23,39.89
2026-03-02T21:25:00Z,54.79,45.04
2026-03-02T21:26:00Z,58.73,43.51
2026-03-02T21:27:00Z,54.21,43.49
2026-03-02T21:28:00Z,65.96,33.34
2026-03-02T21:29:00Z,64.99,37.49
2026-03-02T21:30:00Z,65.20,38.31
2026-03-02T21:31:00Z,59.33,42.76
2026-03-02T21:32:00Z,48.53,51.62
2026-03-02T21:33:00Z,47.52,53.37
2026-03-02T21:34:00Z,52.70,50.53
2026-03-02T21:35:00Z,51.90,51.94
2026-03-02T21:36:00Z,51.67,49.27
2026-03-02T21:37:00Z,62.46,38.41
2026-03-02T21:38:00Z,66.03,34.17
2026-03-02T21:39:00Z,67.82,27.23
2026-03-02T21:40:00Z,71.78,30.17
2026-03-02T21:41:00Z,71.31,29.63
2026-03-02T21:42:00Z,69.51,35.54
2026-03-02T21:43:00Z,81.09,14.97
2026-03-02T21:44:00Z,85.23,9.24
2026-03-02T21:45:00Z,84.61,19.75
2026-03-02T21:46:00Z,93.20,7.50
2026-03-02T21:47:00Z,93.80,6.41
2026-03-02T21:48:00Z,92.76,9.34
2026-03-02T21:49:00Z,94.74,5.86
2026-03-02T21:50:00Z,94.46,5.26
2026-03-02T21:51:00Z,93.54,6.15
2026-03-02T21:52:00Z,92.03,8.13
2026-03-02T21:53:00Z,91.77,10.08
2026-03-02T21:54:00Z,95.77,5.41
2026-03-02T21:55:00Z,98.79,1.28
2026-03-02T21:56:00Z,99.00,1.00
2026-03-02T21:57:00Z,99.00,1.00
2026-03-02T21:58:00Z,99.00,1.00
2026-03-02T21:59:00Z,99.00,1.00
2026-03-02T22:00:00Z,99.00,1.00
2026-03-02T22:01:00Z,99.00,1.00
2026-03-02T22:02:00Z,99.00,1.00
