# event_ticker=KXATPMATCH-26FEB22TABBAR
# final_score=7-5 6-3
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Marcelo Tomas Barrios Vera
# kalshi_date=2026-02-22
timestamp,Alejandro Tabilo,Marcelo Tomas Barrios Vera
2026-02-24T22:07:00Z,62.00,39.00
2026-02-24T22:08:00Z,62.00,39.00
2026-02-24T22:10:00Z,62.00,39.00
2026-02-24T22:14:00Z,62.00,39.00
2026-02-24T22:17:00Z,62.00,39.00
2026-02-24T22:19:00Z,62.00,39.00
2026-02-24T22:21:00Z,62.00,40.00
2026-02-24T22:22:00Z,62.00,39.00
2026-02-24T22:23:00Z,62.00,39.00
2026-02-24T22:25:00Z,61.30,39.00
2026-02-24T22:26:00Z,62.00,39.00
2026-02-24T22:29:00Z,62.00,39.00
2026-02-24T22:30:00Z,62.00,39.00
2026-02-24T22:32:00Z,62.00,39.00
2026-02-24T22:33:00Z,62.00,39.00
2026-02-24T22:35:00Z,62.00,39.00
2026-02-24T22:37:00Z,62.00,39.00
2026-02-24T22:38:00Z,62.00,40.00
2026-02-24T22:39:00Z,62.00,40.00
2026-02-24T22:40:00Z,62.00,40.00
2026-02-24T22:41:00Z,62.00,40.00
2026-02-24T22:43:00Z,62.00,40.00
2026-02-24T22:44:00Z,62.00,40.00
2026-02-24T22:45:00Z,62.00,40.00
2026-02-24T22:47:00Z,62.00,40.00
2026-02-24T22:49:00Z,62.00,40.00
2026-02-24T22:50:00Z,62.00,40.00
2026-02-24T22:52:00Z,62.00,40.00
2026-02-24T22:53:00Z,62.00,40.00
2026-02-24T22:54:00Z,62.00,40.00
2026-02-24T22:55:00Z,62.00,40.00
2026-02-24T22:56:00Z,61.85,40.00
2026-02-24T22:57:00Z,61.85,40.00
2026-02-24T22:58:00Z,61.85,40.80
2026-02-24T22:59:00Z,59.00,41.00
2026-02-24T23:00:00Z,59.00,41.00
2026-02-24T23:01:00Z,60.00,41.00
2026-02-24T23:02:00Z,60.00,41.00
2026-02-24T23:03:00Z,60.00,42.00
2026-02-24T23:05:00Z,60.00,42.00
2026-02-24T23:06:00Z,58.00,42.00
2026-02-24T23:07:00Z,59.00,42.00
2026-02-24T23:09:00Z,59.00,42.00
2026-02-24T23:10:00Z,59.00,42.00
2026-02-24T23:11:00Z,59.28,42.00
2026-02-24T23:12:00Z,59.00,42.00
2026-02-24T23:13:00Z,59.22,40.00
2026-02-24T23:14:00Z,60.00,41.00
2026-02-24T23:15:00Z,60.00,41.00
2026-02-24T23:17:00Z,60.00,41.00
2026-02-24T23:18:00Z,60.00,42.00
2026-02-24T23:19:00Z,60.00,42.00
2026-02-24T23:21:00Z,60.00,40.00
2026-02-24T23:22:00Z,60.00,41.00
2026-02-24T23:23:00Z,60.00,42.00
2026-02-24T23:25:00Z,60.00,42.00
2026-02-24T23:29:00Z,60.00,42.00
2026-02-24T23:30:00Z,57.04,42.00
2026-02-24T23:31:00Z,60.00,42.00
2026-02-24T23:32:00Z,60.00,42.00
2026-02-24T23:33:00Z,60.00,42.00
2026-02-24T23:34:00Z,60.00,42.00
2026-02-24T23:35:00Z,60.00,42.00
2026-02-24T23:36:00Z,60.00,42.00
2026-02-24T23:37:00Z,59.96,42.00
2026-02-24T23:38:00Z,60.00,42.00
2026-02-24T23:39:00Z,60.00,42.00
2026-02-24T23:41:00Z,60.00,42.00
2026-02-24T23:42:00Z,60.00,42.00
2026-02-24T23:43:00Z,60.00,42.00
2026-02-24T23:44:00Z,60.00,42.00
2026-02-24T23:45:00Z,60.03,42.00
2026-02-24T23:46:00Z,60.20,42.00
2026-02-24T23:47:00Z,60.63,42.00
2026-02-24T23:48:00Z,60.98,42.00
2026-02-24T23:49:00Z,57.02,42.00
2026-02-24T23:50:00Z,57.03,42.00
2026-02-24T23:51:00Z,60.00,40.00
2026-02-24T23:52:00Z,60.00,40.00
2026-02-24T23:53:00Z,60.00,40.00
2026-02-24T23:54:00Z,57.58,42.00
2026-02-24T23:55:00Z,59.00,42.00
2026-02-24T23:56:00Z,59.00,42.00
2026-02-24T23:57:00Z,59.00,42.00
2026-02-24T23:58:00Z,59.00,42.00
2026-02-25T00:01:00Z,59.00,42.00
2026-02-25T00:02:00Z,59.00,42.00
2026-02-25T00:03:00Z,59.63,42.00
2026-02-25T00:04:00Z,60.00,42.00
2026-02-25T00:05:00Z,60.00,42.00
2026-02-25T00:06:00Z,60.00,42.00
2026-02-25T00:07:00Z,60.00,42.00
2026-02-25T00:08:00Z,60.00,42.00
2026-02-25T00:09:00Z,60.00,42.00
2026-02-25T00:10:00Z,60.00,42.00
2026-02-25T00:11:00Z,60.00,42.00
2026-02-25T00:12:00Z,59.93,42.82
2026-02-25T00:13:00Z,60.00,42.82
2026-02-25T00:14:00Z,60.00,42.82
2026-02-25T00:16:00Z,60.00,42.82
2026-02-25T00:17:00Z,60.48,42.82
2026-02-25T00:18:00Z,61.06,42.82
2026-02-25T00:19:00Z,61.00,42.00
2026-02-25T00:20:00Z,60.70,42.00
2026-02-25T00:21:00Z,57.02,45.04
2026-02-25T00:22:00Z,53.18,48.63
2026-02-25T00:23:00Z,47.00,54.33
2026-02-25T00:24:00Z,47.49,53.33
2026-02-25T00:25:00Z,47.94,53.99
2026-02-25T00:26:00Z,45.39,55.84
2026-02-25T00:27:00Z,39.67,58.98
2026-02-25T00:28:00Z,43.57,58.71
2026-02-25T00:29:00Z,43.91,59.21
2026-02-25T00:30:00Z,43.78,57.00
2026-02-25T00:31:00Z,44.00,57.27
2026-02-25T00:32:00Z,44.02,57.29
2026-02-25T00:33:00Z,43.40,58.96
2026-02-25T00:34:00Z,51.17,52.03
2026-02-25T00:35:00Z,50.37,48.10
2026-02-25T00:36:00Z,52.52,49.00
2026-02-25T00:37:00Z,46.79,54.80
2026-02-25T00:38:00Z,43.61,58.03
2026-02-25T00:39:00Z,38.56,61.93
2026-02-25T00:40:00Z,43.64,57.99
2026-02-25T00:41:00Z,44.95,55.18
2026-02-25T00:42:00Z,44.60,55.00
2026-02-25T00:43:00Z,46.87,54.44
2026-02-25T00:44:00Z,54.91,45.16
2026-02-25T00:45:00Z,62.72,39.58
2026-02-25T00:46:00Z,64.18,35.57
2026-02-25T00:47:00Z,66.91,32.65
2026-02-25T00:48:00Z,70.71,30.93
2026-02-25T00:49:00Z,69.52,30.21
2026-02-25T00:50:00Z,70.33,27.90
2026-02-25T00:51:00Z,70.98,29.52
2026-02-25T00:52:00Z,68.44,34.41
2026-02-25T00:53:00Z,69.90,31.15
2026-02-25T00:54:00Z,70.14,31.71
2026-02-25T00:55:00Z,73.42,28.15
2026-02-25T00:56:00Z,70.57,30.85
2026-02-25T00:57:00Z,71.16,32.23
2026-02-25T00:58:00Z,64.89,35.20
2026-02-25T00:59:00Z,65.96,36.29
2026-02-25T01:00:00Z,64.04,39.91
2026-02-25T01:01:00Z,70.49,32.00
2026-02-25T01:02:00Z,71.72,29.01
2026-02-25T01:03:00Z,70.79,29.52
2026-02-25T01:04:00Z,69.44,33.22
2026-02-25T01:05:00Z,66.69,33.19
2026-02-25T01:06:00Z,65.65,35.00
2026-02-25T01:07:00Z,66.53,33.00
2026-02-25T01:08:00Z,68.81,35.87
2026-02-25T01:09:00Z,70.90,32.79
2026-02-25T01:10:00Z,70.91,30.00
2026-02-25T01:11:00Z,70.97,27.83
2026-02-25T01:12:00Z,68.42,31.98
2026-02-25T01:13:00Z,72.14,31.64
2026-02-25T01:14:00Z,70.33,29.76
2026-02-25T01:15:00Z,75.15,23.11
2026-02-25T01:16:00Z,73.78,24.06
2026-02-25T01:17:00Z,82.65,18.19
2026-02-25T01:18:00Z,86.00,13.81
2026-02-25T01:19:00Z,85.89,13.74
2026-02-25T01:20:00Z,85.69,15.86
2026-02-25T01:21:00Z,86.88,13.99
2026-02-25T01:22:00Z,86.88,18.04
2026-02-25T01:23:00Z,85.02,13.94
2026-02-25T01:24:00Z,87.16,12.30
2026-02-25T01:25:00Z,88.15,11.09
2026-02-25T01:26:00Z,90.62,9.71
2026-02-25T01:27:00Z,92.31,9.16
2026-02-25T01:28:00Z,89.85,10.06
2026-02-25T01:29:00Z,85.00,14.93
2026-02-25T01:30:00Z,87.73,14.02
2026-02-25T01:31:00Z,88.00,14.02
2026-02-25T01:32:00Z,89.00,11.91
2026-02-25T01:33:00Z,85.75,12.18
2026-02-25T01:34:00Z,86.09,14.81
2026-02-25T01:35:00Z,85.05,14.98
2026-02-25T01:36:00Z,86.00,15.13
2026-02-25T01:37:00Z,87.00,11.69
2026-02-25T01:38:00Z,88.00,11.95
2026-02-25T01:39:00Z,88.00,12.00
2026-02-25T01:40:00Z,88.00,14.35
2026-02-25T01:41:00Z,87.98,14.45
2026-02-25T01:42:00Z,87.98,12.50
2026-02-25T01:43:00Z,89.05,8.77
2026-02-25T01:44:00Z,91.69,7.37
2026-02-25T01:45:00Z,95.87,4.84
2026-02-25T01:46:00Z,96.91,2.77
2026-02-25T01:47:00Z,95.96,4.26
2026-02-25T01:48:00Z,96.89,3.12
2026-02-25T01:49:00Z,95.23,4.87
2026-02-25T01:50:00Z,97.70,1.60
2026-02-25T01:51:00Z,98.78,1.44
2026-02-25T01:52:00Z,98.92,1.84
2026-02-25T01:53:00Z,98.82,2.07
2026-02-25T01:54:00Z,97.93,3.00
2026-02-25T01:55:00Z,97.93,2.52
2026-02-25T01:56:00Z,97.17,1.96
2026-02-25T01:57:00Z,96.03,3.90
2026-02-25T01:58:00Z,96.16,3.34
2026-02-25T01:59:00Z,98.65,1.77
2026-02-25T02:00:00Z,99.00,1.00
2026-02-25T02:01:00Z,99.00,1.00
2026-02-25T02:02:00Z,99.00,1.00
