# event_ticker=KXATPMATCH-26FEB14SHASHE
# final_score=4-6 6-4 7-6(4)
# score_resolution=4-6 6-4 7-6
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Denis Shapovalov
# kalshi_date=2026-02-14
timestamp,Ben Shelton,Denis Shapovalov
2026-02-14T11:25:00Z,66.00,
2026-02-14T11:34:00Z,66.00,
2026-02-14T11:46:00Z,65.00,
2026-02-14T11:50:00Z,66.00,
2026-02-14T11:51:00Z,66.00,
2026-02-14T11:52:00Z,66.00,
2026-02-14T11:55:00Z,66.00,35.00
2026-02-14T11:59:00Z,66.00,35.00
2026-02-14T12:08:00Z,66.00,35.00
2026-02-14T12:14:00Z,66.00,35.00
2026-02-14T12:16:00Z,66.00,35.00
2026-02-14T12:17:00Z,66.00,35.00
2026-02-14T12:23:00Z,66.00,35.00
2026-02-14T12:27:00Z,66.00,35.35
2026-02-14T12:32:00Z,65.00,35.35
2026-02-14T12:33:00Z,65.00,36.00
2026-02-14T12:35:00Z,65.00,36.00
2026-02-14T12:36:00Z,65.00,36.00
2026-02-14T12:47:00Z,65.00,36.00
2026-02-14T12:48:00Z,65.00,36.00
2026-02-14T12:50:00Z,65.00,36.00
2026-02-14T12:54:00Z,65.00,36.00
2026-02-14T12:57:00Z,65.00,36.00
2026-02-14T12:59:00Z,65.00,36.00
2026-02-14T13:01:00Z,65.00,37.00
2026-02-14T13:02:00Z,65.00,35.00
2026-02-14T13:03:00Z,64.00,37.00
2026-02-14T13:04:00Z,65.00,37.00
2026-02-14T13:08:00Z,65.00,37.00
2026-02-14T13:10:00Z,65.00,37.00
2026-02-14T13:15:00Z,65.00,37.00
2026-02-14T13:17:00Z,65.00,37.00
2026-02-14T13:18:00Z,65.00,37.00
2026-02-14T13:24:00Z,65.00,37.00
2026-02-14T13:26:00Z,64.00,37.00
2026-02-14T13:27:00Z,64.00,37.00
2026-02-14T13:28:00Z,64.95,37.00
2026-02-14T13:29:00Z,62.07,37.00
2026-02-14T13:30:00Z,62.00,37.00
2026-02-14T13:31:00Z,62.00,37.00
2026-02-14T13:35:00Z,62.00,37.00
2026-02-14T13:36:00Z,62.00,37.00
2026-02-14T13:37:00Z,62.00,37.00
2026-02-14T13:38:00Z,62.00,38.00
2026-02-14T13:40:00Z,63.00,38.00
2026-02-14T13:45:00Z,63.00,38.00
2026-02-14T13:46:00Z,63.00,38.00
2026-02-14T13:47:00Z,63.00,38.00
2026-02-14T13:48:00Z,63.00,38.00
2026-02-14T13:50:00Z,63.00,38.00
2026-02-14T13:51:00Z,63.00,38.00
2026-02-14T13:54:00Z,63.00,38.00
2026-02-14T14:00:00Z,63.00,38.00
2026-02-14T14:01:00Z,63.00,38.00
2026-02-14T14:02:00Z,63.00,38.00
2026-02-14T14:03:00Z,63.00,38.00
2026-02-14T14:04:00Z,63.00,38.00
2026-02-14T14:05:00Z,63.00,38.00
2026-02-14T14:06:00Z,63.13,38.00
2026-02-14T14:10:00Z,64.00,38.00
2026-02-14T14:11:00Z,64.00,36.00
2026-02-14T14:32:00Z,64.00,36.00
2026-02-14T14:33:00Z,64.00,36.00
2026-02-14T14:34:00Z,64.00,36.00
2026-02-14T14:35:00Z,64.00,36.00
2026-02-14T14:39:00Z,64.00,38.00
2026-02-14T14:46:00Z,64.00,38.00
2026-02-14T14:48:00Z,64.00,38.00
2026-02-14T14:49:00Z,64.00,38.00
2026-02-14T14:50:00Z,64.00,37.00
2026-02-14T14:51:00Z,64.00,37.00
2026-02-14T14:53:00Z,64.00,37.00
2026-02-14T14:56:00Z,64.00,37.00
2026-02-14T15:01:00Z,64.00,37.00
2026-02-14T15:02:00Z,64.00,37.00
