# event_ticker=KXATPMATCH-26MAR04FUCOCO
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Marton Fucsovics
# fav_player=Christopher O'Connell
# dog_player=Marton Fucsovics
# kalshi_date=2026-03-04
timestamp,Christopher O'Connell,Marton Fucsovics
2026-03-04T11:55:00Z,47.00,
2026-03-04T12:07:00Z,47.00,55.00
2026-03-04T12:16:00Z,47.00,55.00
2026-03-04T12:43:00Z,47.00,55.00
2026-03-04T12:49:00Z,47.00,55.00
2026-03-04T13:03:00Z,47.00,55.00
2026-03-04T13:12:00Z,47.00,55.00
2026-03-04T13:50:00Z,47.00,55.00
2026-03-04T14:01:00Z,47.00,55.00
2026-03-04T14:12:00Z,47.00,55.00
2026-03-04T14:15:00Z,47.00,55.00
2026-03-04T14:21:00Z,46.00,55.00
2026-03-04T14:22:00Z,46.00,55.00
2026-03-04T14:33:00Z,46.00,55.00
2026-03-04T14:49:00Z,47.00,55.00
2026-03-04T14:56:00Z,47.00,54.00
2026-03-04T15:03:00Z,47.00,54.00
2026-03-04T15:18:00Z,47.00,54.00
2026-03-04T15:19:00Z,47.00,54.00
2026-03-04T15:39:00Z,47.00,55.00
2026-03-04T15:46:00Z,47.00,55.00
2026-03-04T15:53:00Z,47.00,55.00
2026-03-04T15:54:00Z,47.00,55.00
2026-03-04T15:56:00Z,47.00,55.00
2026-03-04T16:12:00Z,47.00,54.00
2026-03-04T16:14:00Z,47.00,54.00
2026-03-04T16:34:00Z,47.00,55.00
2026-03-04T17:01:00Z,46.00,55.00
2026-03-04T17:08:00Z,46.00,55.00
2026-03-04T17:57:00Z,46.00,55.00
2026-03-04T18:04:00Z,46.00,54.00
2026-03-04T18:10:00Z,46.00,54.00
2026-03-04T18:14:00Z,46.00,54.00
2026-03-04T18:31:00Z,46.00,54.00
2026-03-04T18:36:00Z,46.00,54.00
2026-03-04T18:39:00Z,46.00,54.00
2026-03-04T18:47:00Z,46.00,54.00
2026-03-04T18:51:00Z,46.00,54.00
2026-03-04T18:55:00Z,46.00,54.00
2026-03-04T18:57:00Z,46.00,54.00
2026-03-04T18:58:00Z,46.00,54.00
2026-03-04T19:21:00Z,46.00,54.00
2026-03-04T19:47:00Z,46.00,54.00
2026-03-04T19:52:00Z,46.00,54.00
2026-03-04T19:56:00Z,46.00,54.69
2026-03-04T20:05:00Z,46.00,55.00
2026-03-04T20:32:00Z,46.00,55.00
2026-03-04T20:36:00Z,46.00,55.00
2026-03-04T20:45:00Z,46.00,56.00
2026-03-04T20:55:00Z,46.00,56.00
2026-03-04T20:56:00Z,46.00,56.00
2026-03-04T21:10:00Z,46.00,56.00
2026-03-04T21:11:00Z,43.94,56.00
2026-03-04T21:12:00Z,46.00,56.00
2026-03-04T21:13:00Z,46.00,54.00
2026-03-04T21:14:00Z,46.00,56.00
2026-03-04T21:16:00Z,46.00,54.00
2026-03-04T21:19:00Z,46.00,56.00
2026-03-04T21:20:00Z,46.00,56.00
2026-03-04T21:23:00Z,46.00,56.00
2026-03-04T21:26:00Z,46.00,56.00
2026-03-04T21:31:00Z,45.00,55.00
2026-03-04T21:33:00Z,45.00,55.07
2026-03-04T21:36:00Z,45.00,56.00
2026-03-04T21:38:00Z,45.00,56.00
2026-03-04T21:39:00Z,45.38,56.00
2026-03-04T21:40:00Z,45.38,55.26
2026-03-04T21:44:00Z,45.38,56.00
2026-03-04T21:45:00Z,45.38,55.00
2026-03-04T21:46:00Z,45.38,56.00
2026-03-04T21:47:00Z,45.38,56.98
2026-03-04T21:48:00Z,45.38,56.00
2026-03-04T21:50:00Z,44.00,56.58
2026-03-04T21:51:00Z,44.00,56.00
2026-03-04T21:53:00Z,44.00,56.00
2026-03-04T21:55:00Z,46.00,56.00
2026-03-04T21:56:00Z,46.00,56.00
2026-03-04T21:59:00Z,46.00,56.00
2026-03-04T22:01:00Z,46.00,56.52
2026-03-04T22:03:00Z,46.00,56.00
2026-03-04T22:04:00Z,46.00,56.00
2026-03-04T22:07:00Z,46.00,56.00
2026-03-04T22:08:00Z,46.00,56.00
2026-03-04T22:09:00Z,46.00,56.00
2026-03-04T22:11:00Z,46.00,56.39
2026-03-04T22:12:00Z,45.00,56.00
2026-03-04T22:13:00Z,45.00,56.00
2026-03-04T22:15:00Z,45.00,56.00
2026-03-04T22:16:00Z,45.00,56.00
2026-03-04T22:17:00Z,48.00,54.74
2026-03-04T22:18:00Z,49.32,50.83
2026-03-04T22:19:00Z,55.21,47.00
2026-03-04T22:20:00Z,60.36,40.00
2026-03-04T22:21:00Z,59.97,41.62
2026-03-04T22:22:00Z,56.48,43.20
2026-03-04T22:23:00Z,53.12,49.93
2026-03-04T22:24:00Z,47.25,51.11
2026-03-04T22:25:00Z,46.77,51.02
2026-03-04T22:26:00Z,45.00,56.00
2026-03-04T22:27:00Z,41.01,58.57
2026-03-04T22:28:00Z,42.01,57.00
2026-03-04T22:29:00Z,43.75,55.00
2026-03-04T22:30:00Z,44.08,55.93
2026-03-04T22:31:00Z,46.91,53.21
2026-03-04T22:32:00Z,48.00,51.99
2026-03-04T22:33:00Z,45.00,56.20
2026-03-04T22:34:00Z,42.00,57.86
2026-03-04T22:35:00Z,42.94,58.47
2026-03-04T22:36:00Z,38.59,58.42
2026-03-04T22:37:00Z,40.08,58.52
2026-03-04T22:38:00Z,45.56,55.86
2026-03-04T22:39:00Z,41.02,54.94
2026-03-04T22:40:00Z,43.31,57.41
2026-03-04T22:41:00Z,39.26,63.64
2026-03-04T22:42:00Z,38.59,61.31
2026-03-04T22:43:00Z,43.88,56.06
2026-03-04T22:44:00Z,46.00,52.41
2026-03-04T22:45:00Z,44.84,53.36
2026-03-04T22:46:00Z,44.99,54.89
2026-03-04T22:47:00Z,48.01,53.58
2026-03-04T22:48:00Z,45.92,53.76
2026-03-04T22:49:00Z,45.92,58.00
2026-03-04T22:50:00Z,43.00,58.00
2026-03-04T22:51:00Z,43.29,55.00
2026-03-04T22:52:00Z,45.74,55.47
2026-03-04T22:53:00Z,47.08,53.04
2026-03-04T22:54:00Z,45.88,52.93
2026-03-04T22:55:00Z,47.03,53.80
2026-03-04T22:56:00Z,46.02,56.36
2026-03-04T22:57:00Z,42.95,57.15
2026-03-04T22:58:00Z,43.60,56.72
2026-03-04T22:59:00Z,38.89,58.24
2026-03-04T23:00:00Z,43.08,59.36
2026-03-04T23:01:00Z,39.85,63.62
2026-03-04T23:02:00Z,43.53,57.79
2026-03-04T23:03:00Z,46.31,52.27
2026-03-04T23:04:00Z,43.00,56.65
2026-03-04T23:05:00Z,44.00,57.81
2026-03-04T23:06:00Z,43.26,58.00
2026-03-04T23:07:00Z,45.73,57.63
2026-03-04T23:08:00Z,43.33,57.87
2026-03-04T23:09:00Z,38.16,63.24
2026-03-04T23:10:00Z,37.17,65.56
2026-03-04T23:11:00Z,26.13,72.92
2026-03-04T23:12:00Z,21.75,77.79
2026-03-04T23:13:00Z,21.99,78.06
2026-03-04T23:14:00Z,19.61,80.18
2026-03-04T23:15:00Z,21.62,79.84
2026-03-04T23:16:00Z,19.00,81.97
2026-03-04T23:17:00Z,19.49,84.42
2026-03-04T23:18:00Z,18.61,82.89
2026-03-04T23:19:00Z,20.04,82.94
2026-03-04T23:20:00Z,17.33,82.04
2026-03-04T23:21:00Z,21.96,79.80
2026-03-04T23:22:00Z,19.29,80.67
2026-03-04T23:23:00Z,21.69,81.83
2026-03-04T23:24:00Z,17.66,82.25
2026-03-04T23:25:00Z,17.76,82.92
2026-03-04T23:26:00Z,16.10,82.91
2026-03-04T23:27:00Z,17.38,83.11
2026-03-04T23:28:00Z,17.27,86.94
2026-03-04T23:29:00Z,20.03,81.50
2026-03-04T23:30:00Z,21.86,79.28
2026-03-04T23:31:00Z,18.35,83.05
2026-03-04T23:32:00Z,16.72,84.58
2026-03-04T23:33:00Z,17.02,83.27
2026-03-04T23:34:00Z,18.29,82.63
2026-03-04T23:35:00Z,19.97,81.55
2026-03-04T23:36:00Z,20.65,81.02
2026-03-04T23:37:00Z,16.84,82.42
2026-03-04T23:38:00Z,16.51,84.43
2026-03-04T23:39:00Z,16.03,84.26
2026-03-04T23:40:00Z,16.89,84.25
2026-03-04T23:41:00Z,19.67,82.84
2026-03-04T23:42:00Z,20.96,80.87
2026-03-04T23:43:00Z,17.30,82.75
2026-03-04T23:44:00Z,13.13,86.39
2026-03-04T23:45:00Z,4.78,94.65
2026-03-04T23:46:00Z,1.43,98.62
2026-03-04T23:47:00Z,1.00,98.90
2026-03-04T23:48:00Z,1.00,99.00
2026-03-04T23:49:00Z,1.00,99.00
2026-03-04T23:50:00Z,1.00,99.00
2026-03-04T23:51:00Z,1.00,99.00
2026-03-04T23:52:00Z,1.00,99.00
