# event_ticker=KXATPMATCH-25AUG08TIERIE
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Learner Tien
# fav_player=Leandro Riedi
# dog_player=Learner Tien
# kalshi_date=2025-08-08
timestamp,Leandro Riedi,Learner Tien
2025-08-08T23:20:00Z,28.00,73.00
2025-08-08T23:21:00Z,28.00,78.43
2025-08-08T23:22:00Z,28.00,76.00
2025-08-08T23:23:00Z,26.00,76.00
2025-08-08T23:24:00Z,26.00,81.01
2025-08-08T23:25:00Z,23.00,81.01
2025-08-08T23:26:00Z,21.00,83.31
2025-08-08T23:27:00Z,20.61,82.00
2025-08-08T23:28:00Z,18.00,86.00
2025-08-08T23:29:00Z,16.00,86.55
2025-08-08T23:30:00Z,16.00,86.76
2025-08-08T23:31:00Z,15.00,87.00
2025-08-08T23:32:00Z,12.50,87.00
2025-08-08T23:33:00Z,15.00,87.00
2025-08-08T23:34:00Z,15.00,88.00
2025-08-08T23:36:00Z,20.00,85.00
2025-08-08T23:38:00Z,15.00,85.00
2025-08-08T23:39:00Z,14.00,85.00
2025-08-08T23:40:00Z,14.00,88.14
2025-08-08T23:41:00Z,19.00,87.00
2025-08-08T23:42:00Z,19.00,89.40
2025-08-08T23:43:00Z,19.00,93.00
2025-08-08T23:44:00Z,19.00,91.50
2025-08-08T23:45:00Z,19.00,91.20
2025-08-08T23:46:00Z,19.00,91.00
2025-08-08T23:47:00Z,19.00,91.00
2025-08-08T23:48:00Z,19.00,94.00
2025-08-08T23:49:00Z,6.40,94.92
2025-08-08T23:50:00Z,6.40,97.00
2025-08-08T23:51:00Z,5.00,94.98
2025-08-08T23:52:00Z,3.00,95.00
2025-08-08T23:53:00Z,4.82,95.00
2025-08-08T23:55:00Z,5.00,95.00
2025-08-08T23:56:00Z,5.00,94.00
2025-08-08T23:57:00Z,5.00,94.00
2025-08-08T23:59:00Z,4.00,95.00
2025-08-09T00:00:00Z,4.00,98.00
2025-08-09T00:02:00Z,7.27,88.29
2025-08-09T00:03:00Z,12.36,91.44
2025-08-09T00:04:00Z,12.36,92.84
2025-08-09T00:05:00Z,4.45,92.84
2025-08-09T00:06:00Z,4.45,98.00
2025-08-09T00:07:00Z,5.12,98.00
2025-08-09T00:08:00Z,4.00,96.00
2025-08-09T00:09:00Z,3.29,96.00
2025-08-09T00:11:00Z,6.24,96.00
2025-08-09T00:12:00Z,3.04,96.00
2025-08-09T00:13:00Z,6.00,93.00
2025-08-09T00:15:00Z,8.00,93.00
2025-08-09T00:17:00Z,2.00,93.00
2025-08-09T00:18:00Z,3.00,93.00
2025-08-09T00:19:00Z,3.00,97.00
2025-08-09T00:20:00Z,5.00,97.00
2025-08-09T00:21:00Z,4.00,98.00
2025-08-09T00:23:00Z,5.52,98.00
2025-08-09T00:25:00Z,15.95,97.00
2025-08-09T00:26:00Z,5.68,96.00
2025-08-09T00:27:00Z,1.00,98.54
2025-08-09T00:28:00Z,1.00,99.00
2025-08-09T00:30:00Z,1.00,99.00
2025-08-09T00:31:00Z,1.00,99.00
