# event_ticker=KXATPMATCH-26APR22CARFUC
# final_score=4-6 7-6(5) 6-2
# score_resolution=4-6 7-6 6-2
# match_winner=Pablo Carreno Busta
# fav_player=Pablo Carreno Busta
# dog_player=Marton Fucsovics
# kalshi_date=2026-04-22
timestamp,Pablo Carreno Busta,Marton Fucsovics
2026-04-22T21:30:00Z,,51.00
2026-04-22T22:02:00Z,49.00,51.00
2026-04-22T22:25:00Z,49.00,51.00
2026-04-22T22:34:00Z,50.00,51.00
2026-04-22T22:36:00Z,50.00,51.00
2026-04-22T22:53:00Z,50.00,51.00
2026-04-22T22:57:00Z,50.00,51.00
2026-04-22T23:14:00Z,50.00,51.00
2026-04-22T23:56:00Z,50.00,51.00
2026-04-23T00:03:00Z,50.00,51.00
2026-04-23T00:09:00Z,50.00,51.00
2026-04-23T00:12:00Z,50.00,51.00
2026-04-23T00:22:00Z,50.00,51.00
2026-04-23T00:29:00Z,50.00,51.00
2026-04-23T00:43:00Z,50.00,51.00
2026-04-23T01:47:00Z,50.00,51.00
2026-04-23T01:48:00Z,50.00,51.00
2026-04-23T01:56:00Z,50.00,51.00
2026-04-23T02:01:00Z,50.00,51.00
2026-04-23T02:04:00Z,50.00,51.00
2026-04-23T02:11:00Z,50.00,51.00
2026-04-23T02:27:00Z,50.00,51.00
2026-04-23T02:37:00Z,50.00,51.00
2026-04-23T02:38:00Z,50.00,51.00
2026-04-23T02:41:00Z,50.00,51.00
2026-04-23T02:45:00Z,50.00,50.21
2026-04-23T02:47:00Z,50.00,50.21
2026-04-23T02:48:00Z,50.00,51.00
2026-04-23T02:50:00Z,50.00,51.00
2026-04-23T02:54:00Z,50.00,51.00
2026-04-23T02:55:00Z,50.00,51.00
2026-04-23T03:03:00Z,50.00,51.00
2026-04-23T03:04:00Z,50.00,51.00
2026-04-23T03:09:00Z,50.00,51.00
2026-04-23T03:15:00Z,50.00,51.00
2026-04-23T03:25:00Z,50.00,51.00
2026-04-23T03:31:00Z,50.00,51.00
2026-04-23T03:34:00Z,50.00,51.00
2026-04-23T03:35:00Z,50.00,51.00
2026-04-23T03:37:00Z,50.00,51.00
2026-04-23T03:39:00Z,50.00,51.00
2026-04-23T03:47:00Z,50.00,51.00
2026-04-23T03:49:00Z,50.00,51.00
2026-04-23T03:53:00Z,50.00,51.00
2026-04-23T03:55:00Z,50.00,51.00
2026-04-23T04:00:00Z,50.00,51.00
2026-04-23T04:05:00Z,50.00,51.00
2026-04-23T04:06:00Z,50.00,51.00
2026-04-23T04:12:00Z,50.00,51.00
2026-04-23T04:14:00Z,51.00,51.00
2026-04-23T04:20:00Z,51.00,51.00
2026-04-23T04:21:00Z,51.00,51.00
2026-04-23T04:24:00Z,51.00,51.00
2026-04-23T04:27:00Z,51.00,51.00
2026-04-23T04:28:00Z,51.00,51.00
2026-04-23T04:29:00Z,51.00,51.00
2026-04-23T04:30:00Z,51.00,51.00
2026-04-23T04:31:00Z,51.00,51.00
2026-04-23T04:32:00Z,51.00,51.00
2026-04-23T04:33:00Z,51.00,51.00
2026-04-23T04:36:00Z,51.00,51.00
2026-04-23T04:38:00Z,51.00,51.00
2026-04-23T04:40:00Z,51.00,51.00
2026-04-23T04:42:00Z,51.00,51.00
2026-04-23T04:45:00Z,51.00,51.00
2026-04-23T04:47:00Z,51.00,51.00
2026-04-23T04:48:00Z,51.00,51.00
2026-04-23T04:51:00Z,51.00,52.00
2026-04-23T04:52:00Z,51.00,52.00
2026-04-23T04:53:00Z,51.00,52.00
2026-04-23T05:02:00Z,51.00,52.00
2026-04-23T05:03:00Z,51.00,52.00
2026-04-23T05:04:00Z,51.00,51.00
2026-04-23T05:08:00Z,52.00,51.00
2026-04-23T05:13:00Z,52.00,51.00
2026-04-23T05:20:00Z,52.00,51.00
2026-04-23T05:24:00Z,52.00,51.00
2026-04-23T05:25:00Z,52.00,50.00
2026-04-23T05:29:00Z,52.00,50.00
2026-04-23T05:31:00Z,52.00,50.00
2026-04-23T05:35:00Z,52.00,50.00
2026-04-23T05:38:00Z,52.00,50.00
2026-04-23T05:39:00Z,52.00,50.00
2026-04-23T05:40:00Z,50.03,50.00
2026-04-23T05:41:00Z,52.00,50.00
2026-04-23T05:42:00Z,52.00,50.00
2026-04-23T05:48:00Z,52.00,50.00
2026-04-23T05:51:00Z,52.00,50.00
2026-04-23T05:52:00Z,52.00,50.00
2026-04-23T05:55:00Z,52.00,50.00
2026-04-23T06:02:00Z,52.00,50.00
