# event_ticker=KXATPMATCH-26APR22CARFUC
# final_score=4-6 7-6(5) 6-2
# score_resolution=4-6 7-6 6-2
# match_winner=Pablo Carreno Busta
# fav_player=Pablo Carreno Busta
# dog_player=Marton Fucsovics
# kalshi_date=2026-04-22
timestamp,Pablo Carreno Busta,Marton Fucsovics
2026-04-23T06:04:00Z,52.00,50.00
2026-04-23T06:05:00Z,52.00,50.00
2026-04-23T06:07:00Z,52.00,50.00
2026-04-23T06:08:00Z,52.00,50.00
2026-04-23T06:11:00Z,52.00,50.00
2026-04-23T06:16:00Z,52.00,50.00
2026-04-23T06:17:00Z,52.00,50.00
2026-04-23T06:18:00Z,52.00,50.00
2026-04-23T06:24:00Z,52.00,50.00
2026-04-23T06:28:00Z,52.00,50.00
2026-04-23T06:30:00Z,52.00,51.00
2026-04-23T06:31:00Z,52.00,51.00
2026-04-23T06:32:00Z,52.00,51.00
2026-04-23T06:35:00Z,52.00,51.00
2026-04-23T06:36:00Z,52.00,51.00
2026-04-23T06:37:00Z,52.00,51.00
2026-04-23T06:42:00Z,52.00,51.00
2026-04-23T06:45:00Z,52.00,51.00
2026-04-23T06:48:00Z,52.00,51.00
2026-04-23T06:49:00Z,52.00,51.00
2026-04-23T06:50:00Z,52.00,51.00
2026-04-23T06:53:00Z,52.00,51.00
2026-04-23T06:54:00Z,52.00,51.00
2026-04-23T06:58:00Z,52.00,51.00
2026-04-23T09:01:00Z,51.59,51.07
2026-04-23T09:02:00Z,53.00,48.83
2026-04-23T09:03:00Z,53.00,48.00
2026-04-23T09:04:00Z,53.00,48.00
2026-04-23T09:05:00Z,53.00,48.00
2026-04-23T09:06:00Z,53.00,48.00
2026-04-23T09:07:00Z,53.00,48.00
2026-04-23T09:08:00Z,52.89,48.00
2026-04-23T09:09:00Z,54.00,48.00
2026-04-23T09:10:00Z,54.00,48.00
2026-04-23T09:11:00Z,54.00,48.00
2026-04-23T09:12:00Z,53.00,47.00
2026-04-23T09:13:00Z,54.36,47.34
2026-04-23T09:14:00Z,55.36,47.34
2026-04-23T09:15:00Z,53.63,45.29
2026-04-23T09:16:00Z,56.24,45.97
2026-04-23T09:17:00Z,53.91,48.00
2026-04-23T09:18:00Z,52.00,48.00
2026-04-23T09:19:00Z,52.00,46.00
2026-04-23T09:20:00Z,52.22,46.00
2026-04-23T09:21:00Z,51.00,49.00
2026-04-23T09:22:00Z,51.00,49.00
2026-04-23T09:24:00Z,44.65,54.22
2026-04-23T09:25:00Z,34.05,64.78
2026-04-23T09:27:00Z,35.00,64.00
2026-04-23T09:28:00Z,46.25,59.80
2026-04-23T09:29:00Z,44.00,55.71
2026-04-23T09:30:00Z,51.00,50.00
2026-04-23T09:31:00Z,51.90,48.19
2026-04-23T09:32:00Z,55.00,44.00
2026-04-23T09:33:00Z,57.67,44.00
2026-04-23T09:34:00Z,60.00,44.00
2026-04-23T09:35:00Z,54.98,42.99
2026-04-23T09:36:00Z,57.00,46.00
2026-04-23T09:37:00Z,61.80,46.00
2026-04-23T09:38:00Z,57.62,45.00
2026-04-23T09:39:00Z,52.22,45.95
2026-04-23T09:40:00Z,52.22,53.70
2026-04-23T09:41:00Z,40.87,59.49
2026-04-23T09:42:00Z,36.24,63.00
2026-04-23T09:43:00Z,43.52,62.68
2026-04-23T09:44:00Z,42.00,55.00
2026-04-23T09:45:00Z,42.00,69.70
2026-04-23T09:46:00Z,29.40,71.00
2026-04-23T09:47:00Z,30.00,72.00
2026-04-23T09:48:00Z,28.37,72.00
2026-04-23T09:49:00Z,31.00,70.00
2026-04-23T09:50:00Z,31.00,70.00
2026-04-23T09:52:00Z,28.00,71.00
2026-04-23T09:53:00Z,28.00,75.00
2026-04-23T09:54:00Z,25.00,75.85
2026-04-23T09:55:00Z,25.00,75.01
2026-04-23T09:56:00Z,26.71,75.00
2026-04-23T09:57:00Z,27.04,73.66
2026-04-23T09:58:00Z,27.14,73.66
2026-04-23T09:59:00Z,26.00,77.00
2026-04-23T10:00:00Z,24.61,77.00
2026-04-23T10:01:00Z,27.11,74.00
2026-04-23T10:02:00Z,30.20,74.00
2026-04-23T10:03:00Z,30.20,70.13
2026-04-23T10:04:00Z,36.70,69.56
2026-04-23T10:05:00Z,37.03,69.56
2026-04-23T10:06:00Z,31.63,67.02
2026-04-23T10:07:00Z,31.70,73.83
2026-04-23T10:08:00Z,26.00,73.00
2026-04-23T10:09:00Z,25.00,77.60
2026-04-23T10:10:00Z,21.94,81.00
2026-04-23T10:11:00Z,24.16,81.00
2026-04-23T10:12:00Z,25.22,72.03
2026-04-23T10:13:00Z,27.76,72.03
2026-04-23T10:14:00Z,27.00,72.03
2026-04-23T10:15:00Z,25.16,75.00
2026-04-23T10:16:00Z,24.99,76.00
2026-04-23T10:17:00Z,24.99,75.97
2026-04-23T10:18:00Z,25.11,73.09
2026-04-23T10:19:00Z,27.54,71.85
2026-04-23T10:20:00Z,30.98,71.85
2026-04-23T10:21:00Z,31.52,71.85
2026-04-23T10:22:00Z,29.68,72.00
2026-04-23T10:23:00Z,26.66,73.00
2026-04-23T10:24:00Z,27.00,73.98
2026-04-23T10:25:00Z,26.95,74.00
2026-04-23T10:26:00Z,26.65,74.32
2026-04-23T10:27:00Z,28.38,74.99
2026-04-23T10:28:00Z,29.00,69.62
2026-04-23T10:29:00Z,30.00,70.00
2026-04-23T10:30:00Z,29.36,72.00
2026-04-23T10:31:00Z,31.52,66.60
2026-04-23T10:32:00Z,34.50,64.35
2026-04-23T10:33:00Z,28.49,72.42
2026-04-23T10:34:00Z,27.37,71.29
2026-04-23T10:35:00Z,30.34,72.62
2026-04-23T10:36:00Z,30.00,70.44
2026-04-23T10:37:00Z,29.04,72.41
2026-04-23T10:38:00Z,31.10,69.00
2026-04-23T10:39:00Z,32.73,69.00
2026-04-23T10:40:00Z,32.02,68.18
2026-04-23T10:41:00Z,36.67,67.46
2026-04-23T10:42:00Z,32.97,70.22
2026-04-23T10:43:00Z,32.93,72.20
2026-04-23T10:44:00Z,30.65,67.00
2026-04-23T10:45:00Z,32.28,68.16
2026-04-23T10:46:00Z,24.80,74.92
2026-04-23T10:47:00Z,29.80,74.11
2026-04-23T10:48:00Z,31.92,68.90
2026-04-23T10:49:00Z,32.32,67.33
2026-04-23T10:50:00Z,32.61,68.00
2026-04-23T10:51:00Z,35.07,67.69
2026-04-23T10:52:00Z,39.51,58.14
2026-04-23T10:53:00Z,42.40,59.43
2026-04-23T10:54:00Z,34.85,63.85
2026-04-23T10:55:00Z,29.00,72.60
2026-04-23T10:56:00Z,31.39,68.19
2026-04-23T10:57:00Z,38.52,63.03
2026-04-23T10:58:00Z,40.74,64.79
2026-04-23T10:59:00Z,44.47,55.90
2026-04-23T11:00:00Z,41.90,59.85
2026-04-23T11:01:00Z,37.45,62.33
2026-04-23T11:02:00Z,49.92,50.49
2026-04-23T11:03:00Z,46.37,53.56
2026-04-23T11:04:00Z,49.73,49.13
2026-04-23T11:05:00Z,50.52,50.00
2026-04-23T11:06:00Z,50.03,50.00
2026-04-23T11:07:00Z,52.00,50.00
2026-04-23T11:08:00Z,52.00,50.00
2026-04-23T11:09:00Z,50.97,49.39
2026-04-23T11:10:00Z,49.04,53.00
2026-04-23T11:11:00Z,56.40,50.09
2026-04-23T11:12:00Z,54.18,50.84
2026-04-23T11:13:00Z,47.43,52.41
2026-04-23T11:14:00Z,48.64,53.00
2026-04-23T11:15:00Z,51.90,52.99
2026-04-23T11:16:00Z,52.90,46.44
2026-04-23T11:17:00Z,55.42,46.37
2026-04-23T11:18:00Z,63.36,35.31
2026-04-23T11:19:00Z,75.06,24.96
2026-04-23T11:20:00Z,71.91,29.94
2026-04-23T11:21:00Z,78.84,21.97
2026-04-23T11:22:00Z,80.98,19.69
2026-04-23T11:23:00Z,82.05,17.57
2026-04-23T11:24:00Z,85.42,15.32
2026-04-23T11:25:00Z,86.68,12.97
2026-04-23T11:26:00Z,86.06,15.20
2026-04-23T11:27:00Z,86.76,14.20
2026-04-23T11:28:00Z,92.05,6.20
2026-04-23T11:29:00Z,97.13,2.86
2026-04-23T11:30:00Z,97.64,2.96
2026-04-23T11:31:00Z,98.95,1.32
2026-04-23T11:32:00Z,98.84,1.02
2026-04-23T11:33:00Z,99.00,1.00
2026-04-23T11:34:00Z,99.00,1.00
2026-04-23T11:35:00Z,99.00,1.00
2026-04-23T11:36:00Z,99.00,1.00
2026-04-23T11:37:00Z,99.00,1.00
2026-04-23T11:38:00Z,99.00,1.00
2026-04-23T11:39:00Z,99.00,1.00
2026-04-23T11:40:00Z,99.00,1.00
2026-04-23T11:42:00Z,99.00,1.00
