# event_ticker=KXATPCHALLENGERMATCH-26MAR31DLFDIA
# final_score=6-3 6-2
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Santiago De la Fuente
# kalshi_date=2026-03-31
timestamp,Facundo Diaz Acosta,Santiago De la Fuente
2026-03-31T06:01:00Z,,20.00
2026-03-31T06:05:00Z,87.00,20.00
2026-03-31T06:56:00Z,87.00,12.00
2026-03-31T09:26:00Z,87.00,9.00
2026-03-31T11:28:00Z,92.51,9.00
2026-03-31T12:01:00Z,92.51,10.00
2026-03-31T12:43:00Z,92.51,10.00
2026-03-31T13:02:00Z,92.51,9.00
2026-03-31T13:13:00Z,90.00,9.00
2026-03-31T13:28:00Z,90.00,9.00
2026-03-31T13:29:00Z,90.00,9.95
2026-03-31T13:30:00Z,90.00,10.85
2026-03-31T13:31:00Z,90.00,11.00
2026-03-31T13:33:00Z,90.00,10.00
2026-03-31T13:36:00Z,91.00,10.00
2026-03-31T13:40:00Z,91.00,10.00
2026-03-31T13:50:00Z,91.00,11.00
2026-03-31T14:07:00Z,91.00,11.00
2026-03-31T14:09:00Z,91.00,11.00
2026-03-31T14:11:00Z,91.00,11.00
2026-03-31T14:24:00Z,91.00,11.00
2026-03-31T14:39:00Z,91.00,10.00
2026-03-31T14:44:00Z,91.00,9.00
2026-03-31T14:45:00Z,91.80,8.39
2026-03-31T15:08:00Z,91.80,10.00
2026-03-31T15:14:00Z,91.80,10.00
2026-03-31T15:18:00Z,91.80,10.00
2026-03-31T15:24:00Z,91.80,8.00
2026-03-31T15:36:00Z,92.00,8.00
2026-03-31T15:46:00Z,92.00,10.00
2026-03-31T15:48:00Z,92.00,10.00
2026-03-31T15:51:00Z,92.00,10.00
2026-03-31T15:53:00Z,92.00,10.00
2026-03-31T15:56:00Z,92.00,9.71
2026-03-31T16:01:00Z,92.00,10.00
2026-03-31T16:09:00Z,92.00,10.00
2026-03-31T16:25:00Z,92.00,10.00
2026-03-31T16:26:00Z,92.00,10.00
2026-03-31T16:29:00Z,92.00,10.00
2026-03-31T16:30:00Z,92.00,10.00
2026-03-31T16:47:00Z,92.00,10.00
2026-03-31T16:56:00Z,92.00,9.00
2026-03-31T16:57:00Z,92.00,9.00
2026-03-31T16:58:00Z,92.00,9.00
2026-03-31T16:59:00Z,92.00,9.00
2026-03-31T17:01:00Z,92.00,9.00
2026-03-31T17:02:00Z,92.00,9.00
2026-03-31T17:03:00Z,92.00,9.94
2026-03-31T17:04:00Z,92.00,10.00
2026-03-31T17:07:00Z,92.00,10.00
2026-03-31T17:11:00Z,92.00,10.00
2026-03-31T17:12:00Z,92.00,10.00
2026-03-31T17:13:00Z,92.00,9.00
2026-03-31T17:17:00Z,92.00,9.00
2026-03-31T17:21:00Z,92.00,10.00
2026-03-31T17:22:00Z,92.00,10.00
2026-03-31T17:28:00Z,92.00,10.00
2026-03-31T17:29:00Z,92.00,10.00
2026-03-31T17:37:00Z,92.00,10.00
2026-03-31T17:44:00Z,92.00,10.00
2026-03-31T17:46:00Z,92.86,9.08
2026-03-31T17:48:00Z,92.86,9.67
2026-03-31T17:49:00Z,92.86,9.58
2026-03-31T17:50:00Z,92.86,10.00
2026-03-31T17:51:00Z,89.03,12.17
2026-03-31T17:52:00Z,89.03,11.00
2026-03-31T17:53:00Z,89.03,10.90
2026-03-31T17:54:00Z,91.97,9.86
2026-03-31T17:55:00Z,94.00,7.61
2026-03-31T17:56:00Z,93.00,7.45
2026-03-31T17:57:00Z,94.00,6.86
2026-03-31T17:58:00Z,94.00,6.71
2026-03-31T17:59:00Z,94.00,6.02
2026-03-31T18:00:00Z,93.00,7.14
2026-03-31T18:01:00Z,93.00,6.60
2026-03-31T18:02:00Z,93.00,4.66
2026-03-31T18:03:00Z,96.00,4.00
2026-03-31T18:04:00Z,95.00,5.00
2026-03-31T18:05:00Z,94.00,6.21
2026-03-31T18:06:00Z,95.00,5.00
2026-03-31T18:07:00Z,92.12,8.15
2026-03-31T18:08:00Z,92.00,8.95
2026-03-31T18:09:00Z,91.89,9.00
2026-03-31T18:10:00Z,92.88,7.62
2026-03-31T18:11:00Z,90.00,10.17
2026-03-31T18:12:00Z,90.00,11.99
2026-03-31T18:13:00Z,89.00,11.70
2026-03-31T18:14:00Z,88.06,12.02
2026-03-31T18:15:00Z,88.98,11.32
2026-03-31T18:16:00Z,90.00,10.00
2026-03-31T18:17:00Z,90.00,10.00
2026-03-31T18:18:00Z,91.08,10.00
2026-03-31T18:19:00Z,91.08,10.00
2026-03-31T18:20:00Z,89.00,11.64
2026-03-31T18:21:00Z,89.00,12.77
2026-03-31T18:22:00Z,87.88,11.65
2026-03-31T18:23:00Z,87.88,11.00
2026-03-31T18:24:00Z,90.00,10.77
2026-03-31T18:25:00Z,90.00,10.98
2026-03-31T18:26:00Z,90.95,9.59
2026-03-31T18:27:00Z,92.84,7.45
2026-03-31T18:28:00Z,94.00,7.67
2026-03-31T18:29:00Z,95.00,5.83
2026-03-31T18:30:00Z,95.64,4.87
2026-03-31T18:31:00Z,96.90,4.40
2026-03-31T18:32:00Z,96.00,4.52
2026-03-31T18:33:00Z,96.00,4.00
2026-03-31T18:34:00Z,96.00,4.00
2026-03-31T18:35:00Z,97.00,4.00
2026-03-31T18:36:00Z,97.00,4.10
2026-03-31T18:37:00Z,97.00,5.00
2026-03-31T18:38:00Z,97.00,5.00
2026-03-31T18:39:00Z,96.00,5.00
2026-03-31T18:40:00Z,96.00,5.07
2026-03-31T18:41:00Z,95.00,5.54
2026-03-31T18:42:00Z,95.00,5.26
2026-03-31T18:43:00Z,95.85,6.00
2026-03-31T18:44:00Z,94.19,5.50
2026-03-31T18:45:00Z,94.22,5.70
2026-03-31T18:46:00Z,93.58,7.50
2026-03-31T18:47:00Z,94.92,5.64
2026-03-31T18:48:00Z,95.00,5.47
2026-03-31T18:49:00Z,95.02,5.77
2026-03-31T18:50:00Z,94.00,6.06
2026-03-31T18:51:00Z,93.46,7.85
2026-03-31T18:52:00Z,95.29,4.56
2026-03-31T18:53:00Z,95.02,4.83
2026-03-31T18:54:00Z,97.00,2.78
2026-03-31T18:55:00Z,98.00,2.13
2026-03-31T18:56:00Z,97.00,3.01
2026-03-31T18:57:00Z,97.00,3.15
2026-03-31T18:58:00Z,98.13,3.00
2026-03-31T18:59:00Z,98.00,1.83
2026-03-31T19:00:00Z,99.00,1.95
2026-03-31T19:01:00Z,98.00,2.21
2026-03-31T19:02:00Z,98.00,2.86
2026-03-31T19:03:00Z,98.00,2.74
2026-03-31T19:04:00Z,97.00,3.01
2026-03-31T19:05:00Z,97.00,3.04
2026-03-31T19:06:00Z,98.00,2.03
2026-03-31T19:07:00Z,99.00,1.87
2026-03-31T19:08:00Z,99.00,1.53
2026-03-31T19:09:00Z,97.71,2.63
2026-03-31T19:10:00Z,98.06,1.75
