# event_ticker=KXATPCHALLENGERMATCH-26APR20BROZHU
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Liam Broady
# fav_player=Beibit Zhukayev
# dog_player=Liam Broady
# kalshi_date=2026-04-20
timestamp,Liam Broady,Beibit Zhukayev
2026-04-20T16:55:00Z,66.00,
2026-04-20T17:10:00Z,66.00,
2026-04-20T17:19:00Z,64.00,
2026-04-20T18:08:00Z,66.00,
2026-04-20T18:36:00Z,66.00,36.00
2026-04-20T18:53:00Z,66.00,36.00
2026-04-20T18:58:00Z,66.00,36.00
2026-04-20T19:11:00Z,65.00,36.00
2026-04-20T19:39:00Z,65.32,36.00
2026-04-20T19:50:00Z,65.16,36.00
2026-04-20T19:56:00Z,64.07,36.00
2026-04-20T20:02:00Z,64.00,36.00
2026-04-20T20:13:00Z,64.00,36.00
2026-04-20T20:15:00Z,64.00,36.00
2026-04-20T20:16:00Z,64.00,37.00
2026-04-20T20:17:00Z,64.00,37.00
2026-04-20T20:22:00Z,64.00,37.00
2026-04-20T20:29:00Z,64.00,37.00
2026-04-20T20:42:00Z,64.00,37.00
2026-04-20T20:59:00Z,64.87,37.00
2026-04-20T21:22:00Z,64.00,37.00
2026-04-20T21:32:00Z,64.00,37.00
2026-04-20T21:43:00Z,64.00,37.00
2026-04-20T21:49:00Z,64.00,36.00
2026-04-20T21:52:00Z,64.00,35.00
2026-04-20T21:53:00Z,64.00,36.00
2026-04-20T22:12:00Z,64.00,36.00
2026-04-20T22:19:00Z,64.00,36.00
2026-04-20T22:27:00Z,64.00,36.00
2026-04-20T22:30:00Z,65.00,36.00
2026-04-20T23:01:00Z,65.00,35.00
2026-04-20T23:09:00Z,65.00,35.00
2026-04-20T23:21:00Z,65.10,35.00
2026-04-20T23:22:00Z,68.00,35.00
2026-04-20T23:27:00Z,67.00,35.00
2026-04-20T23:38:00Z,67.00,35.00
2026-04-20T23:59:00Z,67.00,35.00
2026-04-21T00:21:00Z,68.00,35.00
2026-04-21T00:43:00Z,68.00,35.00
2026-04-21T00:46:00Z,68.00,35.00
2026-04-21T00:49:00Z,68.00,35.00
2026-04-21T00:56:00Z,68.00,34.00
2026-04-21T00:57:00Z,68.00,34.00
2026-04-21T01:01:00Z,68.00,34.00
2026-04-21T01:09:00Z,67.00,34.00
2026-04-21T01:11:00Z,67.00,34.00
2026-04-21T01:14:00Z,67.90,34.00
2026-04-21T01:25:00Z,67.00,34.00
2026-04-21T01:28:00Z,67.00,34.00
2026-04-21T01:33:00Z,67.00,34.00
2026-04-21T01:34:00Z,67.00,34.00
2026-04-21T01:41:00Z,67.00,32.40
2026-04-21T01:42:00Z,67.00,32.40
2026-04-21T01:43:00Z,67.74,32.40
2026-04-21T01:45:00Z,68.00,32.40
2026-04-21T01:48:00Z,67.67,32.40
2026-04-21T01:53:00Z,68.00,32.40
2026-04-21T01:58:00Z,68.00,34.00
2026-04-21T02:00:00Z,68.00,34.00
2026-04-21T02:07:00Z,68.00,32.00
2026-04-21T02:08:00Z,68.00,32.00
2026-04-21T02:11:00Z,68.00,34.00
2026-04-21T02:14:00Z,68.00,34.00
2026-04-21T02:18:00Z,68.00,34.00
2026-04-21T02:22:00Z,68.00,34.00
2026-04-21T02:27:00Z,68.00,34.93
2026-04-21T02:37:00Z,68.00,35.00
2026-04-21T02:40:00Z,68.00,35.00
2026-04-21T02:42:00Z,68.00,35.00
2026-04-21T02:54:00Z,68.00,35.00
2026-04-21T03:01:00Z,68.00,35.00
2026-04-21T03:05:00Z,68.00,34.00
2026-04-21T03:07:00Z,68.00,34.00
2026-04-21T03:09:00Z,68.00,32.00
2026-04-21T03:16:00Z,68.00,32.00
2026-04-21T03:20:00Z,68.00,32.00
2026-04-21T03:24:00Z,68.00,32.00
2026-04-21T03:25:00Z,68.00,32.00
2026-04-21T03:26:00Z,68.00,32.00
2026-04-21T03:29:00Z,68.00,32.00
2026-04-21T03:31:00Z,68.00,32.00
2026-04-21T03:32:00Z,68.00,32.00
2026-04-21T03:33:00Z,68.00,32.00
2026-04-21T03:36:00Z,68.00,32.00
2026-04-21T03:38:00Z,67.92,32.00
2026-04-21T03:39:00Z,67.00,32.00
2026-04-21T03:43:00Z,69.61,32.00
2026-04-21T03:49:00Z,69.00,32.00
2026-04-21T03:50:00Z,68.14,32.00
2026-04-21T03:51:00Z,69.00,32.00
2026-04-21T03:57:00Z,69.88,32.00
2026-04-21T03:58:00Z,69.00,32.00
2026-04-21T03:59:00Z,69.00,32.00
