# event_ticker=KXATPCHALLENGERMATCH-26APR20BROZHU
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Liam Broady
# fav_player=Beibit Zhukayev
# dog_player=Liam Broady
# kalshi_date=2026-04-20
timestamp,Liam Broady,Beibit Zhukayev
2026-04-21T04:00:00Z,69.00,32.00
2026-04-21T04:04:00Z,69.00,32.56
2026-04-21T04:05:00Z,69.00,32.88
2026-04-21T04:07:00Z,69.00,32.88
2026-04-21T04:08:00Z,69.00,32.88
2026-04-21T04:09:00Z,69.00,33.00
2026-04-21T04:10:00Z,68.00,33.72
2026-04-21T04:11:00Z,69.00,33.00
2026-04-21T04:12:00Z,69.00,33.00
2026-04-21T04:14:00Z,69.00,33.00
2026-04-21T04:15:00Z,69.00,33.00
2026-04-21T04:17:00Z,69.08,33.00
2026-04-21T04:18:00Z,69.00,33.00
2026-04-21T04:19:00Z,69.00,33.00
2026-04-21T04:20:00Z,69.00,32.00
2026-04-21T04:21:00Z,70.00,31.00
2026-04-21T04:22:00Z,68.75,32.70
2026-04-21T04:23:00Z,69.00,32.15
2026-04-21T04:24:00Z,69.00,32.00
2026-04-21T04:25:00Z,69.00,32.00
2026-04-21T04:26:00Z,69.00,33.00
2026-04-21T04:27:00Z,66.03,37.34
2026-04-21T04:30:00Z,67.37,37.34
2026-04-21T04:31:00Z,67.37,35.21
2026-04-21T04:33:00Z,66.00,35.00
2026-04-21T04:34:00Z,68.92,34.00
2026-04-21T04:35:00Z,68.93,36.78
2026-04-21T04:36:00Z,68.38,28.91
2026-04-21T04:37:00Z,68.96,28.91
2026-04-21T04:38:00Z,69.02,31.25
2026-04-21T04:39:00Z,69.00,32.65
2026-04-21T04:40:00Z,69.00,32.37
2026-04-21T04:41:00Z,70.00,30.00
2026-04-21T04:42:00Z,73.22,27.59
2026-04-21T04:43:00Z,74.44,27.50
2026-04-21T04:44:00Z,71.20,25.71
2026-04-21T04:45:00Z,69.05,32.00
2026-04-21T04:46:00Z,70.64,29.90
2026-04-21T04:47:00Z,71.55,29.00
2026-04-21T04:48:00Z,72.00,29.00
2026-04-21T04:49:00Z,71.88,29.41
2026-04-21T04:50:00Z,75.76,24.74
2026-04-21T04:51:00Z,81.97,18.93
2026-04-21T04:52:00Z,84.60,13.83
2026-04-21T04:53:00Z,86.14,13.46
2026-04-21T04:54:00Z,87.51,12.74
2026-04-21T04:55:00Z,88.00,12.00
2026-04-21T04:56:00Z,89.00,12.00
2026-04-21T04:57:00Z,89.16,11.00
2026-04-21T04:58:00Z,90.32,10.00
2026-04-21T04:59:00Z,91.00,9.06
2026-04-21T05:00:00Z,90.01,11.00
2026-04-21T05:01:00Z,91.01,8.62
2026-04-21T05:02:00Z,90.28,8.47
2026-04-21T05:03:00Z,89.10,9.00
2026-04-21T05:04:00Z,92.90,8.06
2026-04-21T05:05:00Z,93.30,7.00
2026-04-21T05:06:00Z,93.03,7.00
2026-04-21T05:07:00Z,94.83,6.04
2026-04-21T05:08:00Z,95.89,4.41
2026-04-21T05:09:00Z,96.62,4.27
2026-04-21T05:10:00Z,95.14,5.80
2026-04-21T05:11:00Z,92.16,7.00
2026-04-21T05:12:00Z,91.22,7.71
2026-04-21T05:13:00Z,91.93,7.00
2026-04-21T05:14:00Z,93.96,7.00
2026-04-21T05:15:00Z,92.03,6.90
2026-04-21T05:16:00Z,93.28,7.00
2026-04-21T05:17:00Z,94.50,6.15
2026-04-21T05:18:00Z,98.23,2.13
2026-04-21T05:19:00Z,97.94,2.73
2026-04-21T05:20:00Z,99.00,1.92
2026-04-21T05:21:00Z,98.38,2.00
2026-04-21T05:22:00Z,98.03,2.00
2026-04-21T05:23:00Z,98.96,1.82
2026-04-21T05:24:00Z,98.00,1.82
2026-04-21T05:25:00Z,99.00,2.00
2026-04-21T05:26:00Z,99.00,1.55
2026-04-21T05:27:00Z,99.00,1.33
2026-04-21T05:28:00Z,99.00,1.00
2026-04-21T05:29:00Z,99.00,1.00
2026-04-21T05:30:00Z,99.00,1.00
2026-04-21T05:31:00Z,99.00,1.00
2026-04-21T05:33:00Z,99.00,1.00
