# event_ticker=KXATPCHALLENGERMATCH-26MAR28POLCOP
# final_score=3-6 6-4 6-4
# score_resolution=6-3 4-6 4-6
# match_winner=Mili Poljicak
# fav_player=Kimmer Coppejans
# dog_player=Mili Poljicak
# kalshi_date=2026-03-28
timestamp,Kimmer Coppejans,Mili Poljicak
2026-03-28T00:35:00Z,59.00,
2026-03-28T01:11:00Z,59.00,42.00
2026-03-28T01:31:00Z,59.00,42.00
2026-03-28T01:51:00Z,59.00,42.00
2026-03-28T02:03:00Z,59.00,42.00
2026-03-28T02:31:00Z,58.00,42.00
2026-03-28T03:05:00Z,60.00,42.00
2026-03-28T03:08:00Z,60.00,42.00
2026-03-28T03:15:00Z,60.00,42.00
2026-03-28T03:36:00Z,59.00,42.00
2026-03-28T03:50:00Z,59.00,42.00
2026-03-28T03:57:00Z,59.00,42.00
2026-03-28T04:00:00Z,59.00,42.00
2026-03-28T04:01:00Z,58.50,42.00
2026-03-28T04:54:00Z,59.00,42.00
2026-03-28T05:01:00Z,59.00,42.00
2026-03-28T05:14:00Z,59.00,42.00
2026-03-28T05:16:00Z,59.00,42.00
2026-03-28T05:17:00Z,59.00,42.00
2026-03-28T05:23:00Z,59.00,42.00
2026-03-28T05:27:00Z,59.00,42.00
2026-03-28T05:29:00Z,58.00,42.00
2026-03-28T05:31:00Z,59.00,42.00
2026-03-28T05:39:00Z,59.00,42.00
2026-03-28T05:42:00Z,59.00,42.00
2026-03-28T05:44:00Z,59.00,42.91
2026-03-28T05:45:00Z,58.00,42.91
2026-03-28T05:51:00Z,59.00,42.91
2026-03-28T05:53:00Z,59.00,42.91
2026-03-28T05:55:00Z,59.56,42.91
2026-03-28T05:56:00Z,61.00,42.91
2026-03-28T06:02:00Z,61.00,42.91
2026-03-28T06:07:00Z,61.00,42.91
2026-03-28T06:14:00Z,61.00,42.00
2026-03-28T06:20:00Z,61.00,42.00
2026-03-28T06:27:00Z,61.00,42.00
2026-03-28T06:32:00Z,60.00,42.00
2026-03-28T06:35:00Z,60.00,42.00
2026-03-28T06:39:00Z,60.00,42.00
2026-03-28T06:41:00Z,60.00,42.00
2026-03-28T06:43:00Z,58.62,42.00
2026-03-28T06:44:00Z,59.00,42.00
2026-03-28T06:45:00Z,59.00,42.76
2026-03-28T06:52:00Z,59.00,43.00
2026-03-28T06:55:00Z,58.00,43.00
2026-03-28T06:58:00Z,58.00,44.00
2026-03-28T07:00:00Z,58.44,44.00
2026-03-28T07:04:00Z,59.00,44.00
2026-03-28T07:06:00Z,59.00,44.00
2026-03-28T07:09:00Z,59.00,44.00
2026-03-28T07:13:00Z,59.00,44.00
2026-03-28T07:15:00Z,59.00,44.00
2026-03-28T07:19:00Z,59.00,44.00
2026-03-28T07:23:00Z,58.00,42.00
2026-03-28T07:25:00Z,59.00,42.00
2026-03-28T07:26:00Z,58.00,42.00
2026-03-28T07:27:00Z,57.00,42.00
2026-03-28T07:28:00Z,57.00,42.00
2026-03-28T07:31:00Z,57.00,42.00
2026-03-28T07:34:00Z,57.00,42.00
2026-03-28T07:38:00Z,57.00,42.00
2026-03-28T07:40:00Z,57.00,42.00
2026-03-28T07:53:00Z,57.00,42.00
2026-03-28T07:55:00Z,57.00,42.00
2026-03-28T07:56:00Z,57.00,42.00
2026-03-28T07:57:00Z,57.00,44.00
2026-03-28T08:17:00Z,57.00,44.00
2026-03-28T08:25:00Z,57.00,44.00
2026-03-28T08:28:00Z,57.37,44.00
2026-03-28T08:30:00Z,57.37,44.00
2026-03-28T08:31:00Z,57.37,44.00
2026-03-28T08:41:00Z,57.37,44.00
2026-03-28T08:44:00Z,57.00,44.00
2026-03-28T08:47:00Z,57.00,44.00
2026-03-28T08:48:00Z,57.00,44.00
