# event_ticker=KXATPMATCH-26MAR29VALSVA
# final_score=6-1 6-4
# match_winner=Adolfo Daniel Vallejo
# fav_player=Adolfo Daniel Vallejo
# dog_player=Zachary Svajda
# kalshi_date=2026-03-29
timestamp,Adolfo Daniel Vallejo,Zachary Svajda
2026-03-30T07:33:00Z,59.00,
2026-03-30T07:54:00Z,59.00,43.00
2026-03-30T07:55:00Z,59.00,42.00
2026-03-30T08:13:00Z,59.00,43.00
2026-03-30T08:37:00Z,59.00,43.00
2026-03-30T08:43:00Z,59.00,43.00
2026-03-30T08:58:00Z,59.00,43.00
2026-03-30T09:12:00Z,59.00,43.00
2026-03-30T09:20:00Z,59.00,43.00
2026-03-30T09:36:00Z,59.00,43.00
2026-03-30T10:05:00Z,59.00,43.00
2026-03-30T10:17:00Z,59.00,43.00
2026-03-30T10:23:00Z,59.00,43.00
2026-03-30T10:28:00Z,59.00,43.00
2026-03-30T10:29:00Z,59.00,43.00
2026-03-30T10:49:00Z,59.00,43.00
2026-03-30T10:52:00Z,59.00,43.00
2026-03-30T10:54:00Z,59.00,43.00
2026-03-30T11:10:00Z,59.00,43.00
2026-03-30T11:11:00Z,59.00,42.00
2026-03-30T11:12:00Z,59.00,42.00
2026-03-30T11:18:00Z,59.00,42.00
2026-03-30T11:22:00Z,59.00,42.00
2026-03-30T11:30:00Z,59.00,42.00
2026-03-30T11:32:00Z,60.00,42.00
2026-03-30T11:38:00Z,59.00,42.00
2026-03-30T11:44:00Z,59.00,42.00
2026-03-30T11:48:00Z,59.00,42.00
2026-03-30T11:52:00Z,60.00,42.00
2026-03-30T12:01:00Z,60.00,42.00
2026-03-30T12:04:00Z,58.95,42.00
2026-03-30T12:18:00Z,59.00,42.00
2026-03-30T12:25:00Z,59.00,42.00
2026-03-30T12:27:00Z,59.00,42.00
2026-03-30T12:35:00Z,60.00,42.00
2026-03-30T12:47:00Z,60.00,42.00
2026-03-30T12:49:00Z,60.00,42.00
2026-03-30T12:56:00Z,60.00,42.00
2026-03-30T13:00:00Z,60.00,42.00
2026-03-30T13:04:00Z,60.00,42.00
2026-03-30T13:07:00Z,60.00,42.00
2026-03-30T13:09:00Z,59.02,42.00
2026-03-30T13:11:00Z,60.00,42.00
2026-03-30T13:15:00Z,60.00,42.00
2026-03-30T13:28:00Z,60.00,43.00
2026-03-30T13:29:00Z,60.00,43.00
2026-03-30T13:42:00Z,60.00,43.00
2026-03-30T13:43:00Z,60.00,43.00
2026-03-30T13:50:00Z,60.00,43.00
2026-03-30T13:59:00Z,60.00,43.00
2026-03-30T14:01:00Z,60.00,43.00
2026-03-30T14:02:00Z,59.00,43.00
2026-03-30T14:03:00Z,59.00,43.00
2026-03-30T14:15:00Z,60.00,43.00
2026-03-30T14:16:00Z,60.00,43.00
2026-03-30T14:17:00Z,60.00,43.00
2026-03-30T14:19:00Z,60.00,43.00
2026-03-30T14:21:00Z,60.00,43.00
2026-03-30T14:25:00Z,60.00,40.00
2026-03-30T14:27:00Z,60.00,41.00
2026-03-30T14:28:00Z,60.00,41.00
2026-03-30T14:29:00Z,60.00,41.00
2026-03-30T14:33:00Z,60.00,41.00
2026-03-30T14:36:00Z,60.00,41.00
2026-03-30T14:47:00Z,60.00,41.00
2026-03-30T14:50:00Z,59.00,41.00
2026-03-30T14:52:00Z,60.00,41.00
2026-03-30T14:53:00Z,60.00,41.00
2026-03-30T14:59:00Z,60.00,41.00
2026-03-30T15:01:00Z,59.41,41.00
