# event_ticker=KXATPCHALLENGERMATCH-26MAR25HARCEC
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Marco Cecchinato
# fav_player=Lloyd Harris
# dog_player=Marco Cecchinato
# kalshi_date=2026-03-25
timestamp,Lloyd Harris,Marco Cecchinato
2026-03-24T23:16:00Z,,50.00
2026-03-24T23:26:00Z,52.00,50.00
2026-03-24T23:30:00Z,50.00,50.00
2026-03-25T02:26:00Z,50.00,50.00
2026-03-25T02:31:00Z,52.00,50.00
2026-03-25T02:54:00Z,52.00,50.00
2026-03-25T02:58:00Z,52.00,50.00
2026-03-25T03:41:00Z,52.00,50.00
2026-03-25T03:42:00Z,52.00,50.00
2026-03-25T03:57:00Z,51.00,50.00
2026-03-25T04:34:00Z,51.00,50.00
2026-03-25T04:39:00Z,51.00,50.00
2026-03-25T04:40:00Z,51.00,50.00
2026-03-25T04:55:00Z,51.38,50.00
2026-03-25T05:05:00Z,51.38,49.00
2026-03-25T05:28:00Z,51.00,49.00
2026-03-25T05:30:00Z,51.00,49.00
2026-03-25T05:35:00Z,51.00,49.00
2026-03-25T05:45:00Z,52.00,49.00
2026-03-25T05:46:00Z,52.00,49.00
2026-03-25T05:48:00Z,51.00,49.00
2026-03-25T05:49:00Z,51.00,50.00
2026-03-25T05:51:00Z,51.00,50.00
2026-03-25T05:55:00Z,51.00,50.85
2026-03-25T05:56:00Z,51.00,50.00
2026-03-25T05:58:00Z,51.00,50.00
2026-03-25T05:59:00Z,52.00,50.00
2026-03-25T06:03:00Z,52.00,50.04
2026-03-25T06:06:00Z,52.00,51.47
2026-03-25T06:08:00Z,52.00,52.00
2026-03-25T06:11:00Z,50.00,52.00
2026-03-25T06:13:00Z,50.00,52.00
2026-03-25T06:15:00Z,50.00,52.00
2026-03-25T06:16:00Z,50.00,52.00
2026-03-25T06:17:00Z,50.00,52.00
2026-03-25T06:20:00Z,50.00,52.00
2026-03-25T06:21:00Z,50.00,52.00
2026-03-25T06:23:00Z,50.41,52.00
2026-03-25T06:24:00Z,52.00,51.00
2026-03-25T06:26:00Z,51.00,51.00
2026-03-25T06:32:00Z,51.00,50.00
2026-03-25T06:34:00Z,51.00,50.00
2026-03-25T06:35:00Z,51.00,50.00
2026-03-25T06:39:00Z,51.00,50.00
2026-03-25T06:40:00Z,51.00,50.00
2026-03-25T06:41:00Z,51.00,50.00
2026-03-25T06:43:00Z,51.00,50.00
2026-03-25T06:46:00Z,51.00,50.00
2026-03-25T06:49:00Z,50.00,50.00
2026-03-25T06:50:00Z,50.00,50.00
2026-03-25T06:52:00Z,50.00,50.00
2026-03-25T06:53:00Z,50.00,52.04
2026-03-25T06:54:00Z,50.00,54.00
2026-03-25T06:59:00Z,48.00,54.00
2026-03-25T07:02:00Z,48.00,54.00
2026-03-25T07:13:00Z,48.00,54.00
2026-03-25T07:14:00Z,48.00,54.00
2026-03-25T07:18:00Z,47.00,54.00
2026-03-25T07:24:00Z,47.00,53.00
2026-03-25T07:33:00Z,48.00,53.00
2026-03-25T07:37:00Z,48.00,53.00
2026-03-25T07:45:00Z,48.00,53.00
2026-03-25T07:47:00Z,48.00,52.17
2026-03-25T07:49:00Z,48.00,52.17
2026-03-25T07:51:00Z,48.00,52.17
2026-03-25T07:52:00Z,48.00,52.17
2026-03-25T07:53:00Z,48.00,51.00
2026-03-25T08:17:00Z,48.00,53.00
2026-03-25T08:19:00Z,48.00,53.00
2026-03-25T08:20:00Z,48.00,53.00
2026-03-25T08:25:00Z,48.00,53.00
2026-03-25T08:28:00Z,48.00,53.00
2026-03-25T08:35:00Z,48.00,53.00
2026-03-25T08:36:00Z,48.00,54.00
2026-03-25T08:47:00Z,48.00,55.00
2026-03-25T08:50:00Z,48.00,55.00
2026-03-25T08:53:00Z,48.00,55.00
2026-03-25T08:54:00Z,48.00,55.00
2026-03-25T08:56:00Z,48.00,55.00
2026-03-25T08:57:00Z,48.00,55.00
2026-03-25T08:58:00Z,48.00,55.00
2026-03-25T09:00:00Z,48.00,55.00
2026-03-25T09:02:00Z,47.00,55.00
2026-03-25T09:07:00Z,47.00,55.00
2026-03-25T09:09:00Z,47.00,55.00
2026-03-25T09:11:00Z,47.00,55.00
2026-03-25T09:17:00Z,47.00,55.00
2026-03-25T09:20:00Z,47.00,55.00
2026-03-25T09:21:00Z,47.00,55.00
2026-03-25T09:22:00Z,47.87,55.00
2026-03-25T09:23:00Z,48.00,55.00
2026-03-25T09:32:00Z,48.61,55.00
2026-03-25T09:36:00Z,50.00,55.00
2026-03-25T09:37:00Z,49.16,53.00
2026-03-25T09:39:00Z,44.72,53.00
2026-03-25T09:40:00Z,48.00,53.00
2026-03-25T09:41:00Z,46.00,53.00
2026-03-25T09:42:00Z,46.00,53.00
2026-03-25T09:43:00Z,46.00,54.00
2026-03-25T09:45:00Z,46.00,54.00
2026-03-25T09:46:00Z,46.00,54.00
2026-03-25T09:47:00Z,46.00,54.00
2026-03-25T09:49:00Z,46.00,54.00
2026-03-25T09:54:00Z,46.00,55.00
2026-03-25T09:56:00Z,46.00,54.00
2026-03-25T09:57:00Z,46.00,54.00
2026-03-25T09:58:00Z,46.00,54.00
2026-03-25T10:00:00Z,46.00,54.00
2026-03-25T10:01:00Z,47.00,54.00
2026-03-25T10:02:00Z,47.00,54.00
2026-03-25T10:03:00Z,47.00,54.00
2026-03-25T10:04:00Z,47.00,55.08
2026-03-25T10:06:00Z,47.02,56.00
2026-03-25T10:07:00Z,47.00,56.00
2026-03-25T10:08:00Z,47.00,56.00
2026-03-25T10:09:00Z,47.00,56.00
2026-03-25T10:10:00Z,44.92,56.65
2026-03-25T10:11:00Z,47.00,55.59
2026-03-25T10:12:00Z,51.08,50.78
2026-03-25T10:13:00Z,46.07,55.39
2026-03-25T10:14:00Z,44.98,56.48
2026-03-25T10:15:00Z,40.06,59.89
2026-03-25T10:16:00Z,44.25,57.89
2026-03-25T10:17:00Z,47.75,53.35
2026-03-25T10:18:00Z,45.00,55.00
2026-03-25T10:19:00Z,43.12,56.10
2026-03-25T10:20:00Z,43.00,59.00
2026-03-25T10:21:00Z,38.68,59.39
2026-03-25T10:22:00Z,43.52,60.26
2026-03-25T10:23:00Z,44.98,57.70
2026-03-25T10:24:00Z,42.07,61.31
2026-03-25T10:25:00Z,27.49,72.06
2026-03-25T10:26:00Z,27.89,73.60
2026-03-25T10:27:00Z,36.71,69.76
2026-03-25T10:28:00Z,39.16,64.00
2026-03-25T10:29:00Z,35.51,65.09
2026-03-25T10:30:00Z,25.00,73.70
2026-03-25T10:31:00Z,28.83,73.50
2026-03-25T10:32:00Z,30.36,70.61
2026-03-25T10:33:00Z,28.00,72.00
2026-03-25T10:34:00Z,29.48,71.06
2026-03-25T10:35:00Z,29.90,71.57
2026-03-25T10:36:00Z,27.00,73.24
2026-03-25T10:37:00Z,27.09,74.00
2026-03-25T10:38:00Z,30.19,73.95
2026-03-25T10:39:00Z,29.00,72.43
2026-03-25T10:40:00Z,28.97,73.01
2026-03-25T10:41:00Z,26.00,74.35
2026-03-25T10:42:00Z,25.24,73.76
2026-03-25T10:43:00Z,27.93,74.44
2026-03-25T10:44:00Z,24.62,76.00
2026-03-25T10:45:00Z,25.00,76.00
2026-03-25T10:46:00Z,25.00,74.00
2026-03-25T10:47:00Z,25.20,76.00
2026-03-25T10:48:00Z,25.20,77.00
2026-03-25T10:49:00Z,20.90,80.96
2026-03-25T10:50:00Z,19.00,81.61
2026-03-25T10:51:00Z,19.00,82.99
2026-03-25T10:52:00Z,19.00,82.23
2026-03-25T10:53:00Z,18.86,81.23
2026-03-25T10:54:00Z,15.19,85.73
2026-03-25T10:55:00Z,14.00,86.25
2026-03-25T10:56:00Z,11.29,88.00
2026-03-25T10:57:00Z,11.81,88.63
2026-03-25T10:58:00Z,14.01,86.59
2026-03-25T10:59:00Z,14.58,86.54
2026-03-25T11:00:00Z,13.31,86.54
2026-03-25T11:01:00Z,12.35,89.42
2026-03-25T11:02:00Z,16.00,83.00
2026-03-25T11:03:00Z,18.47,85.75
2026-03-25T11:04:00Z,14.00,87.00
2026-03-25T11:05:00Z,16.85,83.77
2026-03-25T11:06:00Z,15.00,83.77
