# event_ticker=KXATPCHALLENGERMATCH-26MAR25HARCEC
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Marco Cecchinato
# fav_player=Lloyd Harris
# dog_player=Marco Cecchinato
# kalshi_date=2026-03-25
timestamp,Lloyd Harris,Marco Cecchinato
2026-03-25T11:07:00Z,14.50,86.33
2026-03-25T11:08:00Z,9.11,92.00
2026-03-25T11:09:00Z,9.33,93.28
2026-03-25T11:10:00Z,4.76,95.84
2026-03-25T11:11:00Z,6.89,92.83
2026-03-25T11:12:00Z,3.59,96.54
2026-03-25T11:13:00Z,3.00,98.00
2026-03-25T11:14:00Z,2.01,97.53
2026-03-25T11:15:00Z,2.78,97.51
2026-03-25T11:16:00Z,3.00,97.59
2026-03-25T11:17:00Z,4.35,96.73
2026-03-25T11:18:00Z,2.00,97.95
2026-03-25T11:19:00Z,1.14,99.00
2026-03-25T11:20:00Z,1.00,99.00
2026-03-25T11:21:00Z,1.00,99.00
2026-03-25T11:22:00Z,1.00,99.00
2026-03-25T11:23:00Z,1.00,99.00
2026-03-25T11:24:00Z,1.00,99.00
2026-03-25T11:25:00Z,1.00,99.00
2026-03-25T11:26:00Z,1.00,99.00
