# event_ticker=KXATPMATCH-26APR17FILMUS
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Arthur Fils
# fav_player=Lorenzo Musetti
# dog_player=Arthur Fils
# kalshi_date=2026-04-17
timestamp,Lorenzo Musetti,Arthur Fils
2026-04-17T02:28:00Z,52.00,
2026-04-17T02:29:00Z,52.00,
2026-04-17T02:32:00Z,52.00,
2026-04-17T02:36:00Z,52.00,50.00
2026-04-17T02:39:00Z,52.00,50.00
2026-04-17T02:42:00Z,52.00,50.00
2026-04-17T02:43:00Z,52.00,50.00
2026-04-17T02:44:00Z,52.00,50.00
2026-04-17T02:46:00Z,52.00,50.00
2026-04-17T02:49:00Z,52.00,50.00
2026-04-17T02:51:00Z,52.00,50.00
2026-04-17T02:52:00Z,52.00,50.00
2026-04-17T02:55:00Z,52.00,50.00
2026-04-17T02:57:00Z,52.00,50.00
2026-04-17T03:08:00Z,52.00,50.00
2026-04-17T03:09:00Z,52.00,50.00
2026-04-17T03:15:00Z,52.00,50.00
2026-04-17T03:20:00Z,52.00,50.00
2026-04-17T03:22:00Z,52.00,50.00
2026-04-17T03:25:00Z,52.00,50.00
2026-04-17T03:30:00Z,51.90,50.00
2026-04-17T03:33:00Z,51.90,50.00
2026-04-17T03:43:00Z,52.00,50.00
2026-04-17T03:46:00Z,52.00,50.00
2026-04-17T03:47:00Z,52.00,50.00
2026-04-17T03:48:00Z,52.00,50.00
2026-04-17T03:51:00Z,52.00,50.00
2026-04-17T03:52:00Z,52.00,50.00
2026-04-17T03:53:00Z,52.00,50.00
2026-04-17T03:54:00Z,52.00,50.00
2026-04-17T03:56:00Z,52.00,50.00
2026-04-17T04:03:00Z,52.00,49.00
2026-04-17T04:05:00Z,52.00,49.00
2026-04-17T04:07:00Z,52.00,50.00
2026-04-17T04:10:00Z,52.00,50.00
2026-04-17T04:11:00Z,52.00,49.00
2026-04-17T04:12:00Z,52.00,49.00
2026-04-17T04:13:00Z,52.00,49.00
2026-04-17T04:14:00Z,52.00,49.00
2026-04-17T04:17:00Z,52.00,49.00
2026-04-17T04:18:00Z,52.00,49.00
2026-04-17T04:21:00Z,52.00,49.00
2026-04-17T04:24:00Z,52.00,49.00
2026-04-17T04:26:00Z,52.00,49.00
2026-04-17T04:28:00Z,52.00,49.00
2026-04-17T04:29:00Z,52.00,48.00
2026-04-17T04:33:00Z,52.00,49.00
2026-04-17T04:37:00Z,52.00,49.00
2026-04-17T04:39:00Z,52.00,49.00
2026-04-17T04:40:00Z,52.00,49.00
2026-04-17T04:41:00Z,52.00,49.00
2026-04-17T04:42:00Z,52.00,49.00
2026-04-17T04:44:00Z,52.00,49.00
2026-04-17T04:46:00Z,52.00,49.00
2026-04-17T04:47:00Z,52.00,49.00
2026-04-17T04:48:00Z,52.00,49.00
2026-04-17T04:49:00Z,51.00,49.00
2026-04-17T04:50:00Z,51.00,49.00
2026-04-17T04:51:00Z,51.00,49.00
2026-04-17T04:53:00Z,52.00,49.00
2026-04-17T04:54:00Z,52.00,49.00
2026-04-17T04:55:00Z,52.00,49.00
2026-04-17T04:57:00Z,52.00,49.00
2026-04-17T04:58:00Z,52.00,49.00
2026-04-17T05:00:00Z,52.00,49.00
2026-04-17T05:02:00Z,52.00,49.00
2026-04-17T05:03:00Z,52.00,49.00
2026-04-17T05:09:00Z,52.00,49.00
2026-04-17T05:10:00Z,52.00,49.00
2026-04-17T05:12:00Z,52.00,49.00
2026-04-17T05:13:00Z,52.00,49.00
2026-04-17T05:14:00Z,52.00,49.00
2026-04-17T05:15:00Z,52.00,49.00
2026-04-17T05:16:00Z,52.04,49.00
2026-04-17T05:18:00Z,53.00,49.00
2026-04-17T05:19:00Z,53.00,49.00
2026-04-17T05:20:00Z,53.00,49.00
2026-04-17T05:21:00Z,51.00,49.00
2026-04-17T05:22:00Z,51.00,49.00
2026-04-17T05:23:00Z,51.00,49.00
2026-04-17T05:27:00Z,51.00,49.00
2026-04-17T05:29:00Z,51.00,49.00
2026-04-17T05:30:00Z,53.00,49.00
2026-04-17T05:31:00Z,53.00,49.00
2026-04-17T05:32:00Z,53.00,49.00
2026-04-17T05:34:00Z,53.00,49.00
2026-04-17T05:35:00Z,53.00,49.00
2026-04-17T05:36:00Z,53.00,49.00
2026-04-17T05:37:00Z,53.00,49.82
2026-04-17T05:38:00Z,53.00,47.83
2026-04-17T05:39:00Z,53.00,49.83
2026-04-17T05:40:00Z,53.00,49.74
2026-04-17T05:41:00Z,53.00,49.74
2026-04-17T05:46:00Z,53.00,49.00
2026-04-17T05:50:00Z,52.00,49.00
2026-04-17T05:51:00Z,52.00,49.00
2026-04-17T05:52:00Z,52.01,49.00
2026-04-17T05:53:00Z,53.00,49.00
2026-04-17T05:54:00Z,53.00,49.00
2026-04-17T05:55:00Z,53.00,48.76
2026-04-17T05:58:00Z,53.00,48.76
2026-04-17T06:00:00Z,53.00,48.76
2026-04-17T06:01:00Z,53.00,48.76
2026-04-17T06:03:00Z,53.00,48.76
2026-04-17T06:05:00Z,51.42,48.76
2026-04-17T06:06:00Z,51.00,48.76
2026-04-17T06:11:00Z,53.00,48.76
2026-04-17T06:13:00Z,53.00,48.76
2026-04-17T06:14:00Z,53.00,48.76
2026-04-17T06:15:00Z,53.00,47.00
2026-04-17T06:16:00Z,53.00,47.00
2026-04-17T06:17:00Z,53.00,47.00
2026-04-17T06:18:00Z,53.00,49.00
2026-04-17T06:19:00Z,53.00,49.00
2026-04-17T06:20:00Z,53.00,49.00
2026-04-17T06:21:00Z,53.00,49.00
2026-04-17T06:23:00Z,53.00,47.00
2026-04-17T06:24:00Z,53.00,49.00
2026-04-17T06:25:00Z,53.00,49.00
2026-04-17T06:26:00Z,53.00,49.00
2026-04-17T06:29:00Z,53.00,49.00
2026-04-17T06:31:00Z,53.00,49.00
2026-04-17T06:32:00Z,53.00,49.00
2026-04-17T06:35:00Z,53.00,49.66
2026-04-17T06:39:00Z,53.00,50.00
2026-04-17T06:42:00Z,53.00,50.00
2026-04-17T06:48:00Z,53.00,50.00
2026-04-17T06:51:00Z,53.00,50.00
2026-04-17T06:54:00Z,53.00,50.00
2026-04-17T06:56:00Z,53.00,49.00
2026-04-17T06:57:00Z,53.00,49.00
2026-04-17T07:00:00Z,53.00,49.00
2026-04-17T07:01:00Z,53.00,49.00
2026-04-17T07:03:00Z,53.00,49.00
2026-04-17T07:04:00Z,53.00,49.00
2026-04-17T07:07:00Z,53.00,49.00
2026-04-17T07:08:00Z,53.00,49.00
2026-04-17T07:10:00Z,53.00,49.00
2026-04-17T07:11:00Z,53.00,49.00
2026-04-17T07:16:00Z,53.00,49.00
2026-04-17T07:18:00Z,53.00,49.00
2026-04-17T07:19:00Z,53.00,49.00
2026-04-17T07:20:00Z,53.00,49.00
2026-04-17T07:22:00Z,53.00,49.00
2026-04-17T07:23:00Z,53.00,49.00
2026-04-17T07:24:00Z,53.00,49.00
2026-04-17T07:27:00Z,53.00,49.00
2026-04-17T07:30:00Z,52.68,49.00
2026-04-17T07:39:00Z,52.00,49.00
2026-04-17T07:41:00Z,52.00,49.00
2026-04-17T07:42:00Z,52.00,49.00
2026-04-17T07:44:00Z,52.00,49.00
2026-04-17T07:46:00Z,52.00,49.00
2026-04-17T07:48:00Z,52.00,49.00
2026-04-17T07:49:00Z,52.00,49.00
2026-04-17T07:52:00Z,52.00,49.00
2026-04-17T07:53:00Z,52.00,49.00
