# event_ticker=KXATPCHALLENGERMATCH-26MAR11BAUGOF
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Roberto Bautista Agut
# fav_player=David Goffin
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-03-11
timestamp,David Goffin,Roberto Bautista Agut
2026-03-11T12:59:00Z,,61.00
2026-03-11T13:00:00Z,39.00,61.00
2026-03-11T13:51:00Z,39.00,62.00
2026-03-11T14:54:00Z,39.00,63.00
2026-03-11T15:04:00Z,39.00,63.00
2026-03-11T15:12:00Z,39.00,63.00
2026-03-11T15:22:00Z,39.00,64.00
2026-03-11T16:37:00Z,39.00,62.00
2026-03-11T16:40:00Z,39.00,62.00
2026-03-11T17:32:00Z,39.00,62.00
2026-03-11T18:06:00Z,39.00,62.00
2026-03-11T18:56:00Z,39.00,62.00
2026-03-11T19:28:00Z,38.00,62.00
2026-03-11T19:48:00Z,38.00,62.00
2026-03-11T19:54:00Z,38.00,62.00
2026-03-11T20:06:00Z,38.00,61.00
2026-03-11T20:19:00Z,38.00,62.00
2026-03-11T20:22:00Z,38.00,62.00
2026-03-11T20:42:00Z,38.00,62.00
2026-03-11T20:50:00Z,38.00,62.00
2026-03-11T21:12:00Z,38.00,65.00
2026-03-11T21:25:00Z,38.00,65.00
2026-03-11T21:28:00Z,38.00,65.00
2026-03-11T21:42:00Z,38.00,65.00
2026-03-11T21:48:00Z,38.00,64.00
2026-03-11T21:51:00Z,38.00,64.00
2026-03-11T22:10:00Z,38.00,64.00
2026-03-11T22:21:00Z,38.00,64.00
2026-03-11T22:23:00Z,38.00,64.00
2026-03-11T22:27:00Z,38.00,65.00
2026-03-11T22:28:00Z,38.00,65.00
2026-03-11T22:30:00Z,38.00,65.00
2026-03-11T22:38:00Z,37.00,65.00
2026-03-11T22:42:00Z,37.00,64.00
2026-03-11T22:43:00Z,37.00,64.00
2026-03-11T22:44:00Z,37.00,64.00
2026-03-11T22:53:00Z,37.00,64.00
2026-03-11T23:00:00Z,37.00,64.00
2026-03-11T23:01:00Z,37.00,63.00
2026-03-11T23:02:00Z,37.00,64.00
2026-03-11T23:08:00Z,37.00,64.00
2026-03-11T23:12:00Z,37.00,64.00
2026-03-11T23:16:00Z,37.00,64.00
2026-03-11T23:18:00Z,37.00,64.00
2026-03-11T23:23:00Z,37.00,64.00
2026-03-11T23:25:00Z,37.00,64.00
2026-03-11T23:27:00Z,37.00,64.00
2026-03-11T23:31:00Z,37.00,64.00
2026-03-11T23:33:00Z,37.00,64.00
2026-03-11T23:34:00Z,37.00,64.00
2026-03-11T23:35:00Z,37.00,64.00
2026-03-11T23:42:00Z,37.00,64.00
2026-03-11T23:44:00Z,37.00,64.00
2026-03-11T23:46:00Z,37.00,64.00
2026-03-11T23:47:00Z,37.00,64.00
2026-03-11T23:48:00Z,37.00,64.00
2026-03-11T23:51:00Z,37.00,64.00
2026-03-11T23:52:00Z,37.00,64.00
2026-03-11T23:53:00Z,37.00,63.00
2026-03-11T23:56:00Z,37.00,64.00
2026-03-11T23:57:00Z,37.00,64.00
2026-03-11T23:59:00Z,37.00,64.00
2026-03-12T00:01:00Z,37.00,64.00
2026-03-12T00:02:00Z,37.00,64.48
2026-03-12T00:05:00Z,37.00,65.00
2026-03-12T00:06:00Z,37.00,65.00
2026-03-12T00:07:00Z,37.00,65.00
2026-03-12T00:09:00Z,37.00,65.00
2026-03-12T00:11:00Z,33.31,66.00
2026-03-12T00:12:00Z,35.00,65.39
2026-03-12T00:13:00Z,38.04,65.39
2026-03-12T00:14:00Z,38.04,67.33
2026-03-12T00:15:00Z,38.04,71.70
2026-03-12T00:16:00Z,23.00,78.71
2026-03-12T00:17:00Z,23.00,81.00
2026-03-12T00:18:00Z,18.10,82.52
2026-03-12T00:19:00Z,17.25,82.00
2026-03-12T00:20:00Z,24.72,77.99
2026-03-12T00:21:00Z,26.98,77.98
2026-03-12T00:22:00Z,27.00,77.01
2026-03-12T00:23:00Z,28.63,72.66
2026-03-12T00:24:00Z,33.00,69.00
2026-03-12T00:25:00Z,29.19,71.82
2026-03-12T00:26:00Z,25.12,75.37
2026-03-12T00:27:00Z,25.12,79.09
2026-03-12T00:28:00Z,21.14,77.42
2026-03-12T00:29:00Z,21.00,77.42
2026-03-12T00:30:00Z,17.00,83.65
2026-03-12T00:31:00Z,18.00,84.00
2026-03-12T00:32:00Z,18.65,81.15
2026-03-12T00:33:00Z,16.29,82.44
2026-03-12T00:34:00Z,16.29,86.10
2026-03-12T00:35:00Z,12.00,89.00
2026-03-12T00:36:00Z,12.00,89.00
2026-03-12T00:37:00Z,9.60,89.00
2026-03-12T00:38:00Z,9.81,89.26
2026-03-12T00:39:00Z,10.57,89.71
2026-03-12T00:40:00Z,10.57,89.00
2026-03-12T00:41:00Z,10.57,90.00
2026-03-12T00:42:00Z,10.57,90.29
2026-03-12T00:43:00Z,10.00,91.00
2026-03-12T00:44:00Z,10.00,90.39
2026-03-12T00:45:00Z,8.72,91.85
2026-03-12T00:46:00Z,11.00,89.00
2026-03-12T00:47:00Z,14.00,87.00
2026-03-12T00:48:00Z,13.09,88.25
2026-03-12T00:49:00Z,12.94,89.47
2026-03-12T00:50:00Z,10.00,89.42
2026-03-12T00:51:00Z,10.01,91.00
2026-03-12T00:52:00Z,7.14,93.91
2026-03-12T00:53:00Z,5.26,95.00
2026-03-12T00:54:00Z,5.00,95.00
2026-03-12T00:55:00Z,8.69,95.00
2026-03-12T00:56:00Z,11.51,90.07
2026-03-12T00:57:00Z,12.38,88.19
2026-03-12T00:58:00Z,14.14,85.84
2026-03-12T00:59:00Z,17.96,85.00
2026-03-12T01:00:00Z,19.95,81.00
2026-03-12T01:01:00Z,20.00,81.95
2026-03-12T01:02:00Z,20.13,80.56
2026-03-12T01:03:00Z,19.20,83.78
2026-03-12T01:04:00Z,20.86,83.03
