# event_ticker=KXATPMATCH-26FEB08MEDHUM
# final_score=7-6(4) 3-6 6-3
# score_resolution=6-7 6-3 3-6
# match_winner=Ugo Humbert
# fav_player=Daniil Medvedev
# dog_player=Ugo Humbert
# kalshi_date=2026-02-08
timestamp,Daniil Medvedev,Ugo Humbert
2026-02-09T02:47:00Z,63.00,
2026-02-09T02:50:00Z,63.00,
2026-02-09T02:55:00Z,63.00,38.00
2026-02-09T03:01:00Z,63.00,38.00
2026-02-09T03:06:00Z,63.00,38.00
2026-02-09T03:08:00Z,63.00,38.00
2026-02-09T03:11:00Z,63.00,38.00
2026-02-09T03:17:00Z,63.00,38.00
2026-02-09T03:19:00Z,64.00,38.00
2026-02-09T03:21:00Z,63.00,38.00
2026-02-09T03:26:00Z,63.00,38.00
2026-02-09T03:27:00Z,63.00,38.00
2026-02-09T03:28:00Z,63.68,38.00
2026-02-09T03:38:00Z,64.00,38.00
2026-02-09T03:39:00Z,64.00,38.00
2026-02-09T03:42:00Z,64.00,38.00
2026-02-09T03:45:00Z,64.00,38.00
2026-02-09T03:46:00Z,64.00,38.00
2026-02-09T03:48:00Z,64.00,38.00
2026-02-09T03:50:00Z,64.00,38.00
2026-02-09T03:51:00Z,64.00,38.00
2026-02-09T03:53:00Z,64.00,38.00
2026-02-09T03:55:00Z,64.00,38.00
2026-02-09T03:56:00Z,64.00,38.00
2026-02-09T03:58:00Z,64.00,38.00
2026-02-09T03:59:00Z,64.00,38.00
2026-02-09T04:00:00Z,64.00,38.00
2026-02-09T04:01:00Z,64.00,37.00
2026-02-09T04:03:00Z,64.00,37.00
2026-02-09T04:05:00Z,64.00,37.00
2026-02-09T04:10:00Z,64.00,37.00
2026-02-09T04:12:00Z,64.00,38.00
2026-02-09T04:13:00Z,64.00,38.00
2026-02-09T04:15:00Z,64.00,38.00
2026-02-09T04:18:00Z,64.00,38.00
2026-02-09T04:19:00Z,64.00,38.00
2026-02-09T04:21:00Z,64.00,38.00
2026-02-09T04:22:00Z,64.35,38.00
2026-02-09T04:24:00Z,65.00,38.00
2026-02-09T04:25:00Z,65.00,38.00
2026-02-09T04:26:00Z,65.00,38.00
2026-02-09T04:28:00Z,65.00,38.00
2026-02-09T04:29:00Z,65.00,38.00
2026-02-09T04:30:00Z,65.00,38.00
2026-02-09T04:31:00Z,65.00,38.00
2026-02-09T04:32:00Z,65.00,38.00
2026-02-09T04:33:00Z,65.00,38.00
2026-02-09T04:34:00Z,64.49,38.00
2026-02-09T04:35:00Z,65.00,38.00
2026-02-09T04:36:00Z,65.00,38.00
2026-02-09T04:40:00Z,65.00,38.00
2026-02-09T04:41:00Z,65.00,38.00
2026-02-09T04:42:00Z,65.00,38.00
2026-02-09T04:44:00Z,65.00,38.00
2026-02-09T04:45:00Z,65.00,38.00
2026-02-09T04:47:00Z,65.35,38.00
2026-02-09T04:48:00Z,65.00,38.00
2026-02-09T04:50:00Z,65.00,38.00
2026-02-09T04:55:00Z,65.00,38.00
2026-02-09T04:57:00Z,65.87,38.00
2026-02-09T04:58:00Z,66.00,38.00
2026-02-09T04:59:00Z,66.00,38.00
2026-02-09T05:00:00Z,66.00,38.00
2026-02-09T05:01:00Z,66.00,38.00
2026-02-09T05:03:00Z,66.00,38.00
2026-02-09T05:04:00Z,66.00,38.00
2026-02-09T05:08:00Z,66.00,38.00
2026-02-09T05:11:00Z,66.00,38.00
2026-02-09T05:12:00Z,66.00,38.00
2026-02-09T05:13:00Z,66.00,38.00
2026-02-09T05:14:00Z,64.24,38.00
2026-02-09T05:15:00Z,66.00,38.00
2026-02-09T05:17:00Z,66.00,38.00
2026-02-09T05:18:00Z,66.00,38.00
2026-02-09T05:19:00Z,66.00,38.00
2026-02-09T05:20:00Z,66.00,37.00
