# event_ticker=KXATPMATCH-26FEB10COBPIN
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Jack Pinnington Jones
# fav_player=Flavio Cobolli
# dog_player=Jack Pinnington Jones
# kalshi_date=2026-02-10
timestamp,Flavio Cobolli,Jack Pinnington Jones
2026-02-10T17:33:00Z,63.00,37.00
2026-02-10T17:35:00Z,63.00,37.00
2026-02-10T17:47:00Z,63.00,37.00
2026-02-10T17:53:00Z,63.00,38.00
2026-02-10T17:57:00Z,63.00,38.00
2026-02-10T17:59:00Z,63.00,38.00
2026-02-10T18:02:00Z,63.00,38.00
2026-02-10T18:04:00Z,63.00,38.00
2026-02-10T18:05:00Z,63.00,38.00
2026-02-10T18:09:00Z,63.00,38.00
2026-02-10T18:14:00Z,63.00,38.00
2026-02-10T18:15:00Z,63.00,38.00
2026-02-10T18:16:00Z,63.00,38.00
2026-02-10T18:18:00Z,63.00,38.00
2026-02-10T18:20:00Z,63.00,37.00
2026-02-10T18:25:00Z,63.00,37.00
2026-02-10T18:28:00Z,63.00,37.00
2026-02-10T18:30:00Z,63.00,37.00
2026-02-10T18:34:00Z,63.00,38.00
2026-02-10T18:39:00Z,63.00,38.00
2026-02-10T18:41:00Z,63.00,38.00
2026-02-10T18:44:00Z,63.00,38.00
2026-02-10T18:50:00Z,63.00,38.00
2026-02-10T18:51:00Z,63.00,38.00
2026-02-10T18:52:00Z,63.00,38.00
2026-02-10T18:53:00Z,63.00,38.00
2026-02-10T18:54:00Z,63.00,38.00
2026-02-10T18:55:00Z,63.00,38.00
2026-02-10T19:03:00Z,63.00,38.00
2026-02-10T19:04:00Z,63.00,38.00
2026-02-10T19:10:00Z,63.00,38.00
2026-02-10T19:11:00Z,63.00,38.00
2026-02-10T19:16:00Z,63.00,38.00
2026-02-10T19:23:00Z,63.00,38.00
2026-02-10T19:24:00Z,63.00,38.00
2026-02-10T19:26:00Z,63.00,38.00
2026-02-10T19:27:00Z,63.00,38.00
2026-02-10T19:28:00Z,63.00,38.00
2026-02-10T19:34:00Z,63.00,38.00
2026-02-10T19:35:00Z,63.00,38.00
2026-02-10T19:36:00Z,63.00,38.00
2026-02-10T19:39:00Z,63.00,37.00
2026-02-10T19:41:00Z,63.00,37.00
2026-02-10T19:45:00Z,63.00,37.00
2026-02-10T19:46:00Z,63.00,37.00
2026-02-10T19:47:00Z,63.00,37.00
2026-02-10T19:49:00Z,63.00,37.00
2026-02-10T19:52:00Z,63.00,37.00
2026-02-10T19:54:00Z,63.00,37.50
2026-02-10T19:59:00Z,63.00,37.50
2026-02-10T20:01:00Z,63.00,37.50
2026-02-10T20:03:00Z,63.00,37.50
2026-02-10T20:04:00Z,63.00,37.50
2026-02-10T20:05:00Z,63.00,37.50
2026-02-10T20:06:00Z,63.00,37.50
2026-02-10T20:07:00Z,62.89,37.50
2026-02-10T20:08:00Z,63.00,37.50
2026-02-10T20:09:00Z,62.00,37.50
2026-02-10T20:10:00Z,63.00,38.95
2026-02-10T20:11:00Z,62.33,38.95
2026-02-10T20:12:00Z,63.00,38.95
2026-02-10T20:14:00Z,63.00,38.95
2026-02-10T20:15:00Z,63.33,38.95
2026-02-10T20:16:00Z,64.00,38.95
2026-02-10T20:17:00Z,64.00,38.95
2026-02-10T20:19:00Z,64.00,38.95
2026-02-10T20:20:00Z,64.00,38.95
2026-02-10T20:23:00Z,64.00,38.95
2026-02-10T20:25:00Z,64.00,38.00
2026-02-10T20:26:00Z,64.00,38.00
2026-02-10T20:28:00Z,64.00,38.00
2026-02-10T20:29:00Z,64.00,38.00
2026-02-10T20:30:00Z,64.00,38.00
2026-02-10T20:33:00Z,64.00,38.00
2026-02-10T20:34:00Z,64.00,37.00
2026-02-10T20:35:00Z,64.00,37.00
2026-02-10T20:37:00Z,64.00,37.00
2026-02-10T20:38:00Z,62.17,37.00
2026-02-10T20:40:00Z,62.98,37.00
2026-02-10T20:41:00Z,63.00,37.00
2026-02-10T20:43:00Z,64.00,37.00
2026-02-10T20:44:00Z,64.00,37.00
2026-02-10T20:46:00Z,64.00,37.00
2026-02-10T20:47:00Z,64.00,37.00
2026-02-10T20:48:00Z,64.00,37.00
2026-02-10T20:49:00Z,64.00,37.00
2026-02-10T20:50:00Z,64.00,37.00
2026-02-10T20:51:00Z,64.00,37.00
2026-02-10T20:54:00Z,64.00,37.00
2026-02-10T20:55:00Z,62.00,39.00
2026-02-10T20:57:00Z,62.00,39.00
2026-02-10T20:58:00Z,64.00,39.00
2026-02-10T21:01:00Z,64.00,39.00
2026-02-10T21:02:00Z,64.00,39.00
2026-02-10T21:03:00Z,64.00,39.00
2026-02-10T21:04:00Z,64.00,39.00
2026-02-10T21:07:00Z,64.00,37.00
2026-02-10T21:08:00Z,64.00,37.00
2026-02-10T21:09:00Z,64.00,37.00
2026-02-10T21:10:00Z,64.00,37.00
2026-02-10T21:12:00Z,64.00,37.00
2026-02-10T21:17:00Z,64.00,37.00
2026-02-10T21:18:00Z,64.00,37.00
2026-02-10T21:19:00Z,64.00,37.35
2026-02-10T21:20:00Z,64.00,37.35
2026-02-10T21:21:00Z,64.00,38.00
2026-02-10T21:22:00Z,64.00,38.00
2026-02-10T21:23:00Z,64.00,38.00
2026-02-10T21:24:00Z,64.00,38.00
2026-02-10T21:25:00Z,64.00,38.00
2026-02-10T21:26:00Z,64.00,38.00
2026-02-10T21:27:00Z,64.00,38.00
2026-02-10T21:28:00Z,64.00,38.00
2026-02-10T21:29:00Z,64.00,38.00
2026-02-10T21:30:00Z,64.00,38.00
2026-02-10T21:31:00Z,64.00,38.00
2026-02-10T21:32:00Z,64.22,38.00
2026-02-10T21:33:00Z,65.00,38.00
2026-02-10T21:34:00Z,65.00,38.00
2026-02-10T21:35:00Z,63.16,38.00
2026-02-10T21:37:00Z,65.00,38.00
2026-02-10T21:38:00Z,65.00,38.00
2026-02-10T21:39:00Z,65.00,37.00
2026-02-10T21:40:00Z,65.00,37.00
2026-02-10T21:41:00Z,65.17,37.00
2026-02-10T21:42:00Z,66.00,37.00
2026-02-10T21:43:00Z,65.20,38.48
2026-02-10T21:44:00Z,65.87,37.29
2026-02-10T21:45:00Z,69.17,30.00
2026-02-10T21:46:00Z,69.02,32.00
2026-02-10T21:47:00Z,70.42,30.55
2026-02-10T21:48:00Z,67.95,33.38
2026-02-10T21:49:00Z,65.40,35.09
2026-02-10T21:50:00Z,62.07,42.51
2026-02-10T21:51:00Z,52.95,45.61
2026-02-10T21:52:00Z,46.81,52.98
2026-02-10T21:53:00Z,46.76,53.84
2026-02-10T21:54:00Z,41.71,60.00
2026-02-10T21:55:00Z,41.07,60.95
2026-02-10T21:56:00Z,35.93,66.19
2026-02-10T21:57:00Z,34.47,65.36
2026-02-10T21:58:00Z,39.84,62.55
2026-02-10T21:59:00Z,41.97,59.00
2026-02-10T22:00:00Z,42.00,59.49
2026-02-10T22:01:00Z,41.53,60.99
2026-02-10T22:02:00Z,41.12,61.72
2026-02-10T22:03:00Z,35.32,65.41
2026-02-10T22:04:00Z,34.51,66.92
2026-02-10T22:05:00Z,26.97,75.66
2026-02-10T22:06:00Z,24.20,75.87
2026-02-10T22:07:00Z,24.93,76.01
2026-02-10T22:08:00Z,22.87,77.37
2026-02-10T22:09:00Z,23.44,77.79
2026-02-10T22:10:00Z,22.71,77.60
2026-02-10T22:11:00Z,22.62,76.91
2026-02-10T22:12:00Z,27.19,73.66
2026-02-10T22:13:00Z,28.62,72.23
2026-02-10T22:14:00Z,30.96,69.34
2026-02-10T22:15:00Z,31.20,72.62
2026-02-10T22:16:00Z,25.27,75.29
2026-02-10T22:17:00Z,17.50,79.95
2026-02-10T22:18:00Z,17.80,83.54
2026-02-10T22:19:00Z,19.27,79.75
2026-02-10T22:20:00Z,19.12,78.38
2026-02-10T22:21:00Z,11.99,87.97
2026-02-10T22:22:00Z,11.48,89.97
2026-02-10T22:23:00Z,11.39,89.52
2026-02-10T22:24:00Z,9.02,91.66
2026-02-10T22:25:00Z,8.13,92.23
2026-02-10T22:26:00Z,9.03,90.57
2026-02-10T22:27:00Z,9.74,91.05
2026-02-10T22:28:00Z,10.75,90.65
2026-02-10T22:29:00Z,10.88,90.88
2026-02-10T22:30:00Z,8.58,90.73
2026-02-10T22:31:00Z,7.05,93.63
2026-02-10T22:32:00Z,6.45,94.84
2026-02-10T22:33:00Z,3.89,95.83
2026-02-10T22:34:00Z,1.27,98.58
2026-02-10T22:35:00Z,1.00,99.00
2026-02-10T22:36:00Z,1.00,99.00
2026-02-10T22:37:00Z,1.00,99.00
2026-02-10T22:38:00Z,1.00,99.00
2026-02-10T22:39:00Z,1.00,99.00
2026-02-10T22:40:00Z,1.00,99.00
2026-02-10T22:41:00Z,1.00,99.00
2026-02-10T22:42:00Z,1.00,99.00
