# event_ticker=KXATPMATCH-25OCT29BERSIN
# final_score=6-4 6-2
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Zizou Bergs
# kalshi_date=2025-10-29
timestamp,Jannik Sinner,Zizou Bergs
2025-10-29T04:51:00Z,,5.00
2025-10-29T04:59:00Z,,4.00
2025-10-29T05:00:00Z,96.00,4.00
2025-10-29T05:07:00Z,96.00,5.00
2025-10-29T05:12:00Z,96.00,4.00
2025-10-29T05:14:00Z,96.00,4.47
2025-10-29T05:15:00Z,96.00,4.00
2025-10-29T05:21:00Z,96.00,4.80
2025-10-29T05:26:00Z,96.00,5.00
2025-10-29T05:28:00Z,96.00,5.00
2025-10-29T05:30:00Z,96.00,5.00
2025-10-29T05:31:00Z,96.00,5.00
2025-10-29T05:37:00Z,96.00,5.00
2025-10-29T05:43:00Z,95.00,5.00
2025-10-29T05:44:00Z,95.00,5.00
2025-10-29T05:48:00Z,95.00,5.00
2025-10-29T05:56:00Z,95.00,5.00
2025-10-29T05:57:00Z,95.00,5.00
2025-10-29T05:58:00Z,95.00,5.43
2025-10-29T05:59:00Z,95.00,6.00
2025-10-29T06:00:00Z,95.00,6.00
2025-10-29T06:01:00Z,95.00,6.00
2025-10-29T06:04:00Z,95.00,6.00
2025-10-29T06:11:00Z,96.00,6.00
2025-10-29T06:20:00Z,95.00,6.00
2025-10-29T06:22:00Z,95.00,6.00
2025-10-29T06:24:00Z,95.00,6.00
2025-10-29T06:41:00Z,95.00,6.00
2025-10-29T07:08:00Z,95.00,6.00
2025-10-29T07:22:00Z,95.00,6.00
2025-10-29T07:23:00Z,95.00,6.00
2025-10-29T07:25:00Z,95.00,6.00
2025-10-29T07:31:00Z,95.00,6.00
2025-10-29T07:33:00Z,95.00,6.00
2025-10-29T07:42:00Z,95.00,6.00
2025-10-29T07:45:00Z,95.00,6.38
2025-10-29T08:13:00Z,95.00,6.00
2025-10-29T08:30:00Z,95.00,6.00
2025-10-29T08:31:00Z,95.00,5.06
2025-10-29T08:59:00Z,95.00,6.00
2025-10-29T09:24:00Z,95.00,6.00
2025-10-29T09:29:00Z,95.00,6.00
2025-10-29T09:37:00Z,95.00,6.00
2025-10-29T09:39:00Z,95.00,6.00
2025-10-29T09:40:00Z,95.00,6.00
2025-10-29T09:42:00Z,95.00,6.00
2025-10-29T09:45:00Z,95.00,6.00
2025-10-29T09:49:00Z,95.00,6.00
2025-10-29T09:52:00Z,95.00,6.00
2025-10-29T10:00:00Z,95.00,6.00
2025-10-29T10:01:00Z,95.00,6.00
2025-10-29T10:13:00Z,95.00,6.00
2025-10-29T10:14:00Z,95.00,6.00
2025-10-29T10:18:00Z,95.00,6.00
2025-10-29T10:20:00Z,95.00,6.00
2025-10-29T10:22:00Z,95.00,6.00
2025-10-29T10:28:00Z,95.00,6.00
2025-10-29T10:31:00Z,95.00,6.00
2025-10-29T10:40:00Z,95.00,5.00
2025-10-29T10:47:00Z,95.00,5.00
2025-10-29T10:54:00Z,95.00,6.00
2025-10-29T10:55:00Z,95.00,6.00
2025-10-29T10:56:00Z,95.00,6.00
2025-10-29T10:59:00Z,95.00,6.00
2025-10-29T11:08:00Z,95.00,6.00
2025-10-29T11:14:00Z,95.00,6.00
2025-10-29T11:16:00Z,95.00,6.00
2025-10-29T11:18:00Z,95.00,6.00
2025-10-29T11:20:00Z,95.00,5.00
2025-10-29T11:25:00Z,95.00,6.00
2025-10-29T11:34:00Z,95.00,6.00
2025-10-29T11:36:00Z,95.00,6.00
2025-10-29T11:39:00Z,95.00,6.00
2025-10-29T11:40:00Z,95.00,6.00
2025-10-29T11:43:00Z,95.00,6.00
2025-10-29T11:46:00Z,95.00,6.34
2025-10-29T11:48:00Z,95.00,6.34
2025-10-29T11:50:00Z,95.00,7.00
2025-10-29T11:56:00Z,95.00,7.00
2025-10-29T12:01:00Z,95.00,6.00
2025-10-29T12:07:00Z,95.00,6.00
2025-10-29T12:08:00Z,95.00,7.00
2025-10-29T12:09:00Z,95.00,6.00
2025-10-29T12:14:00Z,95.00,7.00
2025-10-29T12:16:00Z,95.00,7.00
2025-10-29T12:17:00Z,95.00,7.00
2025-10-29T12:18:00Z,95.00,7.00
2025-10-29T12:21:00Z,95.00,7.00
2025-10-29T12:23:00Z,95.00,7.00
2025-10-29T12:24:00Z,95.00,7.00
2025-10-29T12:25:00Z,95.00,7.00
2025-10-29T12:27:00Z,95.00,7.00
2025-10-29T12:28:00Z,95.00,7.00
2025-10-29T12:34:00Z,95.00,6.00
2025-10-29T12:35:00Z,95.00,6.00
2025-10-29T12:37:00Z,95.00,7.00
2025-10-29T12:43:00Z,95.00,7.00
2025-10-29T12:44:00Z,95.00,7.00
2025-10-29T12:45:00Z,95.00,7.00
2025-10-29T12:46:00Z,95.00,7.00
2025-10-29T12:50:00Z,95.00,6.00
2025-10-29T12:52:00Z,95.00,7.00
2025-10-29T12:53:00Z,95.00,7.00
2025-10-29T12:56:00Z,95.00,6.00
2025-10-29T12:58:00Z,95.00,6.00
2025-10-29T12:59:00Z,95.00,6.00
2025-10-29T13:01:00Z,95.00,6.00
2025-10-29T13:02:00Z,95.00,6.00
2025-10-29T13:03:00Z,95.00,6.00
2025-10-29T13:05:00Z,95.00,6.00
2025-10-29T13:08:00Z,95.00,6.00
2025-10-29T13:09:00Z,95.00,6.00
2025-10-29T13:11:00Z,95.00,6.00
2025-10-29T13:12:00Z,95.00,6.00
2025-10-29T13:13:00Z,95.00,6.00
2025-10-29T13:14:00Z,95.00,6.00
2025-10-29T13:17:00Z,95.00,6.00
2025-10-29T13:18:00Z,95.00,6.00
2025-10-29T13:22:00Z,95.00,6.00
2025-10-29T13:23:00Z,95.00,6.00
2025-10-29T13:24:00Z,95.00,6.00
2025-10-29T13:25:00Z,95.00,5.00
2025-10-29T13:26:00Z,95.00,6.00
2025-10-29T13:27:00Z,95.00,6.26
2025-10-29T13:28:00Z,95.00,7.00
2025-10-29T13:29:00Z,95.00,7.00
2025-10-29T13:30:00Z,95.00,7.00
2025-10-29T13:32:00Z,95.00,7.00
2025-10-29T13:33:00Z,95.00,6.00
2025-10-29T13:34:00Z,95.00,6.00
2025-10-29T13:35:00Z,95.00,6.00
2025-10-29T13:36:00Z,95.00,6.00
2025-10-29T13:38:00Z,95.00,6.00
2025-10-29T13:40:00Z,95.00,6.00
2025-10-29T13:42:00Z,95.00,6.00
2025-10-29T13:43:00Z,95.00,6.00
2025-10-29T13:46:00Z,95.00,6.00
2025-10-29T13:50:00Z,95.00,6.00
2025-10-29T13:51:00Z,95.00,6.00
