# event_ticker=KXATPMATCH-26APR02KOPMUL
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Alexandre Muller
# fav_player=Vit Kopriva
# dog_player=Alexandre Muller
# kalshi_date=2026-04-02
timestamp,Vit Kopriva,Alexandre Muller
2026-04-02T05:36:00Z,49.00,53.00
2026-04-02T05:45:00Z,49.00,53.00
2026-04-02T05:46:00Z,49.00,53.00
2026-04-02T05:49:00Z,49.00,53.00
2026-04-02T05:50:00Z,49.00,53.00
2026-04-02T05:53:00Z,49.00,53.00
2026-04-02T06:00:00Z,49.00,53.00
2026-04-02T06:03:00Z,49.00,52.78
2026-04-02T06:10:00Z,49.00,53.00
2026-04-02T06:18:00Z,49.00,53.00
2026-04-02T06:19:00Z,49.00,52.00
2026-04-02T06:23:00Z,49.00,52.00
2026-04-02T06:24:00Z,49.41,52.00
2026-04-02T06:35:00Z,49.00,52.00
2026-04-02T06:41:00Z,49.00,52.00
2026-04-02T06:42:00Z,49.00,52.00
2026-04-02T06:43:00Z,49.00,52.00
2026-04-02T06:45:00Z,49.00,52.00
2026-04-02T06:46:00Z,49.00,52.00
2026-04-02T06:49:00Z,49.82,52.00
2026-04-02T06:50:00Z,50.00,52.00
2026-04-02T06:51:00Z,50.00,52.00
2026-04-02T06:54:00Z,50.00,52.00
2026-04-02T06:57:00Z,50.00,52.00
2026-04-02T07:00:00Z,50.00,51.00
2026-04-02T09:01:00Z,50.00,51.00
2026-04-02T09:02:00Z,49.00,52.00
2026-04-02T09:03:00Z,48.64,52.00
2026-04-02T09:04:00Z,49.00,52.00
2026-04-02T09:05:00Z,50.17,51.00
2026-04-02T09:07:00Z,50.21,51.00
2026-04-02T09:08:00Z,51.00,51.00
2026-04-02T09:10:00Z,51.00,51.00
2026-04-02T09:12:00Z,51.00,50.00
2026-04-02T09:15:00Z,51.81,50.00
2026-04-02T09:16:00Z,52.00,50.00
2026-04-02T09:17:00Z,52.00,50.00
2026-04-02T09:18:00Z,52.00,49.00
2026-04-02T09:21:00Z,52.00,48.00
2026-04-02T09:25:00Z,52.00,48.00
2026-04-02T09:26:00Z,52.00,48.00
2026-04-02T09:27:00Z,52.00,48.00
2026-04-02T09:28:00Z,52.00,48.00
2026-04-02T09:33:00Z,52.00,48.00
2026-04-02T09:36:00Z,52.00,48.00
2026-04-02T09:46:00Z,53.00,48.00
2026-04-02T09:47:00Z,53.00,48.00
2026-04-02T09:48:00Z,53.00,48.00
2026-04-02T09:49:00Z,53.00,47.00
2026-04-02T09:50:00Z,53.95,47.00
2026-04-02T09:51:00Z,54.85,46.00
2026-04-02T09:52:00Z,54.85,46.00
2026-04-02T09:55:00Z,55.00,46.00
2026-04-02T09:56:00Z,55.00,46.00
2026-04-02T09:58:00Z,55.00,47.00
2026-04-02T09:59:00Z,55.00,46.00
2026-04-02T10:00:00Z,56.82,46.00
2026-04-02T10:01:00Z,58.00,46.00
2026-04-02T10:02:00Z,58.00,44.00
2026-04-02T10:03:00Z,58.00,44.00
2026-04-02T10:04:00Z,57.99,44.00
2026-04-02T10:05:00Z,58.00,44.00
2026-04-02T10:06:00Z,57.98,44.00
2026-04-02T10:07:00Z,58.00,44.00
2026-04-02T10:08:00Z,59.00,43.00
2026-04-02T10:09:00Z,59.00,43.00
2026-04-02T10:10:00Z,57.99,44.64
2026-04-02T10:11:00Z,56.51,47.48
2026-04-02T10:12:00Z,56.08,48.00
2026-04-02T10:13:00Z,56.48,45.00
2026-04-02T10:14:00Z,54.38,48.93
2026-04-02T10:15:00Z,52.59,51.08
2026-04-02T10:16:00Z,50.14,54.12
2026-04-02T10:17:00Z,49.72,55.79
2026-04-02T10:18:00Z,48.33,53.00
2026-04-02T10:19:00Z,47.80,53.20
2026-04-02T10:20:00Z,57.68,49.21
2026-04-02T10:21:00Z,56.98,44.62
2026-04-02T10:22:00Z,58.76,44.87
2026-04-02T10:23:00Z,57.67,45.25
2026-04-02T10:24:00Z,55.14,45.97
2026-04-02T10:25:00Z,53.00,48.00
2026-04-02T10:26:00Z,53.00,48.00
2026-04-02T10:27:00Z,55.69,46.20
2026-04-02T10:28:00Z,53.99,50.80
2026-04-02T10:29:00Z,55.97,47.72
2026-04-02T10:30:00Z,56.89,42.45
2026-04-02T10:31:00Z,55.54,46.77
2026-04-02T10:32:00Z,51.99,50.81
2026-04-02T10:33:00Z,48.02,51.84
2026-04-02T10:34:00Z,49.00,52.00
2026-04-02T10:35:00Z,51.86,50.46
2026-04-02T10:36:00Z,48.48,53.55
2026-04-02T10:37:00Z,40.71,64.67
2026-04-02T10:38:00Z,33.07,69.48
2026-04-02T10:39:00Z,35.44,67.99
2026-04-02T10:40:00Z,37.09,62.68
2026-04-02T10:41:00Z,37.11,61.22
2026-04-02T10:42:00Z,47.50,58.54
2026-04-02T10:43:00Z,49.00,52.03
2026-04-02T10:44:00Z,48.06,51.63
2026-04-02T10:45:00Z,47.61,54.67
2026-04-02T10:46:00Z,38.27,60.40
2026-04-02T10:47:00Z,45.74,63.04
2026-04-02T10:48:00Z,28.94,68.93
2026-04-02T10:49:00Z,29.66,71.37
2026-04-02T10:50:00Z,29.00,72.94
2026-04-02T10:51:00Z,26.11,74.83
2026-04-02T10:52:00Z,26.94,73.39
2026-04-02T10:53:00Z,26.99,73.95
2026-04-02T10:54:00Z,26.98,73.98
2026-04-02T10:55:00Z,28.04,70.84
2026-04-02T10:56:00Z,25.61,75.57
2026-04-02T10:57:00Z,27.24,73.83
2026-04-02T10:58:00Z,27.38,72.61
2026-04-02T10:59:00Z,32.05,69.96
2026-04-02T11:00:00Z,30.99,71.99
2026-04-02T11:01:00Z,31.46,70.93
2026-04-02T11:02:00Z,29.98,71.91
2026-04-02T11:03:00Z,27.40,74.07
2026-04-02T11:04:00Z,31.43,71.40
2026-04-02T11:05:00Z,28.13,74.97
2026-04-02T11:06:00Z,23.02,77.63
2026-04-02T11:07:00Z,26.55,76.00
2026-04-02T11:08:00Z,27.77,75.17
2026-04-02T11:09:00Z,30.99,70.99
2026-04-02T11:10:00Z,30.57,70.02
2026-04-02T11:11:00Z,32.01,70.96
2026-04-02T11:12:00Z,32.18,68.14
2026-04-02T11:13:00Z,29.17,70.87
2026-04-02T11:14:00Z,26.46,74.17
2026-04-02T11:15:00Z,21.02,79.13
2026-04-02T11:16:00Z,27.77,78.09
2026-04-02T11:17:00Z,29.09,74.23
2026-04-02T11:18:00Z,25.80,73.55
2026-04-02T11:19:00Z,25.63,72.86
2026-04-02T11:20:00Z,30.29,70.03
2026-04-02T11:21:00Z,30.83,69.78
2026-04-02T11:22:00Z,30.19,70.25
2026-04-02T11:23:00Z,31.71,70.60
2026-04-02T11:24:00Z,25.27,75.64
2026-04-02T11:25:00Z,28.88,72.43
2026-04-02T11:26:00Z,28.80,76.07
2026-04-02T11:27:00Z,31.55,70.00
2026-04-02T11:28:00Z,32.00,69.99
2026-04-02T11:29:00Z,33.01,67.47
2026-04-02T11:30:00Z,36.10,67.12
2026-04-02T11:31:00Z,39.96,61.46
2026-04-02T11:32:00Z,36.23,66.07
2026-04-02T11:33:00Z,32.68,65.62
2026-04-02T11:34:00Z,36.05,69.58
2026-04-02T11:35:00Z,30.72,72.96
2026-04-02T11:36:00Z,23.44,76.43
2026-04-02T11:37:00Z,22.39,76.95
2026-04-02T11:38:00Z,33.60,70.02
2026-04-02T11:39:00Z,32.85,67.31
2026-04-02T11:40:00Z,33.11,69.38
2026-04-02T11:41:00Z,32.40,72.36
2026-04-02T11:42:00Z,25.06,75.03
2026-04-02T11:43:00Z,22.03,79.04
2026-04-02T11:44:00Z,26.30,77.19
2026-04-02T11:45:00Z,16.53,84.82
2026-04-02T11:46:00Z,25.54,75.35
2026-04-02T11:47:00Z,26.54,74.88
2026-04-02T11:48:00Z,30.31,71.00
2026-04-02T11:49:00Z,30.92,70.36
2026-04-02T11:50:00Z,25.25,76.34
2026-04-02T11:51:00Z,24.04,77.97
2026-04-02T11:52:00Z,19.69,84.46
2026-04-02T11:53:00Z,12.46,89.83
2026-04-02T11:54:00Z,4.74,95.08
2026-04-02T11:55:00Z,4.00,96.36
2026-04-02T11:56:00Z,2.23,98.59
2026-04-02T11:57:00Z,2.26,96.17
2026-04-02T11:58:00Z,1.09,99.00
2026-04-02T11:59:00Z,1.09,99.00
2026-04-02T12:00:00Z,1.09,99.00
2026-04-02T12:01:00Z,1.00,99.00
2026-04-02T12:02:00Z,1.00,99.00
