# event_ticker=KXATPCHALLENGERMATCH-26FEB27BUDDOD
# final_score=7-6(4) 7-5
# score_resolution=7-6 7-5
# match_winner=Matej Dodig
# fav_player=Matej Dodig
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-02-27
timestamp,Matej Dodig,Nicolai Budkov Kjaer
2026-02-27T17:44:00Z,47.77,52.22
2026-02-27T17:45:00Z,51.61,51.45
2026-02-27T17:46:00Z,45.67,55.64
2026-02-27T17:47:00Z,51.55,48.87
2026-02-27T17:48:00Z,57.11,43.00
2026-02-27T17:49:00Z,56.06,43.93
2026-02-27T17:50:00Z,54.61,46.24
2026-02-27T17:51:00Z,56.87,45.74
2026-02-27T17:52:00Z,55.18,46.95
2026-02-27T17:53:00Z,54.58,44.35
2026-02-27T17:54:00Z,52.72,46.48
2026-02-27T17:55:00Z,56.85,45.83
2026-02-27T17:56:00Z,56.71,49.67
2026-02-27T17:57:00Z,56.17,45.50
2026-02-27T17:58:00Z,49.65,51.88
2026-02-27T17:59:00Z,40.68,58.63
2026-02-27T18:00:00Z,39.18,60.27
2026-02-27T18:01:00Z,34.85,64.82
2026-02-27T18:02:00Z,34.73,65.01
2026-02-27T18:03:00Z,40.96,58.50
2026-02-27T18:04:00Z,45.93,51.65
2026-02-27T18:05:00Z,51.55,47.92
2026-02-27T18:06:00Z,50.96,52.69
2026-02-27T18:07:00Z,50.30,50.60
2026-02-27T18:08:00Z,59.26,42.80
2026-02-27T18:09:00Z,62.62,38.75
2026-02-27T18:10:00Z,65.18,35.33
2026-02-27T18:11:00Z,71.95,29.53
2026-02-27T18:12:00Z,67.77,34.90
2026-02-27T18:13:00Z,62.83,37.36
2026-02-27T18:14:00Z,63.80,36.74
2026-02-27T18:15:00Z,63.42,37.59
2026-02-27T18:16:00Z,61.34,39.57
2026-02-27T18:17:00Z,53.78,51.26
2026-02-27T18:18:00Z,50.54,51.47
2026-02-27T18:19:00Z,49.00,55.15
2026-02-27T18:20:00Z,42.51,57.97
2026-02-27T18:21:00Z,43.87,58.53
2026-02-27T18:22:00Z,43.58,57.00
2026-02-27T18:23:00Z,51.50,50.04
2026-02-27T18:24:00Z,50.55,50.47
2026-02-27T18:25:00Z,43.35,57.74
2026-02-27T18:26:00Z,45.57,56.08
2026-02-27T18:27:00Z,55.44,45.37
2026-02-27T18:28:00Z,66.49,36.94
2026-02-27T18:29:00Z,71.64,30.83
2026-02-27T18:30:00Z,71.48,29.55
2026-02-27T18:31:00Z,78.37,24.67
2026-02-27T18:32:00Z,81.26,18.12
2026-02-27T18:33:00Z,75.49,26.98
2026-02-27T18:34:00Z,73.27,24.71
2026-02-27T18:35:00Z,68.58,32.28
2026-02-27T18:36:00Z,62.89,36.80
2026-02-27T18:37:00Z,56.64,45.05
2026-02-27T18:38:00Z,50.66,48.73
2026-02-27T18:39:00Z,63.97,39.41
2026-02-27T18:40:00Z,70.74,28.74
2026-02-27T18:41:00Z,69.76,31.89
2026-02-27T18:42:00Z,68.13,32.47
2026-02-27T18:43:00Z,65.45,36.98
2026-02-27T18:44:00Z,60.87,39.35
2026-02-27T18:45:00Z,60.94,39.27
2026-02-27T18:46:00Z,55.53,46.95
2026-02-27T18:47:00Z,61.45,38.89
2026-02-27T18:48:00Z,62.94,39.36
2026-02-27T18:49:00Z,66.13,37.73
2026-02-27T18:50:00Z,62.45,40.77
2026-02-27T18:51:00Z,65.73,32.18
2026-02-27T18:52:00Z,69.34,31.13
2026-02-27T18:53:00Z,71.44,31.01
2026-02-27T18:54:00Z,81.77,18.06
2026-02-27T18:55:00Z,92.25,7.51
2026-02-27T18:56:00Z,92.66,9.92
2026-02-27T18:57:00Z,99.00,1.00
