# event_ticker=KXATPCHALLENGERMATCH-26FEB27BUDDOD
# final_score=7-6(4) 7-5
# score_resolution=7-6 7-5
# match_winner=Matej Dodig
# fav_player=Matej Dodig
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-02-27
timestamp,Matej Dodig,Nicolai Budkov Kjaer
2026-02-27T05:40:00Z,,69.00
2026-02-27T05:59:00Z,,69.00
2026-02-27T06:04:00Z,31.00,69.00
2026-02-27T06:07:00Z,31.00,69.00
2026-02-27T06:43:00Z,31.00,68.00
2026-02-27T07:13:00Z,33.00,68.00
2026-02-27T07:18:00Z,33.00,68.00
2026-02-27T07:26:00Z,33.00,68.00
2026-02-27T07:27:00Z,33.00,68.00
2026-02-27T07:28:00Z,33.00,68.00
2026-02-27T07:34:00Z,33.00,69.00
2026-02-27T07:40:00Z,33.00,69.00
2026-02-27T09:00:00Z,33.00,68.00
2026-02-27T09:02:00Z,33.00,69.00
2026-02-27T09:56:00Z,33.00,68.00
2026-02-27T10:09:00Z,33.00,67.00
2026-02-27T10:10:00Z,33.00,67.00
2026-02-27T10:38:00Z,35.00,67.00
2026-02-27T10:54:00Z,35.00,67.00
2026-02-27T11:36:00Z,35.00,67.00
2026-02-27T11:42:00Z,34.00,67.00
2026-02-27T11:59:00Z,34.00,67.00
2026-02-27T12:09:00Z,34.00,67.00
2026-02-27T12:14:00Z,34.00,67.14
2026-02-27T12:26:00Z,34.00,67.00
2026-02-27T12:34:00Z,34.00,67.00
2026-02-27T12:38:00Z,34.00,67.92
2026-02-27T12:57:00Z,34.00,68.00
2026-02-27T12:58:00Z,34.00,68.00
2026-02-27T12:59:00Z,32.00,68.00
2026-02-27T13:00:00Z,34.00,68.00
2026-02-27T13:01:00Z,34.00,68.00
2026-02-27T13:24:00Z,34.00,68.00
2026-02-27T13:40:00Z,34.00,68.00
2026-02-27T13:42:00Z,34.00,68.96
2026-02-27T13:44:00Z,33.00,69.00
2026-02-27T13:46:00Z,33.00,69.91
2026-02-27T13:48:00Z,33.00,69.93
2026-02-27T13:49:00Z,33.00,70.00
2026-02-27T13:50:00Z,33.00,69.89
2026-02-27T13:52:00Z,33.00,70.00
2026-02-27T13:59:00Z,33.00,69.00
2026-02-27T14:02:00Z,32.00,69.00
2026-02-27T14:07:00Z,32.00,69.00
2026-02-27T14:18:00Z,32.00,69.00
2026-02-27T14:24:00Z,32.00,69.00
2026-02-27T14:25:00Z,32.00,69.00
2026-02-27T14:26:00Z,32.00,69.00
2026-02-27T14:32:00Z,32.00,70.00
2026-02-27T14:38:00Z,32.00,70.00
2026-02-27T14:47:00Z,32.00,70.00
2026-02-27T14:48:00Z,31.00,70.00
2026-02-27T14:52:00Z,31.00,70.00
2026-02-27T14:55:00Z,31.00,70.00
2026-02-27T14:59:00Z,31.00,70.00
2026-02-27T15:01:00Z,31.00,70.00
2026-02-27T15:02:00Z,31.00,70.00
2026-02-27T15:03:00Z,31.00,70.73
2026-02-27T15:07:00Z,31.00,70.00
2026-02-27T15:08:00Z,31.00,70.00
2026-02-27T15:09:00Z,31.00,70.00
2026-02-27T15:10:00Z,31.00,70.00
2026-02-27T15:18:00Z,31.00,70.00
2026-02-27T15:20:00Z,31.00,70.00
2026-02-27T15:21:00Z,31.00,70.00
2026-02-27T15:29:00Z,31.00,70.00
2026-02-27T15:31:00Z,31.00,70.00
2026-02-27T15:33:00Z,31.00,70.00
2026-02-27T15:35:00Z,31.00,70.00
2026-02-27T15:37:00Z,31.00,70.00
2026-02-27T15:44:00Z,31.00,70.00
2026-02-27T15:45:00Z,31.00,70.00
2026-02-27T15:48:00Z,31.00,70.00
2026-02-27T15:53:00Z,31.00,70.00
2026-02-27T15:59:00Z,31.00,70.00
2026-02-27T16:01:00Z,31.00,70.00
2026-02-27T16:06:00Z,31.00,69.00
2026-02-27T16:24:00Z,31.00,70.00
2026-02-27T16:27:00Z,31.00,70.00
2026-02-27T16:28:00Z,31.00,70.00
2026-02-27T16:30:00Z,31.00,70.00
2026-02-27T16:32:00Z,31.00,70.00
2026-02-27T16:33:00Z,31.00,70.00
2026-02-27T16:34:00Z,31.00,70.00
2026-02-27T16:35:00Z,31.00,70.00
2026-02-27T16:36:00Z,33.38,70.19
2026-02-27T16:37:00Z,33.22,64.93
2026-02-27T16:38:00Z,38.98,61.99
2026-02-27T16:39:00Z,46.56,54.19
2026-02-27T16:40:00Z,43.00,52.73
2026-02-27T16:41:00Z,38.70,62.08
2026-02-27T16:42:00Z,38.28,61.60
2026-02-27T16:43:00Z,36.63,66.12
2026-02-27T16:44:00Z,33.03,67.05
2026-02-27T16:45:00Z,40.83,61.80
2026-02-27T16:46:00Z,39.38,60.39
2026-02-27T16:47:00Z,35.49,63.36
2026-02-27T16:48:00Z,47.49,53.02
2026-02-27T16:49:00Z,47.01,53.00
2026-02-27T16:50:00Z,43.67,61.51
2026-02-27T16:51:00Z,35.24,63.82
2026-02-27T16:52:00Z,32.00,65.84
2026-02-27T16:53:00Z,31.06,69.51
2026-02-27T16:54:00Z,27.95,72.02
2026-02-27T16:55:00Z,28.98,72.72
2026-02-27T16:56:00Z,29.50,71.22
2026-02-27T16:57:00Z,27.82,72.96
2026-02-27T16:58:00Z,26.22,74.32
2026-02-27T16:59:00Z,27.77,76.11
2026-02-27T17:00:00Z,28.48,74.35
2026-02-27T17:01:00Z,30.43,69.00
2026-02-27T17:02:00Z,33.32,68.89
2026-02-27T17:03:00Z,30.67,68.43
2026-02-27T17:04:00Z,30.60,70.37
2026-02-27T17:05:00Z,27.90,73.00
2026-02-27T17:06:00Z,27.43,73.34
2026-02-27T17:07:00Z,20.80,78.99
2026-02-27T17:08:00Z,19.90,81.67
2026-02-27T17:09:00Z,22.67,78.54
2026-02-27T17:10:00Z,28.64,74.46
2026-02-27T17:11:00Z,27.51,76.07
2026-02-27T17:12:00Z,27.62,73.12
2026-02-27T17:13:00Z,25.69,74.77
2026-02-27T17:14:00Z,27.61,76.22
2026-02-27T17:15:00Z,29.03,72.13
2026-02-27T17:16:00Z,29.44,72.43
2026-02-27T17:17:00Z,28.89,70.44
2026-02-27T17:18:00Z,33.87,69.29
2026-02-27T17:19:00Z,32.68,67.68
2026-02-27T17:20:00Z,31.82,69.28
2026-02-27T17:21:00Z,28.07,72.30
2026-02-27T17:22:00Z,26.77,74.49
2026-02-27T17:23:00Z,27.01,73.80
2026-02-27T17:24:00Z,29.74,73.00
2026-02-27T17:25:00Z,30.39,71.21
2026-02-27T17:26:00Z,22.53,78.31
2026-02-27T17:27:00Z,23.66,78.21
2026-02-27T17:28:00Z,30.11,68.82
2026-02-27T17:29:00Z,36.49,65.37
2026-02-27T17:30:00Z,34.55,64.80
2026-02-27T17:31:00Z,30.15,72.46
2026-02-27T17:32:00Z,25.73,74.81
2026-02-27T17:33:00Z,26.24,74.66
2026-02-27T17:34:00Z,30.68,71.31
2026-02-27T17:35:00Z,30.72,70.05
2026-02-27T17:36:00Z,31.37,71.10
2026-02-27T17:37:00Z,27.37,74.44
2026-02-27T17:38:00Z,30.02,74.36
2026-02-27T17:39:00Z,32.72,71.45
2026-02-27T17:40:00Z,36.58,66.23
2026-02-27T17:41:00Z,34.00,65.90
2026-02-27T17:42:00Z,44.43,58.12
2026-02-27T17:43:00Z,50.77,51.30
