# event_ticker=KXATPMATCH-26FEB09NAKBEL
# final_score=6-3 6-4
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Mattia Bellucci
# kalshi_date=2026-02-09
timestamp,Brandon Nakashima,Mattia Bellucci
2026-02-09T06:32:00Z,,32.00
2026-02-09T07:14:00Z,70.00,32.00
2026-02-09T07:26:00Z,70.00,31.00
2026-02-09T07:43:00Z,70.00,31.00
2026-02-09T07:45:00Z,70.00,31.00
2026-02-09T08:03:00Z,70.00,31.00
2026-02-09T08:16:00Z,70.00,31.00
2026-02-09T08:58:00Z,70.00,31.00
2026-02-09T09:08:00Z,70.61,31.00
2026-02-09T10:09:00Z,70.00,31.00
2026-02-09T10:11:00Z,68.00,32.00
2026-02-09T11:20:00Z,68.82,32.00
2026-02-09T12:12:00Z,68.82,32.00
2026-02-09T12:52:00Z,69.00,32.00
2026-02-09T13:02:00Z,69.00,32.00
2026-02-09T13:07:00Z,69.00,32.00
2026-02-09T13:23:00Z,69.00,32.00
2026-02-09T13:30:00Z,69.00,32.00
2026-02-09T13:32:00Z,69.00,32.00
2026-02-09T13:35:00Z,69.00,32.00
2026-02-09T13:37:00Z,69.00,32.00
2026-02-09T13:43:00Z,69.00,32.00
2026-02-09T13:44:00Z,69.00,32.00
2026-02-09T13:45:00Z,69.87,32.00
2026-02-09T13:46:00Z,69.00,32.00
2026-02-09T13:51:00Z,69.00,32.00
2026-02-09T13:55:00Z,69.00,32.00
2026-02-09T13:58:00Z,69.00,32.00
2026-02-09T13:59:00Z,69.00,32.00
2026-02-09T14:03:00Z,69.00,32.00
2026-02-09T14:04:00Z,69.00,32.00
2026-02-09T14:05:00Z,69.00,32.00
2026-02-09T14:06:00Z,69.00,32.00
2026-02-09T14:07:00Z,69.00,32.00
2026-02-09T14:20:00Z,69.00,32.00
2026-02-09T14:21:00Z,69.00,32.00
2026-02-09T14:23:00Z,69.00,32.00
2026-02-09T14:25:00Z,69.00,32.00
2026-02-09T14:39:00Z,69.00,32.00
2026-02-09T14:43:00Z,69.00,32.00
2026-02-09T14:47:00Z,69.14,32.00
2026-02-09T14:48:00Z,70.00,32.00
2026-02-09T14:58:00Z,69.00,32.00
2026-02-09T14:59:00Z,69.00,32.00
2026-02-09T15:03:00Z,69.00,32.00
2026-02-09T15:04:00Z,69.00,32.00
2026-02-09T15:06:00Z,69.00,32.00
2026-02-09T15:07:00Z,69.00,32.00
2026-02-09T15:13:00Z,69.00,32.00
2026-02-09T15:29:00Z,69.75,32.00
2026-02-09T15:33:00Z,70.00,32.00
2026-02-09T15:34:00Z,70.00,32.00
2026-02-09T15:35:00Z,70.00,32.00
2026-02-09T15:36:00Z,70.00,32.00
2026-02-09T15:42:00Z,70.00,32.00
2026-02-09T15:49:00Z,70.97,32.00
2026-02-09T15:57:00Z,71.00,32.00
2026-02-09T16:02:00Z,71.00,32.00
