# event_ticker=KXATPCHALLENGERMATCH-26APR16ABOSEY
# final_score=6-4 2-6 6-4
# score_resolution=4-6 6-2 4-6
# match_winner=Valerio Aboian
# fav_player=Thiago Seyboth Wild
# dog_player=Valerio Aboian
# kalshi_date=2026-04-16
timestamp,Thiago Seyboth Wild,Valerio Aboian
2026-04-16T10:24:00Z,,17.00
2026-04-16T10:29:00Z,93.00,17.00
2026-04-16T10:30:00Z,93.00,17.00
2026-04-16T10:45:00Z,93.00,6.00
2026-04-16T10:46:00Z,93.00,15.00
2026-04-16T10:49:00Z,84.00,15.00
2026-04-16T11:11:00Z,85.00,15.00
2026-04-16T11:27:00Z,85.00,15.00
2026-04-16T11:44:00Z,85.00,15.00
2026-04-16T12:22:00Z,85.00,15.00
2026-04-16T12:49:00Z,85.00,15.00
2026-04-16T13:05:00Z,85.00,16.00
2026-04-16T13:18:00Z,85.00,16.17
2026-04-16T13:47:00Z,86.00,16.17
2026-04-16T14:07:00Z,86.00,16.00
2026-04-16T14:20:00Z,86.00,16.00
2026-04-16T14:30:00Z,86.00,16.00
2026-04-16T14:32:00Z,86.30,16.00
2026-04-16T14:55:00Z,86.00,16.00
2026-04-16T15:31:00Z,85.00,16.00
2026-04-16T15:39:00Z,86.00,16.00
2026-04-16T15:55:00Z,86.00,16.00
2026-04-16T16:01:00Z,85.22,16.00
2026-04-16T16:23:00Z,85.00,16.00
2026-04-16T16:44:00Z,85.00,16.00
2026-04-16T16:57:00Z,86.00,16.00
2026-04-16T16:59:00Z,86.00,16.00
2026-04-16T17:38:00Z,86.00,16.00
2026-04-16T17:48:00Z,86.00,16.00
2026-04-16T17:51:00Z,86.00,16.00
2026-04-16T17:58:00Z,86.00,16.00
2026-04-16T18:00:00Z,86.00,16.00
2026-04-16T18:30:00Z,86.00,16.00
2026-04-16T18:34:00Z,86.00,16.00
2026-04-16T18:35:00Z,85.00,16.00
2026-04-16T18:38:00Z,86.00,16.00
2026-04-16T18:48:00Z,86.33,16.00
2026-04-16T18:52:00Z,86.18,16.00
2026-04-16T19:05:00Z,86.18,15.00
2026-04-16T19:07:00Z,87.00,15.00
2026-04-16T19:19:00Z,87.00,15.00
2026-04-16T19:25:00Z,87.00,15.00
2026-04-16T19:26:00Z,87.00,15.00
2026-04-16T19:30:00Z,87.00,15.00
2026-04-16T19:32:00Z,87.00,15.00
2026-04-16T19:34:00Z,87.00,16.00
2026-04-16T19:36:00Z,87.00,16.00
2026-04-16T19:37:00Z,87.00,16.00
2026-04-16T19:41:00Z,87.00,15.00
2026-04-16T19:42:00Z,87.00,16.00
2026-04-16T19:51:00Z,87.00,16.00
2026-04-16T19:52:00Z,86.00,16.00
2026-04-16T19:54:00Z,86.00,16.00
2026-04-16T19:55:00Z,86.00,16.00
2026-04-16T20:03:00Z,86.00,16.00
2026-04-16T20:10:00Z,86.00,16.00
2026-04-16T20:16:00Z,86.00,16.00
2026-04-16T20:17:00Z,86.00,16.00
2026-04-16T20:18:00Z,86.00,16.00
2026-04-16T20:19:00Z,86.00,16.00
2026-04-16T20:20:00Z,86.00,16.00
2026-04-16T20:22:00Z,85.00,16.00
2026-04-16T20:26:00Z,86.00,16.00
2026-04-16T20:29:00Z,86.00,16.00
2026-04-16T20:31:00Z,86.00,16.00
2026-04-16T20:38:00Z,86.00,16.00
2026-04-16T20:40:00Z,86.00,16.00
2026-04-16T20:41:00Z,86.00,16.00
2026-04-16T20:44:00Z,86.00,16.00
2026-04-16T20:57:00Z,86.00,16.00
2026-04-16T20:59:00Z,86.00,16.00
2026-04-16T21:00:00Z,84.00,16.00
2026-04-16T21:01:00Z,84.00,16.75
2026-04-16T21:02:00Z,84.00,16.00
2026-04-16T21:04:00Z,84.00,17.00
2026-04-16T21:05:00Z,84.00,17.00
2026-04-16T21:08:00Z,84.00,17.00
2026-04-16T21:09:00Z,84.00,17.00
2026-04-16T21:10:00Z,84.00,17.00
2026-04-16T21:11:00Z,84.00,17.00
2026-04-16T21:12:00Z,84.00,17.00
2026-04-16T21:13:00Z,85.00,17.00
2026-04-16T21:14:00Z,85.00,17.00
2026-04-16T21:15:00Z,85.00,17.00
2026-04-16T21:16:00Z,85.00,17.00
2026-04-16T21:19:00Z,85.00,17.00
2026-04-16T21:20:00Z,84.00,17.00
2026-04-16T21:22:00Z,84.00,17.00
2026-04-16T21:25:00Z,84.00,17.00
2026-04-16T21:27:00Z,84.00,17.00
2026-04-16T21:28:00Z,84.00,17.00
2026-04-16T21:29:00Z,85.00,17.00
2026-04-16T21:31:00Z,85.00,17.00
2026-04-16T21:32:00Z,85.00,17.00
2026-04-16T21:33:00Z,85.00,17.00
2026-04-16T21:34:00Z,85.00,17.00
2026-04-16T21:38:00Z,85.00,17.00
2026-04-16T21:39:00Z,85.00,17.00
2026-04-16T21:41:00Z,85.00,17.00
2026-04-16T21:44:00Z,84.00,17.00
2026-04-16T21:45:00Z,84.00,17.00
2026-04-16T21:46:00Z,84.00,17.00
2026-04-16T21:47:00Z,84.00,17.00
2026-04-16T21:48:00Z,84.00,17.00
2026-04-16T21:49:00Z,84.00,17.00
2026-04-16T21:50:00Z,84.00,17.00
2026-04-16T21:51:00Z,84.00,17.00
2026-04-16T21:52:00Z,84.00,18.00
2026-04-16T21:53:00Z,84.00,18.00
2026-04-16T21:54:00Z,84.00,18.31
2026-04-16T21:55:00Z,84.00,18.00
2026-04-16T21:57:00Z,84.00,19.00
2026-04-16T21:58:00Z,84.00,19.00
2026-04-16T21:59:00Z,84.00,19.00
2026-04-16T22:00:00Z,82.05,19.00
2026-04-16T22:01:00Z,81.00,19.00
2026-04-16T22:02:00Z,83.00,19.00
2026-04-16T22:03:00Z,82.00,19.00
2026-04-16T22:04:00Z,82.81,19.88
2026-04-16T22:05:00Z,83.00,19.43
2026-04-16T22:06:00Z,82.93,19.22
2026-04-16T22:07:00Z,82.82,20.91
2026-04-16T22:08:00Z,81.98,19.74
2026-04-16T22:09:00Z,82.32,20.20
2026-04-16T22:10:00Z,82.11,19.96
2026-04-16T22:11:00Z,80.01,23.63
2026-04-16T22:12:00Z,70.20,30.41
2026-04-16T22:13:00Z,71.64,32.44
2026-04-16T22:14:00Z,72.50,29.48
2026-04-16T22:15:00Z,74.30,27.50
2026-04-16T22:16:00Z,78.94,23.27
2026-04-16T22:17:00Z,80.81,21.24
2026-04-16T22:18:00Z,82.34,18.54
2026-04-16T22:19:00Z,83.95,17.70
2026-04-16T22:20:00Z,83.21,18.22
2026-04-16T22:21:00Z,82.84,19.72
2026-04-16T22:22:00Z,81.49,21.24
2026-04-16T22:23:00Z,81.08,19.23
