# event_ticker=KXATPCHALLENGERMATCH-26APR16ABOSEY
# final_score=6-4 2-6 6-4
# score_resolution=4-6 6-2 4-6
# match_winner=Valerio Aboian
# fav_player=Thiago Seyboth Wild
# dog_player=Valerio Aboian
# kalshi_date=2026-04-16
timestamp,Thiago Seyboth Wild,Valerio Aboian
2026-04-16T22:24:00Z,83.44,17.97
2026-04-16T22:25:00Z,85.03,17.29
2026-04-16T22:26:00Z,81.40,20.33
2026-04-16T22:27:00Z,84.07,16.11
2026-04-16T22:28:00Z,82.06,19.19
2026-04-16T22:29:00Z,81.27,22.02
2026-04-16T22:30:00Z,79.07,22.66
2026-04-16T22:31:00Z,79.33,21.23
2026-04-16T22:32:00Z,77.06,23.44
2026-04-16T22:33:00Z,66.35,32.62
2026-04-16T22:34:00Z,63.14,37.92
2026-04-16T22:35:00Z,62.69,39.76
2026-04-16T22:36:00Z,62.60,38.99
2026-04-16T22:37:00Z,57.77,42.78
2026-04-16T22:38:00Z,55.18,46.21
2026-04-16T22:39:00Z,53.71,47.94
2026-04-16T22:40:00Z,55.96,45.26
2026-04-16T22:41:00Z,60.12,40.90
2026-04-16T22:42:00Z,58.48,41.58
2026-04-16T22:43:00Z,52.63,49.13
2026-04-16T22:44:00Z,50.72,51.92
2026-04-16T22:45:00Z,49.12,53.26
2026-04-16T22:46:00Z,45.70,55.52
2026-04-16T22:47:00Z,45.80,56.12
2026-04-16T22:48:00Z,48.98,53.32
2026-04-16T22:49:00Z,46.25,55.83
2026-04-16T22:50:00Z,46.56,55.35
2026-04-16T22:51:00Z,51.67,52.96
2026-04-16T22:52:00Z,52.26,48.71
2026-04-16T22:53:00Z,51.27,49.32
2026-04-16T22:54:00Z,48.54,53.61
2026-04-16T22:55:00Z,47.52,55.36
2026-04-16T22:56:00Z,46.81,53.06
2026-04-16T22:57:00Z,45.81,55.06
2026-04-16T22:58:00Z,47.47,53.56
2026-04-16T22:59:00Z,47.25,53.64
2026-04-16T23:00:00Z,47.15,53.79
2026-04-16T23:01:00Z,48.93,50.81
2026-04-16T23:02:00Z,51.70,50.47
2026-04-16T23:03:00Z,55.47,39.89
2026-04-16T23:04:00Z,59.45,40.40
2026-04-16T23:05:00Z,66.06,33.70
2026-04-16T23:06:00Z,67.13,30.71
2026-04-16T23:07:00Z,68.70,30.21
2026-04-16T23:08:00Z,67.18,29.76
2026-04-16T23:09:00Z,68.81,28.94
2026-04-16T23:10:00Z,69.98,30.12
2026-04-16T23:11:00Z,69.77,29.44
2026-04-16T23:12:00Z,72.17,25.53
2026-04-16T23:13:00Z,74.82,24.47
2026-04-16T23:14:00Z,77.24,22.08
2026-04-16T23:15:00Z,76.75,22.69
2026-04-16T23:16:00Z,76.59,22.57
2026-04-16T23:17:00Z,78.20,24.33
2026-04-16T23:18:00Z,76.56,22.49
2026-04-16T23:19:00Z,76.32,23.23
2026-04-16T23:20:00Z,76.48,22.47
2026-04-16T23:21:00Z,76.81,22.61
2026-04-16T23:22:00Z,74.67,22.53
2026-04-16T23:23:00Z,75.72,24.59
2026-04-16T23:24:00Z,73.46,26.41
2026-04-16T23:25:00Z,70.81,30.16
2026-04-16T23:26:00Z,72.11,29.25
2026-04-16T23:27:00Z,75.07,24.93
2026-04-16T23:28:00Z,73.94,25.34
2026-04-16T23:29:00Z,75.67,25.36
2026-04-16T23:30:00Z,75.90,24.30
2026-04-16T23:31:00Z,76.63,24.95
2026-04-16T23:32:00Z,77.03,24.76
2026-04-16T23:33:00Z,74.36,28.00
2026-04-16T23:34:00Z,66.56,34.17
2026-04-16T23:35:00Z,54.80,44.01
2026-04-16T23:36:00Z,54.93,44.50
2026-04-16T23:37:00Z,59.72,43.24
2026-04-16T23:38:00Z,67.60,34.26
2026-04-16T23:39:00Z,64.27,34.64
2026-04-16T23:40:00Z,54.10,46.51
2026-04-16T23:41:00Z,54.86,48.55
2026-04-16T23:42:00Z,46.26,52.52
2026-04-16T23:43:00Z,48.05,54.09
2026-04-16T23:44:00Z,51.67,48.63
2026-04-16T23:45:00Z,54.26,46.17
2026-04-16T23:46:00Z,54.65,46.73
2026-04-16T23:47:00Z,54.45,47.99
2026-04-16T23:48:00Z,47.89,51.79
2026-04-16T23:49:00Z,42.39,57.44
2026-04-16T23:50:00Z,43.87,56.66
2026-04-16T23:51:00Z,41.31,59.20
2026-04-16T23:52:00Z,43.98,58.40
2026-04-16T23:53:00Z,43.41,58.08
2026-04-16T23:54:00Z,46.13,53.37
2026-04-16T23:55:00Z,48.24,50.76
2026-04-16T23:56:00Z,49.55,49.41
2026-04-16T23:57:00Z,63.79,34.48
2026-04-16T23:58:00Z,71.74,28.05
2026-04-16T23:59:00Z,75.80,24.78
2026-04-17T00:00:00Z,68.92,33.76
2026-04-17T00:01:00Z,72.53,27.90
2026-04-17T00:02:00Z,56.66,41.15
2026-04-17T00:03:00Z,56.89,43.42
2026-04-17T00:04:00Z,42.57,57.05
2026-04-17T00:05:00Z,33.32,64.35
2026-04-17T00:06:00Z,30.75,68.69
2026-04-17T00:07:00Z,23.57,74.95
2026-04-17T00:08:00Z,19.33,79.99
2026-04-17T00:09:00Z,19.88,80.62
2026-04-17T00:10:00Z,25.43,73.84
2026-04-17T00:11:00Z,27.08,74.00
2026-04-17T00:12:00Z,26.49,72.98
2026-04-17T00:13:00Z,6.79,92.93
2026-04-17T00:14:00Z,1.22,98.95
2026-04-17T00:15:00Z,1.00,99.00
2026-04-17T00:16:00Z,1.00,99.00
2026-04-17T00:17:00Z,1.00,99.00
2026-04-17T00:18:00Z,1.00,99.00
2026-04-17T00:19:00Z,1.00,99.00
2026-04-17T00:20:00Z,1.00,99.00
2026-04-17T00:21:00Z,1.00,99.00
2026-04-17T00:22:00Z,1.00,99.00
