# event_ticker=KXATPCHALLENGERMATCH-26MAY13LAVIL
# final_score=6-3 6-4
# match_winner=Juan Manuel La Serna
# fav_player=Juan Manuel La Serna
# dog_player=Gonzalo Villanueva
# kalshi_date=2026-05-13
timestamp,Juan Manuel La Serna,Gonzalo Villanueva
2026-05-13T15:12:00Z,46.00,55.00
2026-05-13T15:16:00Z,46.00,56.00
2026-05-13T15:19:00Z,46.00,56.00
2026-05-13T15:21:00Z,46.00,56.00
2026-05-13T15:33:00Z,46.00,56.00
2026-05-13T15:34:00Z,46.00,56.00
2026-05-13T15:35:00Z,46.00,56.00
2026-05-13T15:37:00Z,46.00,56.00
2026-05-13T15:38:00Z,46.00,56.00
2026-05-13T15:44:00Z,46.00,56.00
2026-05-13T15:46:00Z,45.00,56.00
2026-05-13T15:49:00Z,45.00,56.00
2026-05-13T15:51:00Z,46.00,56.00
2026-05-13T15:53:00Z,46.00,56.00
2026-05-13T15:54:00Z,46.00,56.00
2026-05-13T15:57:00Z,46.00,56.64
2026-05-13T16:01:00Z,45.00,56.62
2026-05-13T16:09:00Z,45.00,56.00
2026-05-13T16:11:00Z,45.00,56.00
2026-05-13T16:13:00Z,45.00,56.00
2026-05-13T16:14:00Z,45.00,56.32
2026-05-13T16:15:00Z,46.50,55.90
2026-05-13T16:16:00Z,46.50,54.00
2026-05-13T16:17:00Z,47.02,53.03
2026-05-13T16:18:00Z,47.02,52.75
2026-05-13T16:19:00Z,50.00,48.93
2026-05-13T16:20:00Z,59.86,37.48
2026-05-13T16:21:00Z,63.35,38.00
2026-05-13T16:22:00Z,65.00,34.00
2026-05-13T16:23:00Z,65.00,34.00
2026-05-13T16:24:00Z,67.20,31.47
2026-05-13T16:25:00Z,68.00,32.31
2026-05-13T16:26:00Z,70.00,29.04
2026-05-13T16:27:00Z,66.00,35.94
2026-05-13T16:28:00Z,65.00,35.94
2026-05-13T16:29:00Z,66.97,33.29
2026-05-13T16:30:00Z,64.32,36.31
2026-05-13T16:31:00Z,67.31,34.89
2026-05-13T16:32:00Z,65.72,33.20
2026-05-13T16:33:00Z,64.28,35.85
2026-05-13T16:34:00Z,60.71,41.52
2026-05-13T16:35:00Z,55.09,49.24
2026-05-13T16:36:00Z,55.09,49.38
2026-05-13T16:37:00Z,53.30,47.97
2026-05-13T16:38:00Z,58.00,45.14
2026-05-13T16:39:00Z,51.00,48.23
2026-05-13T16:40:00Z,50.00,51.48
2026-05-13T16:41:00Z,42.62,57.56
2026-05-13T16:42:00Z,42.62,56.02
2026-05-13T16:43:00Z,47.39,51.57
2026-05-13T16:44:00Z,51.00,50.00
2026-05-13T16:45:00Z,53.38,49.00
2026-05-13T16:46:00Z,57.00,49.58
2026-05-13T16:47:00Z,59.93,41.72
2026-05-13T16:48:00Z,60.40,41.72
2026-05-13T16:49:00Z,65.26,31.30
2026-05-13T16:50:00Z,71.35,28.58
2026-05-13T16:51:00Z,73.11,23.91
2026-05-13T16:52:00Z,75.24,27.00
2026-05-13T16:53:00Z,76.00,23.50
2026-05-13T16:54:00Z,77.00,25.00
2026-05-13T16:55:00Z,76.26,25.15
2026-05-13T16:56:00Z,77.00,26.00
2026-05-13T16:57:00Z,76.64,26.00
2026-05-13T16:58:00Z,76.64,26.00
2026-05-13T16:59:00Z,76.03,25.98
2026-05-13T17:00:00Z,76.03,26.00
2026-05-13T17:01:00Z,76.00,26.00
2026-05-13T17:02:00Z,73.24,30.00
2026-05-13T17:03:00Z,70.57,30.58
2026-05-13T17:04:00Z,71.00,33.00
2026-05-13T17:05:00Z,72.00,30.00
2026-05-13T17:06:00Z,69.17,30.38
2026-05-13T17:07:00Z,68.99,31.07
2026-05-13T17:08:00Z,63.91,35.18
2026-05-13T17:09:00Z,57.53,41.81
2026-05-13T17:10:00Z,57.60,44.02
2026-05-13T17:11:00Z,55.01,45.35
2026-05-13T17:12:00Z,52.66,49.96
2026-05-13T17:13:00Z,55.96,43.03
2026-05-13T17:14:00Z,64.00,40.67
2026-05-13T17:15:00Z,67.00,33.00
2026-05-13T17:16:00Z,67.00,32.03
2026-05-13T17:17:00Z,73.34,26.43
2026-05-13T17:18:00Z,72.59,26.98
2026-05-13T17:19:00Z,68.52,32.52
2026-05-13T17:20:00Z,69.90,32.17
2026-05-13T17:21:00Z,70.42,29.20
2026-05-13T17:22:00Z,79.84,24.94
2026-05-13T17:23:00Z,86.08,16.44
2026-05-13T17:24:00Z,86.84,13.97
2026-05-13T17:25:00Z,88.68,14.68
2026-05-13T17:26:00Z,88.46,13.37
2026-05-13T17:27:00Z,90.97,10.00
2026-05-13T17:28:00Z,89.70,10.64
2026-05-13T17:29:00Z,91.82,9.94
2026-05-13T17:30:00Z,90.03,10.69
2026-05-13T17:31:00Z,91.47,11.57
2026-05-13T17:32:00Z,93.20,6.27
2026-05-13T17:33:00Z,95.82,5.59
2026-05-13T17:34:00Z,90.04,7.96
2026-05-13T17:35:00Z,90.95,10.57
2026-05-13T17:36:00Z,90.68,10.54
2026-05-13T17:37:00Z,91.84,9.09
2026-05-13T17:38:00Z,91.70,9.10
2026-05-13T17:39:00Z,90.79,9.04
2026-05-13T17:40:00Z,88.30,14.29
2026-05-13T17:41:00Z,88.40,17.17
2026-05-13T17:42:00Z,91.07,10.09
2026-05-13T17:43:00Z,94.51,6.96
2026-05-13T17:44:00Z,94.15,6.51
2026-05-13T17:45:00Z,95.12,6.64
2026-05-13T17:46:00Z,93.98,7.54
2026-05-13T17:47:00Z,92.57,8.54
2026-05-13T17:48:00Z,95.43,6.26
2026-05-13T17:49:00Z,97.30,2.21
2026-05-13T17:50:00Z,99.00,1.00
2026-05-13T17:51:00Z,99.00,1.00
2026-05-13T17:52:00Z,99.00,1.00
2026-05-13T17:53:00Z,99.00,1.00
2026-05-13T17:54:00Z,99.00,1.00
2026-05-13T17:55:00Z,99.00,1.00
2026-05-13T17:56:00Z,99.00,1.00
