# event_ticker=KXATPCHALLENGERMATCH-26MAY14BONGRI
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Tallon Griekspoor
# fav_player=Benjamin Bonzi
# dog_player=Tallon Griekspoor
# kalshi_date=2026-05-14
timestamp,Benjamin Bonzi,Tallon Griekspoor
2026-05-14T02:25:00Z,41.00,
2026-05-14T02:28:00Z,41.00,61.00
2026-05-14T03:11:00Z,41.00,59.00
2026-05-14T03:19:00Z,41.00,61.00
2026-05-14T03:29:00Z,41.00,61.00
2026-05-14T03:31:00Z,41.00,61.00
2026-05-14T03:32:00Z,41.00,61.00
2026-05-14T03:39:00Z,41.00,61.00
2026-05-14T03:49:00Z,41.00,61.00
2026-05-14T03:50:00Z,41.00,61.00
2026-05-14T03:56:00Z,41.00,60.00
2026-05-14T03:59:00Z,41.00,60.00
2026-05-14T04:16:00Z,41.00,59.00
2026-05-14T04:21:00Z,41.00,59.00
2026-05-14T04:22:00Z,41.00,59.00
2026-05-14T04:24:00Z,42.43,59.00
2026-05-14T04:27:00Z,42.00,59.00
2026-05-14T04:29:00Z,42.00,59.00
2026-05-14T04:31:00Z,42.00,60.00
2026-05-14T04:32:00Z,42.00,60.00
2026-05-14T04:42:00Z,42.00,60.00
2026-05-14T04:54:00Z,42.00,60.00
2026-05-14T04:58:00Z,42.00,60.00
2026-05-14T05:04:00Z,42.00,60.00
2026-05-14T05:15:00Z,42.00,60.00
2026-05-14T05:19:00Z,42.00,60.00
2026-05-14T05:20:00Z,42.00,59.00
2026-05-14T05:27:00Z,42.00,60.00
2026-05-14T05:31:00Z,42.00,60.00
2026-05-14T05:34:00Z,42.00,60.00
2026-05-14T05:42:00Z,42.00,60.00
2026-05-14T05:45:00Z,42.00,60.00
2026-05-14T05:57:00Z,42.00,60.00
2026-05-14T06:01:00Z,42.00,60.00
2026-05-14T06:20:00Z,42.00,60.00
2026-05-14T06:21:00Z,42.00,60.00
2026-05-14T06:43:00Z,42.00,60.00
2026-05-14T06:45:00Z,42.00,60.00
2026-05-14T06:48:00Z,42.00,60.00
2026-05-14T06:53:00Z,42.00,60.00
2026-05-14T09:05:00Z,42.00,59.00
2026-05-14T09:13:00Z,43.00,59.00
2026-05-14T09:30:00Z,43.00,59.00
2026-05-14T09:37:00Z,43.00,59.00
2026-05-14T09:42:00Z,43.00,59.00
2026-05-14T09:50:00Z,43.00,59.00
2026-05-14T09:52:00Z,43.00,59.00
2026-05-14T10:03:00Z,43.00,59.00
2026-05-14T10:04:00Z,43.00,59.00
2026-05-14T10:19:00Z,43.00,59.00
2026-05-14T10:27:00Z,43.00,59.00
2026-05-14T10:28:00Z,43.00,59.00
2026-05-14T10:29:00Z,43.00,59.00
2026-05-14T10:32:00Z,42.85,60.00
2026-05-14T10:46:00Z,42.85,60.00
2026-05-14T10:52:00Z,42.85,58.00
2026-05-14T10:53:00Z,42.85,58.00
2026-05-14T10:54:00Z,42.85,57.00
2026-05-14T10:59:00Z,42.85,57.72
2026-05-14T11:01:00Z,42.85,57.00
2026-05-14T11:05:00Z,43.00,57.00
2026-05-14T11:07:00Z,43.00,59.00
2026-05-14T11:08:00Z,43.00,59.96
2026-05-14T11:09:00Z,43.92,59.96
2026-05-14T11:10:00Z,43.92,59.99
2026-05-14T11:17:00Z,43.92,59.00
2026-05-14T11:19:00Z,43.92,59.00
2026-05-14T11:20:00Z,43.92,59.98
2026-05-14T11:22:00Z,43.00,59.00
2026-05-14T11:23:00Z,43.00,60.00
2026-05-14T11:24:00Z,43.00,60.00
2026-05-14T11:26:00Z,43.00,59.00
2026-05-14T11:31:00Z,43.00,59.00
2026-05-14T11:38:00Z,43.00,59.96
2026-05-14T11:40:00Z,43.00,59.93
2026-05-14T11:43:00Z,43.00,59.99
2026-05-14T11:53:00Z,43.00,59.98
2026-05-14T11:56:00Z,43.00,59.00
2026-05-14T12:04:00Z,41.00,60.00
2026-05-14T12:09:00Z,41.00,60.00
2026-05-14T12:11:00Z,41.00,59.00
2026-05-14T12:17:00Z,42.99,59.00
2026-05-14T12:18:00Z,42.99,59.00
2026-05-14T12:22:00Z,42.99,60.00
2026-05-14T12:31:00Z,40.00,60.00
2026-05-14T12:37:00Z,40.00,60.89
2026-05-14T12:45:00Z,41.00,60.97
2026-05-14T12:49:00Z,42.00,60.97
2026-05-14T12:53:00Z,42.00,62.00
2026-05-14T12:55:00Z,42.00,62.00
2026-05-14T12:56:00Z,42.00,61.96
2026-05-14T12:57:00Z,41.00,61.96
2026-05-14T12:58:00Z,41.00,58.30
2026-05-14T12:59:00Z,42.00,58.30
2026-05-14T13:01:00Z,41.00,58.30
2026-05-14T13:05:00Z,41.00,60.00
2026-05-14T13:12:00Z,41.00,62.00
2026-05-14T13:17:00Z,42.00,62.00
2026-05-14T13:22:00Z,42.00,60.00
2026-05-14T13:24:00Z,42.00,60.00
2026-05-14T13:25:00Z,41.42,60.00
2026-05-14T13:28:00Z,40.00,60.00
2026-05-14T13:29:00Z,40.00,60.00
2026-05-14T13:35:00Z,40.00,58.00
2026-05-14T13:39:00Z,40.00,61.25
2026-05-14T13:40:00Z,40.00,60.00
2026-05-14T13:45:00Z,42.00,60.00
2026-05-14T13:47:00Z,42.00,60.00
2026-05-14T13:49:00Z,42.00,59.00
2026-05-14T13:51:00Z,42.00,61.00
2026-05-14T13:52:00Z,42.00,60.00
2026-05-14T13:53:00Z,42.00,60.00
2026-05-14T13:54:00Z,42.00,60.00
2026-05-14T13:55:00Z,42.00,60.00
2026-05-14T13:56:00Z,42.00,60.00
2026-05-14T13:57:00Z,42.00,60.00
2026-05-14T14:00:00Z,42.23,60.00
2026-05-14T14:01:00Z,42.23,59.00
2026-05-14T14:05:00Z,43.72,59.00
2026-05-14T14:06:00Z,44.00,57.00
2026-05-14T14:07:00Z,46.00,56.00
2026-05-14T14:08:00Z,43.00,56.10
2026-05-14T14:09:00Z,42.78,58.13
2026-05-14T14:10:00Z,43.28,59.10
2026-05-14T14:11:00Z,36.20,61.30
2026-05-14T14:12:00Z,29.26,69.36
2026-05-14T14:13:00Z,27.00,73.97
2026-05-14T14:14:00Z,27.99,72.00
2026-05-14T14:15:00Z,25.06,74.88
2026-05-14T14:16:00Z,24.00,75.12
2026-05-14T14:17:00Z,26.41,75.00
2026-05-14T14:18:00Z,26.00,73.99
2026-05-14T14:19:00Z,26.00,74.00
2026-05-14T14:20:00Z,27.00,74.00
2026-05-14T14:21:00Z,27.27,72.03
2026-05-14T14:22:00Z,27.00,75.73
2026-05-14T14:23:00Z,28.97,71.97
2026-05-14T14:24:00Z,35.38,65.89
2026-05-14T14:25:00Z,44.80,55.46
2026-05-14T14:26:00Z,46.02,52.99
2026-05-14T14:27:00Z,52.66,48.08
2026-05-14T14:28:00Z,53.00,48.00
2026-05-14T14:29:00Z,56.57,46.44
2026-05-14T14:30:00Z,50.63,50.22
2026-05-14T14:31:00Z,49.00,51.98
2026-05-14T14:32:00Z,48.07,50.24
2026-05-14T14:33:00Z,50.89,49.04
2026-05-14T14:34:00Z,48.35,53.17
2026-05-14T14:35:00Z,39.28,60.18
2026-05-14T14:36:00Z,27.00,74.00
2026-05-14T14:37:00Z,25.04,76.04
2026-05-14T14:38:00Z,21.61,77.05
2026-05-14T14:39:00Z,25.55,75.87
2026-05-14T14:40:00Z,22.84,75.54
2026-05-14T14:41:00Z,23.00,76.99
2026-05-14T14:42:00Z,23.00,77.00
2026-05-14T14:43:00Z,23.00,76.73
2026-05-14T14:44:00Z,23.60,77.50
2026-05-14T14:45:00Z,17.87,84.98
2026-05-14T14:46:00Z,13.48,83.31
2026-05-14T14:47:00Z,21.99,77.46
2026-05-14T14:48:00Z,21.72,77.97
2026-05-14T14:49:00Z,23.62,78.94
2026-05-14T14:50:00Z,24.75,76.17
2026-05-14T14:51:00Z,29.52,73.21
2026-05-14T14:52:00Z,29.99,69.34
2026-05-14T14:53:00Z,33.83,66.52
2026-05-14T14:54:00Z,38.17,61.50
2026-05-14T14:55:00Z,40.23,62.20
2026-05-14T14:56:00Z,28.86,69.68
2026-05-14T14:57:00Z,25.92,75.07
2026-05-14T14:58:00Z,24.29,75.72
2026-05-14T14:59:00Z,22.51,77.87
2026-05-14T15:00:00Z,22.03,79.09
2026-05-14T15:01:00Z,22.21,79.00
2026-05-14T15:02:00Z,19.93,81.82
2026-05-14T15:03:00Z,17.37,83.45
2026-05-14T15:04:00Z,23.77,76.92
2026-05-14T15:05:00Z,23.45,75.96
2026-05-14T15:06:00Z,24.20,76.07
2026-05-14T15:07:00Z,25.15,75.09
2026-05-14T15:08:00Z,30.30,70.57
2026-05-14T15:09:00Z,24.66,76.04
2026-05-14T15:10:00Z,22.23,78.31
2026-05-14T15:11:00Z,9.17,88.68
2026-05-14T15:12:00Z,5.43,94.89
2026-05-14T15:13:00Z,4.73,95.35
2026-05-14T15:14:00Z,3.44,97.11
2026-05-14T15:15:00Z,2.92,97.60
2026-05-14T15:16:00Z,2.99,97.07
2026-05-14T15:17:00Z,2.97,97.01
2026-05-14T15:18:00Z,1.59,98.74
2026-05-14T15:19:00Z,1.59,99.00
2026-05-14T15:20:00Z,1.59,99.00
2026-05-14T15:21:00Z,1.59,99.00
2026-05-14T15:22:00Z,1.59,99.00
2026-05-14T15:23:00Z,1.59,99.00
2026-05-14T15:24:00Z,1.59,99.00
2026-05-14T15:25:00Z,1.59,99.00
2026-05-14T15:26:00Z,1.59,99.00
