# event_ticker=KXATPMATCH-26MAR18HALDRA
# final_score=6-7(4) 6-1 6-1
# score_resolution=6-7 6-1 6-1
# match_winner=Quentin Halys
# fav_player=Quentin Halys
# dog_player=Liam Draxl
# kalshi_date=2026-03-18
timestamp,Quentin Halys,Liam Draxl
2026-03-19T11:03:00Z,66.00,35.00
2026-03-19T13:23:00Z,66.00,35.00
2026-03-19T13:59:00Z,66.00,35.00
2026-03-19T14:18:00Z,66.00,35.00
2026-03-19T15:23:00Z,66.00,35.00
2026-03-19T15:47:00Z,66.00,35.00
2026-03-19T16:40:00Z,66.00,35.00
2026-03-19T17:33:00Z,66.00,35.00
2026-03-19T18:02:00Z,66.00,35.00
2026-03-19T18:36:00Z,66.00,35.00
2026-03-19T18:45:00Z,66.00,35.00
2026-03-19T18:49:00Z,66.00,35.00
2026-03-19T19:27:00Z,66.00,35.00
2026-03-19T19:56:00Z,66.00,35.00
2026-03-19T20:14:00Z,66.00,35.00
2026-03-19T20:15:00Z,66.00,35.00
2026-03-19T20:29:00Z,66.00,35.00
2026-03-19T20:43:00Z,66.00,35.00
2026-03-19T20:47:00Z,66.00,35.00
2026-03-19T20:48:00Z,66.00,35.00
2026-03-19T20:49:00Z,66.00,35.00
2026-03-19T20:54:00Z,66.00,35.00
2026-03-19T21:00:00Z,66.00,35.00
2026-03-19T21:04:00Z,66.00,35.00
2026-03-19T21:08:00Z,66.00,35.00
2026-03-19T21:10:00Z,66.00,34.00
2026-03-19T21:12:00Z,66.00,34.00
2026-03-19T21:13:00Z,66.00,34.00
2026-03-19T21:16:00Z,66.00,34.00
2026-03-19T21:20:00Z,67.00,34.00
2026-03-19T21:24:00Z,67.00,34.00
2026-03-19T21:30:00Z,66.00,34.00
2026-03-19T21:36:00Z,67.00,34.00
2026-03-19T21:37:00Z,67.00,34.00
2026-03-19T21:41:00Z,67.00,34.00
2026-03-19T21:42:00Z,67.00,34.00
2026-03-19T21:43:00Z,67.00,34.00
2026-03-19T21:46:00Z,67.00,34.00
2026-03-19T21:48:00Z,67.00,34.00
2026-03-19T22:05:00Z,67.00,34.00
2026-03-19T22:06:00Z,67.00,34.00
2026-03-19T22:09:00Z,67.00,34.00
2026-03-19T22:10:00Z,67.00,34.00
2026-03-19T22:14:00Z,67.00,34.00
2026-03-19T22:20:00Z,67.00,34.00
2026-03-19T22:22:00Z,67.00,34.00
2026-03-19T22:25:00Z,66.00,34.00
2026-03-19T22:26:00Z,67.00,34.00
2026-03-19T22:27:00Z,67.00,34.00
2026-03-19T22:28:00Z,65.49,34.00
2026-03-19T22:30:00Z,65.49,34.34
2026-03-19T22:31:00Z,65.49,34.71
2026-03-19T22:33:00Z,65.49,34.31
2026-03-19T22:35:00Z,67.00,35.00
2026-03-19T22:37:00Z,66.00,35.00
2026-03-19T22:38:00Z,66.00,35.00
2026-03-19T22:40:00Z,65.00,35.00
2026-03-19T22:42:00Z,67.00,35.00
2026-03-19T22:43:00Z,67.00,35.00
2026-03-19T22:44:00Z,67.00,34.00
2026-03-19T22:45:00Z,67.00,35.58
2026-03-19T22:46:00Z,67.00,35.00
2026-03-19T22:48:00Z,65.00,35.00
2026-03-19T22:50:00Z,67.00,35.00
2026-03-19T22:51:00Z,67.00,33.00
2026-03-19T22:52:00Z,67.00,32.88
2026-03-19T22:53:00Z,72.31,32.88
2026-03-19T22:54:00Z,76.47,32.88
2026-03-19T22:55:00Z,82.00,19.00
2026-03-19T22:56:00Z,81.05,19.13
2026-03-19T22:57:00Z,83.02,20.62
2026-03-19T22:58:00Z,84.00,16.22
2026-03-19T22:59:00Z,85.00,16.00
2026-03-19T23:00:00Z,84.48,16.00
2026-03-19T23:01:00Z,84.80,17.00
2026-03-19T23:02:00Z,84.00,16.95
2026-03-19T23:03:00Z,84.00,17.79
2026-03-19T23:04:00Z,85.00,15.00
2026-03-19T23:05:00Z,85.28,14.17
2026-03-19T23:06:00Z,82.56,17.00
2026-03-19T23:07:00Z,78.95,27.47
2026-03-19T23:08:00Z,70.00,31.74
2026-03-19T23:09:00Z,70.00,32.00
2026-03-19T23:10:00Z,66.97,34.71
2026-03-19T23:11:00Z,64.00,36.18
2026-03-19T23:12:00Z,65.36,32.80
2026-03-19T23:13:00Z,66.00,34.00
2026-03-19T23:14:00Z,62.07,37.29
2026-03-19T23:15:00Z,58.03,41.23
2026-03-19T23:16:00Z,53.41,50.85
2026-03-19T23:17:00Z,62.21,39.40
2026-03-19T23:18:00Z,62.79,42.47
2026-03-19T23:19:00Z,56.07,41.05
2026-03-19T23:20:00Z,61.79,37.08
2026-03-19T23:21:00Z,49.88,45.20
2026-03-19T23:22:00Z,44.00,57.00
2026-03-19T23:23:00Z,44.00,57.00
2026-03-19T23:24:00Z,44.00,57.00
2026-03-19T23:25:00Z,46.02,57.52
2026-03-19T23:26:00Z,46.75,57.93
2026-03-19T23:27:00Z,39.43,62.38
2026-03-19T23:28:00Z,38.36,62.37
2026-03-19T23:29:00Z,35.36,63.52
2026-03-19T23:30:00Z,40.38,59.99
2026-03-19T23:31:00Z,42.00,58.70
2026-03-19T23:32:00Z,46.55,57.51
2026-03-19T23:33:00Z,52.36,53.00
2026-03-19T23:34:00Z,61.24,39.09
2026-03-19T23:35:00Z,66.98,34.12
2026-03-19T23:36:00Z,70.45,30.17
2026-03-19T23:37:00Z,72.39,28.98
2026-03-19T23:38:00Z,70.80,27.98
2026-03-19T23:39:00Z,70.02,30.75
2026-03-19T23:40:00Z,65.40,30.93
2026-03-19T23:41:00Z,69.88,30.49
2026-03-19T23:42:00Z,68.63,33.93
2026-03-19T23:43:00Z,69.83,31.31
2026-03-19T23:44:00Z,64.01,37.80
2026-03-19T23:45:00Z,56.64,42.78
2026-03-19T23:46:00Z,53.21,51.08
2026-03-19T23:47:00Z,54.97,41.92
2026-03-19T23:48:00Z,42.96,56.02
2026-03-19T23:49:00Z,40.36,59.16
2026-03-19T23:50:00Z,41.75,59.00
2026-03-19T23:51:00Z,39.32,59.99
2026-03-19T23:52:00Z,37.83,63.19
2026-03-19T23:53:00Z,39.92,64.14
2026-03-19T23:54:00Z,45.93,56.28
2026-03-19T23:55:00Z,41.65,60.33
2026-03-19T23:56:00Z,38.51,61.19
2026-03-19T23:57:00Z,41.88,57.10
2026-03-19T23:58:00Z,38.94,62.00
2026-03-19T23:59:00Z,45.66,57.19
2026-03-20T00:00:00Z,50.37,50.40
2026-03-20T00:01:00Z,58.04,44.92
2026-03-20T00:02:00Z,59.36,44.12
2026-03-20T00:03:00Z,60.92,38.91
2026-03-20T00:04:00Z,61.96,40.00
2026-03-20T00:05:00Z,64.73,37.14
2026-03-20T00:06:00Z,65.62,34.00
2026-03-20T00:07:00Z,65.23,35.45
2026-03-20T00:08:00Z,64.65,36.86
2026-03-20T00:09:00Z,62.79,37.55
2026-03-20T00:10:00Z,67.41,34.19
2026-03-20T00:11:00Z,67.84,37.28
2026-03-20T00:12:00Z,68.86,35.43
2026-03-20T00:13:00Z,73.25,26.63
2026-03-20T00:14:00Z,74.00,26.94
2026-03-20T00:15:00Z,73.89,26.80
2026-03-20T00:16:00Z,73.21,26.99
2026-03-20T00:17:00Z,75.08,25.01
2026-03-20T00:18:00Z,75.49,22.69
2026-03-20T00:19:00Z,76.54,24.33
2026-03-20T00:20:00Z,76.60,23.38
2026-03-20T00:21:00Z,76.83,24.00
2026-03-20T00:22:00Z,76.47,23.67
